r,t,y,val,solvedtm,region_name,tech_name
R12,P2724,2045,209.17559500435698,2026-05-13 15:07:40.839,Myanmar,Large Hydro
R13,P2724,2045,854.9246214536905,2026-05-13 15:07:40.839,Laos,Large Hydro
R14,P2724,2045,1399.4914289553665,2026-05-13 15:07:40.839,Vietnam,Large Hydro
R19,P2724,2045,197.57204547069207,2026-05-13 15:07:40.839,Philippines,Large Hydro
R6,P2724,2045,164.0662997446818,2026-05-13 15:07:40.839,Cambodia,Large Hydro
R11,P2731,2045,2624.170514318368,2026-05-13 15:07:40.839,Thailand,Biomass Gasification
R12,P2776,2045,6.970554846863151,2026-05-13 15:07:40.839,Myanmar,Diesel
R14,P2776,2045,2.2759504239132355,2026-05-13 15:07:40.839,Vietnam,Diesel
R20,P2776,2045,9.891638153105884,2026-05-13 15:07:40.839,Timor Leste,Diesel
R12,P2808,2045,49.01226010400635,2026-05-13 15:07:40.839,Myanmar,Gas Turbine
R15,P2808,2045,25.83874678032559,2026-05-13 15:07:40.839,Brunei,Gas Turbine
R11,P2824,2045,28.97992465891164,2026-05-13 15:07:40.839,Thailand,Small Hydro
R12,P2824,2045,2.5058523664746093,2026-05-13 15:07:40.839,Myanmar,Small Hydro
R14,P2824,2045,378.5977426098176,2026-05-13 15:07:40.839,Vietnam,Small Hydro
R19,P2824,2045,197.6279075483912,2026-05-13 15:07:40.839,Philippines,Small Hydro
R6,P2824,2045,11.595528988644286,2026-05-13 15:07:40.839,Cambodia,Small Hydro
R11,P2831,2045,2627.39270833936,2026-05-13 15:07:40.839,Thailand,Gas Combined Cycle
R12,P2831,2045,102.85298683083067,2026-05-13 15:07:40.839,Myanmar,Gas Combined Cycle
R14,P2831,2045,1840.7343462698345,2026-05-13 15:07:40.839,Vietnam,Gas Combined Cycle
R15,P2831,2045,42.132421259848044,2026-05-13 15:07:40.839,Brunei,Gas Combined Cycle
R16,P2831,2045,504.0164109056954,2026-05-13 15:07:40.839,Singapore,Gas Combined Cycle
R19,P2831,2045,590.5078591423774,2026-05-13 15:07:40.839,Philippines,Gas Combined Cycle
R6,P2831,2045,40.33512261316292,2026-05-13 15:07:40.839,Cambodia,Gas Combined Cycle
R11,P2847,2045,192.46637120163544,2026-05-13 15:07:40.839,Thailand,Solar PV
R12,P2847,2045,2.133450983239774,2026-05-13 15:07:40.839,Myanmar,Solar PV
R13,P2847,2045,10.822414987707223,2026-05-13 15:07:40.839,Laos,Solar PV
R14,P2847,2045,491.70307157693634,2026-05-13 15:07:40.839,Vietnam,Solar PV
R15,P2847,2045,9.209910096357673,2026-05-13 15:07:40.839,Brunei,Solar PV
R16,P2847,2045,16.062268189799042,2026-05-13 15:07:40.839,Singapore,Solar PV
R19,P2847,2045,213.69422395788993,2026-05-13 15:07:40.839,Philippines,Solar PV
R20,P2847,2045,0.0193950089385434,2026-05-13 15:07:40.839,Timor Leste,Solar PV
R6,P2847,2045,93.69389621044465,2026-05-13 15:07:40.839,Cambodia,Solar PV
R17,P2851,2045,0.7066549270995535,2026-05-13 15:07:40.839,Malaysia,Geothermal Flash
R19,P2851,2045,67.2326694733948,2026-05-13 15:07:40.839,Philippines,Geothermal Flash
R12,P2858,2045,33.10341263930846,2026-05-13 15:07:40.839,Myanmar,Gas Engine
R1,P2890,2045,150.0640659530935,2026-05-13 15:07:40.839,Indonesia,Waste
R11,P2890,2045,342.9058454842243,2026-05-13 15:07:40.839,Thailand,Waste
R16,P2890,2045,0.22586313319267037,2026-05-13 15:07:40.839,Singapore,Waste
R19,P2890,2045,14.856289513458488,2026-05-13 15:07:40.839,Philippines,Waste
R11,P2907,2045,206.78696543657932,2026-05-13 15:07:40.839,Thailand,Biogas
R17,P2907,2045,20.244515987476035,2026-05-13 15:07:40.839,Malaysia,Biogas
R6,P2907,2045,2.761268767490057,2026-05-13 15:07:40.839,Cambodia,Biogas
R13,P2956,2045,10.282966435788838,2026-05-13 15:07:40.839,Laos,Biomass Other
R14,P2956,2045,417.5375746325908,2026-05-13 15:07:40.839,Vietnam,Biomass Other
R19,P2956,2045,40.75722407406631,2026-05-13 15:07:40.839,Philippines,Biomass Other
R6,P2956,2045,29.61343525970908,2026-05-13 15:07:40.839,Cambodia,Biomass Other
R1,P3012,2045,690.3173296469419,2026-05-13 15:07:40.839,Indonesia,Coal Supercritical
R11,P3012,2045,3.723563827418605,2026-05-13 15:07:40.839,Thailand,Coal Supercritical
R14,P3012,2045,1061.5575536172867,2026-05-13 15:07:40.839,Vietnam,Coal Supercritical
R17,P3067,2045,317.137632545831,2026-05-13 15:07:40.839,Malaysia,Coal Ultrasupercritical
R15,P3122,2045,26.67963449109968,2026-05-13 15:07:40.839,Brunei,Coal IGCC
R11,P4240,2045,25.251242670495458,2026-05-13 15:07:40.839,Thailand,Solar Floating
R13,P4240,2045,8.210122783784737,2026-05-13 15:07:40.839,Laos,Solar Floating
R16,P4240,2045,0.10553023637115128,2026-05-13 15:07:40.839,Singapore,Solar Floating
R19,P4240,2045,30.36304668837149,2026-05-13 15:07:40.839,Philippines,Solar Floating
R6,P4240,2045,0.17726863852371869,2026-05-13 15:07:40.839,Cambodia,Solar Floating
R1,S13D,2045,0.9387629082497159,2026-05-13 15:07:40.839,Indonesia,Solar Domestic Production
R11,S13D,2045,0.02913766309029113,2026-05-13 15:07:40.839,Thailand,Solar Domestic Production
R12,S13D,2045,2.083555366872048e-05,2026-05-13 15:07:40.839,Myanmar,Solar Domestic Production
R13,S13D,2045,0.008026517689924063,2026-05-13 15:07:40.839,Laos,Solar Domestic Production
R14,S13D,2045,0.7133750752880412,2026-05-13 15:07:40.839,Vietnam,Solar Domestic Production
R15,S13D,2045,0.0006775743515759466,2026-05-13 15:07:40.839,Brunei,Solar Domestic Production
R16,S13D,2045,0.014926759188359165,2026-05-13 15:07:40.839,Singapore,Solar Domestic Production
R17,S13D,2045,0.011878411604183313,2026-05-13 15:07:40.839,Malaysia,Solar Domestic Production
R19,S13D,2045,0.03452385888992242,2026-05-13 15:07:40.839,Philippines,Solar Domestic Production
R20,S13D,2045,1.585613218907523e-06,2026-05-13 15:07:40.839,Timor Leste,Solar Domestic Production
R6,S13D,2045,0.0034009013964197946,2026-05-13 15:07:40.839,Cambodia,Solar Domestic Production
R14,S15I,2045,0.0112666318785287,2026-05-13 15:07:40.839,Vietnam,Ethanol Imports
R19,S15I,2045,280.23138200892595,2026-05-13 15:07:40.839,Philippines,Ethanol Imports
R1,S20I,2045,19470.92320983599,2026-05-13 15:07:40.839,Indonesia,LNG Imports
R11,S20I,2045,1499.618274008862,2026-05-13 15:07:40.839,Thailand,LNG Imports
R12,S20I,2045,218.43133734784533,2026-05-13 15:07:40.839,Myanmar,LNG Imports
R13,S20I,2045,115.67722011206628,2026-05-13 15:07:40.839,Laos,LNG Imports
R14,S20I,2045,8816.874109732482,2026-05-13 15:07:40.839,Vietnam,LNG Imports
R15,S20I,2045,2663.0317716833306,2026-05-13 15:07:40.839,Brunei,LNG Imports
R16,S20I,2045,274.7368886229839,2026-05-13 15:07:40.839,Singapore,LNG Imports
R17,S20I,2045,23349.496880616996,2026-05-13 15:07:40.839,Malaysia,LNG Imports
R19,S20I,2045,444.91632529054357,2026-05-13 15:07:40.839,Philippines,LNG Imports
R6,S20I,2045,40.598712231533064,2026-05-13 15:07:40.839,Cambodia,LNG Imports
R1,S21I,2045,2000.5006121790173,2026-05-13 15:07:40.839,Indonesia,LPG Imports
R11,S21I,2045,2065.1577447205736,2026-05-13 15:07:40.839,Thailand,LPG Imports
R12,S21I,2045,49.83561595162128,2026-05-13 15:07:40.839,Myanmar,LPG Imports
R13,S21I,2045,206.132054536047,2026-05-13 15:07:40.839,Laos,LPG Imports
R14,S21I,2045,1243.3810616708945,2026-05-13 15:07:40.839,Vietnam,LPG Imports
R16,S21I,2045,61.43800478306025,2026-05-13 15:07:40.839,Singapore,LPG Imports
R17,S21I,2045,95.6905904901181,2026-05-13 15:07:40.839,Malaysia,LPG Imports
R19,S21I,2045,628.4514931799007,2026-05-13 15:07:40.839,Philippines,LPG Imports
R6,S21I,2045,158.3240588395384,2026-05-13 15:07:40.839,Cambodia,LPG Imports
R1,S26D,2045,164.41707874759697,2026-05-13 15:07:40.839,Indonesia,Biomass Domestic Production
R11,S26D,2045,8.287798058252086,2026-05-13 15:07:40.839,Thailand,Biomass Domestic Production
R12,S26D,2045,1.7554893942236451,2026-05-13 15:07:40.839,Myanmar,Biomass Domestic Production
R13,S26D,2045,0.4978843088249188,2026-05-13 15:07:40.839,Laos,Biomass Domestic Production
R20,S26D,2045,1.152106720894889,2026-05-13 15:07:40.839,Timor Leste,Biomass Domestic Production
R6,S26D,2045,0.012003157230722449,2026-05-13 15:07:40.839,Cambodia,Biomass Domestic Production
R1,S26I,2045,291.38946368582197,2026-05-13 15:07:40.839,Indonesia,Biomass Imports
R11,S26I,2045,76.56309851511111,2026-05-13 15:07:40.839,Thailand,Biomass Imports
R12,S26I,2045,0.062441328214692185,2026-05-13 15:07:40.839,Myanmar,Biomass Imports
R13,S26I,2045,1.1586026845008004,2026-05-13 15:07:40.839,Laos,Biomass Imports
R14,S26I,2045,36.57898074078863,2026-05-13 15:07:40.839,Vietnam,Biomass Imports
R15,S26I,2045,0.503711666067898,2026-05-13 15:07:40.839,Brunei,Biomass Imports
R16,S26I,2045,17.73140180321714,2026-05-13 15:07:40.839,Singapore,Biomass Imports
R17,S26I,2045,38.65358170766083,2026-05-13 15:07:40.839,Malaysia,Biomass Imports
R19,S26I,2045,2.8087050753251788,2026-05-13 15:07:40.839,Philippines,Biomass Imports
R20,S26I,2045,0.9061370107384912,2026-05-13 15:07:40.839,Timor Leste,Biomass Imports
R6,S26I,2045,1.1092067449418035,2026-05-13 15:07:40.839,Cambodia,Biomass Imports
R1,S29D,2045,1038.0749287941105,2026-05-13 15:07:40.839,Indonesia,Palm Oil Domestic Production
R14,S40I,2045,26.41209154018195,2026-05-13 15:07:40.839,Vietnam,Ammonia Imports
R1,S48D,2045,0.30993685666539705,2026-05-13 15:07:40.839,Indonesia,Geothermal Domestic Production
R1,S51D,2045,0.4598229130271181,2026-05-13 15:07:40.839,Indonesia,Wind Domestic Production
R11,S52D,2045,14.561379178787652,2026-05-13 15:07:40.839,Thailand,Municipal Solid Waste Domestic Production
R16,S52D,2045,0.03843365567799814,2026-05-13 15:07:40.839,Singapore,Municipal Solid Waste Domestic Production
R1,S54D,2045,1.224781884463057,2026-05-13 15:07:40.839,Indonesia,Large Hydro Domestic Production
R1,S55D,2045,0.3161645057101755,2026-05-13 15:07:40.839,Indonesia,Small Hydro Domestic Production
R13,S57I,2045,0.7930766846722849,2026-05-13 15:07:40.839,Laos,Charcoal Imports
R14,S57I,2045,1.2863764553108108,2026-05-13 15:07:40.839,Vietnam,Charcoal Imports
R19,S57I,2045,1.2073853640444454,2026-05-13 15:07:40.839,Philippines,Charcoal Imports
R12,S58D,2045,3.590940553359481,2026-05-13 15:07:40.839,Myanmar,Wood Domestic Production
R12,S58I,2045,3.543808364687563,2026-05-13 15:07:40.839,Myanmar,Wood Imports
R13,S58I,2045,4.262534456429037,2026-05-13 15:07:40.839,Laos,Wood Imports
R14,S58I,2045,11.649477441522354,2026-05-13 15:07:40.839,Vietnam,Wood Imports
R19,S58I,2045,1.4692974746288365,2026-05-13 15:07:40.839,Philippines,Wood Imports
R20,S58I,2045,0.07247858731565679,2026-05-13 15:07:40.839,Timor Leste,Wood Imports
R19,S60I,2045,18.17128862443476,2026-05-13 15:07:40.839,Philippines,Avgas Imports
R15,S61I,2045,83.66560364960777,2026-05-13 15:07:40.839,Brunei,Naphtha Imports
R16,S61I,2045,5240.849794344607,2026-05-13 15:07:40.839,Singapore,Naphtha Imports
R19,S61I,2045,1159.1111772947597,2026-05-13 15:07:40.839,Philippines,Naphtha Imports
R1,S62I,2045,6165.669091175266,2026-05-13 15:07:40.839,Indonesia,Jet Kerosene Imports
R11,S62I,2045,4210.965970751226,2026-05-13 15:07:40.839,Thailand,Jet Kerosene Imports
R12,S62I,2045,130.94786000672855,2026-05-13 15:07:40.839,Myanmar,Jet Kerosene Imports
R13,S62I,2045,37.968881216930875,2026-05-13 15:07:40.839,Laos,Jet Kerosene Imports
R14,S62I,2045,5611.705742700361,2026-05-13 15:07:40.839,Vietnam,Jet Kerosene Imports
R15,S62I,2045,31.57480823023827,2026-05-13 15:07:40.839,Brunei,Jet Kerosene Imports
R16,S62I,2045,812.0002644151103,2026-05-13 15:07:40.839,Singapore,Jet Kerosene Imports
R17,S62I,2045,395.8575118693716,2026-05-13 15:07:40.839,Malaysia,Jet Kerosene Imports
R19,S62I,2045,3184.7874818879955,2026-05-13 15:07:40.839,Philippines,Jet Kerosene Imports
R6,S62I,2045,110.38677941795135,2026-05-13 15:07:40.839,Cambodia,Jet Kerosene Imports
R12,S65I,2045,62.55288336274907,2026-05-13 15:07:40.839,Myanmar,Lubricants Imports
R14,S65I,2045,192.71057076299599,2026-05-13 15:07:40.839,Vietnam,Lubricants Imports
R15,S65I,2045,0.5490801981749148,2026-05-13 15:07:40.839,Brunei,Lubricants Imports
R16,S65I,2045,2512.035199290877,2026-05-13 15:07:40.839,Singapore,Lubricants Imports
R6,S65I,2045,8.90233238371149,2026-05-13 15:07:40.839,Cambodia,Lubricants Imports
R12,S66I,2045,82.54598328170943,2026-05-13 15:07:40.839,Myanmar,Bitumen Imports
R14,S66I,2045,2981.474916874268,2026-05-13 15:07:40.839,Vietnam,Bitumen Imports
R15,S66I,2045,2.2829783992391475,2026-05-13 15:07:40.839,Brunei,Bitumen Imports
R16,S66I,2045,1749.9900367295497,2026-05-13 15:07:40.839,Singapore,Bitumen Imports
R19,S66I,2045,1067.6137061701643,2026-05-13 15:07:40.839,Philippines,Bitumen Imports
R6,S66I,2045,179.79689874534375,2026-05-13 15:07:40.839,Cambodia,Bitumen Imports
R12,S67I,2045,36.496467636252696,2026-05-13 15:07:40.839,Myanmar,Oil Imports
R13,S67I,2045,1.0577132005211567,2026-05-13 15:07:40.839,Laos,Oil Imports
R14,S67I,2045,3533.391765327651,2026-05-13 15:07:40.839,Vietnam,Oil Imports
R15,S67I,2045,1.5648496871252147,2026-05-13 15:07:40.839,Brunei,Oil Imports
R16,S67I,2045,1373.264146430494,2026-05-13 15:07:40.839,Singapore,Oil Imports
R17,S67I,2045,574.9257750498236,2026-05-13 15:07:40.839,Malaysia,Oil Imports
R19,S67I,2045,276.84903371364584,2026-05-13 15:07:40.839,Philippines,Oil Imports
R16,S69I,2045,4.773309607114291,2026-05-13 15:07:40.839,Singapore,Petroleum Coke Imports
R20,S74I,2045,0.24799330071206632,2026-05-13 15:07:40.839,Timor Leste,Coal Bituminous Imports
R11,S76I,2045,8.237400205466862,2026-05-13 15:07:40.839,Thailand,Coal Anthracite Imports
R14,S76I,2045,2974.26534383045,2026-05-13 15:07:40.839,Vietnam,Coal Anthracite Imports
R1,P11937,2050,45.58610333839701,2026-05-13 15:07:40.839,Indonesia,Lithium Ion Batteries
R11,P11937,2050,93.4845532329787,2026-05-13 15:07:40.839,Thailand,Lithium Ion Batteries
R12,P11937,2050,8.089793892882833,2026-05-13 15:07:40.839,Myanmar,Lithium Ion Batteries
R14,P11937,2050,617.1219747817466,2026-05-13 15:07:40.839,Vietnam,Lithium Ion Batteries
R16,P11937,2050,6.615930736596747,2026-05-13 15:07:40.839,Singapore,Lithium Ion Batteries
R19,P11937,2050,141.3625987692522,2026-05-13 15:07:40.839,Philippines,Lithium Ion Batteries
R6,P11937,2050,7.579997229530596,2026-05-13 15:07:40.839,Cambodia,Lithium Ion Batteries
R1,P11942,2050,36.07351411252109,2026-05-13 15:07:40.839,Indonesia,Pumped Hydro
R11,P11942,2050,7.71591541413897,2026-05-13 15:07:40.839,Thailand,Pumped Hydro
R12,P11942,2050,2.618324623045173,2026-05-13 15:07:40.839,Myanmar,Pumped Hydro
R13,P11942,2050,8.501888784473506,2026-05-13 15:07:40.839,Laos,Pumped Hydro
R14,P11942,2050,160.28254367333102,2026-05-13 15:07:40.839,Vietnam,Pumped Hydro
R19,P11942,2050,11.90264429826291,2026-05-13 15:07:40.839,Philippines,Pumped Hydro
R6,P11942,2050,26.568402451479706,2026-05-13 15:07:40.839,Cambodia,Pumped Hydro
R19,P14268,2050,309.6179002166201,2026-05-13 15:07:40.839,Philippines,Nuclear LWR
R6,P14424,2050,4.001595317072502,2026-05-13 15:07:40.839,Cambodia,Geothermal ORC
R1,P14428,2050,24.382313851583095,2026-05-13 15:07:40.839,Indonesia,Nuclear SMR
R19,P14428,2050,46.58174524255535,2026-05-13 15:07:40.839,Philippines,Nuclear SMR
R1,P14432,2050,4.845675823888967,2026-05-13 15:07:40.839,Indonesia,Tidal
R14,P14442,2050,3494.8369004988413,2026-05-13 15:07:40.839,Vietnam,Wind Offshore
R19,P14442,2050,1714.3692612582133,2026-05-13 15:07:40.839,Philippines,Wind Offshore
R16,P14446,2050,31.946579064191997,2026-05-13 15:07:40.839,Singapore,Solar CSP
R1,P14937,2050,16.477837829130387,2026-05-13 15:07:40.839,Indonesia,SMR
R11,P14937,2050,2.726904302086179,2026-05-13 15:07:40.839,Thailand,SMR
R16,P14937,2050,100.12491906028677,2026-05-13 15:07:40.839,Singapore,SMR
R17,P14937,2050,0.03476792949334658,2026-05-13 15:07:40.839,Malaysia,SMR
R6,P14937,2050,2.408857924151018,2026-05-13 15:07:40.839,Cambodia,SMR
R1,P15103,2050,1.181171561417891,2026-05-13 15:07:40.839,Indonesia,PEM Electrolysis
R17,P15103,2050,8.791793866080301,2026-05-13 15:07:40.839,Malaysia,PEM Electrolysis
R6,P15103,2050,2.6515323172330505,2026-05-13 15:07:40.839,Cambodia,PEM Electrolysis
R16,P15321,2050,21.37438442824382,2026-05-13 15:07:40.839,Singapore,Gas Combined Cycle with CCS
R6,P15321,2050,1.1756087179271983,2026-05-13 15:07:40.839,Cambodia,Gas Combined Cycle with CCS
R1,P16040,2050,1080.4348396543253,2026-05-13 15:07:40.839,Indonesia,HVO Renewable Diesel
R11,P16040,2050,165.27418717191824,2026-05-13 15:07:40.839,Thailand,HVO Renewable Diesel
R17,P16040,2050,259.7695240247156,2026-05-13 15:07:40.839,Malaysia,HVO Renewable Diesel
R1,P16756,2050,61.852470095784675,2026-05-13 15:07:40.839,Indonesia,Solar PV Rooftop
R14,P16756,2050,648.4847770169919,2026-05-13 15:07:40.839,Vietnam,Solar PV Rooftop
R15,P16756,2050,3.6536941437055037,2026-05-13 15:07:40.839,Brunei,Solar PV Rooftop
R17,P16756,2050,8.074018427345502,2026-05-13 15:07:40.839,Malaysia,Solar PV Rooftop
R19,P16756,2050,2.036617745550373,2026-05-13 15:07:40.839,Philippines,Solar PV Rooftop
R6,P16756,2050,1.6500672172625226,2026-05-13 15:07:40.839,Cambodia,Solar PV Rooftop
R1,P19896,2050,14.471392683716333,2026-05-13 15:07:40.839,Indonesia,Solar PV_IDJW
R1,P20164,2050,58.96756412318332,2026-05-13 15:07:40.839,Indonesia,Solar PV_IDSA
R1,P20186,2050,29.89678947820609,2026-05-13 15:07:40.839,Indonesia,Solar PV_IDKA
R1,P20208,2050,66.59099268819124,2026-05-13 15:07:40.839,Indonesia,Solar PV_IDEast
R1,P20230,2050,3.1188615627668583,2026-05-13 15:07:40.839,Indonesia,Wind Onshore_IDJW
R1,P20296,2050,320.8010524777738,2026-05-13 15:07:40.839,Indonesia,Wind Onshore_IDEast
R17,P20516,2050,20.174754621367715,2026-05-13 15:07:40.839,Malaysia,Solar PV_MYSB
R17,P21096,2050,1154.430279485612,2026-05-13 15:07:40.839,Malaysia,Coal Subcritical_MYPE
R17,P21163,2050,133.137663530013,2026-05-13 15:07:40.839,Malaysia,Coal Subcritical_MYSR
R17,P21230,2050,1708.0624565375733,2026-05-13 15:07:40.839,Malaysia,Gas Combined Cycle_MYPE
R17,P21252,2050,189.76219401335658,2026-05-13 15:07:40.839,Malaysia,Gas Combined Cycle_MYSB
R17,P21274,2050,161.61972646826837,2026-05-13 15:07:40.839,Malaysia,Gas Combined Cycle_MYSR
R17,P21296,2050,11.935770229665096,2026-05-13 15:07:40.839,Malaysia,Large Hydro_MYSB
R17,P21305,2050,477.2811294825026,2026-05-13 15:07:40.839,Malaysia,Large Hydro_MYSR
R17,P21563,2050,33.026651892903665,2026-05-13 15:07:40.839,Malaysia,Biomass Other_MYPE
R1,P21627,2050,6.5893503404177975,2026-05-13 15:07:40.839,Indonesia,Biomass Other_IDJW
R1,P21659,2050,107.09741914228722,2026-05-13 15:07:40.839,Indonesia,Biomass Other_IDSA
R1,P21691,2050,18.42288502718406,2026-05-13 15:07:40.839,Indonesia,Biomass Other_IDKA
R1,P21723,2050,14.071216174325023,2026-05-13 15:07:40.839,Indonesia,Biomass Other_IDEast
R1,P21755,2050,0.17302723675064724,2026-05-13 15:07:40.839,Indonesia,Biogas_IDJW
R1,P21773,2050,4.716962917944214,2026-05-13 15:07:40.839,Indonesia,Biogas_IDKA
R1,P21791,2050,11.329360910240108,2026-05-13 15:07:40.839,Indonesia,Biogas_IDSA
R1,P21809,2050,397.74659589961055,2026-05-13 15:07:40.839,Indonesia,Coal Subcritical_IDEast
R1,P21872,2050,1540.7069833522323,2026-05-13 15:07:40.839,Indonesia,Coal Subcritical_IDJW
R1,P21935,2050,130.2458025897118,2026-05-13 15:07:40.839,Indonesia,Coal Subcritical_IDKA
R1,P21998,2050,332.57427644148817,2026-05-13 15:07:40.839,Indonesia,Coal Subcritical_IDSA
R1,P22129,2050,69.51260133084068,2026-05-13 15:07:40.839,Indonesia,Gas Combined Cycle_IDEast
R1,P22147,2050,19.80533556543399,2026-05-13 15:07:40.839,Indonesia,Gas Combined Cycle_IDKA
R1,P22165,2050,187.48133728827267,2026-05-13 15:07:40.839,Indonesia,Gas Combined Cycle_IDSA
R1,P22183,2050,561.9436299861878,2026-05-13 15:07:40.839,Indonesia,Gas Combined Cycle_IDJW
R1,P22201,2050,25.747578039161134,2026-05-13 15:07:40.839,Indonesia,Gas Turbine_IDEast
R1,P22218,2050,25.747578039161134,2026-05-13 15:07:40.839,Indonesia,Gas Turbine_IDKA
R1,P22235,2050,25.747578039161134,2026-05-13 15:07:40.839,Indonesia,Gas Turbine_IDSA
R1,P22252,2050,25.747578039161134,2026-05-13 15:07:40.839,Indonesia,Gas Turbine_IDJW
R1,P22269,2050,125.23373576115269,2026-05-13 15:07:40.839,Indonesia,Gas Engine_IDEast
R1,P22286,2050,50.694098594313104,2026-05-13 15:07:40.839,Indonesia,Gas Engine_IDKA
R1,P22303,2050,75.44435524240653,2026-05-13 15:07:40.839,Indonesia,Gas Engine_IDSA
R1,P22320,2050,47.10667570290185,2026-05-13 15:07:40.839,Indonesia,Gas Engine_IDJW
R17,P22337,2050,2.2057382208354057,2026-05-13 15:07:40.839,Malaysia,Diesel_MYPE
R17,P22388,2050,12.05327347581829,2026-05-13 15:07:40.839,Malaysia,Biomass Other_MYSB
R14,P2516,2050,140.2128164452806,2026-05-13 15:07:40.839,Vietnam,Electricity
R15,P2544,2050,28.232793519913812,2026-05-13 15:07:40.839,Brunei,All Refineries
R16,P2544,2050,3249.3102962624257,2026-05-13 15:07:40.839,Singapore,All Refineries
R17,P2544,2050,69.29806158541554,2026-05-13 15:07:40.839,Malaysia,All Refineries
R17,P2589,2050,217.56723564002007,2026-05-13 15:07:40.839,Malaysia,Natural Gas
R11,P2713,2050,178.88234378114316,2026-05-13 15:07:40.839,Thailand,Wind Onshore
R13,P2713,2050,55.70683369335026,2026-05-13 15:07:40.839,Laos,Wind Onshore
R14,P2713,2050,2462.5990317014634,2026-05-13 15:07:40.839,Vietnam,Wind Onshore
R19,P2713,2050,487.2843228147791,2026-05-13 15:07:40.839,Philippines,Wind Onshore
R6,P2713,2050,116.60136627439377,2026-05-13 15:07:40.839,Cambodia,Wind Onshore
R11,P2720,2050,262.50793807352096,2026-05-13 15:07:40.839,Thailand,Coal Subcritical
R12,P2720,2050,7.763465481954502,2026-05-13 15:07:40.839,Myanmar,Coal Subcritical
R13,P2720,2050,142.74075729337355,2026-05-13 15:07:40.839,Laos,Coal Subcritical
R14,P2720,2050,957.5996763234382,2026-05-13 15:07:40.839,Vietnam,Coal Subcritical
R19,P2720,2050,363.84393377390825,2026-05-13 15:07:40.839,Philippines,Coal Subcritical
R6,P2720,2050,45.51477654530671,2026-05-13 15:07:40.839,Cambodia,Coal Subcritical
R11,P2724,2050,273.32651033582164,2026-05-13 15:07:40.839,Thailand,Large Hydro
R12,P2724,2050,146.73085583988066,2026-05-13 15:07:40.839,Myanmar,Large Hydro
R13,P2724,2050,603.5917132719087,2026-05-13 15:07:40.839,Laos,Large Hydro
R14,P2724,2050,983.6175555851515,2026-05-13 15:07:40.839,Vietnam,Large Hydro
R19,P2724,2050,138.7499899734584,2026-05-13 15:07:40.839,Philippines,Large Hydro
R6,P2724,2050,116.1147338379895,2026-05-13 15:07:40.839,Cambodia,Large Hydro
R11,P2731,2050,1889.8639320333425,2026-05-13 15:07:40.839,Thailand,Biomass Gasification
R12,P2776,2050,5.080080335215759,2026-05-13 15:07:40.839,Myanmar,Diesel
R14,P2776,2050,1.6090080605603574,2026-05-13 15:07:40.839,Vietnam,Diesel
R20,P2776,2050,7.542487782526021,2026-05-13 15:07:40.839,Timor Leste,Diesel
R12,P2808,2050,35.46676056249464,2026-05-13 15:07:40.839,Myanmar,Gas Turbine
R15,P2808,2050,17.965408060726297,2026-05-13 15:07:40.839,Brunei,Gas Turbine
R11,P2824,2050,26.406082945280573,2026-05-13 15:07:40.839,Thailand,Small Hydro
R12,P2824,2050,1.7866381051228404,2026-05-13 15:07:40.839,Myanmar,Small Hydro
R14,P2824,2050,297.87514932364377,2026-05-13 15:07:40.839,Vietnam,Small Hydro
R19,P2824,2050,180.4104053772557,2026-05-13 15:07:40.839,Philippines,Small Hydro
R6,P2824,2050,8.270985494491992,2026-05-13 15:07:40.839,Cambodia,Small Hydro
R11,P2831,2050,2479.4392394735996,2026-05-13 15:07:40.839,Thailand,Gas Combined Cycle
R12,P2831,2050,117.66979756500571,2026-05-13 15:07:40.839,Myanmar,Gas Combined Cycle
R14,P2831,2050,1305.9485647255804,2026-05-13 15:07:40.839,Vietnam,Gas Combined Cycle
R15,P2831,2050,30.18415242312459,2026-05-13 15:07:40.839,Brunei,Gas Combined Cycle
R16,P2831,2050,409.95297144483243,2026-05-13 15:07:40.839,Singapore,Gas Combined Cycle
R19,P2831,2050,634.2403145809251,2026-05-13 15:07:40.839,Philippines,Gas Combined Cycle
R6,P2831,2050,32.52654427603525,2026-05-13 15:07:40.839,Cambodia,Gas Combined Cycle
R11,P2847,2050,137.22586268213954,2026-05-13 15:07:40.839,Thailand,Solar PV
R12,P2847,2050,1.5211210656558019,2026-05-13 15:07:40.839,Myanmar,Solar PV
R13,P2847,2050,7.716232314872162,2026-05-13 15:07:40.839,Laos,Solar PV
R14,P2847,2050,461.497778928383,2026-05-13 15:07:40.839,Vietnam,Solar PV
R15,P2847,2050,6.843106079472993,2026-05-13 15:07:40.839,Brunei,Solar PV
R16,P2847,2050,6.914186662071827,2026-05-13 15:07:40.839,Singapore,Solar PV
R19,P2847,2050,192.33214718935562,2026-05-13 15:07:40.839,Philippines,Solar PV
R20,P2847,2050,0.013828373324143654,2026-05-13 15:07:40.839,Timor Leste,Solar PV
R6,P2847,2050,66.1411096093791,2026-05-13 15:07:40.839,Cambodia,Solar PV
R17,P2851,2050,0.495791715932689,2026-05-13 15:07:40.839,Malaysia,Geothermal Flash
R19,P2851,2050,49.35918701661048,2026-05-13 15:07:40.839,Philippines,Geothermal Flash
R12,P2858,2050,23.60227570557191,2026-05-13 15:07:40.839,Myanmar,Gas Engine
