r,t,y,val,solvedtm,region_name,tech_name
R1,P2890,2050,104.84558178703077,2026-05-13 15:07:40.839,Indonesia,Waste
R11,P2890,2050,248.1354684980037,2026-05-13 15:07:40.839,Thailand,Waste
R16,P2890,2050,0.1529700145621452,2026-05-13 15:07:40.839,Singapore,Waste
R19,P2890,2050,10.59232910150405,2026-05-13 15:07:40.839,Philippines,Waste
R11,P2907,2050,142.13304648381438,2026-05-13 15:07:40.839,Thailand,Biogas
R17,P2907,2050,13.921755663197402,2026-05-13 15:07:40.839,Malaysia,Biogas
R6,P2907,2050,1.8979466961328453,2026-05-13 15:07:40.839,Cambodia,Biogas
R13,P2956,2050,7.331612952811876,2026-05-13 15:07:40.839,Laos,Biomass Other
R14,P2956,2050,297.6985201281679,2026-05-13 15:07:40.839,Vietnam,Biomass Other
R19,P2956,2050,29.059337478928324,2026-05-13 15:07:40.839,Philippines,Biomass Other
R6,P2956,2050,21.536293391331547,2026-05-13 15:07:40.839,Cambodia,Biomass Other
R1,P3012,2050,508.11966912880223,2026-05-13 15:07:40.839,Indonesia,Coal Supercritical
R11,P3012,2050,2.694017878046129,2026-05-13 15:07:40.839,Thailand,Coal Supercritical
R14,P3012,2050,912.2576201436586,2026-05-13 15:07:40.839,Vietnam,Coal Supercritical
R17,P3067,2050,223.71977904339326,2026-05-13 15:07:40.839,Malaysia,Coal Ultrasupercritical
R15,P3122,2050,18.54157893102336,2026-05-13 15:07:40.839,Brunei,Coal IGCC
R11,P4240,2050,17.026837354572773,2026-05-13 15:07:40.839,Thailand,Solar Floating
R13,P4240,2050,5.53606121982717,2026-05-13 15:07:40.839,Laos,Solar Floating
R19,P4240,2050,24.993504378452233,2026-05-13 15:07:40.839,Philippines,Solar Floating
R1,S13D,2050,0.6843574541701447,2026-05-13 15:07:40.839,Indonesia,Solar Domestic Production
R11,S13D,2050,0.021785213851285862,2026-05-13 15:07:40.839,Thailand,Solar Domestic Production
R12,S13D,2050,1.8559934053148205e-05,2026-05-13 15:07:40.839,Myanmar,Solar Domestic Production
R13,S13D,2050,0.005723852251383297,2026-05-13 15:07:40.839,Laos,Solar Domestic Production
R14,S13D,2050,0.6543327829889121,2026-05-13 15:07:40.839,Vietnam,Solar Domestic Production
R15,S13D,2050,0.0006910754590309136,2026-05-13 15:07:40.839,Brunei,Solar Domestic Production
R16,S13D,2050,0.009014733586438286,2026-05-13 15:07:40.839,Singapore,Solar Domestic Production
R17,S13D,2050,0.013884818593607325,2026-05-13 15:07:40.839,Malaysia,Solar Domestic Production
R19,S13D,2050,0.030649242142534453,2026-05-13 15:07:40.839,Philippines,Solar Domestic Production
R20,S13D,2050,1.6230064687187698e-06,2026-05-13 15:07:40.839,Timor Leste,Solar Domestic Production
R6,S13D,2050,0.0026381296408145008,2026-05-13 15:07:40.839,Cambodia,Solar Domestic Production
R14,S15I,2050,0.008442134600399148,2026-05-13 15:07:40.839,Vietnam,Ethanol Imports
R19,S15I,2050,209.94992125185297,2026-05-13 15:07:40.839,Philippines,Ethanol Imports
R1,S20I,2050,17583.03162215437,2026-05-13 15:07:40.839,Indonesia,LNG Imports
R11,S20I,2050,1436.6393796322202,2026-05-13 15:07:40.839,Thailand,LNG Imports
R12,S20I,2050,224.73140994163447,2026-05-13 15:07:40.839,Myanmar,LNG Imports
R13,S20I,2050,110.39833948628046,2026-05-13 15:07:40.839,Laos,LNG Imports
R14,S20I,2050,9516.096795348674,2026-05-13 15:07:40.839,Vietnam,LNG Imports
R15,S20I,2050,1898.848337757268,2026-05-13 15:07:40.839,Brunei,LNG Imports
R16,S20I,2050,259.9838571829127,2026-05-13 15:07:40.839,Singapore,LNG Imports
R17,S20I,2050,16811.0295150035,2026-05-13 15:07:40.839,Malaysia,LNG Imports
R19,S20I,2050,411.0089870655181,2026-05-13 15:07:40.839,Philippines,LNG Imports
R6,S20I,2050,34.145748455116234,2026-05-13 15:07:40.839,Cambodia,LNG Imports
R1,S21I,2050,1426.3292885322571,2026-05-13 15:07:40.839,Indonesia,LPG Imports
R11,S21I,2050,1675.370581225185,2026-05-13 15:07:40.839,Thailand,LPG Imports
R12,S21I,2050,33.86752757186504,2026-05-13 15:07:40.839,Myanmar,LPG Imports
R13,S21I,2050,158.95520046916747,2026-05-13 15:07:40.839,Laos,LPG Imports
R14,S21I,2050,907.770687993143,2026-05-13 15:07:40.839,Vietnam,LPG Imports
R16,S21I,2050,42.12759515945872,2026-05-13 15:07:40.839,Singapore,LPG Imports
R17,S21I,2050,68.22606852608519,2026-05-13 15:07:40.839,Malaysia,LPG Imports
R19,S21I,2050,415.04873112557436,2026-05-13 15:07:40.839,Philippines,LPG Imports
R6,S21I,2050,103.62065907521189,2026-05-13 15:07:40.839,Cambodia,LPG Imports
R1,S26D,2050,190.99720727750758,2026-05-13 15:07:40.839,Indonesia,Biomass Domestic Production
R11,S26D,2050,6.447271725306835,2026-05-13 15:07:40.839,Thailand,Biomass Domestic Production
R12,S26D,2050,1.408100437733678,2026-05-13 15:07:40.839,Myanmar,Biomass Domestic Production
R13,S26D,2050,0.9106644122337543,2026-05-13 15:07:40.839,Laos,Biomass Domestic Production
R14,S26D,2050,1.456778304957139,2026-05-13 15:07:40.839,Vietnam,Biomass Domestic Production
R15,S26D,2050,0.1711149538356156,2026-05-13 15:07:40.839,Brunei,Biomass Domestic Production
R16,S26D,2050,7.908160621743887,2026-05-13 15:07:40.839,Singapore,Biomass Domestic Production
R17,S26D,2050,16.45555336550802,2026-05-13 15:07:40.839,Malaysia,Biomass Domestic Production
R20,S26D,2050,0.6121596272316677,2026-05-13 15:07:40.839,Timor Leste,Biomass Domestic Production
R6,S26D,2050,0.009123492737706244,2026-05-13 15:07:40.839,Cambodia,Biomass Domestic Production
R1,S26I,2050,390.38959292150736,2026-05-13 15:07:40.839,Indonesia,Biomass Imports
R11,S26I,2050,57.02034729663212,2026-05-13 15:07:40.839,Thailand,Biomass Imports
R12,S26I,2050,0.042162563098694435,2026-05-13 15:07:40.839,Myanmar,Biomass Imports
R13,S26I,2050,0.3527391036467197,2026-05-13 15:07:40.839,Laos,Biomass Imports
R14,S26I,2050,26.596696291265356,2026-05-13 15:07:40.839,Vietnam,Biomass Imports
R15,S26I,2050,0.1451002930050809,2026-05-13 15:07:40.839,Brunei,Biomass Imports
R16,S26I,2050,5.5519103100235885,2026-05-13 15:07:40.839,Singapore,Biomass Imports
R17,S26I,2050,11.96863750167792,2026-05-13 15:07:40.839,Malaysia,Biomass Imports
R19,S26I,2050,2.0761221546422908,2026-05-13 15:07:40.839,Philippines,Biomass Imports
R20,S26I,2050,0.7274551727212468,2026-05-13 15:07:40.839,Timor Leste,Biomass Imports
R6,S26I,2050,0.6874982064582371,2026-05-13 15:07:40.839,Cambodia,Biomass Imports
R1,S29D,2050,1207.3536179758478,2026-05-13 15:07:40.839,Indonesia,Palm Oil Domestic Production
R1,S40I,2050,5.71617470328512,2026-05-13 15:07:40.839,Indonesia,Ammonia Imports
R14,S40I,2050,20.477540230182086,2026-05-13 15:07:40.839,Vietnam,Ammonia Imports
R1,S48D,2050,0.22098069531503872,2026-05-13 15:07:40.839,Indonesia,Geothermal Domestic Production
R1,S49D,2050,6.88040507215333e-05,2026-05-13 15:07:40.839,Indonesia,Tidal Domestic Production
R1,S51D,2050,0.3278473819982561,2026-05-13 15:07:40.839,Indonesia,Wind Domestic Production
R1,S52D,2050,1.547311592363694,2026-05-13 15:07:40.839,Indonesia,Municipal Solid Waste Domestic Production
R11,S52D,2050,15.922366613569078,2026-05-13 15:07:40.839,Thailand,Municipal Solid Waste Domestic Production
R16,S52D,2050,0.016657691682014135,2026-05-13 15:07:40.839,Singapore,Municipal Solid Waste Domestic Production
R1,S54D,2050,0.8732525565041223,2026-05-13 15:07:40.839,Indonesia,Large Hydro Domestic Production
R1,S55D,2050,0.22542092301464042,2026-05-13 15:07:40.839,Indonesia,Small Hydro Domestic Production
R13,S57I,2050,0.5782211844251618,2026-05-13 15:07:40.839,Laos,Charcoal Imports
R14,S57I,2050,0.9444663250879682,2026-05-13 15:07:40.839,Vietnam,Charcoal Imports
R19,S57I,2050,0.9486234982215674,2026-05-13 15:07:40.839,Philippines,Charcoal Imports
R20,S58D,2050,0.025578046519548085,2026-05-13 15:07:40.839,Timor Leste,Wood Domestic Production
R12,S58I,2050,3.17498388318195,2026-05-13 15:07:40.839,Myanmar,Wood Imports
R13,S58I,2050,1.8973910687962192,2026-05-13 15:07:40.839,Laos,Wood Imports
R14,S58I,2050,10.081242520950866,2026-05-13 15:07:40.839,Vietnam,Wood Imports
R19,S58I,2050,0.940938926621516,2026-05-13 15:07:40.839,Philippines,Wood Imports
R20,S58I,2050,0.021549888065393107,2026-05-13 15:07:40.839,Timor Leste,Wood Imports
R19,S60I,2050,15.598000346732794,2026-05-13 15:07:40.839,Philippines,Avgas Imports
R15,S61I,2050,59.6524191003287,2026-05-13 15:07:40.839,Brunei,Naphtha Imports
R16,S61I,2050,4157.734863619192,2026-05-13 15:07:40.839,Singapore,Naphtha Imports
R19,S61I,2050,988.8972316010291,2026-05-13 15:07:40.839,Philippines,Naphtha Imports
R1,S62I,2050,5319.917838713394,2026-05-13 15:07:40.839,Indonesia,Jet Kerosene Imports
R11,S62I,2050,3473.1096383577024,2026-05-13 15:07:40.839,Thailand,Jet Kerosene Imports
R12,S62I,2050,108.42938599855894,2026-05-13 15:07:40.839,Myanmar,Jet Kerosene Imports
R13,S62I,2050,27.071287558128702,2026-05-13 15:07:40.839,Laos,Jet Kerosene Imports
R14,S62I,2050,4719.293015778201,2026-05-13 15:07:40.839,Vietnam,Jet Kerosene Imports
R15,S62I,2050,22.512401888007066,2026-05-13 15:07:40.839,Brunei,Jet Kerosene Imports
R16,S62I,2050,578.9449662650512,2026-05-13 15:07:40.839,Singapore,Jet Kerosene Imports
R17,S62I,2050,282.24093500765554,2026-05-13 15:07:40.839,Malaysia,Jet Kerosene Imports
R19,S62I,2050,2733.7805960530477,2026-05-13 15:07:40.839,Philippines,Jet Kerosene Imports
R6,S62I,2050,89.50077414708664,2026-05-13 15:07:40.839,Cambodia,Jet Kerosene Imports
R12,S65I,2050,44.59934132449397,2026-05-13 15:07:40.839,Myanmar,Lubricants Imports
R14,S65I,2050,163.5557931556117,2026-05-13 15:07:40.839,Vietnam,Lubricants Imports
R15,S65I,2050,0.3967213838153844,2026-05-13 15:07:40.839,Brunei,Lubricants Imports
R16,S65I,2050,1771.2855105205304,2026-05-13 15:07:40.839,Singapore,Lubricants Imports
R6,S65I,2050,6.347239954756195,2026-05-13 15:07:40.839,Cambodia,Lubricants Imports
R12,S66I,2050,58.85414525174882,2026-05-13 15:07:40.839,Myanmar,Bitumen Imports
R14,S66I,2050,2579.33106201569,2026-05-13 15:07:40.839,Vietnam,Bitumen Imports
R15,S66I,2050,1.6494973826724382,2026-05-13 15:07:40.839,Brunei,Bitumen Imports
R16,S66I,2050,1196.5656698822793,2026-05-13 15:07:40.839,Singapore,Bitumen Imports
R19,S66I,2050,916.4258684783786,2026-05-13 15:07:40.839,Philippines,Bitumen Imports
R6,S66I,2050,128.19270391945454,2026-05-13 15:07:40.839,Cambodia,Bitumen Imports
R12,S67I,2050,26.021477024621134,2026-05-13 15:07:40.839,Myanmar,Oil Imports
R13,S67I,2050,0.7541348938290227,2026-05-13 15:07:40.839,Laos,Oil Imports
R14,S67I,2050,3057.3195529000104,2026-05-13 15:07:40.839,Vietnam,Oil Imports
R15,S67I,2050,1.115716199889702,2026-05-13 15:07:40.839,Brunei,Oil Imports
R16,S67I,2050,968.723238937878,2026-05-13 15:07:40.839,Singapore,Oil Imports
R17,S67I,2050,409.91413183946065,2026-05-13 15:07:40.839,Malaysia,Oil Imports
R19,S67I,2050,197.3895348412376,2026-05-13 15:07:40.839,Philippines,Oil Imports
R16,S69I,2050,4.160271930243698,2026-05-13 15:07:40.839,Singapore,Petroleum Coke Imports
R20,S74I,2050,0.22345881057791653,2026-05-13 15:07:40.839,Timor Leste,Coal Bituminous Imports
R11,S76I,2050,5.873152501373802,2026-05-13 15:07:40.839,Thailand,Coal Anthracite Imports
R14,S76I,2050,2120.610084268352,2026-05-13 15:07:40.839,Vietnam,Coal Anthracite Imports
R1,P11937,2055,32.502261656791376,2026-05-13 15:07:40.839,Indonesia,Lithium Ion Batteries
R11,P11937,2055,74.39733385759487,2026-05-13 15:07:40.839,Thailand,Lithium Ion Batteries
R12,P11937,2055,8.796351529158267,2026-05-13 15:07:40.839,Myanmar,Lithium Ion Batteries
R14,P11937,2055,519.4739633160856,2026-05-13 15:07:40.839,Vietnam,Lithium Ion Batteries
R16,P11937,2055,5.491951550971307,2026-05-13 15:07:40.839,Singapore,Lithium Ion Batteries
R19,P11937,2055,124.01012570281591,2026-05-13 15:07:40.839,Philippines,Lithium Ion Batteries
R6,P11937,2055,5.404433265179809,2026-05-13 15:07:40.839,Cambodia,Lithium Ion Batteries
R1,P11942,2055,25.719917007636596,2026-05-13 15:07:40.839,Indonesia,Pumped Hydro
R11,P11942,2055,5.501341052346089,2026-05-13 15:07:40.839,Thailand,Pumped Hydro
R12,P11942,2055,1.8668292696329936,2026-05-13 15:07:40.839,Myanmar,Pumped Hydro
R13,P11942,2055,6.061729202836813,2026-05-13 15:07:40.839,Laos,Pumped Hydro
R14,P11942,2055,129.27834716567057,2026-05-13 15:07:40.839,Vietnam,Pumped Hydro
R19,P11942,2055,8.486420883971537,2026-05-13 15:07:40.839,Philippines,Pumped Hydro
R6,P11942,2055,18.94290375886504,2026-05-13 15:07:40.839,Cambodia,Pumped Hydro
R19,P14268,2055,237.66769432177006,2026-05-13 15:07:40.839,Philippines,Nuclear LWR
R6,P14424,2055,1.2182943852829384,2026-05-13 15:07:40.839,Cambodia,Geothermal ORC
R1,P14428,2055,10.270305297655044,2026-05-13 15:07:40.839,Indonesia,Nuclear SMR
R19,P14428,2055,35.756899008541005,2026-05-13 15:07:40.839,Philippines,Nuclear SMR
R1,P14432,2055,3.5259854741800054,2026-05-13 15:07:40.839,Indonesia,Tidal
R14,P14442,2055,2639.590936307584,2026-05-13 15:07:40.839,Vietnam,Wind Offshore
R19,P14442,2055,1445.2842175848084,2026-05-13 15:07:40.839,Philippines,Wind Offshore
R16,P14446,2055,10.125414804066121,2026-05-13 15:07:40.839,Singapore,Solar CSP
R1,P14937,2055,19.665136712168202,2026-05-13 15:07:40.839,Indonesia,SMR
R11,P14937,2055,2.282691816485506,2026-05-13 15:07:40.839,Thailand,SMR
R16,P14937,2055,0.027769572736240436,2026-05-13 15:07:40.839,Singapore,SMR
R6,P14937,2055,7.613935060542417,2026-05-13 15:07:40.839,Cambodia,SMR
R1,P15103,2055,0.6907282490097386,2026-05-13 15:07:40.839,Indonesia,PEM Electrolysis
R17,P15103,2055,9.068834542403973,2026-05-13 15:07:40.839,Malaysia,PEM Electrolysis
R6,P15103,2055,1.8521073943814907,2026-05-13 15:07:40.839,Cambodia,PEM Electrolysis
R16,P15321,2055,11.909145329317518,2026-05-13 15:07:40.839,Singapore,Gas Combined Cycle with CCS
R6,P15321,2055,0.3579166274585157,2026-05-13 15:07:40.839,Cambodia,Gas Combined Cycle with CCS
R1,P16040,2055,1191.8788214319716,2026-05-13 15:07:40.839,Indonesia,HVO Renewable Diesel
R11,P16040,2055,138.3510357312527,2026-05-13 15:07:40.839,Thailand,HVO Renewable Diesel
R17,P16040,2055,229.7982148175893,2026-05-13 15:07:40.839,Malaysia,HVO Renewable Diesel
R1,P16756,2055,44.099956345221344,2026-05-13 15:07:40.839,Indonesia,Solar PV Rooftop
R14,P16756,2055,530.0738988383858,2026-05-13 15:07:40.839,Vietnam,Solar PV Rooftop
R15,P16756,2055,2.8482823965136825,2026-05-13 15:07:40.839,Brunei,Solar PV Rooftop
R17,P16756,2055,5.756663551593803,2026-05-13 15:07:40.839,Malaysia,Solar PV Rooftop
R19,P16756,2055,1.5615423410646616,2026-05-13 15:07:40.839,Philippines,Solar PV Rooftop
R6,P16756,2055,1.2817270784311572,2026-05-13 15:07:40.839,Cambodia,Solar PV Rooftop
R1,P19896,2055,9.580909911272899,2026-05-13 15:07:40.839,Indonesia,Solar PV_IDJW
R1,P20164,2055,39.0399826678148,2026-05-13 15:07:40.839,Indonesia,Solar PV_IDSA
R1,P20186,2055,19.793426443972713,2026-05-13 15:07:40.839,Indonesia,Solar PV_IDKA
R1,P20208,2055,44.08713907443704,2026-05-13 15:07:40.839,Indonesia,Solar PV_IDEast
R1,P20230,2055,2.198435812816792,2026-05-13 15:07:40.839,Indonesia,Wind Onshore_IDJW
R1,P20296,2055,226.12754954432603,2026-05-13 15:07:40.839,Indonesia,Wind Onshore_IDEast
R17,P20516,2055,29.879831482446228,2026-05-13 15:07:40.839,Malaysia,Solar PV_MYSB
R17,P21096,2055,746.2499751167904,2026-05-13 15:07:40.839,Malaysia,Coal Subcritical_MYPE
R17,P21163,2055,88.57274867572208,2026-05-13 15:07:40.839,Malaysia,Coal Subcritical_MYSR
R17,P21230,2055,1081.1037357892137,2026-05-13 15:07:40.839,Malaysia,Gas Combined Cycle_MYPE
R17,P21252,2055,120.51971311450913,2026-05-13 15:07:40.839,Malaysia,Gas Combined Cycle_MYSB
R17,P21274,2055,112.88790421249038,2026-05-13 15:07:40.839,Malaysia,Gas Combined Cycle_MYSR
R17,P21296,2055,7.988957568921059,2026-05-13 15:07:40.839,Malaysia,Large Hydro_MYSB
R17,P21305,2055,329.88209764135763,2026-05-13 15:07:40.839,Malaysia,Large Hydro_MYSR
R17,P21563,2055,23.009234356600107,2026-05-13 15:07:40.839,Malaysia,Biomass Other_MYPE
R1,P21627,2055,4.6300108676723575,2026-05-13 15:07:40.839,Indonesia,Biomass Other_IDJW
R1,P21659,2055,75.25206415068396,2026-05-13 15:07:40.839,Indonesia,Biomass Other_IDSA
R1,P21691,2055,12.944850931136287,2026-05-13 15:07:40.839,Indonesia,Biomass Other_IDKA
R1,P21723,2055,9.887148268452986,2026-05-13 15:07:40.839,Indonesia,Biomass Other_IDEast
R1,P21755,2055,0.12209402855369623,2026-05-13 15:07:40.839,Indonesia,Biogas_IDJW
R1,P21773,2055,3.3296282348542725,2026-05-13 15:07:40.839,Indonesia,Biogas_IDKA
R1,P21791,2055,7.997213593960226,2026-05-13 15:07:40.839,Indonesia,Biogas_IDSA
R1,P21809,2055,283.58782581309777,2026-05-13 15:07:40.839,Indonesia,Coal Subcritical_IDEast
R1,P21872,2055,1098.5027857641157,2026-05-13 15:07:40.839,Indonesia,Coal Subcritical_IDJW
R1,P21935,2055,92.86345718222267,2026-05-13 15:07:40.839,Indonesia,Coal Subcritical_IDKA
R1,P21998,2055,237.12086275456193,2026-05-13 15:07:40.839,Indonesia,Coal Subcritical_IDSA
R1,P22129,2055,49.561524048847446,2026-05-13 15:07:40.839,Indonesia,Gas Combined Cycle_IDEast
R1,P22147,2055,14.120930538190795,2026-05-13 15:07:40.839,Indonesia,Gas Combined Cycle_IDKA
R1,P22165,2055,218.2802132681741,2026-05-13 15:07:40.839,Indonesia,Gas Combined Cycle_IDSA
R1,P22183,2055,565.0902317612017,2026-05-13 15:07:40.839,Indonesia,Gas Combined Cycle_IDJW
R1,P22201,2055,50.396035772929665,2026-05-13 15:07:40.839,Indonesia,Gas Turbine_IDEast
R1,P22218,2055,50.396035772929665,2026-05-13 15:07:40.839,Indonesia,Gas Turbine_IDKA
R1,P22235,2055,50.396035772929665,2026-05-13 15:07:40.839,Indonesia,Gas Turbine_IDSA
R1,P22252,2055,50.396035772929665,2026-05-13 15:07:40.839,Indonesia,Gas Turbine_IDJW
R1,P22269,2055,161.17832032279256,2026-05-13 15:07:40.839,Indonesia,Gas Engine_IDEast
R1,P22286,2055,79.88668136085637,2026-05-13 15:07:40.839,Indonesia,Gas Engine_IDKA
R1,P22303,2055,78.02159910453716,2026-05-13 15:07:40.839,Indonesia,Gas Engine_IDSA
R1,P22320,2055,92.45686061681948,2026-05-13 15:07:40.839,Indonesia,Gas Engine_IDJW
R17,P22337,2055,1.5726608670145394,2026-05-13 15:07:40.839,Malaysia,Diesel_MYPE
R17,P22388,2055,11.545712826421592,2026-05-13 15:07:40.839,Malaysia,Biomass Other_MYSB
R14,P2516,2055,118.80772809205422,2026-05-13 15:07:40.839,Vietnam,Electricity
R15,P2544,2055,20.12959158791461,2026-05-13 15:07:40.839,Brunei,All Refineries
R16,P2544,2055,2493.3662080932872,2026-05-13 15:07:40.839,Singapore,All Refineries
R17,P2544,2055,51.600292292262715,2026-05-13 15:07:40.839,Malaysia,All Refineries
R17,P2589,2055,173.55437893652686,2026-05-13 15:07:40.839,Malaysia,Natural Gas
R11,P2713,2055,125.78560577431386,2026-05-13 15:07:40.839,Thailand,Wind Onshore
R13,P2713,2055,39.71820252615388,2026-05-13 15:07:40.839,Laos,Wind Onshore
R14,P2713,2055,1912.6796904000976,2026-05-13 15:07:40.839,Vietnam,Wind Onshore
R19,P2713,2055,370.7470790927255,2026-05-13 15:07:40.839,Philippines,Wind Onshore
R6,P2713,2055,85.27008069705151,2026-05-13 15:07:40.839,Cambodia,Wind Onshore
R11,P2720,2055,187.16453185117507,2026-05-13 15:07:40.839,Thailand,Coal Subcritical
R12,P2720,2055,5.535243593532076,2026-05-13 15:07:40.839,Myanmar,Coal Subcritical
R13,P2720,2055,100.00252766753016,2026-05-13 15:07:40.839,Laos,Coal Subcritical
R14,P2720,2055,670.5233675077322,2026-05-13 15:07:40.839,Vietnam,Coal Subcritical
R19,P2720,2055,255.23565872765437,2026-05-13 15:07:40.839,Philippines,Coal Subcritical
R6,P2720,2055,34.8838954500356,2026-05-13 15:07:40.839,Cambodia,Coal Subcritical
R11,P2724,2055,194.87802435594082,2026-05-13 15:07:40.839,Thailand,Large Hydro
R12,P2724,2055,104.61707231764541,2026-05-13 15:07:40.839,Myanmar,Large Hydro
R13,P2724,2055,433.0872910880072,2026-05-13 15:07:40.839,Laos,Large Hydro
R14,P2724,2055,708.9327526975542,2026-05-13 15:07:40.839,Vietnam,Large Hydro
R19,P2724,2055,99.256753719573,2026-05-13 15:07:40.839,Philippines,Large Hydro
R6,P2724,2055,82.8382591333036,2026-05-13 15:07:40.839,Cambodia,Large Hydro
R11,P2731,2055,1337.8515339678238,2026-05-13 15:07:40.839,Thailand,Biomass Gasification
R12,P2776,2055,3.0178076997534924,2026-05-13 15:07:40.839,Myanmar,Diesel
R14,P2776,2055,1.1472005098573557,2026-05-13 15:07:40.839,Vietnam,Diesel
R20,P2776,2055,5.869732513077948,2026-05-13 15:07:40.839,Timor Leste,Diesel
R12,P2808,2055,25.128703626885986,2026-05-13 15:07:40.839,Myanmar,Gas Turbine
R15,P2808,2055,12.68825670655354,2026-05-13 15:07:40.839,Brunei,Gas Turbine
R11,P2824,2055,18.827172194284444,2026-05-13 15:07:40.839,Thailand,Small Hydro
R12,P2824,2055,1.2738482766914743,2026-05-13 15:07:40.839,Myanmar,Small Hydro
R14,P2824,2055,227.5993924137057,2026-05-13 15:07:40.839,Vietnam,Small Hydro
R19,P2824,2055,138.91262236563395,2026-05-13 15:07:40.839,Philippines,Small Hydro
R6,P2824,2055,2.5187379825466403,2026-05-13 15:07:40.839,Cambodia,Small Hydro
R11,P2831,2055,2174.764014296733,2026-05-13 15:07:40.839,Thailand,Gas Combined Cycle
R12,P2831,2055,115.50863576358597,2026-05-13 15:07:40.839,Myanmar,Gas Combined Cycle
R14,P2831,2055,934.3526386047457,2026-05-13 15:07:40.839,Vietnam,Gas Combined Cycle
R15,P2831,2055,20.485821628200164,2026-05-13 15:07:40.839,Brunei,Gas Combined Cycle
R16,P2831,2055,336.1062562906434,2026-05-13 15:07:40.839,Singapore,Gas Combined Cycle
R19,P2831,2055,547.8963983788705,2026-05-13 15:07:40.839,Philippines,Gas Combined Cycle
R6,P2831,2055,22.944915350431003,2026-05-13 15:07:40.839,Cambodia,Gas Combined Cycle
R11,P2847,2055,97.84014356008916,2026-05-13 15:07:40.839,Thailand,Solar PV
R12,P2847,2055,1.0845382971340563,2026-05-13 15:07:40.839,Myanmar,Solar PV
R13,P2847,2055,5.501566998189124,2026-05-13 15:07:40.839,Laos,Solar PV
R14,P2847,2055,366.56038770259687,2026-05-13 15:07:40.839,Vietnam,Solar PV
R15,P2847,2055,4.963241625248035,2026-05-13 15:07:40.839,Brunei,Solar PV
R16,P2847,2055,4.929719532427528,2026-05-13 15:07:40.839,Singapore,Solar PV
R19,P2847,2055,146.60283897378054,2026-05-13 15:07:40.839,Philippines,Solar PV
R20,P2847,2055,0.009859439064855056,2026-05-13 15:07:40.839,Timor Leste,Solar PV
R6,P2847,2055,47.157697047201744,2026-05-13 15:07:40.839,Cambodia,Solar PV
R17,P2851,2055,0.3534926413625,2026-05-13 15:07:40.839,Malaysia,Geothermal Flash
R19,P2851,2055,35.19241817339298,2026-05-13 15:07:40.839,Philippines,Geothermal Flash
R12,P2858,2055,16.828096382435913,2026-05-13 15:07:40.839,Myanmar,Gas Engine
R1,P2890,2055,75.75352313151208,2026-05-13 15:07:40.839,Indonesia,Waste
R11,P2890,2055,181.90822483349498,2026-05-13 15:07:40.839,Thailand,Waste
R16,P2890,2055,0.10209579598375493,2026-05-13 15:07:40.839,Singapore,Waste
R19,P2890,2055,7.55218425791505,2026-05-13 15:07:40.839,Philippines,Waste
R11,P2907,2055,101.33889779086944,2026-05-13 15:07:40.839,Thailand,Biogas
R17,P2907,2055,9.926019382008237,2026-05-13 15:07:40.839,Malaysia,Biogas
R6,P2907,2055,0.5778339937574091,2026-05-13 15:07:40.839,Cambodia,Biogas
R13,P2956,2055,5.227338708678316,2026-05-13 15:07:40.839,Laos,Biomass Other
R14,P2956,2055,212.25493050412433,2026-05-13 15:07:40.839,Vietnam,Biomass Other
R19,P2956,2055,20.718906007427677,2026-05-13 15:07:40.839,Philippines,Biomass Other
R6,P2956,2055,17.506419086662696,2026-05-13 15:07:40.839,Cambodia,Biomass Other
R1,P3012,2055,365.9961788482058,2026-05-13 15:07:40.839,Indonesia,Coal Supercritical
R11,P3012,2055,1.9207975143288083,2026-05-13 15:07:40.839,Thailand,Coal Supercritical
R14,P3012,2055,636.1972301255526,2026-05-13 15:07:40.839,Vietnam,Coal Supercritical
R17,P3067,2055,157.80153005620542,2026-05-13 15:07:40.839,Malaysia,Coal Ultrasupercritical
R15,P3122,2055,12.981818616302313,2026-05-13 15:07:40.839,Brunei,Coal IGCC
R11,P4240,2055,12.139899714126647,2026-05-13 15:07:40.839,Thailand,Solar Floating
R13,P4240,2055,3.947135138512269,2026-05-13 15:07:40.839,Laos,Solar Floating
R19,P4240,2055,17.82002319870099,2026-05-13 15:07:40.839,Philippines,Solar Floating
R1,S13D,2055,0.49808064521448914,2026-05-13 15:07:40.839,Indonesia,Solar Domestic Production
R11,S13D,2055,0.01621764327700076,2026-05-13 15:07:40.839,Thailand,Solar Domestic Production
R12,S13D,2055,1.462129371798906e-05,2026-05-13 15:07:40.839,Myanmar,Solar Domestic Production
R13,S13D,2055,0.00408158776557746,2026-05-13 15:07:40.839,Laos,Solar Domestic Production
R14,S13D,2055,0.5497699293656605,2026-05-13 15:07:40.839,Vietnam,Solar Domestic Production
R15,S13D,2055,0.0006695336833381772,2026-05-13 15:07:40.839,Brunei,Solar Domestic Production
R16,S13D,2055,0.003570491657167462,2026-05-13 15:07:40.839,Singapore,Solar Domestic Production
R17,S13D,2055,0.009945432262249126,2026-05-13 15:07:40.839,Malaysia,Solar Domestic Production
R19,S13D,2055,0.02254121031243805,2026-05-13 15:07:40.839,Philippines,Solar Domestic Production
R20,S13D,2055,1.5218617151795972e-06,2026-05-13 15:07:40.839,Timor Leste,Solar Domestic Production
R6,S13D,2055,0.002049370221743795,2026-05-13 15:07:40.839,Cambodia,Solar Domestic Production
