region,tech_name,year,capital_inv,fixed_OM,variable_OM,disc_capex,disc_opex,disc_salvage
Cambodia,Solar PV,2050,0.0000,64.5705,0.0000,0.0000,66.1411,0.0000
Cambodia,Solar PV,2055,0.0000,64.5705,0.0000,0.0000,47.1577,0.0000
Cambodia,Solar PV,2060,0.0000,64.5705,0.0000,0.0000,33.6228,0.0000
Cambodia,Solar PV Rooftop,2025,175.3773,0.6094,0.0000,175.3773,0.5891,0.0000
Cambodia,Solar PV Rooftop,2030,0.0000,0.9497,0.0000,0.0000,3.1200,0.0000
Cambodia,Solar PV Rooftop,2035,0.0000,1.2927,0.0000,0.0000,3.2069,0.0000
Cambodia,Solar PV Rooftop,2040,0.0000,1.6140,0.0000,0.0000,2.9433,0.0000
Cambodia,Solar PV Rooftop,2045,0.0000,1.4629,0.0000,0.0000,2.1646,0.0000
Cambodia,Solar PV Rooftop,2050,0.0000,1.7550,0.0000,0.0000,1.6501,0.0000
Cambodia,Solar PV Rooftop,2055,0.0000,1.7550,0.0000,0.0000,1.2817,0.0000
Cambodia,Solar PV Rooftop,2060,0.0000,1.7550,0.0000,0.0000,0.9139,0.0000
Cambodia,Wind Onshore,2025,147.1034,2.6593,0.0000,147.1034,2.5708,0.0000
Cambodia,Wind Onshore,2030,0.0000,22.3954,0.0000,0.0000,55.0904,0.0000
Cambodia,Wind Onshore,2035,0.0000,21.7176,0.0000,0.0000,61.3771,0.0000
Cambodia,Wind Onshore,2040,0.0000,116.1778,0.0000,0.0000,152.2392,0.0000
Cambodia,Wind Onshore,2045,0.0000,113.8325,0.0000,0.0000,164.9782,0.0000
Cambodia,Wind Onshore,2050,0.0000,113.8325,0.0000,0.0000,116.6014,0.0000
Cambodia,Wind Onshore,2055,0.0000,113.8325,5.1017,0.0000,85.2701,0.0000
Cambodia,Wind Onshore,2060,0.0000,113.8325,3.9782,0.0000,61.5955,0.0000
Cambodia,Wood Imports,2025,0.0000,0.0000,2.6848,0.0000,2.5955,0.0000
Cambodia,Wood Imports,2030,0.0000,0.0000,0.0000,0.0000,4.5443,0.0000
Indonesia,Ammonia Imports,2050,0.0000,0.0000,9.7392,0.0000,5.7162,0.0000
Indonesia,Ammonia Imports,2055,0.0000,0.0000,139.1124,0.0000,61.2517,0.0000
Indonesia,Ammonia Imports,2060,0.0000,0.0000,141.2337,0.0000,73.0707,0.0000
Indonesia,Biogas_IDJW,2025,0.0000,0.1864,0.0000,0.0000,0.1802,0.0000
Indonesia,Biogas_IDJW,2030,0.0000,0.1826,0.0000,0.0000,0.7238,0.0000
Indonesia,Biogas_IDJW,2035,0.0000,0.1788,0.0000,0.0000,0.5053,0.0000
Indonesia,Biogas_IDJW,2040,0.0000,0.1750,0.0000,0.0000,0.3526,0.0000
Indonesia,Biogas_IDJW,2045,0.0000,0.1712,0.0015,0.0000,0.2472,0.0000
Indonesia,Biogas_IDJW,2050,0.0000,0.1674,0.0015,0.0000,0.1730,0.0000
Indonesia,Biogas_IDJW,2055,0.0000,0.1657,0.0015,0.0000,0.1221,0.0000
Indonesia,Biogas_IDJW,2060,0.0000,0.1640,0.0015,0.0000,0.0862,0.0000
Indonesia,Biogas_IDKA,2025,0.0000,3.6868,0.0000,0.0000,3.5642,0.0000
Indonesia,Biogas_IDKA,2030,0.0000,4.5428,0.0000,0.0000,16.4310,0.0000
Indonesia,Biogas_IDKA,2035,0.0000,4.8794,0.0000,0.0000,13.2697,0.0000
Indonesia,Biogas_IDKA,2040,0.0000,4.7759,0.0000,0.0000,9.6234,0.0000
Indonesia,Biogas_IDKA,2045,0.0000,4.6724,0.0344,0.0000,6.7410,0.0000
Indonesia,Biogas_IDKA,2050,0.0000,4.5689,0.0373,0.0000,4.7170,0.0000
Indonesia,Biogas_IDKA,2055,0.0000,4.5218,0.0373,0.0000,3.3296,0.0000
Indonesia,Biogas_IDKA,2060,0.0000,4.4747,0.0403,0.0000,2.3503,0.0000
Indonesia,Biogas_IDSA,2025,0.0000,9.7113,0.0000,0.0000,9.3882,0.0000
Indonesia,Biogas_IDSA,2030,0.0000,10.8678,0.0000,0.0000,40.7859,0.0000
Indonesia,Biogas_IDSA,2035,0.0000,11.7194,0.0000,0.0000,31.8206,0.0000
Indonesia,Biogas_IDSA,2040,0.0000,11.4709,0.0000,0.0000,23.1138,0.0000
Indonesia,Biogas_IDSA,2045,0.0000,11.2223,0.0826,0.0000,16.1907,0.0000
Indonesia,Biogas_IDSA,2050,0.0000,10.9738,0.0895,0.0000,11.3294,0.0000
Indonesia,Biogas_IDSA,2055,0.0000,10.8606,0.0895,0.0000,7.9972,0.0000
Indonesia,Biogas_IDSA,2060,0.0000,10.7475,0.0967,0.0000,5.6451,0.0000
Indonesia,Biomass Domestic Production,2025,0.0000,0.0000,0.3399,0.0000,0.3286,0.0000
Indonesia,Biomass Domestic Production,2030,0.0000,0.0000,45.6467,0.0000,104.2493,0.0000
Indonesia,Biomass Domestic Production,2035,0.0000,0.0000,4.1524,0.0000,61.8103,0.0000
Indonesia,Biomass Domestic Production,2040,0.0000,0.0000,86.5820,0.0000,103.5382,0.0000
Indonesia,Biomass Domestic Production,2045,0.0000,0.0000,135.2066,0.0000,164.4171,0.0000
Indonesia,Biomass Domestic Production,2050,0.0000,0.0000,224.6586,0.0000,190.9972,0.0000
Indonesia,Biomass Domestic Production,2055,0.0000,0.0000,239.1974,0.0000,170.1587,0.0000
Indonesia,Biomass Domestic Production,2060,0.0000,0.0000,311.4364,0.0000,146.1071,0.0000
Indonesia,Biomass Imports,2025,0.0000,0.0000,45.2226,0.0000,43.7183,0.0000
Indonesia,Biomass Imports,2030,0.0000,0.0000,2.0678,0.0000,81.2395,0.0000
Indonesia,Biomass Imports,2035,0.0000,0.0000,59.5802,0.0000,98.9767,0.0000
Indonesia,Biomass Imports,2040,0.0000,0.0000,28.7884,0.0000,84.5026,0.0000
Indonesia,Biomass Imports,2045,0.0000,0.0000,332.5193,0.0000,291.3895,0.0000
Indonesia,Biomass Imports,2050,0.0000,0.0000,417.3374,0.0000,390.3896,0.0000
Indonesia,Biomass Imports,2055,0.0000,0.0000,423.5409,0.0000,307.3895,0.0000
Indonesia,Biomass Imports,2060,0.0000,0.0000,382.8923,0.0000,208.4157,0.0000
Indonesia,Biomass Other_IDEast,2025,0.0000,0.8884,0.0000,0.0000,0.8589,0.0000
Indonesia,Biomass Other_IDEast,2030,0.0000,14.2854,0.0000,0.0000,33.9128,0.0000
Indonesia,Biomass Other_IDEast,2035,0.0000,14.5352,0.0000,0.0000,40.3520,0.0000
Indonesia,Biomass Other_IDEast,2040,0.0000,14.1677,0.0000,0.0000,28.5479,0.0000
Indonesia,Biomass Other_IDEast,2045,0.0000,13.8001,0.3045,0.0000,20.0769,0.0000
Indonesia,Biomass Other_IDEast,2050,0.0000,13.4326,0.3045,0.0000,14.0712,0.0000
Indonesia,Biomass Other_IDEast,2055,0.0000,13.2335,0.3045,0.0000,9.8871,0.0000
Indonesia,Biomass Other_IDEast,2060,0.0000,13.0343,0.3045,0.0000,6.9457,0.0000
Indonesia,Biomass Other_IDJW,2025,0.0000,7.1509,0.0000,0.0000,6.9130,0.0000
Indonesia,Biomass Other_IDJW,2030,0.0000,6.9788,0.0000,0.0000,27.6625,0.0000
Indonesia,Biomass Other_IDJW,2035,0.0000,6.8066,0.0000,0.0000,19.2366,0.0000
Indonesia,Biomass Other_IDJW,2040,0.0000,6.6345,0.0000,0.0000,13.3686,0.0000
Indonesia,Biomass Other_IDJW,2045,0.0000,6.4624,0.1426,0.0000,9.4017,0.0000
Indonesia,Biomass Other_IDJW,2050,0.0000,6.2903,0.1426,0.0000,6.5894,0.0000
Indonesia,Biomass Other_IDJW,2055,0.0000,6.1970,0.1426,0.0000,4.6300,0.0000
Indonesia,Biomass Other_IDJW,2060,0.0000,6.1038,0.1426,0.0000,3.2526,0.0000
Indonesia,Biomass Other_IDKA,2025,0.0000,17.5467,0.0000,0.0000,16.9630,0.0000
Indonesia,Biomass Other_IDKA,2030,0.0000,18.2357,0.0000,0.0000,70.4017,0.0000
Indonesia,Biomass Other_IDKA,2035,0.0000,19.0304,0.0000,0.0000,52.2808,0.0000
Indonesia,Biomass Other_IDKA,2040,0.0000,18.5492,0.0000,0.0000,37.3766,0.0000
Indonesia,Biomass Other_IDKA,2045,0.0000,18.0680,0.3986,0.0000,26.2858,0.0000
Indonesia,Biomass Other_IDKA,2050,0.0000,17.5868,0.3986,0.0000,18.4229,0.0000
Indonesia,Biomass Other_IDKA,2055,0.0000,17.3260,0.3986,0.0000,12.9449,0.0000
Indonesia,Biomass Other_IDKA,2060,0.0000,17.0653,0.3986,0.0000,9.0937,0.0000
Indonesia,Biomass Other_IDSA,2025,0.0000,97.8355,0.0000,0.0000,94.5811,0.0000
Indonesia,Biomass Other_IDSA,2030,0.0000,111.4098,0.0000,0.0000,414.6458,0.0000
Indonesia,Biomass Other_IDSA,2035,0.0000,110.6292,0.0000,0.0000,310.2799,0.0000
Indonesia,Biomass Other_IDSA,2040,0.0000,107.8317,0.0000,0.0000,217.2810,0.0000
Indonesia,Biomass Other_IDSA,2045,0.0000,105.0343,2.3174,0.0000,152.8070,0.0000
Indonesia,Biomass Other_IDSA,2050,0.0000,102.2368,2.3174,0.0000,107.0974,0.0000
Indonesia,Biomass Other_IDSA,2055,0.0000,100.7212,2.3174,0.0000,75.2521,0.0000
Indonesia,Biomass Other_IDSA,2060,0.0000,99.2055,2.3174,0.0000,52.8645,0.0000
Indonesia,Coal Subcritical_IDEast,2025,0.0000,388.4166,2.3765,0.0000,377.7940,0.0000
Indonesia,Coal Subcritical_IDEast,2030,0.0000,389.1570,0.4697,0.0000,1540.5593,0.0000
Indonesia,Coal Subcritical_IDEast,2035,0.0000,387.5979,0.4090,0.0000,1096.3399,0.0000
Indonesia,Coal Subcritical_IDEast,2040,0.0000,385.8022,0.8283,0.0000,778.6924,0.0000
Indonesia,Coal Subcritical_IDEast,2045,0.0000,384.0065,6.2291,0.0000,557.3145,0.0000
Indonesia,Coal Subcritical_IDEast,2050,0.0000,382.2108,6.0907,0.0000,397.7466,0.0000
Indonesia,Coal Subcritical_IDEast,2055,0.0000,382.2108,6.0907,0.0000,283.5878,0.0000
Indonesia,Coal Subcritical_IDEast,2060,0.0000,382.2108,6.0907,0.0000,202.1942,0.0000
Indonesia,Coal Subcritical_IDJW,2025,0.0000,1515.3065,40.5457,0.0000,1504.0992,0.0000
Indonesia,Coal Subcritical_IDJW,2030,0.0000,1508.3508,4.0541,0.0000,6008.8205,0.0000
Indonesia,Coal Subcritical_IDJW,2035,0.0000,1501.3951,3.4586,0.0000,4253.5469,0.0000
Indonesia,Coal Subcritical_IDJW,2040,0.0000,1494.4393,11.1287,0.0000,3027.0571,0.0000
Indonesia,Coal Subcritical_IDJW,2045,0.0000,1487.4836,24.1292,0.0000,2163.5608,0.0000
Indonesia,Coal Subcritical_IDJW,2050,0.0000,1480.5279,23.5930,0.0000,1540.7070,0.0000
Indonesia,Coal Subcritical_IDJW,2055,0.0000,1480.5279,23.5930,0.0000,1098.5028,0.0000
Indonesia,Coal Subcritical_IDJW,2060,0.0000,1480.5279,23.5930,0.0000,783.2173,0.0000
Indonesia,Coal Subcritical_IDKA,2025,0.0000,118.3151,1.2196,0.0000,115.5586,0.0000
Indonesia,Coal Subcritical_IDKA,2030,0.0000,117.7720,0.2395,0.0000,467.9953,0.0000
Indonesia,Coal Subcritical_IDKA,2035,0.0000,126.9225,0.2257,0.0000,347.6513,0.0000
Indonesia,Coal Subcritical_IDKA,2040,0.0000,126.3345,0.3091,0.0000,255.1110,0.0000
Indonesia,Coal Subcritical_IDKA,2045,0.0000,125.7465,2.0398,0.0000,182.5205,0.0000
Indonesia,Coal Subcritical_IDKA,2050,0.0000,125.1585,1.9945,0.0000,130.2458,0.0000
Indonesia,Coal Subcritical_IDKA,2055,0.0000,125.1585,1.9945,0.0000,92.8635,0.0000
Indonesia,Coal Subcritical_IDKA,2060,0.0000,125.1585,1.9945,0.0000,66.2104,0.0000
Indonesia,Coal Subcritical_IDSA,2025,0.0000,314.5353,4.2747,0.0000,308.2052,0.0000
Indonesia,Coal Subcritical_IDSA,2030,0.0000,315.6148,0.8461,0.0000,1250.8805,0.0000
Indonesia,Coal Subcritical_IDSA,2035,0.0000,324.0885,0.7597,0.0000,906.1677,0.0000
Indonesia,Coal Subcritical_IDSA,2040,0.0000,322.5870,1.1901,0.0000,652.0267,0.0000
Indonesia,Coal Subcritical_IDSA,2045,0.0000,321.0856,5.2085,0.0000,466.2950,0.0000
Indonesia,Coal Subcritical_IDSA,2050,0.0000,319.5841,5.0927,0.0000,332.5743,0.0000
Indonesia,Coal Subcritical_IDSA,2055,0.0000,319.5841,5.0927,0.0000,237.1209,0.0000
Indonesia,Coal Subcritical_IDSA,2060,0.0000,319.5841,5.0927,0.0000,169.0639,0.0000
Indonesia,Coal Supercritical,2025,0.0000,308.3616,34.4528,0.0000,331.4112,0.0000
Indonesia,Coal Supercritical,2030,0.0000,341.9544,23.2478,0.0000,1398.5532,0.0000
Indonesia,Coal Supercritical,2035,0.0000,441.0342,29.9524,0.0000,1199.7619,0.0000
Indonesia,Coal Supercritical,2040,0.0000,437.3772,29.6725,0.0000,941.1052,0.0000
Indonesia,Coal Supercritical,2045,0.0000,433.7202,59.7357,0.0000,690.3173,0.0000
Indonesia,Coal Supercritical,2050,0.0000,430.0632,71.0757,0.0000,508.1197,0.0000
Indonesia,Coal Supercritical,2055,0.0000,430.0632,71.0757,0.0000,365.9962,0.0000
Indonesia,Coal Supercritical,2060,0.0000,430.0632,71.0757,0.0000,260.9502,0.0000
Indonesia,Diesel_IDEast,2025,0.0000,22.2196,0.0000,0.0000,21.4805,0.0000
Indonesia,Diesel_IDEast,2030,0.0000,22.1349,0.0000,0.0000,87.7387,0.0000
Indonesia,Diesel_IDEast,2035,0.0000,22.0503,0.0000,0.0000,62.3172,0.0000
Indonesia,Diesel_IDEast,2040,0.0000,0.0000,0.0000,0.0000,18.8997,0.0000
Indonesia,Diesel_IDJW,2025,0.0000,2.8946,0.0000,0.0000,2.7983,0.0000
Indonesia,Diesel_IDJW,2030,0.0000,2.8835,0.0000,0.0000,11.4298,0.0000
Indonesia,Diesel_IDJW,2035,0.0000,2.8725,0.0000,0.0000,8.1181,0.0000
Indonesia,Diesel_IDJW,2040,0.0000,0.0000,0.0000,0.0000,2.4621,0.0000
Indonesia,Diesel_IDKA,2025,0.0000,9.8888,0.0000,0.0000,9.5598,0.0000
Indonesia,Diesel_IDKA,2030,0.0000,9.8511,0.0000,0.0000,39.0478,0.0000
Indonesia,Diesel_IDKA,2035,0.0000,9.8134,0.0000,0.0000,27.7341,0.0000
Indonesia,Diesel_IDKA,2040,0.0000,0.0000,0.0000,0.0000,8.4113,0.0000
Indonesia,Diesel_IDSA,2025,0.0000,11.2691,0.0000,0.0000,10.8943,0.0000
Indonesia,Diesel_IDSA,2030,0.0000,11.2658,0.0000,0.0000,44.5884,0.0000
Indonesia,Diesel_IDSA,2035,0.0000,11.2227,0.0000,0.0000,31.7169,0.0000
Indonesia,Diesel_IDSA,2040,0.0000,0.0000,0.0000,0.0000,9.6192,0.0000
Indonesia,Gas Combined Cycle_IDEast,2025,0.0000,20.4122,0.9049,0.0000,20.6080,0.0000
Indonesia,Gas Combined Cycle_IDEast,2030,0.0000,66.9861,0.4028,0.0000,187.7595,0.0000
Indonesia,Gas Combined Cycle_IDEast,2035,0.0000,66.6664,0.3511,0.0000,189.4541,0.0000
Indonesia,Gas Combined Cycle_IDEast,2040,0.0000,66.3468,2.2443,0.0000,136.5761,0.0000
Indonesia,Gas Combined Cycle_IDEast,2045,0.0000,66.0271,2.1994,0.0000,98.0188,0.0000
Indonesia,Gas Combined Cycle_IDEast,2050,0.0000,65.7074,2.1545,0.0000,69.5126,0.0000
Indonesia,Gas Combined Cycle_IDEast,2055,0.0000,65.7074,2.1545,0.0000,49.5615,0.0000
Indonesia,Gas Combined Cycle_IDEast,2060,0.0000,65.7074,2.1545,0.0000,35.3367,0.0000
Indonesia,Gas Combined Cycle_IDJW,2025,0.0000,345.8128,14.4165,0.0000,348.2468,0.0000
Indonesia,Gas Combined Cycle_IDJW,2030,0.0000,414.1767,9.3010,0.0000,1549.4341,0.0000
Indonesia,Gas Combined Cycle_IDJW,2035,0.0000,412.2001,9.2058,0.0000,1190.8519,0.0000
Indonesia,Gas Combined Cycle_IDJW,2040,0.0000,410.2235,13.8766,0.0000,850.3876,0.0000
Indonesia,Gas Combined Cycle_IDJW,2045,0.0000,408.2469,13.5990,0.0000,606.0523,0.0000
Indonesia,Gas Combined Cycle_IDJW,2050,11104.5571,624.2704,20.4697,2353.2087,561.9436,809.6224
Indonesia,Gas Combined Cycle_IDJW,2055,11104.5571,842.2704,27.6178,1677.8053,565.0902,898.4320
Indonesia,Gas Combined Cycle_IDJW,2060,8010.0332,999.5200,32.7740,862.8906,501.4193,693.7391
Indonesia,Gas Combined Cycle_IDKA,2025,0.0000,3.9920,0.1436,0.0000,3.9980,0.0000
Indonesia,Gas Combined Cycle_IDKA,2030,0.0000,19.0855,0.0931,0.0000,50.3342,0.0000
Indonesia,Gas Combined Cycle_IDKA,2035,0.0000,18.9944,0.0812,0.0000,53.9226,0.0000
Indonesia,Gas Combined Cycle_IDKA,2040,0.0000,18.9033,0.6394,0.0000,38.8970,0.0000
Indonesia,Gas Combined Cycle_IDKA,2045,0.0000,18.8123,0.6267,0.0000,27.9272,0.0000
Indonesia,Gas Combined Cycle_IDKA,2050,0.0000,18.7212,0.6139,0.0000,19.8053,0.0000
Indonesia,Gas Combined Cycle_IDKA,2055,0.0000,18.7212,0.6139,0.0000,14.1209,0.0000
Indonesia,Gas Combined Cycle_IDKA,2060,0.0000,18.7212,0.6139,0.0000,10.0680,0.0000
Indonesia,Gas Combined Cycle_IDSA,2025,0.0000,49.5573,3.6526,0.0000,51.4399,0.0000
Indonesia,Gas Combined Cycle_IDSA,2030,0.0000,180.6672,1.8060,0.0000,499.2071,0.0000
Indonesia,Gas Combined Cycle_IDSA,2035,0.0000,179.8050,1.5745,0.0000,512.8417,0.0000
Indonesia,Gas Combined Cycle_IDSA,2040,0.0000,178.9428,6.0531,0.0000,368.8867,0.0000
Indonesia,Gas Combined Cycle_IDSA,2045,0.0000,178.0806,5.9320,0.0000,264.3649,0.0000
Indonesia,Gas Combined Cycle_IDSA,2050,0.0000,177.2184,5.8109,0.0000,187.4813,0.0000
Indonesia,Gas Combined Cycle_IDSA,2055,9971.9906,372.9843,12.2301,1506.6840,218.2802,806.7999
Indonesia,Gas Combined Cycle_IDSA,2060,0.0000,372.9843,12.2301,0.0000,200.5867,0.0000
Indonesia,Gas Engine_IDEast,2025,0.0000,9.3884,16.7523,0.0000,25.2712,0.0000
Indonesia,Gas Engine_IDEast,2030,0.0000,21.5117,28.4539,0.0000,163.3389,0.0000
Indonesia,Gas Engine_IDEast,2035,0.0000,24.5858,30.2980,0.0000,148.7887,0.0000
Indonesia,Gas Engine_IDEast,2040,0.0000,24.4914,26.2880,0.0000,105.5516,0.0000
Indonesia,Gas Engine_IDEast,2045,0.0000,24.3969,22.3416,0.0000,69.4321,0.0000
Indonesia,Gas Engine_IDEast,2050,5552.2785,63.3025,115.4509,1176.6044,125.2337,404.8112
Indonesia,Gas Engine_IDEast,2055,5552.2785,102.3025,149.6448,838.9027,161.1783,449.2160
Indonesia,Gas Engine_IDEast,2060,5552.2785,141.3025,219.4916,598.1260,163.6686,480.8760
Indonesia,Gas Engine_IDJW,2025,0.0000,1.8968,0.8729,0.0000,2.6776,0.0000
Indonesia,Gas Engine_IDJW,2030,0.0000,3.4738,1.2478,0.0000,15.6951,0.0000
Indonesia,Gas Engine_IDJW,2035,0.0000,3.4842,1.1074,0.0000,13.1048,0.0000
Indonesia,Gas Engine_IDJW,2040,0.0000,3.4708,0.9608,0.0000,9.0479,0.0000
Indonesia,Gas Engine_IDJW,2045,0.0000,3.4574,0.8166,0.0000,6.2239,0.0000
Indonesia,Gas Engine_IDJW,2050,5552.2785,42.4441,34.6457,1176.6044,47.1067,404.8112
Indonesia,Gas Engine_IDJW,2055,5552.2785,81.4441,82.0458,838.9027,92.4569,449.2160
Indonesia,Gas Engine_IDJW,2060,5552.2785,120.4441,119.8823,598.1260,108.0568,480.8760
Indonesia,Gas Engine_IDKA,2025,0.0000,4.3645,3.7920,0.0000,7.8851,0.0000
Indonesia,Gas Engine_IDKA,2030,0.0000,4.7439,3.2169,0.0000,33.1418,0.0000
Indonesia,Gas Engine_IDKA,2035,0.0000,4.7258,2.8357,0.0000,21.7974,0.0000
Indonesia,Gas Engine_IDKA,2040,0.0000,4.7076,2.4603,0.0000,14.7458,0.0000
Indonesia,Gas Engine_IDKA,2045,0.0000,4.6895,2.0910,0.0000,9.9551,0.0000
Indonesia,Gas Engine_IDKA,2050,4701.2013,37.6932,43.6526,996.2494,50.6941,342.7600
Indonesia,Gas Engine_IDKA,2055,5552.2785,76.6932,53.5866,838.9027,79.8867,449.2160
Indonesia,Gas Engine_IDKA,2060,5552.2785,115.6932,65.0426,598.1260,82.8928,480.8760
Indonesia,Gas Engine_IDSA,2025,0.0000,14.3420,5.5541,0.0000,19.2343,0.0000
Indonesia,Gas Engine_IDSA,2030,0.0000,38.9381,11.7694,0.0000,150.6317,0.0000
Indonesia,Gas Engine_IDSA,2035,0.0000,42.3006,11.3137,0.0000,147.7156,0.0000
Indonesia,Gas Engine_IDSA,2040,0.0000,42.1382,9.8163,0.0000,105.8948,0.0000
Indonesia,Gas Engine_IDSA,2045,0.0000,41.9757,8.3426,0.0000,73.1438,0.0000
Indonesia,Gas Engine_IDSA,2050,1476.4438,52.1840,39.0325,312.8788,75.4444,107.6461
Indonesia,Gas Engine_IDSA,2055,5552.2785,91.1840,27.2829,838.9027,78.0216,449.2160
Indonesia,Gas Engine_IDSA,2060,5552.2785,130.1840,35.9554,598.1260,75.9112,480.8760
Indonesia,Gas Turbine_IDEast,2050,5552.2785,40.0000,3.8684,1176.6044,25.7476,404.8112
Indonesia,Gas Turbine_IDEast,2055,5552.2785,80.0000,7.7368,838.9027,50.3960,449.2160
Indonesia,Gas Turbine_IDEast,2060,5552.2785,120.0000,11.6052,598.1260,58.7746,480.8760
Indonesia,Gas Turbine_IDJW,2025,0.0000,16.2053,0.3290,0.0000,15.9843,0.0000
Indonesia,Gas Turbine_IDJW,2030,0.0000,6.4341,0.2761,0.0000,42.7570,0.0000
Indonesia,Gas Turbine_IDJW,2035,0.0000,1.0069,0.0421,0.0000,9.7901,0.0000
Indonesia,Gas Turbine_IDJW,2040,0.0000,0.0000,0.0000,0.0000,0.9019,0.0000
Indonesia,Gas Turbine_IDJW,2050,5552.2785,40.0000,3.8684,1176.6044,25.7476,404.8112
Indonesia,Gas Turbine_IDJW,2055,5552.2785,80.0000,7.7368,838.9027,50.3960,449.2160
Indonesia,Gas Turbine_IDJW,2060,5552.2785,120.0000,11.6052,598.1260,58.7746,480.8760
Indonesia,Gas Turbine_IDKA,2050,5552.2785,40.0000,3.8684,1176.6044,25.7476,404.8112
Indonesia,Gas Turbine_IDKA,2055,5552.2785,80.0000,7.7368,838.9027,50.3960,449.2160
Indonesia,Gas Turbine_IDKA,2060,5552.2785,120.0000,11.6052,598.1260,58.7746,480.8760
Indonesia,Gas Turbine_IDSA,2025,0.0000,2.6866,0.0578,0.0000,2.6531,0.0000
Indonesia,Gas Turbine_IDSA,2030,0.0000,2.4064,0.0305,0.0000,10.0975,0.0000
Indonesia,Gas Turbine_IDSA,2035,0.0000,0.0000,0.0000,0.0000,2.9402,0.0000
Indonesia,Gas Turbine_IDSA,2050,5552.2785,40.0000,3.8684,1176.6044,25.7476,404.8112
Indonesia,Gas Turbine_IDSA,2055,5552.2785,80.0000,7.7368,838.9027,50.3960,449.2160
Indonesia,Gas Turbine_IDSA,2060,5552.2785,120.0000,11.6052,598.1260,58.7746,480.8760
Indonesia,Geothermal Domestic Production,2025,0.0000,0.0000,0.0127,0.0000,0.0122,0.0000
Indonesia,Geothermal Domestic Production,2030,0.0000,0.0000,0.0685,0.0000,0.1770,0.0000
Indonesia,Geothermal Domestic Production,2035,0.0000,0.0000,0.2105,0.0000,0.4236,0.0000
Indonesia,Geothermal Domestic Production,2040,0.0000,0.0000,0.2157,0.0000,0.4302,0.0000
Indonesia,Geothermal Domestic Production,2045,0.0000,0.0000,0.2157,0.0000,0.3099,0.0000
Indonesia,Geothermal Domestic Production,2050,0.0000,0.0000,0.2157,0.0000,0.2210,0.0000
Indonesia,Geothermal Domestic Production,2055,0.0000,0.0000,0.2157,0.0000,0.1576,0.0000
Indonesia,Geothermal Domestic Production,2060,0.0000,0.0000,0.2157,0.0000,0.1123,0.0000
Indonesia,HVO Renewable Diesel,2025,11.6815,0.0000,3.1833,11.6815,3.0774,0.0000
Indonesia,HVO Renewable Diesel,2030,215.1917,0.0000,61.8242,176.4657,145.8047,0.0000
Indonesia,HVO Renewable Diesel,2035,470.5374,0.0000,190.0484,275.1123,382.3640,0.0000
Indonesia,HVO Renewable Diesel,2040,827.9843,0.0000,415.6788,345.1589,643.4548,6.1238
Indonesia,HVO Renewable Diesel,2045,1291.9868,0.0000,767.7526,384.0044,887.0180,48.7351
Indonesia,HVO Renewable Diesel,2050,1849.9050,0.0000,1268.6790,392.0204,1080.4348,109.7777
Indonesia,HVO Renewable Diesel,2055,2541.8823,0.0000,1902.7155,384.0571,1191.8788,190.0261
Indonesia,HVO Renewable Diesel,2060,3131.4284,0.0000,2627.8235,337.3370,1207.1175,268.5176
Indonesia,Jet Kerosene Imports,2025,0.0000,0.0000,1319.0006,0.0000,1275.1260,0.0000
Indonesia,Jet Kerosene Imports,2030,0.0000,0.0000,1949.9669,0.0000,6882.7887,0.0000
Indonesia,Jet Kerosene Imports,2035,0.0000,0.0000,2779.8337,0.0000,6944.3257,0.0000
Indonesia,Jet Kerosene Imports,2040,0.0000,0.0000,3750.0909,0.0000,6770.4883,0.0000
Indonesia,Jet Kerosene Imports,2045,0.0000,0.0000,4695.2314,0.0000,6165.6691,0.0000
Indonesia,Jet Kerosene Imports,2050,0.0000,0.0000,5564.9809,0.0000,5319.9178,0.0000
Indonesia,Jet Kerosene Imports,2055,0.0000,0.0000,6164.2172,0.0000,4315.0290,0.0000
Indonesia,Jet Kerosene Imports,2060,0.0000,0.0000,6368.5704,0.0000,3270.7681,0.0000
Indonesia,LNG Imports,2025,0.0000,0.0000,5880.5130,0.0000,5684.9065,0.0000
Indonesia,LNG Imports,2030,0.0000,0.0000,7796.1846,0.0000,29340.9410,0.0000
Indonesia,LNG Imports,2035,0.0000,0.0000,9359.5757,0.0000,24564.8048,0.0000
Indonesia,LNG Imports,2040,0.0000,0.0000,11724.8529,0.0000,21590.4376,0.0000
Indonesia,LNG Imports,2045,0.0000,0.0000,14915.1134,0.0000,19470.9232,0.0000
Indonesia,LNG Imports,2050,0.0000,0.0000,18842.5557,0.0000,17583.0316,0.0000
Indonesia,LNG Imports,2055,0.0000,0.0000,23078.2950,0.0000,15533.7962,0.0000
Indonesia,LNG Imports,2060,0.0000,0.0000,27110.2649,0.0000,13220.1948,0.0000
Indonesia,LPG Imports,2025,0.0000,0.0000,1104.7045,0.0000,1067.9581,0.0000
Indonesia,LPG Imports,2030,0.0000,0.0000,1242.5358,0.0000,4925.1763,0.0000
Indonesia,LPG Imports,2035,0.0000,0.0000,1335.2453,0.0000,3773.5931,0.0000
Indonesia,LPG Imports,2040,0.0000,0.0000,1392.4592,0.0000,2805.8056,0.0000
Indonesia,LPG Imports,2045,0.0000,0.0000,1392.4592,0.0000,2000.5006,0.0000
