region,tech_name,output_fuel,year,capacity_GW,residual_GW,new_capacity_GW,production_PJ
Indonesia,Small Hydro_IDSA,Electricity output from Centralized Electricity Generation,2025,3.4618,0.0483,3.4135,78.9157
Indonesia,Small Hydro_IDSA,Electricity output from Centralized Electricity Generation,2030,3.8108,0.3973,0.0000,60.4198
Indonesia,Small Hydro_IDSA,Electricity output from Centralized Electricity Generation,2035,3.8182,0.4047,0.0000,51.2018
Indonesia,Small Hydro_IDSA,Electricity output from Centralized Electricity Generation,2040,4.0579,0.4047,0.2397,58.8711
Indonesia,Small Hydro_IDSA,Electricity output from Centralized Electricity Generation,2045,5.7300,0.4047,1.6721,47.3921
Indonesia,Small Hydro_IDSA,Electricity output from Centralized Electricity Generation,2050,5.7300,0.4047,0.0000,73.9149
Indonesia,Small Hydro_IDSA,Electricity output from Centralized Electricity Generation,2055,5.7300,0.4047,3.4135,74.6646
Indonesia,Small Hydro_IDSA,Electricity output from Centralized Electricity Generation,2060,5.7300,0.4047,0.0000,74.8857
Indonesia,Solar PV Rooftop,Electricity output from Energy Sector Own Use,2025,2.5805,2.5805,0.0000,14.4057
Indonesia,Solar PV Rooftop,Electricity output from Energy Sector Own Use,2030,15.4830,15.4830,0.0000,86.4342
Indonesia,Solar PV Rooftop,Electricity output from Energy Sector Own Use,2035,15.4830,15.4830,0.0000,86.4342
Indonesia,Solar PV Rooftop,Electricity output from Energy Sector Own Use,2040,15.4830,15.4830,0.0000,86.4342
Indonesia,Solar PV Rooftop,Electricity output from Energy Sector Own Use,2045,15.4830,15.4830,0.0000,86.4342
Indonesia,Solar PV Rooftop,Electricity output from Energy Sector Own Use,2050,15.4830,15.4830,0.0000,86.4342
Indonesia,Solar PV Rooftop,Electricity output from Energy Sector Own Use,2055,15.4830,15.4830,0.0000,86.4342
Indonesia,Solar PV Rooftop,Electricity output from Energy Sector Own Use,2060,15.4830,15.4830,0.0000,86.4342
Indonesia,Solar PV_IDEast,Electricity output from Centralized Electricity Generation,2025,0.2819,0.2819,0.0000,0.0000
Indonesia,Solar PV_IDEast,Electricity output from Centralized Electricity Generation,2030,2.7439,2.7439,0.0000,0.0000
Indonesia,Solar PV_IDEast,Electricity output from Centralized Electricity Generation,2035,6.1914,6.1914,0.0000,0.0000
Indonesia,Solar PV_IDEast,Electricity output from Centralized Electricity Generation,2040,6.1914,6.1914,0.0000,34.5636
Indonesia,Solar PV_IDEast,Electricity output from Centralized Electricity Generation,2045,6.1914,6.1914,0.0000,34.5636
Indonesia,Solar PV_IDEast,Electricity output from Centralized Electricity Generation,2050,6.1914,6.1914,0.0000,34.5636
Indonesia,Solar PV_IDEast,Electricity output from Centralized Electricity Generation,2055,6.1914,6.1914,0.0000,34.5636
Indonesia,Solar PV_IDEast,Electricity output from Centralized Electricity Generation,2060,6.1914,6.1914,0.0000,34.5636
Indonesia,Solar PV_IDJW,Electricity output from Centralized Electricity Generation,2025,0.1189,0.1189,0.0000,0.6638
Indonesia,Solar PV_IDJW,Electricity output from Centralized Electricity Generation,2030,0.4321,0.4321,0.0000,2.4122
Indonesia,Solar PV_IDJW,Electricity output from Centralized Electricity Generation,2035,1.3455,1.3455,0.0000,7.5113
Indonesia,Solar PV_IDJW,Electricity output from Centralized Electricity Generation,2040,1.3455,1.3455,0.0000,7.5113
Indonesia,Solar PV_IDJW,Electricity output from Centralized Electricity Generation,2045,1.3455,1.3455,0.0000,7.5113
Indonesia,Solar PV_IDJW,Electricity output from Centralized Electricity Generation,2050,1.3455,1.3455,0.0000,7.5113
Indonesia,Solar PV_IDJW,Electricity output from Centralized Electricity Generation,2055,1.3455,1.3455,0.0000,7.5113
Indonesia,Solar PV_IDJW,Electricity output from Centralized Electricity Generation,2060,1.3455,1.3455,0.0000,7.5113
Indonesia,Solar PV_IDKA,Electricity output from Centralized Electricity Generation,2025,0.1266,0.1266,0.0000,0.0000
Indonesia,Solar PV_IDKA,Electricity output from Centralized Electricity Generation,2030,1.2320,1.2320,0.0000,0.0000
Indonesia,Solar PV_IDKA,Electricity output from Centralized Electricity Generation,2035,2.7797,2.7797,0.0000,0.0000
Indonesia,Solar PV_IDKA,Electricity output from Centralized Electricity Generation,2040,2.7797,2.7797,0.0000,15.5177
Indonesia,Solar PV_IDKA,Electricity output from Centralized Electricity Generation,2045,2.7797,2.7797,0.0000,15.5177
Indonesia,Solar PV_IDKA,Electricity output from Centralized Electricity Generation,2050,2.7797,2.7797,0.0000,15.5177
Indonesia,Solar PV_IDKA,Electricity output from Centralized Electricity Generation,2055,2.7797,2.7797,0.0000,15.5177
Indonesia,Solar PV_IDKA,Electricity output from Centralized Electricity Generation,2060,2.7797,2.7797,0.0000,15.5177
Indonesia,Solar PV_IDSA,Electricity output from Centralized Electricity Generation,2025,0.2497,0.2497,0.0000,0.0000
Indonesia,Solar PV_IDSA,Electricity output from Centralized Electricity Generation,2030,2.4298,2.4298,0.0000,0.0000
Indonesia,Solar PV_IDSA,Electricity output from Centralized Electricity Generation,2035,5.4826,5.4826,0.0000,0.0000
Indonesia,Solar PV_IDSA,Electricity output from Centralized Electricity Generation,2040,5.4826,5.4826,0.0000,30.6068
Indonesia,Solar PV_IDSA,Electricity output from Centralized Electricity Generation,2045,5.4826,5.4826,0.0000,30.6068
Indonesia,Solar PV_IDSA,Electricity output from Centralized Electricity Generation,2050,5.4826,5.4826,0.0000,30.6068
Indonesia,Solar PV_IDSA,Electricity output from Centralized Electricity Generation,2055,5.4826,5.4826,0.0000,30.6068
Indonesia,Solar PV_IDSA,Electricity output from Centralized Electricity Generation,2060,5.4826,5.4826,0.0000,30.6068
Indonesia,Tidal,Electricity output from Centralized Electricity Generation,2030,0.0400,0.0400,0.0000,0.0000
Indonesia,Tidal,Electricity output from Centralized Electricity Generation,2035,0.0400,0.0400,0.0000,0.0000
Indonesia,Tidal,Electricity output from Centralized Electricity Generation,2040,0.0400,0.0400,0.0000,0.0000
Indonesia,Tidal,Electricity output from Centralized Electricity Generation,2045,0.0400,0.0400,0.0000,0.0000
Indonesia,Tidal,Electricity output from Centralized Electricity Generation,2050,0.0400,0.0400,0.0000,0.1172
Indonesia,Tidal,Electricity output from Centralized Electricity Generation,2055,0.0400,0.0400,0.0000,0.1172
Indonesia,Tidal,Electricity output from Centralized Electricity Generation,2060,0.0400,0.0400,0.0000,0.0000
Indonesia,Waste,Electricity output from Centralized Electricity Generation,2025,0.0365,0.0365,0.0000,0.0000
Indonesia,Waste,Electricity output from Centralized Electricity Generation,2030,0.4705,0.4705,0.0000,0.0000
Indonesia,Waste,Electricity output from Centralized Electricity Generation,2035,0.4895,0.4895,0.0000,0.0000
Indonesia,Waste,Electricity output from Centralized Electricity Generation,2040,0.4895,0.4895,0.0000,0.0000
Indonesia,Waste,Electricity output from Centralized Electricity Generation,2045,0.4895,0.4895,0.0000,0.0000
Indonesia,Waste,Electricity output from Centralized Electricity Generation,2050,0.4895,0.4895,0.0000,0.5167
Indonesia,Waste,Electricity output from Centralized Electricity Generation,2055,0.4895,0.4895,0.0000,0.4916
Indonesia,Waste,Electricity output from Centralized Electricity Generation,2060,0.4895,0.4895,0.0000,0.0000
Indonesia,Wind Onshore_IDEast,Electricity output from Centralized Electricity Generation,2030,2.7382,2.7382,0.0000,0.0000
Indonesia,Wind Onshore_IDEast,Electricity output from Centralized Electricity Generation,2035,7.1178,7.1178,0.0000,47.5536
Indonesia,Wind Onshore_IDEast,Electricity output from Centralized Electricity Generation,2040,7.1178,7.1178,0.0000,81.4640
Indonesia,Wind Onshore_IDEast,Electricity output from Centralized Electricity Generation,2045,7.1178,7.1178,0.0000,81.4640
Indonesia,Wind Onshore_IDEast,Electricity output from Centralized Electricity Generation,2050,7.1178,7.1178,0.0000,81.4640
Indonesia,Wind Onshore_IDEast,Electricity output from Centralized Electricity Generation,2055,7.1178,7.1178,0.0000,81.4640
Indonesia,Wind Onshore_IDEast,Electricity output from Centralized Electricity Generation,2060,7.1178,7.1178,0.0000,81.4640
Indonesia,Wind Onshore_IDJW,Electricity output from Centralized Electricity Generation,2030,0.0268,0.0268,0.0000,0.0000
Indonesia,Wind Onshore_IDJW,Electricity output from Centralized Electricity Generation,2035,0.0692,0.0692,0.0000,0.2015
Indonesia,Wind Onshore_IDJW,Electricity output from Centralized Electricity Generation,2040,0.0692,0.0692,0.0000,0.7920
Indonesia,Wind Onshore_IDJW,Electricity output from Centralized Electricity Generation,2045,0.0692,0.0692,0.0000,0.7920
Indonesia,Wind Onshore_IDJW,Electricity output from Centralized Electricity Generation,2050,0.0692,0.0692,0.0000,0.7920
Indonesia,Wind Onshore_IDJW,Electricity output from Centralized Electricity Generation,2055,0.0692,0.0692,0.0000,0.7920
Indonesia,Wind Onshore_IDJW,Electricity output from Centralized Electricity Generation,2060,0.0692,0.0692,0.0000,0.7920
Laos,Biomass Other,Electricity output from Centralized Electricity Generation,2025,0.1350,0.1350,0.0000,0.0130
Laos,Biomass Other,Electricity output from Centralized Electricity Generation,2030,0.1580,0.1580,0.0000,0.0708
Laos,Biomass Other,Electricity output from Centralized Electricity Generation,2035,0.1580,0.1580,0.0000,0.1674
Laos,Biomass Other,Electricity output from Centralized Electricity Generation,2040,0.1580,0.1580,0.0000,0.3049
Laos,Biomass Other,Electricity output from Centralized Electricity Generation,2045,0.1580,0.1580,0.0000,0.3049
Laos,Biomass Other,Electricity output from Centralized Electricity Generation,2050,0.1580,0.1580,0.0000,0.3049
Laos,Biomass Other,Electricity output from Centralized Electricity Generation,2055,0.1580,0.1580,0.0000,0.3049
Laos,Biomass Other,Electricity output from Centralized Electricity Generation,2060,0.1580,0.1580,0.0000,0.3049
Laos,Coal Subcritical,Electricity output from Centralized Electricity Generation,2025,1.8780,1.8780,0.0000,25.3292
Laos,Coal Subcritical,Electricity output from Centralized Electricity Generation,2030,4.2780,4.2780,0.0000,35.3661
Laos,Coal Subcritical,Electricity output from Centralized Electricity Generation,2035,4.2780,4.2780,0.0000,33.2311
Laos,Coal Subcritical,Electricity output from Centralized Electricity Generation,2040,4.2780,4.2780,0.0000,29.0772
Laos,Coal Subcritical,Electricity output from Centralized Electricity Generation,2045,4.2780,4.2780,0.0000,24.9233
Laos,Coal Subcritical,Electricity output from Centralized Electricity Generation,2050,4.2780,4.2780,0.0000,20.7694
Laos,Coal Subcritical,Electricity output from Centralized Electricity Generation,2055,4.2780,4.2780,0.0000,16.6155
Laos,Coal Subcritical,Electricity output from Centralized Electricity Generation,2060,4.2780,4.2780,0.0000,12.4617
Laos,Electricity,Electricity output from Electricity Transmission and Distribution,2025,4.9612,0.0000,4.9612,118.1646
Laos,Electricity,Electricity output from Energy Sector Own Use,2025,4.5434,0.0000,4.5434,107.5298
Laos,Electricity,Electricity output from Electricity Transmission and Distribution,2030,4.9927,0.0000,0.0315,118.9159
Laos,Electricity,Electricity output from Energy Sector Own Use,2030,4.5434,0.0000,0.0000,108.2135
Laos,Electricity,Electricity output from Electricity Transmission and Distribution,2035,4.9927,0.0000,0.0000,116.4859
Laos,Electricity,Electricity output from Energy Sector Own Use,2035,4.5434,0.0000,0.0000,106.0021
Laos,Electricity,Electricity output from Electricity Transmission and Distribution,2040,5.2884,0.0000,0.2957,125.9596
Laos,Electricity,Electricity output from Energy Sector Own Use,2040,4.8125,0.0000,0.2691,114.6233
Laos,Electricity,Electricity output from Electricity Transmission and Distribution,2045,6.3677,0.0000,1.0793,140.1066
Laos,Electricity,Electricity output from Energy Sector Own Use,2045,5.3530,0.0000,0.5405,127.4970
Laos,Electricity,Electricity output from Electricity Transmission and Distribution,2050,6.3677,0.0000,0.0000,151.6653
Laos,Electricity,Electricity output from Energy Sector Own Use,2050,5.7946,0.0000,0.4416,138.0154
Laos,Electricity,Electricity output from Electricity Transmission and Distribution,2055,6.7304,0.0000,5.3239,160.3043
Laos,Electricity,Electricity output from Energy Sector Own Use,2055,6.1247,0.0000,4.8734,145.8769
Laos,Electricity,Electricity output from Electricity Transmission and Distribution,2060,6.9235,0.0000,0.2246,164.9031
Laos,Electricity,Electricity output from Energy Sector Own Use,2060,6.3004,0.0000,0.1757,150.0618
Laos,Large Hydro,Electricity output from Centralized Electricity Generation,2025,11.0638,11.0638,0.0000,116.6328
Laos,Large Hydro,Electricity output from Centralized Electricity Generation,2030,16.7958,16.7958,0.0000,96.6017
Laos,Large Hydro,Electricity output from Centralized Electricity Generation,2035,16.7958,16.7958,0.0000,89.9574
Laos,Large Hydro,Electricity output from Centralized Electricity Generation,2040,16.7958,16.7958,0.0000,115.5706
Laos,Large Hydro,Electricity output from Centralized Electricity Generation,2045,16.7958,16.7958,0.0000,142.7912
Laos,Large Hydro,Electricity output from Centralized Electricity Generation,2050,16.7958,16.7958,0.0000,163.5153
Laos,Large Hydro,Electricity output from Centralized Electricity Generation,2055,16.7958,16.7958,0.0000,188.6336
Laos,Large Hydro,Electricity output from Centralized Electricity Generation,2060,16.7958,16.7958,0.0000,204.6753
Laos,Pumped Hydro,Electricity output from Centralized Electricity Generation,2030,1.0000,1.0000,0.0000,0.0000
Laos,Pumped Hydro,Electricity output from Centralized Electricity Generation,2035,1.0000,1.0000,0.0000,0.0000
Laos,Pumped Hydro,Electricity output from Centralized Electricity Generation,2040,1.0000,1.0000,0.0000,0.0000
Laos,Pumped Hydro,Electricity output from Centralized Electricity Generation,2045,1.0000,1.0000,0.0000,0.0000
Laos,Pumped Hydro,Electricity output from Centralized Electricity Generation,2050,1.0000,1.0000,0.0000,0.0000
Laos,Pumped Hydro,Electricity output from Centralized Electricity Generation,2055,1.0000,1.0000,0.0000,0.2264
Laos,Pumped Hydro,Electricity output from Centralized Electricity Generation,2060,1.0000,1.0000,0.0000,2.0963
Laos,Solar Floating,Electricity output from Centralized Electricity Generation,2030,0.5000,0.5000,0.0000,3.1479
Laos,Solar Floating,Electricity output from Centralized Electricity Generation,2035,0.7000,0.7000,0.0000,4.4071
Laos,Solar Floating,Electricity output from Centralized Electricity Generation,2040,0.8860,0.8860,0.0000,5.5781
Laos,Solar Floating,Electricity output from Centralized Electricity Generation,2045,0.8860,0.8860,0.0000,5.5781
Laos,Solar Floating,Electricity output from Centralized Electricity Generation,2050,0.8860,0.8860,0.0000,5.5781
Laos,Solar Floating,Electricity output from Centralized Electricity Generation,2055,0.8860,0.8860,0.0000,5.5781
Laos,Solar Floating,Electricity output from Centralized Electricity Generation,2060,0.8860,0.8860,0.0000,5.5781
Laos,Solar PV,Electricity output from Centralized Electricity Generation,2025,0.0830,0.0830,0.0000,0.5226
Laos,Solar PV,Electricity output from Centralized Electricity Generation,2030,0.5840,0.5840,0.0000,3.6768
Laos,Solar PV,Electricity output from Centralized Electricity Generation,2035,0.8500,0.8500,0.0000,5.3514
Laos,Solar PV,Electricity output from Centralized Electricity Generation,2040,1.1160,1.1160,0.0000,7.0261
Laos,Solar PV,Electricity output from Centralized Electricity Generation,2045,1.1160,1.1160,0.0000,7.0261
Laos,Solar PV,Electricity output from Centralized Electricity Generation,2050,1.1160,1.1160,0.0000,7.0261
Laos,Solar PV,Electricity output from Centralized Electricity Generation,2055,1.1160,1.1160,0.0000,7.0261
Laos,Solar PV,Electricity output from Centralized Electricity Generation,2060,1.1160,1.1160,0.0000,7.0261
Laos,Wind Onshore,Electricity output from Centralized Electricity Generation,2030,1.0000,1.0000,0.0000,0.0000
Laos,Wind Onshore,Electricity output from Centralized Electricity Generation,2035,1.3000,1.3000,0.0000,0.0000
Laos,Wind Onshore,Electricity output from Centralized Electricity Generation,2040,1.6000,1.6000,0.0000,0.0000
Laos,Wind Onshore,Electricity output from Centralized Electricity Generation,2045,1.6000,1.6000,0.0000,0.0000
Laos,Wind Onshore,Electricity output from Centralized Electricity Generation,2050,1.6000,1.6000,0.0000,0.0000
Laos,Wind Onshore,Electricity output from Centralized Electricity Generation,2055,1.6000,1.6000,0.0000,0.0000
Laos,Wind Onshore,Electricity output from Centralized Electricity Generation,2060,1.6000,1.6000,0.0000,0.0000
Malaysia,Biogas,Electricity output from Centralized Electricity Generation,2025,0.0819,0.0819,0.0000,0.0000
Malaysia,Biogas,Electricity output from Centralized Electricity Generation,2030,0.1292,0.1292,0.0000,0.0000
Malaysia,Biogas,Electricity output from Centralized Electricity Generation,2035,0.1534,0.1534,0.0000,0.0000
Malaysia,Biogas,Electricity output from Centralized Electricity Generation,2040,0.1534,0.1534,0.0000,0.0000
Malaysia,Biogas,Electricity output from Centralized Electricity Generation,2045,0.1534,0.1534,0.0000,0.5495
Malaysia,Biogas,Electricity output from Centralized Electricity Generation,2050,0.1534,0.1534,0.0000,0.5495
Malaysia,Biogas,Electricity output from Centralized Electricity Generation,2055,0.1534,0.1534,0.0000,0.5495
Malaysia,Biogas,Electricity output from Centralized Electricity Generation,2060,0.1534,0.1534,0.0000,0.5495
Malaysia,Biomass Other_MYPE,Electricity output from Centralized Electricity Generation,2025,0.6448,0.6448,0.0000,0.5123
Malaysia,Biomass Other_MYPE,Electricity output from Centralized Electricity Generation,2030,0.6448,0.6448,0.0000,0.4610
Malaysia,Biomass Other_MYPE,Electricity output from Centralized Electricity Generation,2035,0.6448,0.6448,0.0000,0.4098
Malaysia,Biomass Other_MYPE,Electricity output from Centralized Electricity Generation,2040,0.6448,0.6448,0.0000,0.3586
Malaysia,Biomass Other_MYPE,Electricity output from Centralized Electricity Generation,2045,0.6448,0.6448,0.0000,0.3074
Malaysia,Biomass Other_MYPE,Electricity output from Centralized Electricity Generation,2050,0.6448,0.6448,0.0000,0.2561
Malaysia,Biomass Other_MYPE,Electricity output from Centralized Electricity Generation,2055,0.6448,0.6448,0.0000,0.2049
Malaysia,Biomass Other_MYPE,Electricity output from Centralized Electricity Generation,2060,0.6448,0.6448,0.0000,0.1537
Malaysia,Biomass Other_MYSB,Electricity output from Centralized Electricity Generation,2025,0.1833,0.1833,0.0000,0.2208
Malaysia,Biomass Other_MYSB,Electricity output from Centralized Electricity Generation,2030,0.1833,0.1833,0.0000,0.1987
Malaysia,Biomass Other_MYSB,Electricity output from Centralized Electricity Generation,2035,0.1833,0.1833,0.0000,0.1766
Malaysia,Biomass Other_MYSB,Electricity output from Centralized Electricity Generation,2040,0.1833,0.1833,0.0000,0.1546
Malaysia,Biomass Other_MYSB,Electricity output from Centralized Electricity Generation,2045,0.1833,0.1833,0.0000,0.1689
Malaysia,Biomass Other_MYSB,Electricity output from Centralized Electricity Generation,2050,0.1833,0.1833,0.0000,0.3276
Malaysia,Biomass Other_MYSB,Electricity output from Centralized Electricity Generation,2055,0.1833,0.1833,0.0000,0.6995
Malaysia,Biomass Other_MYSB,Electricity output from Centralized Electricity Generation,2060,0.1833,0.1833,0.0000,0.9604
Malaysia,Coal Subcritical_MYPE,Electricity output from Centralized Electricity Generation,2025,9.7028,9.7028,0.0000,148.5655
Malaysia,Coal Subcritical_MYPE,Electricity output from Centralized Electricity Generation,2030,9.7028,9.7028,0.0000,96.2123
Malaysia,Coal Subcritical_MYPE,Electricity output from Centralized Electricity Generation,2035,9.7028,9.7028,0.0000,85.5650
Malaysia,Coal Subcritical_MYPE,Electricity output from Centralized Electricity Generation,2040,9.7028,9.7028,0.0000,74.8694
Malaysia,Coal Subcritical_MYPE,Electricity output from Centralized Electricity Generation,2045,9.7028,9.7028,0.0000,64.2096
Malaysia,Coal Subcritical_MYPE,Electricity output from Centralized Electricity Generation,2050,9.7028,9.7028,0.0000,54.1279
Malaysia,Coal Subcritical_MYPE,Electricity output from Centralized Electricity Generation,2055,9.7028,9.7028,0.0000,48.8793
Malaysia,Coal Subcritical_MYPE,Electricity output from Centralized Electricity Generation,2060,9.7028,9.7028,0.0000,43.9298
Malaysia,Coal Subcritical_MYSR,Electricity output from Centralized Electricity Generation,2025,1.0540,1.0540,0.0000,16.9999
Malaysia,Coal Subcritical_MYSR,Electricity output from Centralized Electricity Generation,2030,1.0540,1.0540,0.0000,10.4514
Malaysia,Coal Subcritical_MYSR,Electricity output from Centralized Electricity Generation,2035,1.0540,1.0540,0.0000,9.7909
Malaysia,Coal Subcritical_MYSR,Electricity output from Centralized Electricity Generation,2040,1.0540,1.0540,0.0000,8.5671
Malaysia,Coal Subcritical_MYSR,Electricity output from Centralized Electricity Generation,2045,1.0540,1.0540,0.0000,7.4989
Malaysia,Coal Subcritical_MYSR,Electricity output from Centralized Electricity Generation,2050,1.0540,1.0540,0.0000,6.4052
Malaysia,Coal Subcritical_MYSR,Electricity output from Centralized Electricity Generation,2055,1.0540,1.0540,0.0000,6.1652
Malaysia,Coal Subcritical_MYSR,Electricity output from Centralized Electricity Generation,2060,1.0540,1.0540,0.0000,5.4549
Malaysia,Coal Ultrasupercritical,Electricity output from Centralized Electricity Generation,2025,3.3953,3.3953,0.0000,41.3913
Malaysia,Coal Ultrasupercritical,Electricity output from Centralized Electricity Generation,2030,3.3953,3.3953,0.0000,26.8188
Malaysia,Coal Ultrasupercritical,Electricity output from Centralized Electricity Generation,2035,4.7953,4.7953,0.0000,33.6686
Malaysia,Coal Ultrasupercritical,Electricity output from Centralized Electricity Generation,2040,4.7953,4.7953,0.0000,29.4600
Malaysia,Coal Ultrasupercritical,Electricity output from Centralized Electricity Generation,2045,4.7953,4.7953,0.0000,25.2515
Malaysia,Coal Ultrasupercritical,Electricity output from Centralized Electricity Generation,2050,4.7953,4.7953,0.0000,21.0429
Malaysia,Coal Ultrasupercritical,Electricity output from Centralized Electricity Generation,2055,4.7953,4.7953,0.0000,16.8343
Malaysia,Coal Ultrasupercritical,Electricity output from Centralized Electricity Generation,2060,4.7953,4.7953,0.0000,12.6257
Malaysia,Diesel_MYPE,Electricity output from Centralized Electricity Generation,2025,0.2447,0.2447,0.0000,0.0000
Malaysia,Diesel_MYPE,Electricity output from Centralized Electricity Generation,2030,0.2447,0.2447,0.0000,0.0000
Malaysia,Diesel_MYPE,Electricity output from Centralized Electricity Generation,2035,0.2447,0.2447,0.0000,0.0000
Malaysia,Diesel_MYPE,Electricity output from Centralized Electricity Generation,2040,0.2447,0.2447,0.0000,0.0000
Malaysia,Diesel_MYPE,Electricity output from Centralized Electricity Generation,2045,0.2447,0.2447,0.0000,0.0000
Malaysia,Diesel_MYPE,Electricity output from Centralized Electricity Generation,2050,0.2447,0.2447,0.0000,0.0000
Malaysia,Diesel_MYPE,Electricity output from Centralized Electricity Generation,2055,0.2447,0.2447,0.0000,0.0000
Malaysia,Diesel_MYPE,Electricity output from Centralized Electricity Generation,2060,0.2447,0.2447,0.0000,0.0000
Malaysia,Diesel_MYSB,Electricity output from Centralized Electricity Generation,2025,0.0872,0.0872,0.0000,0.0000
Malaysia,Diesel_MYSR,Electricity output from Centralized Electricity Generation,2025,0.0640,0.0640,0.0000,0.0000
Malaysia,Electricity,Electricity output from Electricity Transmission and Distribution,2025,22.9170,0.0000,22.9170,649.8301
Malaysia,Electricity,Electricity output from Energy Sector Own Use,2025,20.3961,0.0000,20.3961,578.3488
Malaysia,Electricity,Electricity output from Electricity Transmission and Distribution,2030,27.3920,0.0000,4.4750,640.9964
Malaysia,Electricity,Electricity output from Energy Sector Own Use,2030,21.5689,0.0000,1.1728,570.4868
Malaysia,Electricity,Electricity output from Electricity Transmission and Distribution,2035,27.3920,0.0000,0.0000,625.2053
Malaysia,Electricity,Electricity output from Energy Sector Own Use,2035,21.5689,0.0000,0.0000,556.4327
Malaysia,Electricity,Electricity output from Electricity Transmission and Distribution,2040,27.3920,0.0000,0.0000,686.8009
Malaysia,Electricity,Electricity output from Energy Sector Own Use,2040,21.5689,0.0000,0.0000,611.2528
Malaysia,Electricity,Electricity output from Electricity Transmission and Distribution,2045,27.3920,0.0000,0.0000,766.6429
Malaysia,Electricity,Electricity output from Energy Sector Own Use,2045,24.3789,0.0000,2.8100,682.3122
Malaysia,Electricity,Electricity output from Electricity Transmission and Distribution,2050,30.9730,0.0000,3.5810,868.6215
Malaysia,Electricity,Electricity output from Energy Sector Own Use,2050,51.4248,0.0000,27.0459,773.0731
Malaysia,Electricity,Electricity output from Electricity Transmission and Distribution,2055,34.8637,0.0000,26.8077,979.4215
Malaysia,Electricity,Electricity output from Energy Sector Own Use,2055,31.0287,0.0000,0.0000,871.6852
Malaysia,Electricity,Electricity output from Electricity Transmission and Distribution,2060,38.2436,0.0000,7.8549,1075.6731
Malaysia,Electricity,Electricity output from Energy Sector Own Use,2060,34.0368,0.0000,4.1809,957.3491
Malaysia,Gas Combined Cycle_MYPE,Electricity output from Centralized Electricity Generation,2025,12.1300,12.1300,0.0000,161.8177
Malaysia,Gas Combined Cycle_MYPE,Electricity output from Centralized Electricity Generation,2030,11.7739,11.7739,0.0000,101.7692
Malaysia,Gas Combined Cycle_MYPE,Electricity output from Centralized Electricity Generation,2035,14.4883,14.4883,0.0000,111.3171
Malaysia,Gas Combined Cycle_MYPE,Electricity output from Centralized Electricity Generation,2040,15.9085,15.9085,0.0000,106.9500
Malaysia,Gas Combined Cycle_MYPE,Electricity output from Centralized Electricity Generation,2045,15.9085,15.9085,0.0000,91.8179
Malaysia,Gas Combined Cycle_MYPE,Electricity output from Centralized Electricity Generation,2050,15.9085,15.9085,0.0000,78.8341
Malaysia,Gas Combined Cycle_MYPE,Electricity output from Centralized Electricity Generation,2055,15.9085,15.9085,0.0000,65.8039
Malaysia,Gas Combined Cycle_MYPE,Electricity output from Centralized Electricity Generation,2060,15.9085,15.9085,0.0000,54.0196
Malaysia,Gas Combined Cycle_MYSB,Electricity output from Centralized Electricity Generation,2025,1.1825,1.1825,0.0000,18.1372
Malaysia,Gas Combined Cycle_MYSB,Electricity output from Centralized Electricity Generation,2030,1.1021,1.1021,0.0000,10.9527
Malaysia,Gas Combined Cycle_MYSB,Electricity output from Centralized Electricity Generation,2035,1.4063,1.4063,0.0000,12.4230
Malaysia,Gas Combined Cycle_MYSB,Electricity output from Centralized Electricity Generation,2040,1.4940,1.4940,0.0000,11.5480
Malaysia,Gas Combined Cycle_MYSB,Electricity output from Centralized Electricity Generation,2045,1.4940,1.4940,0.0000,9.9962
Malaysia,Gas Combined Cycle_MYSB,Electricity output from Centralized Electricity Generation,2050,1.4940,1.4940,0.0000,9.8559
Malaysia,Gas Combined Cycle_MYSB,Electricity output from Centralized Electricity Generation,2055,1.4940,1.4940,0.0000,7.5061
Malaysia,Gas Combined Cycle_MYSB,Electricity output from Centralized Electricity Generation,2060,1.4940,1.4940,0.0000,6.3107
Malaysia,Gas Combined Cycle_MYSR,Electricity output from Centralized Electricity Generation,2025,1.7060,1.7060,0.0000,14.9004
Malaysia,Gas Combined Cycle_MYSR,Electricity output from Centralized Electricity Generation,2030,1.6404,1.6404,0.0000,9.2833
Malaysia,Gas Combined Cycle_MYSR,Electricity output from Centralized Electricity Generation,2035,1.8894,1.8894,0.0000,9.5045
Malaysia,Gas Combined Cycle_MYSR,Electricity output from Centralized Electricity Generation,2040,1.9602,1.9602,0.0000,8.6279
Malaysia,Gas Combined Cycle_MYSR,Electricity output from Centralized Electricity Generation,2045,1.9602,1.9602,0.0000,7.4297
Malaysia,Gas Combined Cycle_MYSR,Electricity output from Centralized Electricity Generation,2050,1.9602,1.9602,0.0000,6.8246
Malaysia,Gas Combined Cycle_MYSR,Electricity output from Centralized Electricity Generation,2055,1.9602,1.9602,0.0000,6.8861
Malaysia,Gas Combined Cycle_MYSR,Electricity output from Centralized Electricity Generation,2060,1.9602,1.9602,0.0000,6.2558
Malaysia,Gas Turbine_MYPE,Electricity output from Centralized Electricity Generation,2025,10.3216,0.0000,10.3216,286.7010
Malaysia,Gas Turbine_MYPE,Electricity output from Centralized Electricity Generation,2030,13.7840,0.0000,3.4623,391.6194
Malaysia,Gas Turbine_MYPE,Electricity output from Centralized Electricity Generation,2035,13.7840,0.0000,0.0000,390.7663
