region,tech_name,output_fuel,year,capacity_GW,residual_GW,new_capacity_GW,production_PJ
Indonesia,Coal Subcritical_IDJW,Electricity output from Centralized Electricity Generation,2055,38.2565,38.2565,0.0000,772.1332
Indonesia,Coal Subcritical_IDJW,Electricity output from Centralized Electricity Generation,2060,38.2565,38.2565,0.0000,772.1332
Indonesia,Coal Subcritical_IDKA,Electricity output from Centralized Electricity Generation,2025,2.9871,2.9871,0.0000,11.0876
Indonesia,Coal Subcritical_IDKA,Electricity output from Centralized Electricity Generation,2030,2.9871,2.9871,0.0000,7.1840
Indonesia,Coal Subcritical_IDKA,Electricity output from Centralized Electricity Generation,2035,3.2341,3.2341,0.0000,6.9139
Indonesia,Coal Subcritical_IDKA,Electricity output from Centralized Electricity Generation,2040,3.2341,3.2341,0.0000,9.6760
Indonesia,Coal Subcritical_IDKA,Electricity output from Centralized Electricity Generation,2045,3.2341,3.2341,0.0000,65.2733
Indonesia,Coal Subcritical_IDKA,Electricity output from Centralized Electricity Generation,2050,3.2341,3.2341,0.0000,65.2733
Indonesia,Coal Subcritical_IDKA,Electricity output from Centralized Electricity Generation,2055,3.2341,3.2341,0.0000,65.2733
Indonesia,Coal Subcritical_IDKA,Electricity output from Centralized Electricity Generation,2060,3.2341,3.2341,0.0000,65.2733
Indonesia,Coal Subcritical_IDSA,Electricity output from Centralized Electricity Generation,2025,7.9410,7.9410,0.0000,38.8608
Indonesia,Coal Subcritical_IDSA,Electricity output from Centralized Electricity Generation,2030,8.0050,8.0050,0.0000,25.3821
Indonesia,Coal Subcritical_IDSA,Electricity output from Centralized Electricity Generation,2035,8.2580,8.2580,0.0000,23.2750
Indonesia,Coal Subcritical_IDSA,Electricity output from Centralized Electricity Generation,2040,8.2580,8.2580,0.0000,37.2544
Indonesia,Coal Subcritical_IDSA,Electricity output from Centralized Electricity Generation,2045,8.2580,8.2580,0.0000,166.6713
Indonesia,Coal Subcritical_IDSA,Electricity output from Centralized Electricity Generation,2050,8.2580,8.2580,0.0000,166.6713
Indonesia,Coal Subcritical_IDSA,Electricity output from Centralized Electricity Generation,2055,8.2580,8.2580,0.0000,166.6713
Indonesia,Coal Subcritical_IDSA,Electricity output from Centralized Electricity Generation,2060,8.2580,8.2580,0.0000,166.6713
Indonesia,Coal Supercritical,Electricity output from Centralized Electricity Generation,2025,6.6350,6.6350,0.0000,89.7956
Indonesia,Coal Supercritical,Electricity output from Centralized Electricity Generation,2030,7.4990,7.4990,0.0000,61.9940
Indonesia,Coal Supercritical,Electricity output from Centralized Electricity Generation,2035,9.7520,9.7520,0.0000,80.6195
Indonesia,Coal Supercritical,Electricity output from Centralized Electricity Generation,2040,9.7520,9.7520,0.0000,80.6195
Indonesia,Coal Supercritical,Electricity output from Centralized Electricity Generation,2045,9.7520,9.7520,0.0000,163.8466
Indonesia,Coal Supercritical,Electricity output from Centralized Electricity Generation,2050,9.7520,9.7520,0.0000,196.8250
Indonesia,Coal Supercritical,Electricity output from Centralized Electricity Generation,2055,9.7520,9.7520,0.0000,196.8250
Indonesia,Coal Supercritical,Electricity output from Centralized Electricity Generation,2060,9.7520,9.7520,0.0000,196.8250
Indonesia,Diesel_IDEast,Electricity output from Centralized Electricity Generation,2025,2.7944,2.7944,0.0000,0.0000
Indonesia,Diesel_IDEast,Electricity output from Centralized Electricity Generation,2030,2.7944,2.7944,0.0000,0.0000
Indonesia,Diesel_IDEast,Electricity output from Centralized Electricity Generation,2035,2.7944,2.7944,0.0000,0.0000
Indonesia,Diesel_IDJW,Electricity output from Centralized Electricity Generation,2025,0.3640,0.3640,0.0000,0.0000
Indonesia,Diesel_IDJW,Electricity output from Centralized Electricity Generation,2030,0.3640,0.3640,0.0000,0.0000
Indonesia,Diesel_IDJW,Electricity output from Centralized Electricity Generation,2035,0.3640,0.3640,0.0000,0.0000
Indonesia,Diesel_IDKA,Electricity output from Centralized Electricity Generation,2025,1.2436,1.2436,0.0000,0.0000
Indonesia,Diesel_IDKA,Electricity output from Centralized Electricity Generation,2030,1.2436,1.2436,0.0000,0.0000
Indonesia,Diesel_IDKA,Electricity output from Centralized Electricity Generation,2035,1.2436,1.2436,0.0000,0.0000
Indonesia,Diesel_IDSA,Electricity output from Centralized Electricity Generation,2025,1.4172,1.4172,0.0000,0.0000
Indonesia,Diesel_IDSA,Electricity output from Centralized Electricity Generation,2030,1.4222,1.4222,0.0000,0.0000
Indonesia,Diesel_IDSA,Electricity output from Centralized Electricity Generation,2035,1.4222,1.4222,0.0000,0.0000
Indonesia,Electricity,Electricity output from Electricity Transmission and Distribution,2025,51.1073,0.0000,51.1073,1341.3465
Indonesia,Electricity,Electricity output from Energy Sector Own Use,2025,50.9324,0.0000,50.9324,1174.5501
Indonesia,Electricity,Electricity output from Electricity Transmission and Distribution,2030,58.1652,0.0000,7.0579,1446.6015
Indonesia,Electricity,Electricity output from Energy Sector Own Use,2030,50.9324,0.0000,0.0000,1266.7166
Indonesia,Electricity,Electricity output from Electricity Transmission and Distribution,2035,75.0845,0.0000,16.9193,1896.1070
Indonesia,Electricity,Electricity output from Energy Sector Own Use,2035,65.7478,0.0000,14.8154,1660.3261
Indonesia,Electricity,Electricity output from Electricity Transmission and Distribution,2040,102.4163,0.0000,27.3318,2622.2475
Indonesia,Electricity,Electricity output from Energy Sector Own Use,2040,121.0557,0.0000,55.3080,2296.1710
Indonesia,Electricity,Electricity output from Electricity Transmission and Distribution,2045,138.2467,0.0000,35.8304,3574.1756
Indonesia,Electricity,Electricity output from Energy Sector Own Use,2045,121.0557,0.0000,0.0000,3129.7269
Indonesia,Electricity,Electricity output from Electricity Transmission and Distribution,2050,177.2099,0.0000,38.9632,4609.3336
Indonesia,Electricity,Electricity output from Energy Sector Own Use,2050,155.1738,0.0000,34.1181,4036.1630
Indonesia,Electricity,Electricity output from Electricity Transmission and Distribution,2055,214.1862,0.0000,88.0836,5591.7048
Indonesia,Electricity,Electricity output from Energy Sector Own Use,2055,187.5521,0.0000,83.3106,4896.3763
Indonesia,Electricity,Electricity output from Electricity Transmission and Distribution,2060,243.0956,0.0000,35.9673,6359.7589
Indonesia,Electricity,Electricity output from Energy Sector Own Use,2060,212.8666,0.0000,25.3145,5568.9228
Indonesia,Gas Combined Cycle_IDEast,Electricity output from Centralized Electricity Generation,2025,0.9141,0.9141,0.0000,5.2204
Indonesia,Gas Combined Cycle_IDEast,Electricity output from Centralized Electricity Generation,2030,3.0141,3.0141,0.0000,11.1532
Indonesia,Gas Combined Cycle_IDEast,Electricity output from Centralized Electricity Generation,2035,3.0141,3.0141,0.0000,9.9140
Indonesia,Gas Combined Cycle_IDEast,Electricity output from Centralized Electricity Generation,2040,3.0141,3.0141,0.0000,64.6358
Indonesia,Gas Combined Cycle_IDEast,Electricity output from Centralized Electricity Generation,2045,3.0141,3.0141,0.0000,64.6358
Indonesia,Gas Combined Cycle_IDEast,Electricity output from Centralized Electricity Generation,2050,3.0141,3.0141,0.0000,64.6358
Indonesia,Gas Combined Cycle_IDEast,Electricity output from Centralized Electricity Generation,2055,3.0141,3.0141,0.0000,64.6358
Indonesia,Gas Combined Cycle_IDEast,Electricity output from Centralized Electricity Generation,2060,3.0141,3.0141,0.0000,64.6358
Indonesia,Gas Combined Cycle_IDJW,Electricity output from Centralized Electricity Generation,2025,15.4863,15.4863,0.0000,83.1722
Indonesia,Gas Combined Cycle_IDJW,Electricity output from Centralized Electricity Generation,2030,18.6363,18.6363,0.0000,257.5650
Indonesia,Gas Combined Cycle_IDJW,Electricity output from Centralized Electricity Generation,2035,18.6363,18.6363,0.0000,259.9294
Indonesia,Gas Combined Cycle_IDJW,Electricity output from Centralized Electricity Generation,2040,18.6363,18.6363,0.0000,399.6448
Indonesia,Gas Combined Cycle_IDJW,Electricity output from Centralized Electricity Generation,2045,18.6363,18.6363,0.0000,399.6448
Indonesia,Gas Combined Cycle_IDJW,Electricity output from Centralized Electricity Generation,2050,28.6363,18.6363,10.0000,614.0896
Indonesia,Gas Combined Cycle_IDJW,Electricity output from Centralized Electricity Generation,2055,38.6363,18.6363,10.0000,828.5344
Indonesia,Gas Combined Cycle_IDJW,Electricity output from Centralized Electricity Generation,2060,45.8495,18.6363,7.2133,983.2195
Indonesia,Gas Combined Cycle_IDKA,Electricity output from Centralized Electricity Generation,2025,0.1788,0.1788,0.0000,0.8285
Indonesia,Gas Combined Cycle_IDKA,Electricity output from Centralized Electricity Generation,2030,0.8588,0.8588,0.0000,2.5788
Indonesia,Gas Combined Cycle_IDKA,Electricity output from Centralized Electricity Generation,2035,0.8588,0.8588,0.0000,2.2923
Indonesia,Gas Combined Cycle_IDKA,Electricity output from Centralized Electricity Generation,2040,0.8588,0.8588,0.0000,18.4159
Indonesia,Gas Combined Cycle_IDKA,Electricity output from Centralized Electricity Generation,2045,0.8588,0.8588,0.0000,18.4159
Indonesia,Gas Combined Cycle_IDKA,Electricity output from Centralized Electricity Generation,2050,0.8588,0.8588,0.0000,18.4159
Indonesia,Gas Combined Cycle_IDKA,Electricity output from Centralized Electricity Generation,2055,0.8588,0.8588,0.0000,18.4159
Indonesia,Gas Combined Cycle_IDKA,Electricity output from Centralized Electricity Generation,2060,0.8588,0.8588,0.0000,18.4159
Indonesia,Gas Combined Cycle_IDSA,Electricity output from Centralized Electricity Generation,2025,2.2193,2.2193,0.0000,21.0725
Indonesia,Gas Combined Cycle_IDSA,Electricity output from Centralized Electricity Generation,2030,8.1293,8.1293,0.0000,50.0133
Indonesia,Gas Combined Cycle_IDSA,Electricity output from Centralized Electricity Generation,2035,8.1293,8.1293,0.0000,44.4563
Indonesia,Gas Combined Cycle_IDSA,Electricity output from Centralized Electricity Generation,2040,8.1293,8.1293,0.0000,174.3283
Indonesia,Gas Combined Cycle_IDSA,Electricity output from Centralized Electricity Generation,2045,8.1293,8.1293,0.0000,174.3283
Indonesia,Gas Combined Cycle_IDSA,Electricity output from Centralized Electricity Generation,2050,8.1293,8.1293,0.0000,174.3283
Indonesia,Gas Combined Cycle_IDSA,Electricity output from Centralized Electricity Generation,2055,17.1094,8.1293,8.9801,366.9016
Indonesia,Gas Combined Cycle_IDSA,Electricity output from Centralized Electricity Generation,2060,17.1094,8.1293,0.0000,366.9016
Indonesia,Gas Engine_IDEast,Electricity output from Centralized Electricity Generation,2025,1.1807,1.1807,0.0000,24.1233
Indonesia,Gas Engine_IDEast,Electricity output from Centralized Electricity Generation,2030,2.7157,2.7157,0.0000,34.1447
Indonesia,Gas Engine_IDEast,Electricity output from Centralized Electricity Generation,2035,3.1157,3.1157,0.0000,36.6631
Indonesia,Gas Engine_IDEast,Electricity output from Centralized Electricity Generation,2040,3.1157,3.1157,0.0000,32.0803
Indonesia,Gas Engine_IDEast,Electricity output from Centralized Electricity Generation,2045,3.1157,3.1157,0.0000,27.4974
Indonesia,Gas Engine_IDEast,Electricity output from Centralized Electricity Generation,2050,8.1157,3.1157,5.0000,143.3183
Indonesia,Gas Engine_IDEast,Electricity output from Centralized Electricity Generation,2055,13.1157,3.1157,5.0000,185.7660
Indonesia,Gas Engine_IDEast,Electricity output from Centralized Electricity Generation,2060,18.1157,3.1157,5.0000,272.4723
Indonesia,Gas Engine_IDJW,Electricity output from Centralized Electricity Generation,2025,0.2385,0.2385,0.0000,1.2570
Indonesia,Gas Engine_IDJW,Electricity output from Centralized Electricity Generation,2030,0.4385,0.4385,0.0000,1.4973
Indonesia,Gas Engine_IDJW,Electricity output from Centralized Electricity Generation,2035,0.4415,0.4415,0.0000,1.3401
Indonesia,Gas Engine_IDJW,Electricity output from Centralized Electricity Generation,2040,0.4415,0.4415,0.0000,1.1726
Indonesia,Gas Engine_IDJW,Electricity output from Centralized Electricity Generation,2045,0.4415,0.4415,0.0000,1.0050
Indonesia,Gas Engine_IDJW,Electricity output from Centralized Electricity Generation,2050,5.4415,0.4415,5.0000,43.0085
Indonesia,Gas Engine_IDJW,Electricity output from Centralized Electricity Generation,2055,10.4415,0.4415,5.0000,101.8500
Indonesia,Gas Engine_IDJW,Electricity output from Centralized Electricity Generation,2060,15.4415,0.4415,5.0000,148.8194
Indonesia,Gas Engine_IDKA,Electricity output from Centralized Electricity Generation,2025,0.5489,0.5489,0.0000,5.4604
Indonesia,Gas Engine_IDKA,Electricity output from Centralized Electricity Generation,2030,0.5989,0.5989,0.0000,3.8603
Indonesia,Gas Engine_IDKA,Electricity output from Centralized Electricity Generation,2035,0.5989,0.5989,0.0000,3.4314
Indonesia,Gas Engine_IDKA,Electricity output from Centralized Electricity Generation,2040,0.5989,0.5989,0.0000,3.0025
Indonesia,Gas Engine_IDKA,Electricity output from Centralized Electricity Generation,2045,0.5989,0.5989,0.0000,2.5735
Indonesia,Gas Engine_IDKA,Electricity output from Centralized Electricity Generation,2050,4.8325,0.5989,4.2336,54.1895
Indonesia,Gas Engine_IDKA,Electricity output from Centralized Electricity Generation,2055,9.8325,0.5989,5.0000,66.5213
Indonesia,Gas Engine_IDKA,Electricity output from Centralized Electricity Generation,2060,14.8325,0.5989,5.0000,80.7425
Indonesia,Gas Engine_IDSA,Electricity output from Centralized Electricity Generation,2025,1.8037,1.8037,0.0000,7.9980
Indonesia,Gas Engine_IDSA,Electricity output from Centralized Electricity Generation,2030,4.9157,4.9157,0.0000,14.1233
Indonesia,Gas Engine_IDSA,Electricity output from Centralized Electricity Generation,2035,5.3607,5.3607,0.0000,13.6905
Indonesia,Gas Engine_IDSA,Electricity output from Centralized Electricity Generation,2040,5.3607,5.3607,0.0000,11.9792
Indonesia,Gas Engine_IDSA,Electricity output from Centralized Electricity Generation,2045,5.3607,5.3607,0.0000,10.2679
Indonesia,Gas Engine_IDSA,Electricity output from Centralized Electricity Generation,2050,6.6903,5.3607,1.3296,48.4542
Indonesia,Gas Engine_IDSA,Electricity output from Centralized Electricity Generation,2055,11.6903,5.3607,5.0000,33.8685
Indonesia,Gas Engine_IDSA,Electricity output from Centralized Electricity Generation,2060,16.6903,5.3607,5.0000,44.6343
Indonesia,Gas Turbine_IDEast,Electricity output from Centralized Electricity Generation,2050,5.0000,0.0000,5.0000,116.0525
Indonesia,Gas Turbine_IDEast,Electricity output from Centralized Electricity Generation,2055,10.0000,0.0000,5.0000,232.1050
Indonesia,Gas Turbine_IDEast,Electricity output from Centralized Electricity Generation,2060,15.0000,0.0000,5.0000,348.1574
Indonesia,Gas Turbine_IDJW,Electricity output from Centralized Electricity Generation,2025,2.0257,2.0257,0.0000,1.4374
Indonesia,Gas Turbine_IDJW,Electricity output from Centralized Electricity Generation,2030,0.8043,0.8043,0.0000,7.6448
Indonesia,Gas Turbine_IDJW,Electricity output from Centralized Electricity Generation,2035,0.1259,0.1259,0.0000,1.1893
Indonesia,Gas Turbine_IDJW,Electricity output from Centralized Electricity Generation,2050,5.0000,0.0000,5.0000,116.0525
Indonesia,Gas Turbine_IDJW,Electricity output from Centralized Electricity Generation,2055,10.0000,0.0000,5.0000,232.1050
Indonesia,Gas Turbine_IDJW,Electricity output from Centralized Electricity Generation,2060,15.0000,0.0000,5.0000,348.1574
Indonesia,Gas Turbine_IDKA,Electricity output from Centralized Electricity Generation,2050,5.0000,0.0000,5.0000,116.0525
Indonesia,Gas Turbine_IDKA,Electricity output from Centralized Electricity Generation,2055,10.0000,0.0000,5.0000,232.1050
Indonesia,Gas Turbine_IDKA,Electricity output from Centralized Electricity Generation,2060,15.0000,0.0000,5.0000,348.1574
Indonesia,Gas Turbine_IDSA,Electricity output from Centralized Electricity Generation,2025,0.3358,0.3358,0.0000,0.2526
Indonesia,Gas Turbine_IDSA,Electricity output from Centralized Electricity Generation,2030,0.3008,0.3008,0.0000,0.8460
Indonesia,Gas Turbine_IDSA,Electricity output from Centralized Electricity Generation,2050,5.0000,0.0000,5.0000,116.0525
Indonesia,Gas Turbine_IDSA,Electricity output from Centralized Electricity Generation,2055,10.0000,0.0000,5.0000,232.1050
Indonesia,Gas Turbine_IDSA,Electricity output from Centralized Electricity Generation,2060,15.0000,0.0000,5.0000,348.1574
Indonesia,Geothermal Flash_IDEast,Electricity output from Centralized Electricity Generation,2025,0.1582,0.0082,0.1500,2.6235
Indonesia,Geothermal Flash_IDEast,Electricity output from Centralized Electricity Generation,2030,0.3937,0.0937,0.1500,7.0100
Indonesia,Geothermal Flash_IDEast,Electricity output from Centralized Electricity Generation,2035,0.6195,0.3195,0.0000,15.7582
Indonesia,Geothermal Flash_IDEast,Electricity output from Centralized Electricity Generation,2040,0.6195,0.3195,0.0000,15.7582
Indonesia,Geothermal Flash_IDEast,Electricity output from Centralized Electricity Generation,2045,0.6195,0.3195,0.0000,15.7582
Indonesia,Geothermal Flash_IDEast,Electricity output from Centralized Electricity Generation,2050,0.6195,0.3195,0.0000,15.7582
Indonesia,Geothermal Flash_IDEast,Electricity output from Centralized Electricity Generation,2055,0.6195,0.3195,0.1500,15.7582
Indonesia,Geothermal Flash_IDEast,Electricity output from Centralized Electricity Generation,2060,0.6195,0.3195,0.1500,15.7582
Indonesia,Geothermal Flash_IDJW,Electricity output from Centralized Electricity Generation,2025,0.2361,0.0861,0.1500,6.0057
Indonesia,Geothermal Flash_IDJW,Electricity output from Centralized Electricity Generation,2030,1.8805,0.9805,0.7500,47.8342
Indonesia,Geothermal Flash_IDJW,Electricity output from Centralized Electricity Generation,2035,4.9903,3.3403,0.7500,126.9379
Indonesia,Geothermal Flash_IDJW,Electricity output from Centralized Electricity Generation,2040,5.1953,3.3403,0.2050,132.1525
Indonesia,Geothermal Flash_IDJW,Electricity output from Centralized Electricity Generation,2045,5.1953,3.3403,0.0000,132.1525
Indonesia,Geothermal Flash_IDJW,Electricity output from Centralized Electricity Generation,2050,5.1953,3.3403,0.0000,132.1525
Indonesia,Geothermal Flash_IDJW,Electricity output from Centralized Electricity Generation,2055,5.1953,3.3403,0.1500,132.1525
Indonesia,Geothermal Flash_IDJW,Electricity output from Centralized Electricity Generation,2060,5.1953,3.3403,0.7500,132.1525
Indonesia,Geothermal Flash_IDSA,Electricity output from Centralized Electricity Generation,2025,0.1886,0.0386,0.1500,4.0301
Indonesia,Geothermal Flash_IDSA,Electricity output from Centralized Electricity Generation,2030,0.8586,0.4396,0.2690,13.6726
Indonesia,Geothermal Flash_IDSA,Electricity output from Centralized Electricity Generation,2035,2.6663,1.4973,0.7500,67.8225
Indonesia,Geothermal Flash_IDSA,Electricity output from Centralized Electricity Generation,2040,2.6663,1.4973,0.0000,67.8225
Indonesia,Geothermal Flash_IDSA,Electricity output from Centralized Electricity Generation,2045,2.6663,1.4973,0.0000,67.8225
Indonesia,Geothermal Flash_IDSA,Electricity output from Centralized Electricity Generation,2050,2.6663,1.4973,0.0000,67.8225
Indonesia,Geothermal Flash_IDSA,Electricity output from Centralized Electricity Generation,2055,2.6663,1.4973,0.1500,67.8225
Indonesia,Geothermal Flash_IDSA,Electricity output from Centralized Electricity Generation,2060,2.6663,1.4973,0.2690,67.8225
Indonesia,Large Hydro_IDEast,Electricity output from Centralized Electricity Generation,2025,3.2472,0.0869,3.1603,73.3983
Indonesia,Large Hydro_IDEast,Electricity output from Centralized Electricity Generation,2030,5.3133,0.4008,1.7522,140.2386
Indonesia,Large Hydro_IDEast,Electricity output from Centralized Electricity Generation,2035,7.6479,1.4915,1.2439,186.9427
Indonesia,Large Hydro_IDEast,Electricity output from Centralized Electricity Generation,2040,10.1414,1.4915,2.4935,215.4026
Indonesia,Large Hydro_IDEast,Electricity output from Centralized Electricity Generation,2045,23.0534,1.4915,12.9120,264.3627
Indonesia,Large Hydro_IDEast,Electricity output from Centralized Electricity Generation,2050,32.9800,1.4915,9.9266,269.3856
Indonesia,Large Hydro_IDEast,Electricity output from Centralized Electricity Generation,2055,32.9800,1.4915,3.1603,335.0841
Indonesia,Large Hydro_IDEast,Electricity output from Centralized Electricity Generation,2060,32.9800,1.4915,1.7522,352.4340
Indonesia,Large Hydro_IDJW,Electricity output from Centralized Electricity Generation,2025,5.1174,0.2974,4.8200,161.3823
Indonesia,Large Hydro_IDJW,Electricity output from Centralized Electricity Generation,2030,6.1913,1.3713,0.0000,195.2488
Indonesia,Large Hydro_IDJW,Electricity output from Centralized Electricity Generation,2035,9.9222,5.1022,0.0000,312.9065
Indonesia,Large Hydro_IDJW,Electricity output from Centralized Electricity Generation,2040,9.9222,5.1022,0.0000,279.0922
Indonesia,Large Hydro_IDJW,Electricity output from Centralized Electricity Generation,2045,9.9222,5.1022,0.0000,223.0052
Indonesia,Large Hydro_IDJW,Electricity output from Centralized Electricity Generation,2050,9.9222,5.1022,0.0000,241.0671
Indonesia,Large Hydro_IDJW,Electricity output from Centralized Electricity Generation,2055,9.9222,5.1022,4.8200,245.0686
Indonesia,Large Hydro_IDJW,Electricity output from Centralized Electricity Generation,2060,9.9222,5.1022,0.0000,192.9512
Indonesia,Large Hydro_IDKA,Electricity output from Centralized Electricity Generation,2025,2.7534,0.0300,2.7234,67.6928
Indonesia,Large Hydro_IDKA,Electricity output from Centralized Electricity Generation,2030,3.1173,0.1383,0.2556,83.6538
Indonesia,Large Hydro_IDKA,Electricity output from Centralized Electricity Generation,2035,4.8982,0.5147,1.4045,133.5944
Indonesia,Large Hydro_IDKA,Electricity output from Centralized Electricity Generation,2040,6.3635,0.5147,1.4653,164.4421
Indonesia,Large Hydro_IDKA,Electricity output from Centralized Electricity Generation,2045,21.6000,0.5147,15.2365,152.3971
Indonesia,Large Hydro_IDKA,Electricity output from Centralized Electricity Generation,2050,21.6000,0.5147,0.0000,147.2014
Indonesia,Large Hydro_IDKA,Electricity output from Centralized Electricity Generation,2055,21.6000,0.5147,2.7234,147.2020
Indonesia,Large Hydro_IDKA,Electricity output from Centralized Electricity Generation,2060,21.6000,0.5147,0.2556,117.5335
Indonesia,Large Hydro_IDSA,Electricity output from Centralized Electricity Generation,2025,5.9344,0.1977,5.7367,162.5670
Indonesia,Large Hydro_IDSA,Electricity output from Centralized Electricity Generation,2030,6.6484,0.9117,0.0000,162.4190
Indonesia,Large Hydro_IDSA,Electricity output from Centralized Electricity Generation,2035,9.1286,3.3919,0.0000,219.0724
Indonesia,Large Hydro_IDSA,Electricity output from Centralized Electricity Generation,2040,9.1286,3.3919,0.0000,193.5791
Indonesia,Large Hydro_IDSA,Electricity output from Centralized Electricity Generation,2045,14.4808,3.3919,5.3522,212.7510
Indonesia,Large Hydro_IDSA,Electricity output from Centralized Electricity Generation,2050,15.6000,3.3919,1.1192,194.8619
Indonesia,Large Hydro_IDSA,Electricity output from Centralized Electricity Generation,2055,15.6000,3.3919,5.7367,125.1614
Indonesia,Large Hydro_IDSA,Electricity output from Centralized Electricity Generation,2060,15.6000,3.3919,0.0000,189.5972
Indonesia,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2025,0.0500,0.0500,0.0000,0.0000
Indonesia,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2030,2.4390,2.4390,0.0000,3.5035
Indonesia,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2035,6.0140,6.0140,0.0000,8.2389
Indonesia,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2040,6.0140,6.0140,0.0000,0.0000
Indonesia,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2045,6.0140,6.0140,0.0000,7.6417
Indonesia,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2050,6.0140,6.0140,0.0000,7.4468
Indonesia,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2055,6.0140,6.0140,0.0000,7.2520
Indonesia,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2060,6.0140,6.0140,0.0000,7.0927
Indonesia,Nuclear SMR,Electricity output from Centralized Electricity Generation,2035,0.4808,0.4808,0.0000,0.0000
Indonesia,Nuclear SMR,Electricity output from Centralized Electricity Generation,2040,0.3846,0.3846,0.0000,0.0000
Indonesia,Nuclear SMR,Electricity output from Centralized Electricity Generation,2045,0.2885,0.2885,0.0000,0.0000
Indonesia,Nuclear SMR,Electricity output from Centralized Electricity Generation,2050,0.1923,0.1923,0.0000,0.0000
Indonesia,Nuclear SMR,Electricity output from Centralized Electricity Generation,2055,0.0962,0.0962,0.0000,0.2003
Indonesia,Pumped Hydro,Electricity output from Centralized Electricity Generation,2030,1.0400,1.0400,0.0000,0.0000
Indonesia,Pumped Hydro,Electricity output from Centralized Electricity Generation,2035,4.2430,4.2430,0.0000,4.5221
Indonesia,Pumped Hydro,Electricity output from Centralized Electricity Generation,2040,4.2430,4.2430,0.0000,0.0000
Indonesia,Pumped Hydro,Electricity output from Centralized Electricity Generation,2045,4.2430,4.2430,0.0000,15.7553
Indonesia,Pumped Hydro,Electricity output from Centralized Electricity Generation,2050,4.2430,4.2430,0.0000,20.0599
Indonesia,Pumped Hydro,Electricity output from Centralized Electricity Generation,2055,4.2430,4.2430,0.0000,19.4015
Indonesia,Pumped Hydro,Electricity output from Centralized Electricity Generation,2060,4.2430,4.2430,0.0000,11.5173
Indonesia,Small Hydro_IDEast,Electricity output from Centralized Electricity Generation,2025,1.9799,0.0411,1.9388,31.2248
Indonesia,Small Hydro_IDEast,Electricity output from Centralized Electricity Generation,2030,2.2769,0.3381,0.0000,36.9268
Indonesia,Small Hydro_IDEast,Electricity output from Centralized Electricity Generation,2035,2.5000,0.3445,0.2167,44.7733
Indonesia,Small Hydro_IDEast,Electricity output from Centralized Electricity Generation,2040,2.5000,0.3445,0.0000,41.5181
Indonesia,Small Hydro_IDEast,Electricity output from Centralized Electricity Generation,2045,2.5000,0.3445,0.0000,30.0960
Indonesia,Small Hydro_IDEast,Electricity output from Centralized Electricity Generation,2050,2.5000,0.3445,0.0000,29.5650
Indonesia,Small Hydro_IDEast,Electricity output from Centralized Electricity Generation,2055,2.5000,0.3445,1.9388,43.2360
Indonesia,Small Hydro_IDEast,Electricity output from Centralized Electricity Generation,2060,2.5000,0.3445,0.0000,24.3720
Indonesia,Small Hydro_IDJW,Electricity output from Centralized Electricity Generation,2025,2.6715,0.0513,2.6202,84.2484
Indonesia,Small Hydro_IDJW,Electricity output from Centralized Electricity Generation,2030,3.0420,0.4218,0.0000,95.9325
Indonesia,Small Hydro_IDJW,Electricity output from Centralized Electricity Generation,2035,3.0500,0.4298,0.0000,96.1848
Indonesia,Small Hydro_IDJW,Electricity output from Centralized Electricity Generation,2040,3.0500,0.4298,0.0000,71.8044
Indonesia,Small Hydro_IDJW,Electricity output from Centralized Electricity Generation,2045,3.0500,0.4298,0.0000,32.2877
Indonesia,Small Hydro_IDJW,Electricity output from Centralized Electricity Generation,2050,3.0500,0.4298,0.0000,36.2203
Indonesia,Small Hydro_IDJW,Electricity output from Centralized Electricity Generation,2055,3.0500,0.4298,2.6202,33.8629
Indonesia,Small Hydro_IDJW,Electricity output from Centralized Electricity Generation,2060,3.0500,0.4298,0.0000,51.7406
Indonesia,Small Hydro_IDKA,Electricity output from Centralized Electricity Generation,2025,1.4285,0.0013,1.4272,25.6791
Indonesia,Small Hydro_IDKA,Electricity output from Centralized Electricity Generation,2030,1.4379,0.0107,0.0000,26.7889
Indonesia,Small Hydro_IDKA,Electricity output from Centralized Electricity Generation,2035,1.5931,0.0109,0.1550,27.9080
Indonesia,Small Hydro_IDKA,Electricity output from Centralized Electricity Generation,2040,2.7409,0.0109,1.1478,47.8744
Indonesia,Small Hydro_IDKA,Electricity output from Centralized Electricity Generation,2045,8.1000,0.0109,5.3591,110.2922
Indonesia,Small Hydro_IDKA,Electricity output from Centralized Electricity Generation,2050,8.1000,0.0109,0.0000,80.3678
Indonesia,Small Hydro_IDKA,Electricity output from Centralized Electricity Generation,2055,8.1000,0.0109,1.4272,68.3045
Indonesia,Small Hydro_IDKA,Electricity output from Centralized Electricity Generation,2060,8.1000,0.0109,0.0000,69.0697
