region,fuel,season,hour,year,supply_GW,demand_GW,fuel_name_full
Brunei,Electricity output from Centralized Electricity Generation,Dry,1,2025,0.7175,0.7175,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,2,2025,0.6997,0.6997,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,3,2025,0.6845,0.6845,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,4,2025,0.6743,0.6743,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,5,2025,0.6665,0.6665,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,6,2025,0.6629,0.6629,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,7,2025,0.6310,0.6310,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,8,2025,0.6556,0.6556,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,9,2025,0.7297,0.7297,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,10,2025,0.7776,0.7776,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,11,2025,0.8092,0.8092,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,12,2025,0.8275,0.8275,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,13,2025,0.8471,0.8471,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,14,2025,0.8699,0.8699,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,15,2025,0.8759,0.8759,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,16,2025,0.8680,0.8680,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,17,2025,0.8312,0.8312,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,18,2025,0.8402,0.8402,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,19,2025,0.9196,0.9196,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,20,2025,0.9119,0.9119,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,21,2025,0.8855,0.8855,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,22,2025,0.8429,0.8429,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,23,2025,0.7907,0.7907,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,24,2025,0.7597,0.7597,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,1,2025,0.7270,0.7270,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,2,2025,0.7063,0.7063,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,3,2025,0.6917,0.6917,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,4,2025,0.6809,0.6809,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,5,2025,0.6720,0.6720,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,6,2025,0.6665,0.6665,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,7,2025,0.6313,0.6313,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,8,2025,0.6574,0.6574,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,9,2025,0.7380,0.7380,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,10,2025,0.7871,0.7871,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,11,2025,0.8181,0.8181,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,12,2025,0.8380,0.8380,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,13,2025,0.8591,0.8591,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,14,2025,0.8815,0.8815,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,15,2025,0.8896,0.8896,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,16,2025,0.8820,0.8820,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,17,2025,0.8478,0.8478,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,18,2025,0.8519,0.8519,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,19,2025,0.9355,0.9355,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,20,2025,0.9306,0.9306,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,21,2025,0.9036,0.9036,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,22,2025,0.8566,0.8566,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,23,2025,0.8039,0.8039,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,24,2025,0.7685,0.7685,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,1,2030,0.5970,0.5970,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,2,2030,0.5822,0.5822,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,3,2030,0.5695,0.5695,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,4,2030,0.5610,0.5610,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,5,2030,0.5545,0.5545,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,6,2030,0.5515,0.5515,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,7,2030,0.5250,0.5250,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,8,2030,0.5157,0.5157,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,9,2030,0.5392,0.5392,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,10,2030,0.5442,0.5442,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,11,2030,0.5773,0.5773,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,12,2030,0.6010,0.6010,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,13,2030,0.6107,0.6107,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,14,2030,0.6023,0.6023,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,15,2030,0.6047,0.6047,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,16,2030,0.6238,0.6238,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,17,2030,0.6345,0.6345,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,18,2030,0.6802,0.6802,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,19,2030,0.7651,0.7651,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,20,2030,0.7587,0.7587,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,21,2030,0.7368,0.7368,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,22,2030,0.7013,0.7013,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,23,2030,0.6579,0.6579,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,24,2030,0.6321,0.6321,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,1,2030,0.6049,0.6049,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,2,2030,0.5877,0.5877,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,3,2030,0.5755,0.5755,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,4,2030,0.5665,0.5665,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,5,2030,0.5591,0.5591,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,6,2030,0.5545,0.5545,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,7,2030,0.5252,0.5252,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,8,2030,0.5221,0.5221,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,9,2030,0.5501,0.5501,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,10,2030,0.5574,0.5574,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,11,2030,0.5659,0.5659,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,12,2030,0.5875,0.5875,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,13,2030,0.5943,0.5943,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,14,2030,0.6043,0.6043,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,15,2030,0.6317,0.6317,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,16,2030,0.6516,0.6516,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,17,2030,0.6569,0.6569,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,18,2030,0.6924,0.6924,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,19,2030,0.7783,0.7783,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,20,2030,0.7743,0.7743,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,21,2030,0.7518,0.7518,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,22,2030,0.7127,0.7127,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,23,2030,0.6688,0.6688,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,24,2030,0.6394,0.6394,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,1,2035,0.5405,0.5405,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,2,2035,0.5271,0.5271,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,3,2035,0.5156,0.5156,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,4,2035,0.5080,0.5080,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,5,2035,0.5021,0.5021,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,6,2035,0.4994,0.4994,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,7,2035,0.4754,0.4754,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,8,2035,0.4415,0.4415,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,9,2035,0.5848,0.5848,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,10,2035,0.7155,0.7155,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,11,2035,0.6096,0.6096,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,12,2035,0.8637,0.8637,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,13,2035,0.8828,0.6382,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,14,2035,0.8662,0.6554,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,15,2035,0.7953,0.7953,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,16,2035,0.6991,0.6991,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,17,2035,0.5438,0.5438,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,18,2035,0.5952,0.5952,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,19,2035,0.6928,0.6928,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,20,2035,0.6869,0.6869,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,21,2035,0.6671,0.6671,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,22,2035,0.6350,0.6350,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,23,2035,0.5957,0.5957,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,24,2035,0.5723,0.5723,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,1,2035,0.5477,0.5477,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,2,2035,0.5321,0.5321,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,3,2035,0.5211,0.5211,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,4,2035,0.5130,0.5130,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,5,2035,0.5063,0.5063,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,6,2035,0.5021,0.5021,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,7,2035,0.4756,0.4756,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,8,2035,0.4456,0.4456,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,9,2035,0.5694,0.5559,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,10,2035,0.5930,0.5930,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,11,2035,0.7940,0.7940,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,12,2035,0.8368,0.6313,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,13,2035,0.8504,0.6472,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,14,2035,0.8141,0.8141,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,15,2035,0.7365,0.7365,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,16,2035,0.6383,0.6383,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,17,2035,0.5418,0.5418,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,18,2035,0.6090,0.6090,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,19,2035,0.7047,0.7047,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,20,2035,0.7011,0.7011,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,21,2035,0.6807,0.6807,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,22,2035,0.6453,0.6453,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,23,2035,0.6056,0.6056,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,24,2035,0.5789,0.5789,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,1,2040,0.5401,0.5401,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,2,2040,0.5267,0.5267,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,3,2040,0.5152,0.5152,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,4,2040,0.5076,0.5076,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,5,2040,0.5017,0.5017,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,6,2040,0.4990,0.4990,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,7,2040,0.4750,0.4750,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,8,2040,0.4122,0.4122,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,9,2040,0.5493,0.5493,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,10,2040,0.6986,0.5854,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,11,2040,0.8042,0.6091,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,12,2040,0.6229,0.6229,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,13,2040,0.6377,0.6377,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,14,2040,0.6548,0.6548,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,15,2040,0.7820,0.6593,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,16,2040,0.6814,0.6814,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,17,2040,0.5192,0.5192,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,18,2040,0.5758,0.5758,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,19,2040,0.6922,0.6922,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,20,2040,0.6864,0.6864,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,21,2040,0.6666,0.6666,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,22,2040,0.6345,0.6345,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,23,2040,0.5952,0.5952,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Dry,24,2040,0.5719,0.5719,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,1,2040,0.5473,0.5473,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,2,2040,0.5317,0.5317,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,3,2040,0.5207,0.5207,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,4,2040,0.5126,0.5126,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,5,2040,0.5059,0.5059,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,6,2040,0.5017,0.5017,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,7,2040,0.4752,0.4752,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,8,2040,0.4203,0.4203,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,9,2040,0.5459,0.5459,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,10,2040,0.6779,0.5925,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,11,2040,0.7806,0.7806,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,12,2040,0.8254,0.6308,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,13,2040,0.6467,0.6467,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,14,2040,0.8017,0.6635,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
Brunei,Electricity output from Centralized Electricity Generation,Wet,15,2040,0.6696,0.6696,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]"
