scenario_code,sector,region,year,value_pj,value_twh
ATS,Agriculture and Others,Brunei,2017,1.047956,0.291099
ATS,Agriculture and Others,Brunei,2018,1.258552,0.349598
ATS,Agriculture and Others,Brunei,2019,1.646668,0.457408
ATS,Agriculture and Others,Brunei,2020,0.675331,0.187592
ATS,Agriculture and Others,Cambodia,2005,1.130436,0.31401
ATS,Agriculture and Others,Cambodia,2006,1.214172,0.33727
ATS,Agriculture and Others,Cambodia,2007,1.297908,0.36053
ATS,Agriculture and Others,Cambodia,2008,1.423512,0.39542
ATS,Agriculture and Others,Cambodia,2009,1.507248,0.41868
ATS,Agriculture and Others,Cambodia,2010,1.632852,0.45357
ATS,Agriculture and Others,Cambodia,2011,2.219004,0.61639
ATS,Agriculture and Others,Cambodia,2012,1.800324,0.50009
ATS,Agriculture and Others,Cambodia,2013,1.88406,0.52335
ATS,Agriculture and Others,Cambodia,2014,2.009664,0.55824
ATS,Agriculture and Others,Cambodia,2015,2.219004,0.61639
ATS,Agriculture and Others,Cambodia,2016,2.386476,0.66291
ATS,Agriculture and Others,Cambodia,2017,2.595816,0.72106
ATS,Agriculture and Others,Cambodia,2018,2.763288,0.76758
ATS,Agriculture and Others,Cambodia,2019,3.388377,0.941216
ATS,Agriculture and Others,Cambodia,2020,9.222264,2.56174
ATS,Agriculture and Others,Cambodia,2021,8.992828,2.498008
ATS,Agriculture and Others,Cambodia,2022,7.955339,2.209816
ATS,Agriculture and Others,Cambodia,2023,7.599879,2.111077
ATS,Agriculture and Others,Cambodia,2024,7.599879,2.111077
ATS,Agriculture and Others,Cambodia,2025,8.055864,2.23774
ATS,Agriculture and Others,Cambodia,2026,8.546621,2.374061
ATS,Agriculture and Others,Cambodia,2027,9.05541,2.515392
ATS,Agriculture and Others,Cambodia,2028,9.577324,2.660368
ATS,Agriculture and Others,Cambodia,2029,10.104143,2.806706
ATS,Agriculture and Others,Cambodia,2030,10.194849,2.831902
ATS,Agriculture and Others,Cambodia,2031,10.474573,2.909604
ATS,Agriculture and Others,Cambodia,2032,10.762024,2.989451
ATS,Agriculture and Others,Cambodia,2033,11.057325,3.071479
ATS,Agriculture and Others,Cambodia,2034,11.360722,3.155756
ATS,Agriculture and Others,Cambodia,2035,11.672459,3.24235
ATS,Agriculture and Others,Cambodia,2036,11.996769,3.332436
ATS,Agriculture and Others,Cambodia,2037,12.330033,3.425009
ATS,Agriculture and Others,Cambodia,2038,12.672496,3.520138
ATS,Agriculture and Others,Cambodia,2039,13.024588,3.617941
ATS,Agriculture and Others,Cambodia,2040,13.386371,3.718436
ATS,Agriculture and Others,Cambodia,2041,13.74895,3.819153
ATS,Agriculture and Others,Cambodia,2042,14.121281,3.922578
ATS,Agriculture and Others,Cambodia,2043,14.503731,4.028814
ATS,Agriculture and Others,Cambodia,2044,14.896546,4.137929
ATS,Agriculture and Others,Cambodia,2045,15.299971,4.249992
ATS,Agriculture and Others,Cambodia,2046,15.688063,4.357795
ATS,Agriculture and Others,Cambodia,2047,16.085969,4.468325
ATS,Agriculture and Others,Cambodia,2048,16.493932,4.581648
ATS,Agriculture and Others,Cambodia,2049,16.91226,4.69785
ATS,Agriculture and Others,Cambodia,2050,17.341198,4.816999
ATS,Agriculture and Others,Cambodia,2051,17.781015,4.939171
ATS,Agriculture and Others,Cambodia,2052,18.231986,5.064441
ATS,Agriculture and Others,Cambodia,2053,18.694396,5.192888
ATS,Agriculture and Others,Cambodia,2054,19.168533,5.324592
ATS,Agriculture and Others,Cambodia,2055,19.654696,5.459638
ATS,Agriculture and Others,Cambodia,2056,20.153189,5.598108
ATS,Agriculture and Others,Cambodia,2057,20.664325,5.74009
ATS,Agriculture and Others,Cambodia,2058,21.188425,5.885674
ATS,Agriculture and Others,Cambodia,2059,21.725817,6.034949
ATS,Agriculture and Others,Cambodia,2060,22.276839,6.188011
ATS,Agriculture and Others,Indonesia,2005,166.191663,46.164351
ATS,Agriculture and Others,Indonesia,2006,148.121091,41.144748
ATS,Agriculture and Others,Indonesia,2007,144.403151,40.111986
ATS,Agriculture and Others,Indonesia,2008,143.162426,39.767341
ATS,Agriculture and Others,Indonesia,2009,144.437483,40.121523
ATS,Agriculture and Others,Indonesia,2010,127.579332,35.438703
ATS,Agriculture and Others,Indonesia,2011,155.44793,43.179981
ATS,Agriculture and Others,Indonesia,2012,192.508813,53.47467
ATS,Agriculture and Others,Indonesia,2013,177.630535,49.341815
ATS,Agriculture and Others,Indonesia,2014,163.86549,45.518192
ATS,Agriculture and Others,Indonesia,2015,187.519655,52.088793
ATS,Agriculture and Others,Indonesia,2016,116.460448,32.350124
ATS,Agriculture and Others,Indonesia,2017,119.013139,33.059205
ATS,Agriculture and Others,Indonesia,2018,91.943802,25.539945
ATS,Agriculture and Others,Indonesia,2019,67.286482,18.690689
ATS,Agriculture and Others,Indonesia,2020,59.002898,16.389694
ATS,Agriculture and Others,Indonesia,2021,61.608762,17.113545
ATS,Agriculture and Others,Indonesia,2022,63.179855,17.54996
ATS,Agriculture and Others,Indonesia,2023,62.242858,17.289683
ATS,Agriculture and Others,Indonesia,2024,67.084426,18.634563
ATS,Agriculture and Others,Indonesia,2025,70.6399,19.622194
ATS,Agriculture and Others,Indonesia,2026,75.090214,20.858393
ATS,Agriculture and Others,Indonesia,2027,80.72198,22.422772
ATS,Agriculture and Others,Indonesia,2028,86.937573,24.149326
ATS,Agriculture and Others,Indonesia,2029,93.892579,26.081272
ATS,Agriculture and Others,Indonesia,2030,101.403985,28.167774
ATS,Agriculture and Others,Indonesia,2031,109.617707,30.449363
ATS,Agriculture and Others,Indonesia,2032,118.606359,32.946211
ATS,Agriculture and Others,Indonesia,2033,128.450687,35.680746
ATS,Agriculture and Others,Indonesia,2034,139.368995,38.71361
ATS,Agriculture and Others,Indonesia,2035,150.936622,41.926839
ATS,Agriculture and Others,Indonesia,2036,163.08702,45.30195
ATS,Agriculture and Others,Indonesia,2037,175.807808,48.835502
ATS,Agriculture and Others,Indonesia,2038,189.169201,52.547
ATS,Agriculture and Others,Indonesia,2039,203.167722,56.435478
ATS,Agriculture and Others,Indonesia,2040,217.795798,60.498833
ATS,Agriculture and Others,Indonesia,2041,233.041503,64.733751
ATS,Agriculture and Others,Indonesia,2042,248.888326,69.135646
ATS,Agriculture and Others,Indonesia,2043,265.314955,73.698599
ATS,Agriculture and Others,Indonesia,2044,282.42777,78.452158
ATS,Agriculture and Others,Indonesia,2045,300.135992,83.371109
ATS,Agriculture and Others,Indonesia,2046,318.444286,88.456746
ATS,Agriculture and Others,Indonesia,2047,337.2325,93.675694
ATS,Agriculture and Others,Indonesia,2048,356.454752,99.015209
ATS,Agriculture and Others,Indonesia,2049,375.917181,104.421439
ATS,Agriculture and Others,Indonesia,2050,395.540058,109.872238
ATS,Agriculture and Others,Indonesia,2051,415.277506,115.354863
ATS,Agriculture and Others,Indonesia,2052,435.003189,120.834219
ATS,Agriculture and Others,Indonesia,2053,454.665333,126.295926
ATS,Agriculture and Others,Indonesia,2054,474.125008,131.701391
ATS,Agriculture and Others,Indonesia,2055,493.327072,137.035298
ATS,Agriculture and Others,Indonesia,2056,512.122833,142.256342
ATS,Agriculture and Others,Indonesia,2057,530.559255,147.377571
ATS,Agriculture and Others,Indonesia,2058,548.59827,152.388408
ATS,Agriculture and Others,Indonesia,2059,566.153414,157.264837
ATS,Agriculture and Others,Indonesia,2060,583.138017,161.982782
ATS,Agriculture and Others,Laos,2005,0.139001,0.038611
ATS,Agriculture and Others,Laos,2006,0.154493,0.042915
ATS,Agriculture and Others,Laos,2007,0.180032,0.050009
ATS,Agriculture and Others,Laos,2008,0.17124,0.047567
ATS,Agriculture and Others,Laos,2009,0.152399,0.042333
ATS,Agriculture and Others,Laos,2010,0.16496,0.045822
ATS,Agriculture and Others,Laos,2011,0.177939,0.049427
ATS,Agriculture and Others,Laos,2012,0.153655,0.042682
ATS,Agriculture and Others,Laos,2013,0.138583,0.038495
ATS,Agriculture and Others,Laos,2014,0.139839,0.038844
ATS,Agriculture and Others,Laos,2015,0.128954,0.035821
ATS,Agriculture and Others,Laos,2016,0.134815,0.037449
ATS,Agriculture and Others,Laos,2017,0.110532,0.030703
ATS,Agriculture and Others,Laos,2018,0.116393,0.032331
ATS,Agriculture and Others,Laos,2019,0.162448,0.045124
ATS,Agriculture and Others,Laos,2020,0.459292,0.127581
ATS,Agriculture and Others,Laos,2021,0.355878,0.098855
ATS,Agriculture and Others,Laos,2022,0.233205,0.064779
ATS,Agriculture and Others,Laos,2023,0.803447,0.22318
ATS,Agriculture and Others,Laos,2024,1.075588,0.298774
ATS,Agriculture and Others,Laos,2025,1.118612,0.310726
ATS,Agriculture and Others,Laos,2026,1.164194,0.323387
ATS,Agriculture and Others,Laos,2027,1.213512,0.337087
ATS,Agriculture and Others,Laos,2028,1.26733,0.352036
ATS,Agriculture and Others,Laos,2029,1.325589,0.368219
ATS,Agriculture and Others,Laos,2030,1.328205,0.368946
ATS,Agriculture and Others,Laos,2031,1.363496,0.378749
ATS,Agriculture and Others,Laos,2032,1.399726,0.388813
ATS,Agriculture and Others,Laos,2033,1.436919,0.399144
ATS,Agriculture and Others,Laos,2034,1.475098,0.409749
ATS,Agriculture and Others,Laos,2035,1.514292,0.420637
ATS,Agriculture and Others,Laos,2036,1.557589,0.432664
ATS,Agriculture and Others,Laos,2037,1.602115,0.445032
ATS,Agriculture and Others,Laos,2038,1.647914,0.457754
ATS,Agriculture and Others,Laos,2039,1.695032,0.470842
ATS,Agriculture and Others,Laos,2040,1.743485,0.484301
ATS,Agriculture and Others,Laos,2041,1.798537,0.499594
ATS,Agriculture and Others,Laos,2042,1.855312,0.515364
ATS,Agriculture and Others,Laos,2043,1.913888,0.531636
ATS,Agriculture and Others,Laos,2044,1.974311,0.54842
ATS,Agriculture and Others,Laos,2045,2.036644,0.565734
ATS,Agriculture and Others,Laos,2046,2.104767,0.584658
ATS,Agriculture and Others,Laos,2047,2.175158,0.604211
ATS,Agriculture and Others,Laos,2048,2.247923,0.624423
ATS,Agriculture and Others,Laos,2049,2.323111,0.645309
ATS,Agriculture and Others,Laos,2050,2.400813,0.666893
ATS,Agriculture and Others,Laos,2051,2.481114,0.689198
ATS,Agriculture and Others,Laos,2052,2.564102,0.712251
ATS,Agriculture and Others,Laos,2053,2.649866,0.736074
ATS,Agriculture and Others,Laos,2054,2.738496,0.760693
ATS,Agriculture and Others,Laos,2055,2.830093,0.786137
ATS,Agriculture and Others,Laos,2056,2.924753,0.812431
ATS,Agriculture and Others,Laos,2057,3.022578,0.839605
ATS,Agriculture and Others,Laos,2058,3.123676,0.867688
ATS,Agriculture and Others,Laos,2059,3.228157,0.89671
ATS,Agriculture and Others,Laos,2060,3.33613,0.926703
ATS,Agriculture and Others,Malaysia,2005,4.228668,1.17463
ATS,Agriculture and Others,Malaysia,2006,10.803025,3.00084
ATS,Agriculture and Others,Malaysia,2007,11.806776,3.27966
ATS,Agriculture and Others,Malaysia,2008,11.97305,3.325847
ATS,Agriculture and Others,Malaysia,2009,8.79228,2.4423
ATS,Agriculture and Others,Malaysia,2010,44.924365,12.47899
ATS,Agriculture and Others,Malaysia,2011,38.354923,10.654145
ATS,Agriculture and Others,Malaysia,2012,1.549116,0.43031
ATS,Agriculture and Others,Malaysia,2013,1.590984,0.44194
ATS,Agriculture and Others,Malaysia,2014,1.549116,0.43031
ATS,Agriculture and Others,Malaysia,2015,9.628676,2.674632
ATS,Agriculture and Others,Malaysia,2016,6.028992,1.67472
ATS,Agriculture and Others,Malaysia,2017,18.161919,5.044977
ATS,Agriculture and Others,Malaysia,2018,14.737536,4.09376
ATS,Agriculture and Others,Malaysia,2019,11.262492,3.12847
ATS,Agriculture and Others,Malaysia,2020,13.395667,3.721019
ATS,Agriculture and Others,Malaysia,2021,17.9844,4.995667
ATS,Agriculture and Others,Malaysia,2022,17.291484,4.80319
ATS,Agriculture and Others,Malaysia,2023,15.49116,4.3031
ATS,Agriculture and Others,Malaysia,2024,13.439628,3.73323
ATS,Agriculture and Others,Malaysia,2025,14.057857,3.90496
ATS,Agriculture and Others,Malaysia,2026,14.677195,4.076999
ATS,Agriculture and Others,Malaysia,2027,15.257484,4.23819
ATS,Agriculture and Others,Malaysia,2028,15.861958,4.406099
ATS,Agriculture and Others,Malaysia,2029,16.491059,4.58085
ATS,Agriculture and Others,Malaysia,2030,17.185609,4.77378
ATS,Agriculture and Others,Malaysia,2031,17.986988,4.996386
ATS,Agriculture and Others,Malaysia,2032,18.699399,5.194278
ATS,Agriculture and Others,Malaysia,2033,19.411699,5.392139
ATS,Agriculture and Others,Malaysia,2034,20.12411,5.590031
ATS,Agriculture and Others,Malaysia,2035,21.014568,5.83738
ATS,Agriculture and Others,Malaysia,2036,21.905026,6.084729
ATS,Agriculture and Others,Malaysia,2037,22.617326,6.282591
ATS,Agriculture and Others,Malaysia,2038,23.507784,6.52994
ATS,Agriculture and Others,Malaysia,2039,24.398243,6.77729
ATS,Agriculture and Others,Malaysia,2040,25.2887,7.024639
ATS,Agriculture and Others,Malaysia,2041,26.357206,7.321446
ATS,Agriculture and Others,Malaysia,2042,27.247664,7.568796
ATS,Agriculture and Others,Malaysia,2043,28.138122,7.816145
ATS,Agriculture and Others,Malaysia,2044,29.206627,8.112952
ATS,Agriculture and Others,Malaysia,2045,30.097086,8.360302
ATS,Agriculture and Others,Malaysia,2046,31.165591,8.657109
ATS,Agriculture and Others,Malaysia,2047,32.234207,8.953946
ATS,Agriculture and Others,Malaysia,2048,33.302712,9.250753
ATS,Agriculture and Others,Malaysia,2049,34.371218,9.547561
ATS,Agriculture and Others,Malaysia,2050,35.261676,9.79491
ATS,Agriculture and Others,Malaysia,2051,36.175203,10.048667
ATS,Agriculture and Others,Malaysia,2052,37.112398,10.308999
ATS,Agriculture and Others,Malaysia,2053,38.073872,10.576076
ATS,Agriculture and Others,Malaysia,2054,39.060255,10.850071
ATS,Agriculture and Others,Malaysia,2055,40.072192,11.131164
ATS,Agriculture and Others,Malaysia,2056,41.110346,11.419541
ATS,Agriculture and Others,Malaysia,2057,42.175396,11.715388
ATS,Agriculture and Others,Malaysia,2058,43.268037,12.018899
ATS,Agriculture and Others,Malaysia,2059,44.388986,12.330274
ATS,Agriculture and Others,Malaysia,2060,45.538975,12.649715
ATS,Agriculture and Others,Myanmar,2005,0.401095,0.111415
ATS,Agriculture and Others,Myanmar,2006,0.299356,0.083154
ATS,Agriculture and Others,Myanmar,2007,0.235717,0.065477
ATS,Agriculture and Others,Myanmar,2008,0.283028,0.078619
ATS,Agriculture and Others,Myanmar,2009,0.290983,0.080829
ATS,Agriculture and Others,Myanmar,2010,0.342062,0.095017
ATS,Agriculture and Others,Myanmar,2011,0.357552,0.09932
ATS,Agriculture and Others,Myanmar,2012,0.335363,0.093156
ATS,Agriculture and Others,Myanmar,2013,1.907087,0.529746
ATS,Agriculture and Others,Myanmar,2014,1.750501,0.48625
ATS,Agriculture and Others,Myanmar,2015,1.70237,0.472881
ATS,Agriculture and Others,Myanmar,2016,1.767685,0.491024
ATS,Agriculture and Others,Myanmar,2017,1.795299,0.498694
ATS,Agriculture and Others,Myanmar,2018,0.908536,0.252371
ATS,Agriculture and Others,Myanmar,2019,4.244954,1.179154
ATS,Agriculture and Others,Myanmar,2020,1.670115,0.463921
ATS,Agriculture and Others,Myanmar,2021,30.466201,8.462834
ATS,Agriculture and Others,Myanmar,2022,11.378885,3.160801
ATS,Agriculture and Others,Myanmar,2023,2.537619,0.704894
ATS,Agriculture and Others,Myanmar,2024,2.537619,0.704894
ATS,Agriculture and Others,Myanmar,2025,2.593438,0.720399
ATS,Agriculture and Others,Myanmar,2026,2.645806,0.734946
ATS,Agriculture and Others,Myanmar,2027,2.699327,0.749813
ATS,Agriculture and Others,Myanmar,2028,2.753798,0.764944
ATS,Agriculture and Others,Myanmar,2029,2.809235,0.780343
ATS,Agriculture and Others,Myanmar,2030,2.825779,0.784939
ATS,Agriculture and Others,Myanmar,2031,2.907615,0.807671
ATS,Agriculture and Others,Myanmar,2032,2.991814,0.831059
ATS,Agriculture and Others,Myanmar,2033,3.078459,0.855128
ATS,Agriculture and Others,Myanmar,2034,3.16761,0.879892
ATS,Agriculture and Others,Myanmar,2035,3.259345,0.905374
ATS,Agriculture and Others,Myanmar,2036,3.354654,0.931848
ATS,Agriculture and Others,Myanmar,2037,3.452764,0.959101
ATS,Agriculture and Others,Myanmar,2038,3.55373,0.987147
ATS,Agriculture and Others,Myanmar,2039,3.657655,1.016015
ATS,Agriculture and Others,Myanmar,2040,3.764614,1.045726
ATS,Agriculture and Others,Myanmar,2041,3.876122,1.076701
ATS,Agriculture and Others,Myanmar,2042,3.990943,1.108595
ATS,Agriculture and Others,Myanmar,2043,4.10916,1.141433
ATS,Agriculture and Others,Myanmar,2044,4.230876,1.175243
ATS,Agriculture and Others,Myanmar,2045,4.356202,1.210056
ATS,Agriculture and Others,Myanmar,2046,4.490601,1.247389
ATS,Agriculture and Others,Myanmar,2047,4.629139,1.285872
ATS,Agriculture and Others,Myanmar,2048,4.77196,1.325544
ATS,Agriculture and Others,Myanmar,2049,4.919188,1.366441
ATS,Agriculture and Others,Myanmar,2050,5.070959,1.4086
ATS,Agriculture and Others,Myanmar,2051,5.227411,1.452059
ATS,Agriculture and Others,Myanmar,2052,5.388691,1.496859
ATS,Agriculture and Others,Myanmar,2053,5.554948,1.543041
ATS,Agriculture and Others,Myanmar,2054,5.726333,1.590648
ATS,Agriculture and Others,Myanmar,2055,5.903006,1.639724
ATS,Agriculture and Others,Myanmar,2056,6.085129,1.690314
ATS,Agriculture and Others,Myanmar,2057,6.272872,1.742464
ATS,Agriculture and Others,Myanmar,2058,6.466407,1.796224
ATS,Agriculture and Others,Myanmar,2059,6.665913,1.851642
ATS,Agriculture and Others,Myanmar,2060,6.871575,1.908771
ATS,Agriculture and Others,Philippines,2005,25.902058,7.195016
ATS,Agriculture and Others,Philippines,2006,23.650666,6.569629
ATS,Agriculture and Others,Philippines,2007,20.99974,5.833261
ATS,Agriculture and Others,Philippines,2008,23.891555,6.636543
ATS,Agriculture and Others,Philippines,2009,20.994295,5.831749
ATS,Agriculture and Others,Philippines,2010,14.533836,4.037177
ATS,Agriculture and Others,Philippines,2011,12.641624,3.511562
ATS,Agriculture and Others,Philippines,2012,13.319466,3.699852
ATS,Agriculture and Others,Philippines,2013,14.742759,4.095211
ATS,Agriculture and Others,Philippines,2014,14.812673,4.114631
ATS,Agriculture and Others,Philippines,2015,16.771064,4.658629
ATS,Agriculture and Others,Philippines,2016,18.857136,5.238093
ATS,Agriculture and Others,Philippines,2017,21.590136,5.99726
ATS,Agriculture and Others,Philippines,2018,18.40308,5.111967
ATS,Agriculture and Others,Philippines,2019,19.749134,5.485871
ATS,Agriculture and Others,Philippines,2020,18.256122,5.071145
ATS,Agriculture and Others,Philippines,2021,23.288055,6.468904
ATS,Agriculture and Others,Philippines,2022,15.83992,4.399978
ATS,Agriculture and Others,Philippines,2023,16.84224,4.6784
ATS,Agriculture and Others,Philippines,2024,16.84224,4.6784
ATS,Agriculture and Others,Philippines,2025,17.886412,4.968448
ATS,Agriculture and Others,Philippines,2026,18.993077,5.275855
ATS,Agriculture and Others,Philippines,2027,20.192641,5.609067
ATS,Agriculture and Others,Philippines,2028,21.469692,5.963803
ATS,Agriculture and Others,Philippines,2029,22.843284,6.345357
ATS,Agriculture and Others,Philippines,2030,23.971388,6.658719
ATS,Agriculture and Others,Philippines,2031,25.146431,6.98512
ATS,Agriculture and Others,Philippines,2032,26.556456,7.376793
ATS,Agriculture and Others,Philippines,2033,27.731498,7.703194
ATS,Agriculture and Others,Philippines,2034,29.141663,8.094906
ATS,Agriculture and Others,Philippines,2035,30.316706,8.421307
ATS,Agriculture and Others,Philippines,2036,31.726729,8.81298
ATS,Agriculture and Others,Philippines,2037,33.136893,9.204693
ATS,Agriculture and Others,Philippines,2038,34.546917,9.596366
ATS,Agriculture and Others,Philippines,2039,36.192062,10.053351
ATS,Agriculture and Others,Philippines,2040,37.602086,10.445024
ATS,Agriculture and Others,Philippines,2041,39.24723,10.902008
ATS,Agriculture and Others,Philippines,2042,40.892234,11.358954
ATS,Agriculture and Others,Philippines,2043,42.53738,11.815939
ATS,Agriculture and Others,Philippines,2044,44.182385,12.272885
ATS,Agriculture and Others,Philippines,2045,45.827528,12.729869
ATS,Agriculture and Others,Philippines,2046,47.472673,13.186854
ATS,Agriculture and Others,Philippines,2047,49.352659,13.709072
ATS,Agriculture and Others,Philippines,2048,51.232785,14.231329
ATS,Agriculture and Others,Philippines,2049,52.877929,14.688314
ATS,Agriculture and Others,Philippines,2050,54.758055,15.210571
ATS,Agriculture and Others,Philippines,2051,56.705029,15.751397
ATS,Agriculture and Others,Philippines,2052,58.72123,16.311453
ATS,Agriculture and Others,Philippines,2053,60.809119,16.891422
ATS,Agriculture and Others,Philippines,2054,62.971245,17.492013
ATS,Agriculture and Others,Philippines,2055,65.210249,18.113958
ATS,Agriculture and Others,Philippines,2056,67.528863,18.758018
ATS,Agriculture and Others,Philippines,2057,69.929915,19.424976
ATS,Agriculture and Others,Philippines,2058,72.41634,20.11565
ATS,Agriculture and Others,Philippines,2059,74.991171,20.830881
ATS,Agriculture and Others,Philippines,2060,77.657555,21.571543
ATS,Agriculture and Others,Singapore,2005,4.81482,1.33745
ATS,Agriculture and Others,Singapore,2006,1.967796,0.54661
ATS,Agriculture and Others,Singapore,2007,1.842192,0.51172
ATS,Agriculture and Others,Singapore,2008,1.67472,0.4652
ATS,Agriculture and Others,Singapore,2009,1.549116,0.43031
ATS,Agriculture and Others,Singapore,2010,1.423512,0.39542
ATS,Agriculture and Others,Singapore,2011,1.297908,0.36053
ATS,Agriculture and Others,Singapore,2012,1.130436,0.31401
ATS,Agriculture and Others,Singapore,2013,1.004832,0.27912
ATS,Agriculture and Others,Singapore,2014,0.879228,0.24423
ATS,Agriculture and Others,Singapore,2015,1.088568,0.30238
ATS,Agriculture and Others,Singapore,2016,1.088568,0.30238
ATS,Agriculture and Others,Singapore,2017,1.088568,0.30238
ATS,Agriculture and Others,Singapore,2018,1.088568,0.30238
ATS,Agriculture and Others,Singapore,2019,1.055074,0.293076
ATS,Agriculture and Others,Singapore,2020,0.962964,0.26749
ATS,Agriculture and Others,Singapore,2021,0.962964,0.26749
ATS,Agriculture and Others,Singapore,2022,1.004413,0.279004
ATS,Agriculture and Others,Singapore,2023,1.004413,0.279004
ATS,Agriculture and Others,Singapore,2024,1.004413,0.279004
ATS,Agriculture and Others,Singapore,2025,1.030528,0.286258
ATS,Agriculture and Others,Singapore,2026,1.056528,0.29348
ATS,Agriculture and Others,Singapore,2027,1.082804,0.300779
ATS,Agriculture and Others,Singapore,2028,1.109689,0.308247
ATS,Agriculture and Others,Singapore,2029,1.137443,0.315956
ATS,Agriculture and Others,Singapore,2030,1.171228,0.325341
ATS,Agriculture and Others,Singapore,2031,1.205015,0.334726
ATS,Agriculture and Others,Singapore,2032,1.238799,0.344111
ATS,Agriculture and Others,Singapore,2033,1.270332,0.35287
ATS,Agriculture and Others,Singapore,2034,1.304124,0.362257
ATS,Agriculture and Others,Singapore,2035,1.340162,0.372267
ATS,Agriculture and Others,Singapore,2036,1.376188,0.382274
ATS,Agriculture and Others,Singapore,2037,1.412226,0.392285
ATS,Agriculture and Others,Singapore,2038,1.448265,0.402296
ATS,Agriculture and Others,Singapore,2039,1.486563,0.412934
ATS,Agriculture and Others,Singapore,2040,1.522601,0.422945
ATS,Agriculture and Others,Singapore,2041,1.560886,0.433579
ATS,Agriculture and Others,Singapore,2042,1.596924,0.44359
ATS,Agriculture and Others,Singapore,2043,1.635209,0.454225
ATS,Agriculture and Others,Singapore,2044,1.673507,0.464863
ATS,Agriculture and Others,Singapore,2045,1.709546,0.474874
ATS,Agriculture and Others,Singapore,2046,1.750091,0.486136
ATS,Agriculture and Others,Singapore,2047,1.788376,0.496771
ATS,Agriculture and Others,Singapore,2048,1.828921,0.508034
ATS,Agriculture and Others,Singapore,2049,1.869465,0.519296
ATS,Agriculture and Others,Singapore,2050,1.909998,0.530555
ATS,Agriculture and Others,Singapore,2051,1.951409,0.542058
ATS,Agriculture and Others,Singapore,2052,1.993718,0.553811
ATS,Agriculture and Others,Singapore,2053,2.036943,0.565817
ATS,Agriculture and Others,Singapore,2054,2.081107,0.578085
ATS,Agriculture and Others,Singapore,2055,2.126228,0.590619
ATS,Agriculture and Others,Singapore,2056,2.172327,0.603424
ATS,Agriculture and Others,Singapore,2057,2.219426,0.616507
ATS,Agriculture and Others,Singapore,2058,2.267546,0.629874
ATS,Agriculture and Others,Singapore,2059,2.316709,0.64353
ATS,Agriculture and Others,Singapore,2060,2.366938,0.657483
ATS,Agriculture and Others,Thailand,2005,134.252225,37.292285
ATS,Agriculture and Others,Thailand,2006,138.643788,38.512163
ATS,Agriculture and Others,Thailand,2007,144.354164,40.098379
ATS,Agriculture and Others,Thailand,2008,144.292814,40.081337
ATS,Agriculture and Others,Thailand,2009,145.593782,40.442717
ATS,Agriculture and Others,Thailand,2010,146.509937,40.697205
ATS,Agriculture and Others,Thailand,2011,154.321262,42.867017
ATS,Agriculture and Others,Thailand,2012,158.676746,44.076874
ATS,Agriculture and Others,Thailand,2013,163.53599,45.426664
ATS,Agriculture and Others,Thailand,2014,165.16926,45.88035
ATS,Agriculture and Others,Thailand,2015,162.908388,45.25233
ATS,Agriculture and Others,Thailand,2016,125.059716,34.73881
ATS,Agriculture and Others,Thailand,2017,111.033936,30.84276
ATS,Agriculture and Others,Thailand,2018,120.412368,33.44788
ATS,Agriculture and Others,Thailand,2019,123.09192,34.1922
ATS,Agriculture and Others,Thailand,2020,97.050024,26.95834
ATS,Agriculture and Others,Thailand,2021,93.533112,25.98142
ATS,Agriculture and Others,Thailand,2022,98.80848,27.4468
ATS,Agriculture and Others,Thailand,2023,94.872888,26.35358
ATS,Agriculture and Others,Thailand,2024,94.998492,26.38847
ATS,Agriculture and Others,Thailand,2025,97.848703,27.180195
ATS,Agriculture and Others,Thailand,2026,100.787945,27.996651
ATS,Agriculture and Others,Thailand,2027,103.791216,28.830893
ATS,Agriculture and Others,Thailand,2028,106.873151,29.686986
ATS,Agriculture and Others,Thailand,2029,110.055703,30.571029
ATS,Agriculture and Others,Thailand,2030,114.20845,31.724569
ATS,Agriculture and Others,Thailand,2031,118.361806,32.878279
ATS,Agriculture and Others,Thailand,2032,123.553044,34.32029
ATS,Agriculture and Others,Thailand,2033,127.70579,35.473831
ATS,Agriculture and Others,Thailand,2034,132.897028,36.915841
ATS,Agriculture and Others,Thailand,2035,138.088265,38.357851
ATS,Agriculture and Others,Thailand,2036,143.280113,39.800031
ATS,Agriculture and Others,Thailand,2037,148.471351,41.242042
ATS,Agriculture and Others,Thailand,2038,153.662588,42.684052
ATS,Agriculture and Others,Thailand,2039,159.892318,44.414533
ATS,Agriculture and Others,Thailand,2040,165.083556,45.856543
ATS,Agriculture and Others,Thailand,2041,171.312675,47.586854
ATS,Agriculture and Others,Thailand,2042,177.542404,49.317334
ATS,Agriculture and Others,Thailand,2043,183.772134,51.047815
ATS,Agriculture and Others,Thailand,2044,190.001253,52.778126
ATS,Agriculture and Others,Thailand,2045,196.230982,54.508606
ATS,Agriculture and Others,Thailand,2046,202.460712,56.239087
ATS,Agriculture and Others,Thailand,2047,209.728322,58.257867
ATS,Agriculture and Others,Thailand,2048,216.996542,60.276817
ATS,Agriculture and Others,Thailand,2049,223.225662,62.007128
ATS,Agriculture and Others,Thailand,2050,230.493883,64.026079
ATS,Agriculture and Others,Thailand,2051,237.998756,66.110766
ATS,Agriculture and Others,Thailand,2052,245.747989,68.26333
ATS,Agriculture and Others,Thailand,2053,253.749535,70.485982
