scenario_code,sector,region,year,value_pj,value_twh
BAS,Industry,Laos,2012,12.889526,3.580424
BAS,Industry,Laos,2013,16.536367,4.593435
BAS,Industry,Laos,2014,22.546758,6.262988
BAS,Industry,Laos,2015,18.147344,5.040929
BAS,Industry,Laos,2016,15.055166,4.181991
BAS,Industry,Laos,2017,15.997578,4.443772
BAS,Industry,Laos,2018,17.704883,4.918023
BAS,Industry,Laos,2019,20.787335,5.77426
BAS,Industry,Laos,2020,38.979743,10.827706
BAS,Industry,Laos,2021,40.50838,11.252328
BAS,Industry,Laos,2022,55.506479,15.418466
BAS,Industry,Laos,2023,128.559407,35.710946
BAS,Industry,Laos,2024,176.765336,49.101482
BAS,Industry,Laos,2025,302.78246,84.106239
BAS,Industry,Laos,2026,314.751284,87.430912
BAS,Industry,Laos,2027,325.088936,90.302482
BAS,Industry,Laos,2028,335.258853,93.127459
BAS,Industry,Laos,2029,345.57297,95.992492
BAS,Industry,Laos,2030,341.069962,94.741656
BAS,Industry,Laos,2031,346.72341,96.312058
BAS,Industry,Laos,2032,352.19544,97.832067
BAS,Industry,Laos,2033,357.569031,99.324731
BAS,Industry,Laos,2034,362.684749,100.745764
BAS,Industry,Laos,2035,368.13724,102.260344
BAS,Industry,Laos,2036,376.648141,104.624484
BAS,Industry,Laos,2037,385.582355,107.10621
BAS,Industry,Laos,2038,394.906042,109.696123
BAS,Industry,Laos,2039,404.633798,112.398277
BAS,Industry,Laos,2040,414.754581,115.209606
BAS,Industry,Laos,2041,426.615155,118.50421
BAS,Industry,Laos,2042,438.997717,121.94381
BAS,Industry,Laos,2043,451.99998,125.55555
BAS,Industry,Laos,2044,465.529648,129.313791
BAS,Industry,Laos,2045,479.729721,133.258256
BAS,Industry,Laos,2046,494.452848,137.348013
BAS,Industry,Laos,2047,509.66102,141.572506
BAS,Industry,Laos,2048,524.88635,145.801764
BAS,Industry,Laos,2049,540.410983,150.114162
BAS,Industry,Laos,2050,556.490375,154.58066
BAS,Industry,Laos,2051,572.558864,159.044129
BAS,Industry,Laos,2052,589.068758,163.630211
BAS,Industry,Laos,2053,607.428767,168.730213
BAS,Industry,Laos,2054,626.461336,174.017038
BAS,Industry,Laos,2055,646.138658,179.482961
BAS,Industry,Laos,2056,665.09341,184.748169
BAS,Industry,Laos,2057,684.333068,190.092519
BAS,Industry,Laos,2058,703.759126,195.488646
BAS,Industry,Laos,2059,723.461365,200.96149
BAS,Industry,Laos,2060,743.372346,206.492318
BAS,Industry,Malaysia,2005,652.429044,181.23029
BAS,Industry,Malaysia,2006,638.361396,177.32261
BAS,Industry,Malaysia,2007,688.854204,191.34839
BAS,Industry,Malaysia,2008,678.512808,188.47578
BAS,Industry,Malaysia,2009,599.256684,166.46019
BAS,Industry,Malaysia,2010,541.269504,150.35264
BAS,Industry,Malaysia,2011,506.6028,140.723
BAS,Industry,Malaysia,2012,582.718824,161.86634
BAS,Industry,Malaysia,2013,565.050528,156.95848
BAS,Industry,Malaysia,2014,551.024748,153.06243
BAS,Industry,Malaysia,2015,585.73332,162.7037
BAS,Industry,Malaysia,2016,670.683492,186.30097
BAS,Industry,Malaysia,2017,731.152755,203.097987
BAS,Industry,Malaysia,2018,797.459796,221.51661
BAS,Industry,Malaysia,2019,792.184428,220.05123
BAS,Industry,Malaysia,2020,741.66244,206.017344
BAS,Industry,Malaysia,2021,802.054021,222.792784
BAS,Industry,Malaysia,2022,796.831776,221.34216
BAS,Industry,Malaysia,2023,943.327908,262.03553
BAS,Industry,Malaysia,2024,868.635396,241.28761
BAS,Industry,Malaysia,2025,935.2966,259.804611
BAS,Industry,Malaysia,2026,977.185732,271.440481
BAS,Industry,Malaysia,2027,1013.249261,281.458128
BAS,Industry,Malaysia,2028,1049.239829,291.455508
BAS,Industry,Malaysia,2029,1085.616011,301.560003
BAS,Industry,Malaysia,2030,1125.660119,312.683366
BAS,Industry,Malaysia,2031,1174.679254,326.299793
BAS,Industry,Malaysia,2032,1217.161664,338.100462
BAS,Industry,Malaysia,2033,1259.04388,349.734411
BAS,Industry,Malaysia,2034,1300.098397,361.138444
BAS,Industry,Malaysia,2035,1352.588421,375.719006
BAS,Industry,Malaysia,2036,1407.245789,390.901608
BAS,Industry,Malaysia,2037,1450.530745,402.925207
BAS,Industry,Malaysia,2038,1505.265135,418.129204
BAS,Industry,Malaysia,2039,1560.019105,433.33864
BAS,Industry,Malaysia,2040,1614.76925,448.547014
BAS,Industry,Malaysia,2041,1681.056657,466.960182
BAS,Industry,Malaysia,2042,1736.056791,482.237998
BAS,Industry,Malaysia,2043,1791.287855,497.57996
BAS,Industry,Malaysia,2044,1857.906626,516.085174
BAS,Industry,Malaysia,2045,1913.475028,531.520841
BAS,Industry,Malaysia,2046,1979.22204,549.7839
BAS,Industry,Malaysia,2047,2044.875444,568.020957
BAS,Industry,Malaysia,2048,2109.696039,586.026677
BAS,Industry,Malaysia,2049,2174.110509,603.919586
BAS,Industry,Malaysia,2050,2227.240381,618.677884
BAS,Industry,Malaysia,2051,2280.968499,633.602361
BAS,Industry,Malaysia,2052,2336.012825,648.892451
BAS,Industry,Malaysia,2053,2394.453832,665.126064
BAS,Industry,Malaysia,2054,2454.584074,681.828909
BAS,Industry,Malaysia,2055,2516.369672,698.991576
BAS,Industry,Malaysia,2056,2577.994507,716.109585
BAS,Industry,Malaysia,2057,2640.893034,733.581398
BAS,Industry,Malaysia,2058,2704.942517,751.372921
BAS,Industry,Malaysia,2059,2770.356209,769.543391
BAS,Industry,Malaysia,2060,2837.069186,788.074774
BAS,Industry,Myanmar,2005,142.572807,39.603558
BAS,Industry,Myanmar,2006,161.960972,44.989159
BAS,Industry,Myanmar,2007,171.491328,47.63648
BAS,Industry,Myanmar,2008,165.396485,45.943468
BAS,Industry,Myanmar,2009,157.478103,43.743918
BAS,Industry,Myanmar,2010,188.869219,52.463672
BAS,Industry,Myanmar,2011,195.257468,54.238186
BAS,Industry,Myanmar,2012,200.298694,55.638526
BAS,Industry,Myanmar,2013,207.584717,57.662421
BAS,Industry,Myanmar,2014,242.972098,67.492249
BAS,Industry,Myanmar,2015,266.547483,74.040967
BAS,Industry,Myanmar,2016,240.430217,66.786171
BAS,Industry,Myanmar,2017,287.062472,79.739576
BAS,Industry,Myanmar,2018,278.0656,77.240444
BAS,Industry,Myanmar,2019,261.348682,72.596856
BAS,Industry,Myanmar,2020,193.132382,53.647884
BAS,Industry,Myanmar,2021,154.212732,42.83687
BAS,Industry,Myanmar,2022,138.512776,38.475771
BAS,Industry,Myanmar,2023,172.469342,47.908151
BAS,Industry,Myanmar,2024,166.560193,46.26672
BAS,Industry,Myanmar,2025,188.172228,52.270063
BAS,Industry,Myanmar,2026,192.150652,53.375181
BAS,Industry,Myanmar,2027,195.697799,54.3605
BAS,Industry,Myanmar,2028,199.062522,55.295145
BAS,Industry,Myanmar,2029,202.322787,56.200774
BAS,Industry,Myanmar,2030,202.723163,56.31199
BAS,Industry,Myanmar,2031,208.124459,57.81235
BAS,Industry,Myanmar,2032,213.599119,59.333089
BAS,Industry,Myanmar,2033,219.178311,60.882864
BAS,Industry,Myanmar,2034,224.823328,62.450924
BAS,Industry,Myanmar,2035,230.663327,64.073146
BAS,Industry,Myanmar,2036,237.069158,65.852544
BAS,Industry,Myanmar,2037,243.694314,67.692865
BAS,Industry,Myanmar,2038,250.534307,69.592863
BAS,Industry,Myanmar,2039,257.595616,71.554338
BAS,Industry,Myanmar,2040,264.874976,73.576382
BAS,Industry,Myanmar,2041,272.513652,75.698237
BAS,Industry,Myanmar,2042,280.398661,77.888517
BAS,Industry,Myanmar,2043,288.563145,80.156429
BAS,Industry,Myanmar,2044,296.981793,82.494942
BAS,Industry,Myanmar,2045,305.700387,84.916774
BAS,Industry,Myanmar,2046,314.917097,87.476971
BAS,Industry,Myanmar,2047,324.416398,90.115666
BAS,Industry,Myanmar,2048,334.09772,92.804922
BAS,Industry,Myanmar,2049,344.028334,95.563426
BAS,Industry,Myanmar,2050,354.268827,98.408008
BAS,Industry,Myanmar,2051,364.711965,101.308879
BAS,Industry,Myanmar,2052,375.457945,104.293874
BAS,Industry,Myanmar,2053,386.832399,107.453444
BAS,Industry,Myanmar,2054,398.581238,110.717011
BAS,Industry,Myanmar,2055,410.698094,114.082804
BAS,Industry,Myanmar,2056,422.936837,117.482455
BAS,Industry,Myanmar,2057,435.497459,120.971516
BAS,Industry,Myanmar,2058,448.3546,124.542944
BAS,Industry,Myanmar,2059,461.552752,128.209098
BAS,Industry,Myanmar,2060,475.077326,131.965924
BAS,Industry,Philippines,2005,207.345387,57.595941
BAS,Industry,Philippines,2006,210.852206,58.570057
BAS,Industry,Philippines,2007,220.351284,61.20869
BAS,Industry,Philippines,2008,241.906368,67.196213
BAS,Industry,Philippines,2009,224.805511,62.445975
BAS,Industry,Philippines,2010,249.049486,69.180413
BAS,Industry,Philippines,2011,249.016348,69.171208
BAS,Industry,Philippines,2012,243.084424,67.523451
BAS,Industry,Philippines,2013,264.286086,73.412802
BAS,Industry,Philippines,2014,273.350879,75.9308
BAS,Industry,Philippines,2015,282.611079,78.503078
BAS,Industry,Philippines,2016,311.890048,86.636124
BAS,Industry,Philippines,2017,332.48005,92.355569
BAS,Industry,Philippines,2018,314.986626,87.496285
BAS,Industry,Philippines,2019,305.880431,84.966786
BAS,Industry,Philippines,2020,265.467697,73.741027
BAS,Industry,Philippines,2021,285.59672,79.332422
BAS,Industry,Philippines,2022,297.543734,82.651037
BAS,Industry,Philippines,2023,291.432638,80.953511
BAS,Industry,Philippines,2024,303.978138,84.438372
BAS,Industry,Philippines,2025,350.796315,97.443421
BAS,Industry,Philippines,2026,371.146358,103.096211
BAS,Industry,Philippines,2027,392.533195,109.036999
BAS,Industry,Philippines,2028,414.989755,115.274932
BAS,Industry,Philippines,2029,438.970737,121.936316
BAS,Industry,Philippines,2030,458.069008,127.241391
BAS,Industry,Philippines,2031,478.593417,132.942616
BAS,Industry,Philippines,2032,503.445634,139.846009
BAS,Industry,Philippines,2033,523.721307,145.478141
BAS,Industry,Philippines,2034,548.275605,152.298779
BAS,Industry,Philippines,2035,568.437891,157.899414
BAS,Industry,Philippines,2036,593.666449,164.907347
BAS,Industry,Philippines,2037,618.971918,171.936644
BAS,Industry,Philippines,2038,644.33911,178.983086
BAS,Industry,Philippines,2039,674.156405,187.265668
BAS,Industry,Philippines,2040,699.660989,194.350275
BAS,Industry,Philippines,2041,729.631569,202.675436
BAS,Industry,Philippines,2042,759.678439,211.021789
BAS,Industry,Philippines,2043,789.822853,219.395237
BAS,Industry,Philippines,2044,820.02658,227.785161
BAS,Industry,Philippines,2045,850.323038,236.200844
BAS,Industry,Philippines,2046,880.311395,244.530943
BAS,Industry,Philippines,2047,914.624618,254.062394
BAS,Industry,Philippines,2048,948.724014,263.534448
BAS,Industry,Philippines,2049,978.340616,271.761282
BAS,Industry,Philippines,2050,1012.236876,281.17691
BAS,Industry,Philippines,2051,1047.050651,290.847403
BAS,Industry,Philippines,2052,1082.967311,300.824253
BAS,Industry,Philippines,2053,1120.473025,311.242507
BAS,Industry,Philippines,2054,1159.171091,321.99197
BAS,Industry,Philippines,2055,1199.064269,333.073408
BAS,Industry,Philippines,2056,1239.638898,344.344138
BAS,Industry,Philippines,2057,1281.273314,355.909254
BAS,Industry,Philippines,2058,1323.942829,367.761897
BAS,Industry,Philippines,2059,1367.660749,379.905764
BAS,Industry,Philippines,2060,1412.403297,392.334249
BAS,Industry,Singapore,2005,135.484848,37.63468
BAS,Industry,Singapore,2006,141.3045,39.25125
BAS,Industry,Singapore,2007,148.045248,41.12368
BAS,Industry,Singapore,2008,151.938972,42.20527
BAS,Industry,Singapore,2009,153.047048,42.513069
BAS,Industry,Singapore,2010,181.881606,50.522668
BAS,Industry,Singapore,2011,186.713744,51.864929
BAS,Industry,Singapore,2012,187.187641,51.996567
BAS,Industry,Singapore,2013,209.836637,58.287955
BAS,Industry,Singapore,2014,223.87774,62.188261
BAS,Industry,Singapore,2015,228.985851,63.607181
BAS,Industry,Singapore,2016,219.097943,60.86054
BAS,Industry,Singapore,2017,246.528559,68.480155
BAS,Industry,Singapore,2018,237.228108,65.896697
BAS,Industry,Singapore,2019,246.080559,68.355711
BAS,Industry,Singapore,2020,240.824441,66.895678
BAS,Industry,Singapore,2021,247.827391,68.840942
BAS,Industry,Singapore,2022,263.552684,73.209079
BAS,Industry,Singapore,2023,253.006295,70.279526
BAS,Industry,Singapore,2024,260.348369,72.318991
BAS,Industry,Singapore,2025,342.233635,95.064899
BAS,Industry,Singapore,2026,351.219111,97.560864
BAS,Industry,Singapore,2027,358.173219,99.492561
BAS,Industry,Singapore,2028,364.292009,101.192225
BAS,Industry,Singapore,2029,369.974891,102.770803
BAS,Industry,Singapore,2030,377.305862,104.807184
BAS,Industry,Singapore,2031,385.922654,107.200737
BAS,Industry,Singapore,2032,394.154803,109.487445
BAS,Industry,Singapore,2033,401.38975,111.497153
BAS,Industry,Singapore,2034,408.899735,113.58326
BAS,Industry,Singapore,2035,417.178454,115.882904
BAS,Industry,Singapore,2036,426.873567,118.575991
BAS,Industry,Singapore,2037,436.674322,121.298423
BAS,Industry,Singapore,2038,446.543195,124.039776
BAS,Industry,Singapore,2039,457.175822,126.993284
BAS,Industry,Singapore,2040,467.15327,129.764797
BAS,Industry,Singapore,2041,477.984569,132.773491
BAS,Industry,Singapore,2042,488.204338,135.612316
BAS,Industry,Singapore,2043,499.283513,138.689865
BAS,Industry,Singapore,2044,510.419779,141.783272
BAS,Industry,Singapore,2045,521.056381,144.737884
BAS,Industry,Singapore,2046,532.496836,147.915788
BAS,Industry,Singapore,2047,543.231798,150.897722
BAS,Industry,Singapore,2048,554.231609,153.953225
BAS,Industry,Singapore,2049,565.037534,156.954871
BAS,Industry,Singapore,2050,575.841457,159.95596
BAS,Industry,Singapore,2051,586.474573,162.909604
BAS,Industry,Singapore,2052,597.286729,165.91298
BAS,Industry,Singapore,2053,609.384771,169.273547
BAS,Industry,Singapore,2054,621.825301,172.72925
BAS,Industry,Singapore,2055,634.557862,176.266073
BAS,Industry,Singapore,2056,646.649637,179.624899
BAS,Industry,Singapore,2057,658.80681,183.001892
BAS,Industry,Singapore,2058,670.924861,186.368017
BAS,Industry,Singapore,2059,683.113213,189.75367
BAS,Industry,Singapore,2060,695.301194,193.139221
BAS,Industry,Thailand,2005,886.163729,246.156591
BAS,Industry,Thailand,2006,938.736169,260.760047
BAS,Industry,Thailand,2007,968.658048,269.07168
BAS,Industry,Thailand,2008,993.260229,275.905619
BAS,Industry,Thailand,2009,1007.377187,279.826996
BAS,Industry,Thailand,2010,1070.563082,297.378634
BAS,Industry,Thailand,2011,1040.200518,288.944588
BAS,Industry,Thailand,2012,1126.670805,312.964113
BAS,Industry,Thailand,2013,1138.485458,316.245961
BAS,Industry,Thailand,2014,1177.703313,327.139809
BAS,Industry,Thailand,2015,1190.642416,330.734004
BAS,Industry,Thailand,2016,1233.68411,342.690031
BAS,Industry,Thailand,2017,1191.519179,330.97755
BAS,Industry,Thailand,2018,1274.46192,354.0172
BAS,Industry,Thailand,2019,1303.936992,362.20472
BAS,Industry,Thailand,2020,1207.305648,335.36268
BAS,Industry,Thailand,2021,1113.605064,309.33474
BAS,Industry,Thailand,2022,1381.01598,383.61555
BAS,Industry,Thailand,2023,1292.130216,358.92506
BAS,Industry,Thailand,2024,1225.099548,340.30543
BAS,Industry,Thailand,2025,1357.487397,377.079833
BAS,Industry,Thailand,2026,1397.67001,388.241669
BAS,Industry,Thailand,2027,1436.770658,399.102961
BAS,Industry,Thailand,2028,1476.016438,410.004566
BAS,Industry,Thailand,2029,1530.25124,425.069789
BAS,Industry,Thailand,2030,1583.823006,439.950835
BAS,Industry,Thailand,2031,1638.734298,455.203972
BAS,Industry,Thailand,2032,1707.644951,474.34582
BAS,Industry,Thailand,2033,1761.868635,489.407954
BAS,Industry,Thailand,2034,1829.979864,508.32774
BAS,Industry,Thailand,2035,1898.072796,527.242443
BAS,Industry,Thailand,2036,1967.577379,546.549272
BAS,Industry,Thailand,2037,2037.142554,565.872932
BAS,Industry,Thailand,2038,2106.745074,585.206965
BAS,Industry,Thailand,2039,2190.624407,608.50678
BAS,Industry,Thailand,2040,2260.321789,627.867164
BAS,Industry,Thailand,2041,2344.328393,651.202331
BAS,Industry,Thailand,2042,2428.426452,674.562903
BAS,Industry,Thailand,2043,2512.650287,697.958413
BAS,Industry,Thailand,2044,2596.935738,721.371038
BAS,Industry,Thailand,2045,2681.377107,744.826974
BAS,Industry,Thailand,2046,2765.10906,768.08585
BAS,Industry,Thailand,2047,2862.959068,795.266408
BAS,Industry,Thailand,2048,2960.370061,822.325017
BAS,Industry,Thailand,2049,3043.391335,845.386482
BAS,Industry,Thailand,2050,3140.548972,872.374714
BAS,Industry,Thailand,2051,3240.393616,900.109338
BAS,Industry,Thailand,2052,3343.401048,928.722513
BAS,Industry,Thailand,2053,3450.728,958.535556
BAS,Industry,Thailand,2054,3561.554759,989.320766
BAS,Industry,Thailand,2055,3675.972637,1021.10351
BAS,Industry,Thailand,2056,3792.966969,1053.601936
BAS,Industry,Thailand,2057,3913.463118,1087.073088
BAS,Industry,Thailand,2058,4037.526171,1121.535048
BAS,Industry,Thailand,2059,4165.298913,1157.027476
BAS,Industry,Thailand,2060,4296.866842,1193.574123
BAS,Industry,Vietnam,2005,467.8749,129.96525
BAS,Industry,Vietnam,2006,497.977992,138.32722
BAS,Industry,Vietnam,2007,572.712372,159.08677
BAS,Industry,Vietnam,2008,639.826776,177.72966
BAS,Industry,Vietnam,2009,688.30992,191.1972
BAS,Industry,Vietnam,2010,745.920288,207.20008
BAS,Industry,Vietnam,2011,794.86398,220.79555
BAS,Industry,Vietnam,2012,820.989612,228.05267
BAS,Industry,Vietnam,2013,867.630564,241.00849
BAS,Industry,Vietnam,2014,931.897944,258.86054
BAS,Industry,Vietnam,2015,1357.276824,377.02134
BAS,Industry,Vietnam,2016,1428.661764,396.85049
BAS,Industry,Vietnam,2017,1456.545852,404.59607
BAS,Industry,Vietnam,2018,1162.841832,323.01162
BAS,Industry,Vietnam,2019,1284.71958,356.86655
BAS,Industry,Vietnam,2020,1468.143288,407.81758
BAS,Industry,Vietnam,2021,1477.563588,410.43433
BAS,Industry,Vietnam,2022,1563.309252,434.25257
BAS,Industry,Vietnam,2023,1234.603584,342.94544
BAS,Industry,Vietnam,2024,1310.635872,364.06552
BAS,Industry,Vietnam,2025,1648.76699,457.990831
BAS,Industry,Vietnam,2026,1751.773987,486.603885
BAS,Industry,Vietnam,2027,1859.918787,516.644108
BAS,Industry,Vietnam,2028,1974.424279,548.451189
BAS,Industry,Vietnam,2029,2095.96939,582.213719
BAS,Industry,Vietnam,2030,2192.900879,609.139133
BAS,Industry,Vietnam,2031,2297.623493,638.228748
BAS,Industry,Vietnam,2032,2405.34536,668.151489
BAS,Industry,Vietnam,2033,2516.074503,698.909584
BAS,Industry,Vietnam,2034,2636.136533,732.260148
BAS,Industry,Vietnam,2035,2756.32898,765.646939
BAS,Industry,Vietnam,2036,2884.562788,801.267441
BAS,Industry,Vietnam,2037,3016.266368,837.851769
BAS,Industry,Vietnam,2038,3154.60874,876.280206
BAS,Industry,Vietnam,2039,3283.646837,912.124121
BAS,Industry,Vietnam,2040,3441.65444,956.015122
BAS,Industry,Vietnam,2041,3599.98739,999.996497
BAS,Industry,Vietnam,2042,3758.609057,1044.058071
BAS,Industry,Vietnam,2043,3917.560788,1088.21133
BAS,Industry,Vietnam,2044,4076.758115,1132.43281
BAS,Industry,Vietnam,2045,4236.255257,1176.737571
BAS,Industry,Vietnam,2046,4395.058233,1220.849509
BAS,Industry,Vietnam,2047,4553.853482,1264.959301
BAS,Industry,Vietnam,2048,4743.978534,1317.771815
BAS,Industry,Vietnam,2049,4901.916204,1361.64339
BAS,Industry,Vietnam,2050,5091.483203,1414.30089
BAS,Industry,Vietnam,2051,5287.636582,1468.787939
BAS,Industry,Vietnam,2052,5490.980205,1525.272279
BAS,Industry,Vietnam,2053,5703.009901,1584.169417
BAS,Industry,Vietnam,2054,5922.780791,1645.216886
BAS,Industry,Vietnam,2055,6150.45449,1708.459581
BAS,Industry,Vietnam,2056,6384.900491,1773.58347
BAS,Industry,Vietnam,2057,6627.227481,1840.896522
BAS,Industry,Vietnam,2058,6877.533411,1910.425948
BAS,Industry,Vietnam,2059,7135.997863,1982.221629
BAS,Industry,Vietnam,2060,7402.71732,2056.310367
BAS,International Transport,Brunei,2005,3.181968,0.88388
BAS,International Transport,Brunei,2006,3.34944,0.9304
BAS,International Transport,Brunei,2007,3.475044,0.96529
BAS,International Transport,Brunei,2008,3.935592,1.09322
BAS,International Transport,Brunei,2009,3.76812,1.0467
BAS,International Transport,Brunei,2010,4.647348,1.29093
BAS,International Transport,Brunei,2011,4.772952,1.32582
BAS,International Transport,Brunei,2012,3.55878,0.98855
BAS,International Transport,Brunei,2013,3.684384,1.02344
BAS,International Transport,Brunei,2014,3.181968,0.88388
BAS,International Transport,Brunei,2015,3.223836,0.89551
BAS,International Transport,Brunei,2016,3.265704,0.90714
BAS,International Transport,Brunei,2017,3.181968,0.88388
BAS,International Transport,Brunei,2018,3.600648,1.00018
BAS,International Transport,Brunei,2019,4.81482,1.33745
BAS,International Transport,Brunei,2020,1.67472,0.4652
BAS,International Transport,Brunei,2021,0.785862,0.218295
BAS,International Transport,Brunei,2022,1.76976,0.4916
BAS,International Transport,Brunei,2023,2.715977,0.754438
BAS,International Transport,Brunei,2024,2.81353,0.781536
BAS,International Transport,Brunei,2025,2.892314,0.803421
BAS,International Transport,Brunei,2026,2.976712,0.826864
BAS,International Transport,Brunei,2027,3.067645,0.852124
BAS,International Transport,Brunei,2028,3.161519,0.8782
BAS,International Transport,Brunei,2029,3.258894,0.905248
BAS,International Transport,Brunei,2030,3.285939,0.912761
BAS,International Transport,Brunei,2031,3.299461,0.916517
BAS,International Transport,Brunei,2032,3.326506,0.924029
BAS,International Transport,Brunei,2033,3.340028,0.927786
BAS,International Transport,Brunei,2034,3.353551,0.931542
BAS,International Transport,Brunei,2035,3.380596,0.939054
BAS,International Transport,Brunei,2036,3.380596,0.939054
BAS,International Transport,Brunei,2037,3.394118,0.942811
BAS,International Transport,Brunei,2038,3.40764,0.946567
BAS,International Transport,Brunei,2039,3.421163,0.950323
BAS,International Transport,Brunei,2040,3.434685,0.954079
BAS,International Transport,Brunei,2041,3.448208,0.957836
BAS,International Transport,Brunei,2042,3.448208,0.957836
BAS,International Transport,Brunei,2043,3.46173,0.961592
BAS,International Transport,Brunei,2044,3.475252,0.965348
BAS,International Transport,Brunei,2045,3.488775,0.969104
BAS,International Transport,Brunei,2046,3.488775,0.969104
BAS,International Transport,Brunei,2047,3.502297,0.97286
BAS,International Transport,Brunei,2048,3.502297,0.97286
BAS,International Transport,Brunei,2049,3.51582,0.976617
BAS,International Transport,Brunei,2050,3.529342,0.980373
BAS,International Transport,Brunei,2051,3.542917,0.984144
BAS,International Transport,Brunei,2052,3.556543,0.987929
BAS,International Transport,Brunei,2053,3.570222,0.991728
BAS,International Transport,Brunei,2054,3.583954,0.995543
BAS,International Transport,Brunei,2055,3.597738,0.999372
BAS,International Transport,Brunei,2056,3.611576,1.003216
BAS,International Transport,Brunei,2057,3.625467,1.007074
BAS,International Transport,Brunei,2058,3.639411,1.010947
BAS,International Transport,Brunei,2059,3.653408,1.014836
BAS,International Transport,Brunei,2060,3.66746,1.018739
BAS,International Transport,Cambodia,2005,0.879228,0.24423
BAS,International Transport,Cambodia,2006,0.962964,0.26749
BAS,International Transport,Cambodia,2007,1.967796,0.54661
BAS,International Transport,Cambodia,2008,1.758456,0.48846
BAS,International Transport,Cambodia,2009,1.423512,0.39542
BAS,International Transport,Cambodia,2010,1.842192,0.51172
BAS,International Transport,Cambodia,2011,2.177136,0.60476
BAS,International Transport,Cambodia,2012,2.805156,0.77921
BAS,International Transport,Cambodia,2013,3.181968,0.88388
BAS,International Transport,Cambodia,2014,3.684384,1.02344
BAS,International Transport,Cambodia,2015,3.893724,1.08159
BAS,International Transport,Cambodia,2016,3.684384,1.02344
BAS,International Transport,Cambodia,2017,1.632852,0.45357
BAS,International Transport,Cambodia,2018,6.405804,1.77939
BAS,International Transport,Cambodia,2019,6.69888,1.8608
BAS,International Transport,Cambodia,2020,1.758456,0.48846
BAS,International Transport,Cambodia,2021,2.174624,0.604062
BAS,International Transport,Cambodia,2022,2.289761,0.636045
BAS,International Transport,Cambodia,2023,2.289761,0.636045
BAS,International Transport,Cambodia,2024,2.289761,0.636045
BAS,International Transport,Cambodia,2025,2.427144,0.674207
BAS,International Transport,Cambodia,2026,2.575004,0.715279
BAS,International Transport,Cambodia,2027,2.728297,0.75786
BAS,International Transport,Cambodia,2028,2.885543,0.80154
BAS,International Transport,Cambodia,2029,3.044268,0.84563
BAS,International Transport,Cambodia,2030,3.071597,0.853221
BAS,International Transport,Cambodia,2031,3.155875,0.876632
BAS,International Transport,Cambodia,2032,3.242481,0.900689
BAS,International Transport,Cambodia,2033,3.331452,0.925403
BAS,International Transport,Cambodia,2034,3.422862,0.950795
BAS,International Transport,Cambodia,2035,3.516785,0.976885
BAS,International Transport,Cambodia,2036,3.614496,1.004027
BAS,International Transport,Cambodia,2037,3.714905,1.031918
BAS,International Transport,Cambodia,2038,3.818085,1.060579
BAS,International Transport,Cambodia,2039,3.924167,1.090046
BAS,International Transport,Cambodia,2040,4.033168,1.120324
BAS,International Transport,Cambodia,2041,4.142409,1.150669
BAS,International Transport,Cambodia,2042,4.254588,1.18183
BAS,International Transport,Cambodia,2043,4.369816,1.213838
BAS,International Transport,Cambodia,2044,4.488167,1.246713
BAS,International Transport,Cambodia,2045,4.609715,1.280476
BAS,International Transport,Cambodia,2046,4.726643,1.312956
BAS,International Transport,Cambodia,2047,4.846527,1.346257
BAS,International Transport,Cambodia,2048,4.969442,1.380401
BAS,International Transport,Cambodia,2049,5.09548,1.415411
BAS,International Transport,Cambodia,2050,5.224714,1.451309
BAS,International Transport,Cambodia,2051,5.357226,1.488118
BAS,International Transport,Cambodia,2052,5.493099,1.525861
BAS,International Transport,Cambodia,2053,5.632418,1.564561
BAS,International Transport,Cambodia,2054,5.77527,1.604242
BAS,International Transport,Cambodia,2055,5.921746,1.644929
BAS,International Transport,Cambodia,2056,6.071936,1.686649
BAS,International Transport,Cambodia,2057,6.225936,1.729427
BAS,International Transport,Cambodia,2058,6.383842,1.773289
BAS,International Transport,Cambodia,2059,6.545752,1.818264
BAS,International Transport,Cambodia,2060,6.711769,1.86438
BAS,International Transport,Laos,2005,1.723706,0.478807
BAS,International Transport,Laos,2006,1.729148,0.480319
BAS,International Transport,Laos,2007,1.73501,0.481947
BAS,International Transport,Laos,2008,1.740453,0.483459
BAS,International Transport,Laos,2009,1.746314,0.485087
BAS,International Transport,Laos,2010,1.752176,0.486716
BAS,International Transport,Laos,2011,1.757619,0.488227
BAS,International Transport,Laos,2012,1.76348,0.489856
BAS,International Transport,Laos,2013,1.769342,0.491484
BAS,International Transport,Laos,2014,1.774785,0.492996
BAS,International Transport,Laos,2015,1.715332,0.476481
BAS,International Transport,Laos,2016,1.762643,0.489623
BAS,International Transport,Laos,2017,1.566282,0.435078
BAS,International Transport,Malaysia,2005,69.793956,19.38721
BAS,International Transport,Malaysia,2006,75.764333,21.045648
BAS,International Transport,Malaysia,2007,74.901852,20.80607
BAS,International Transport,Malaysia,2008,73.252253,20.347848
BAS,International Transport,Malaysia,2009,72.808452,20.22457
BAS,International Transport,Malaysia,2010,82.06128,22.7948
BAS,International Transport,Malaysia,2011,93.926671,26.090742
BAS,International Transport,Malaysia,2012,86.78399,24.106664
BAS,International Transport,Malaysia,2013,114.986275,31.940632
