scenario_code,carrier,region,year,value_pj,value_twh
ATS,electricity,Brunei,2005,9.493347,2.637041
ATS,electricity,Brunei,2006,9.07486,2.520794
ATS,electricity,Brunei,2007,9.702206,2.695057
ATS,electricity,Brunei,2008,10.078632,2.79962
ATS,electricity,Brunei,2009,10.455444,2.90429
ATS,electricity,Brunei,2010,10.790196,2.997277
ATS,electricity,Brunei,2011,10.957475,3.043743
ATS,electricity,Brunei,2012,10.957283,3.04369
ATS,electricity,Brunei,2013,11.04073,3.066869
ATS,electricity,Brunei,2014,12.042962,3.345267
ATS,electricity,Brunei,2015,12.252109,3.403364
ATS,electricity,Brunei,2016,11.712577,3.253494
ATS,electricity,Brunei,2017,12.727013,3.535281
ATS,electricity,Brunei,2018,13.250629,3.68073
ATS,electricity,Brunei,2019,15.479181,4.299773
ATS,electricity,Brunei,2020,18.571317,5.158699
ATS,electricity,Brunei,2021,18.692858,5.192461
ATS,electricity,Brunei,2022,17.647035,4.901954
ATS,electricity,Brunei,2023,17.321182,4.811439
ATS,electricity,Brunei,2024,15.957259,4.432572
ATS,electricity,Brunei,2025,18.053633,5.014898
ATS,electricity,Brunei,2026,17.327235,4.813121
ATS,electricity,Brunei,2027,16.491625,4.581007
ATS,electricity,Brunei,2028,15.615057,4.337516
ATS,electricity,Brunei,2029,14.7064,4.085111
ATS,electricity,Brunei,2030,14.161969,3.93388
ATS,electricity,Brunei,2031,13.990645,3.88629
ATS,electricity,Brunei,2032,13.737445,3.815957
ATS,electricity,Brunei,2033,13.540798,3.761333
ATS,electricity,Brunei,2034,13.335734,3.704371
ATS,electricity,Brunei,2035,13.08792,3.635533
ATS,electricity,Brunei,2036,13.000493,3.611248
ATS,electricity,Brunei,2037,12.863954,3.573321
ATS,electricity,Brunei,2038,12.838827,3.566341
ATS,electricity,Brunei,2039,12.818321,3.560645
ATS,electricity,Brunei,2040,12.793426,3.553729
ATS,electricity,Brunei,2041,12.782673,3.550742
ATS,electricity,Brunei,2042,12.817549,3.56043
ATS,electricity,Brunei,2043,12.805794,3.557165
ATS,electricity,Brunei,2044,12.790617,3.552949
ATS,electricity,Brunei,2045,12.778404,3.549557
ATS,electricity,Brunei,2046,12.792476,3.553466
ATS,electricity,Brunei,2047,12.754474,3.542909
ATS,electricity,Brunei,2048,12.744202,3.540056
ATS,electricity,Brunei,2049,12.68198,3.522772
ATS,electricity,Brunei,2050,12.614067,3.503908
ATS,electricity,Brunei,2051,12.57643,3.493453
ATS,electricity,Brunei,2052,12.527774,3.479937
ATS,electricity,Brunei,2053,12.489645,3.469346
ATS,electricity,Brunei,2054,12.44675,3.457431
ATS,electricity,Brunei,2055,12.397389,3.443719
ATS,electricity,Brunei,2056,12.372884,3.436912
ATS,electricity,Brunei,2057,12.370595,3.436276
ATS,electricity,Brunei,2058,12.362304,3.433973
ATS,electricity,Brunei,2059,12.350365,3.430657
ATS,electricity,Brunei,2060,12.333879,3.426078
ATS,electricity,Cambodia,2005,3.097755,0.860488
ATS,electricity,Cambodia,2006,3.852191,1.070053
ATS,electricity,Cambodia,2007,4.856135,1.348926
ATS,electricity,Cambodia,2008,6.029394,1.674832
ATS,electricity,Cambodia,2009,6.657581,1.849328
ATS,electricity,Cambodia,2010,8.121538,2.255983
ATS,electricity,Cambodia,2011,9.253699,2.570472
ATS,electricity,Cambodia,2012,11.722609,3.25628
ATS,electricity,Cambodia,2013,12.769087,3.546969
ATS,electricity,Cambodia,2014,14.445289,4.01258
ATS,electricity,Cambodia,2015,18.337426,5.093729
ATS,electricity,Cambodia,2016,21.184655,5.884626
ATS,electricity,Cambodia,2017,24.408462,6.780128
ATS,electricity,Cambodia,2018,31.151234,8.653121
ATS,electricity,Cambodia,2019,37.374251,10.381736
ATS,electricity,Cambodia,2020,40.675544,11.298762
ATS,electricity,Cambodia,2021,42.541882,11.817189
ATS,electricity,Cambodia,2022,47.148441,13.096789
ATS,electricity,Cambodia,2023,54.072922,15.020256
ATS,electricity,Cambodia,2024,56.305573,15.640437
ATS,electricity,Cambodia,2025,116.575701,32.382139
ATS,electricity,Cambodia,2026,116.719894,32.422193
ATS,electricity,Cambodia,2027,115.68333,32.134258
ATS,electricity,Cambodia,2028,114.052398,31.681222
ATS,electricity,Cambodia,2029,111.971282,31.103134
ATS,electricity,Cambodia,2030,108.545302,30.151473
ATS,electricity,Cambodia,2031,107.427466,29.840963
ATS,electricity,Cambodia,2032,106.243869,29.512186
ATS,electricity,Cambodia,2033,105.059797,29.183277
ATS,electricity,Cambodia,2034,103.825118,28.840311
ATS,electricity,Cambodia,2035,102.809142,28.558095
ATS,electricity,Cambodia,2036,102.919652,28.588792
ATS,electricity,Cambodia,2037,103.286503,28.690695
ATS,electricity,Cambodia,2038,104.487992,29.024442
ATS,electricity,Cambodia,2039,105.828011,29.39667
ATS,electricity,Cambodia,2040,107.284646,29.801291
ATS,electricity,Cambodia,2041,108.961626,30.267118
ATS,electricity,Cambodia,2042,110.738929,30.760814
ATS,electricity,Cambodia,2043,112.457261,31.238128
ATS,electricity,Cambodia,2044,114.074867,31.687463
ATS,electricity,Cambodia,2045,115.762692,32.156303
ATS,electricity,Cambodia,2046,117.085083,32.523634
ATS,electricity,Cambodia,2047,118.394755,32.887432
ATS,electricity,Cambodia,2048,119.521272,33.200353
ATS,electricity,Cambodia,2049,120.561382,33.489273
ATS,electricity,Cambodia,2050,121.613962,33.781656
ATS,electricity,Cambodia,2051,122.220356,33.950099
ATS,electricity,Cambodia,2052,122.789597,34.108221
ATS,electricity,Cambodia,2053,123.740411,34.372336
ATS,electricity,Cambodia,2054,124.70069,34.639081
ATS,electricity,Cambodia,2055,125.656959,34.904711
ATS,electricity,Cambodia,2056,126.283258,35.078683
ATS,electricity,Cambodia,2057,126.840111,35.233364
ATS,electricity,Cambodia,2058,127.286133,35.357259
ATS,electricity,Cambodia,2059,127.666768,35.462991
ATS,electricity,Cambodia,2060,127.967346,35.546485
ATS,electricity,Indonesia,2005,383.67416,106.576156
ATS,electricity,Indonesia,2006,403.619623,112.116562
ATS,electricity,Indonesia,2007,434.260054,120.627793
ATS,electricity,Indonesia,2008,461.970501,128.325139
ATS,electricity,Indonesia,2009,481.756156,133.821154
ATS,electricity,Indonesia,2010,529.636166,147.121157
ATS,electricity,Indonesia,2011,572.260044,158.961123
ATS,electricity,Indonesia,2012,622.979762,173.049934
ATS,electricity,Indonesia,2013,671.379472,186.494298
ATS,electricity,Indonesia,2014,711.015939,197.504427
ATS,electricity,Indonesia,2015,714.268709,198.407975
ATS,electricity,Indonesia,2016,738.730224,205.20284
ATS,electricity,Indonesia,2017,778.876102,216.354473
ATS,electricity,Indonesia,2018,914.635024,254.065284
ATS,electricity,Indonesia,2019,926.825663,257.451573
ATS,electricity,Indonesia,2020,945.534946,262.648596
ATS,electricity,Indonesia,2021,981.234103,272.565029
ATS,electricity,Indonesia,2022,1068.835951,296.898875
ATS,electricity,Indonesia,2023,1134.014554,315.004043
ATS,electricity,Indonesia,2024,1209.701693,336.028248
ATS,electricity,Indonesia,2025,1697.485027,471.523619
ATS,electricity,Indonesia,2026,1756.726487,487.97958
ATS,electricity,Indonesia,2027,1823.084117,506.412255
ATS,electricity,Indonesia,2028,1891.142046,525.317235
ATS,electricity,Indonesia,2029,1963.111579,545.308772
ATS,electricity,Indonesia,2030,2037.830808,566.064113
ATS,electricity,Indonesia,2031,2144.365956,595.65721
ATS,electricity,Indonesia,2032,2259.802261,627.72285
ATS,electricity,Indonesia,2033,2384.572991,662.381386
ATS,electricity,Indonesia,2034,2519.581567,699.883769
ATS,electricity,Indonesia,2035,2662.092801,739.470223
ATS,electricity,Indonesia,2036,2823.342412,784.261781
ATS,electricity,Indonesia,2037,2984.680193,829.077831
ATS,electricity,Indonesia,2038,3156.358389,876.766219
ATS,electricity,Indonesia,2039,3333.416265,925.948962
ATS,electricity,Indonesia,2040,3515.006938,976.390816
ATS,electricity,Indonesia,2041,3703.409799,1028.724944
ATS,electricity,Indonesia,2042,3895.323099,1082.034194
ATS,electricity,Indonesia,2043,4095.643303,1137.678695
ATS,electricity,Indonesia,2044,4300.598502,1194.610695
ATS,electricity,Indonesia,2045,4508.725159,1252.423655
ATS,electricity,Indonesia,2046,4713.283733,1309.245481
ATS,electricity,Indonesia,2047,4917.216471,1365.893464
ATS,electricity,Indonesia,2048,5116.867205,1421.352001
ATS,electricity,Indonesia,2049,5312.577796,1475.716054
ATS,electricity,Indonesia,2050,5504.735785,1529.093274
ATS,electricity,Indonesia,2051,5699.51136,1583.1976
ATS,electricity,Indonesia,2052,5889.705131,1636.029203
ATS,electricity,Indonesia,2053,6084.352495,1690.097915
ATS,electricity,Indonesia,2054,6274.956969,1743.043603
ATS,electricity,Indonesia,2055,6460.725896,1794.646082
ATS,electricity,Indonesia,2056,6631.772323,1842.158979
ATS,electricity,Indonesia,2057,6794.893074,1887.470298
ATS,electricity,Indonesia,2058,6949.112236,1930.308954
ATS,electricity,Indonesia,2059,7094.395683,1970.665467
ATS,electricity,Indonesia,2060,7229.662035,2008.239454
ATS,electricity,Laos,2005,3.64022,1.011172
ATS,electricity,Laos,2006,5.062755,1.406321
ATS,electricity,Laos,2007,5.823941,1.617761
ATS,electricity,Laos,2008,6.897569,1.915991
ATS,electricity,Laos,2009,8.129482,2.258189
ATS,electricity,Laos,2010,8.788747,2.441319
ATS,electricity,Laos,2011,9.201623,2.556006
ATS,electricity,Laos,2012,11.072068,3.075574
ATS,electricity,Laos,2013,12.173877,3.381633
ATS,electricity,Laos,2014,13.653005,3.792501
ATS,electricity,Laos,2015,15.261242,4.239234
ATS,electricity,Laos,2016,16.779467,4.660963
ATS,electricity,Laos,2017,17.882303,4.967306
ATS,electricity,Laos,2018,19.503513,5.417643
ATS,electricity,Laos,2019,23.749964,6.597212
ATS,electricity,Laos,2020,28.008106,7.780029
ATS,electricity,Laos,2021,28.845667,8.012685
ATS,electricity,Laos,2022,34.944732,9.70687
ATS,electricity,Laos,2023,41.707937,11.585538
ATS,electricity,Laos,2024,45.300715,12.583532
ATS,electricity,Laos,2025,149.535496,41.537638
ATS,electricity,Laos,2026,153.294333,42.581759
ATS,electricity,Laos,2027,154.799346,42.999818
ATS,electricity,Laos,2028,155.402261,43.167295
ATS,electricity,Laos,2029,155.966614,43.324059
ATS,electricity,Laos,2030,150.30661,41.751836
ATS,electricity,Laos,2031,149.327577,41.479883
ATS,electricity,Laos,2032,148.05635,41.126764
ATS,electricity,Laos,2033,146.579849,40.716625
ATS,electricity,Laos,2034,144.755693,40.209915
ATS,electricity,Laos,2035,143.14161,39.761558
ATS,electricity,Laos,2036,143.799058,39.944183
ATS,electricity,Laos,2037,144.666142,40.185039
ATS,electricity,Laos,2038,145.784447,40.49568
ATS,electricity,Laos,2039,147.104954,40.862487
ATS,electricity,Laos,2040,148.570185,41.269496
ATS,electricity,Laos,2041,150.704204,41.862279
ATS,electricity,Laos,2042,153.015851,42.504403
ATS,electricity,Laos,2043,155.568478,43.213466
ATS,electricity,Laos,2044,158.270023,43.963895
ATS,electricity,Laos,2045,161.223418,44.784283
ATS,electricity,Laos,2046,163.810829,45.503008
ATS,electricity,Laos,2047,166.449722,46.236034
ATS,electricity,Laos,2048,168.741132,46.872537
ATS,electricity,Laos,2049,170.915874,47.476632
ATS,electricity,Laos,2050,173.238861,48.121906
ATS,electricity,Laos,2051,175.171859,48.65885
ATS,electricity,Laos,2052,177.076566,49.187935
ATS,electricity,Laos,2053,180.029827,50.008285
ATS,electricity,Laos,2054,183.090914,50.858587
ATS,electricity,Laos,2055,186.223388,51.728719
ATS,electricity,Laos,2056,188.39276,52.331322
ATS,electricity,Laos,2057,190.361172,52.878103
ATS,electricity,Laos,2058,192.052994,53.348054
ATS,electricity,Laos,2059,193.526438,53.757344
ATS,electricity,Laos,2060,194.728629,54.091286
ATS,electricity,Malaysia,2005,290.686844,80.746346
ATS,electricity,Malaysia,2006,304.49197,84.581103
ATS,electricity,Malaysia,2007,321.82007,89.394464
ATS,electricity,Malaysia,2008,334.494371,92.915103
ATS,electricity,Malaysia,2009,347.069919,96.408311
ATS,electricity,Malaysia,2010,376.674036,104.631677
ATS,electricity,Malaysia,2011,386.836227,107.454507
ATS,electricity,Malaysia,2012,419.409419,116.502616
ATS,electricity,Malaysia,2013,443.177747,123.10493
ATS,electricity,Malaysia,2014,462.606989,128.501941
ATS,electricity,Malaysia,2015,476.564953,132.379154
ATS,electricity,Malaysia,2016,519.175374,144.215382
ATS,electricity,Malaysia,2017,528.209292,146.724803
ATS,electricity,Malaysia,2018,551.184598,153.106833
ATS,electricity,Malaysia,2019,572.03869,158.899636
ATS,electricity,Malaysia,2020,549.191957,152.553321
ATS,electricity,Malaysia,2021,558.222189,155.061719
ATS,electricity,Malaysia,2022,606.741476,168.539299
ATS,electricity,Malaysia,2023,650.573808,180.714947
ATS,electricity,Malaysia,2024,683.16815,189.768931
ATS,electricity,Malaysia,2025,716.325807,198.979391
ATS,electricity,Malaysia,2026,751.665193,208.795887
ATS,electricity,Malaysia,2027,782.793047,217.442513
ATS,electricity,Malaysia,2028,813.687948,226.02443
ATS,electricity,Malaysia,2029,844.862755,234.684099
ATS,electricity,Malaysia,2030,878.152009,243.931114
ATS,electricity,Malaysia,2031,925.989896,257.219416
ATS,electricity,Malaysia,2032,967.267228,268.685341
ATS,electricity,Malaysia,2033,1006.156897,279.488027
ATS,electricity,Malaysia,2034,1042.790554,289.664043
ATS,electricity,Malaysia,2035,1085.914376,301.642882
ATS,electricity,Malaysia,2036,1134.281326,315.078146
ATS,electricity,Malaysia,2037,1174.47237,326.242325
ATS,electricity,Malaysia,2038,1224.87435,340.242875
ATS,electricity,Malaysia,2039,1274.718655,354.088515
ATS,electricity,Malaysia,2040,1323.81857,367.727381
ATS,electricity,Malaysia,2041,1379.765237,383.268121
ATS,electricity,Malaysia,2042,1427.561411,396.544836
ATS,electricity,Malaysia,2043,1474.312659,409.531294
ATS,electricity,Malaysia,2044,1526.267693,423.963248
ATS,electricity,Malaysia,2045,1570.204052,436.167792
ATS,electricity,Malaysia,2046,1618.179536,449.494316
ATS,electricity,Malaysia,2047,1664.309944,462.308318
ATS,electricity,Malaysia,2048,1708.04978,474.458272
ATS,electricity,Malaysia,2049,1749.719624,486.033229
ATS,electricity,Malaysia,2050,1783.737171,495.482547
ATS,electricity,Malaysia,2051,1819.231274,505.342021
ATS,electricity,Malaysia,2052,1854.127021,515.035284
ATS,electricity,Malaysia,2053,1889.752851,524.931348
ATS,electricity,Malaysia,2054,1925.062765,534.739657
ATS,electricity,Malaysia,2055,1960.051247,544.45868
ATS,electricity,Malaysia,2056,1993.41202,553.725561
ATS,electricity,Malaysia,2057,2026.268906,562.852474
ATS,electricity,Malaysia,2058,2058.581062,571.828073
ATS,electricity,Malaysia,2059,2090.504513,580.695698
ATS,electricity,Malaysia,2060,2121.996345,589.443429
ATS,electricity,Myanmar,2005,15.672225,4.353396
ATS,electricity,Myanmar,2006,15.68055,4.355708
ATS,electricity,Myanmar,2007,15.980659,4.439072
ATS,electricity,Myanmar,2008,16.927988,4.702219
ATS,electricity,Myanmar,2009,17.97925,4.994236
ATS,electricity,Myanmar,2010,22.727891,6.313303
ATS,electricity,Myanmar,2011,27.727364,7.702046
ATS,electricity,Myanmar,2012,29.7353,8.259806
ATS,electricity,Myanmar,2013,34.626958,9.618599
ATS,electricity,Myanmar,2014,40.596583,11.276829
ATS,electricity,Myanmar,2015,48.278076,13.410577
ATS,electricity,Myanmar,2016,55.322193,15.367276
ATS,electricity,Myanmar,2017,61.379292,17.049803
ATS,electricity,Myanmar,2018,67.662578,18.795161
ATS,electricity,Myanmar,2019,69.985278,19.440355
ATS,electricity,Myanmar,2020,72.038574,20.010715
ATS,electricity,Myanmar,2021,82.852965,23.014712
ATS,electricity,Myanmar,2022,48.769103,13.546973
ATS,electricity,Myanmar,2023,71.749405,19.93039
ATS,electricity,Myanmar,2024,64.674209,17.965058
ATS,electricity,Myanmar,2025,95.43818,26.510606
ATS,electricity,Myanmar,2026,96.614408,26.837336
ATS,electricity,Myanmar,2027,97.285086,27.023635
ATS,electricity,Myanmar,2028,97.68666,27.135183
ATS,electricity,Myanmar,2029,97.896584,27.193496
ATS,electricity,Myanmar,2030,97.077807,26.966057
ATS,electricity,Myanmar,2031,98.341144,27.316984
ATS,electricity,Myanmar,2032,99.58112,27.661422
ATS,electricity,Myanmar,2033,100.85808,28.016133
ATS,electricity,Myanmar,2034,102.181612,28.383781
ATS,electricity,Myanmar,2035,103.678555,28.799599
ATS,electricity,Myanmar,2036,105.615552,29.337653
ATS,electricity,Myanmar,2037,107.761902,29.933862
ATS,electricity,Myanmar,2038,110.249802,30.624945
ATS,electricity,Myanmar,2039,112.985365,31.384824
ATS,electricity,Myanmar,2040,115.904022,32.195562
ATS,electricity,Myanmar,2041,119.211614,33.114337
ATS,electricity,Myanmar,2042,122.626886,34.063024
ATS,electricity,Myanmar,2043,126.180176,35.050049
ATS,electricity,Myanmar,2044,129.840726,36.066868
ATS,electricity,Myanmar,2045,133.630347,37.119541
ATS,electricity,Myanmar,2046,136.84943,38.013731
ATS,electricity,Myanmar,2047,139.950601,38.875167
ATS,electricity,Myanmar,2048,142.978686,39.716302
ATS,electricity,Myanmar,2049,145.982116,40.550588
ATS,electricity,Myanmar,2050,148.985098,41.384749
ATS,electricity,Myanmar,2051,151.145149,41.984764
ATS,electricity,Myanmar,2052,153.319538,42.588761
ATS,electricity,Myanmar,2053,155.37146,43.158739
ATS,electricity,Myanmar,2054,157.277816,43.688282
ATS,electricity,Myanmar,2055,159.181628,44.217119
ATS,electricity,Myanmar,2056,160.966511,44.71292
ATS,electricity,Myanmar,2057,162.735532,45.204314
ATS,electricity,Myanmar,2058,164.480427,45.689008
ATS,electricity,Myanmar,2059,166.219874,46.172187
ATS,electricity,Myanmar,2060,167.943977,46.651105
ATS,electricity,Philippines,2005,162.572452,45.159014
ATS,electricity,Philippines,2006,164.421234,45.672565
ATS,electricity,Philippines,2007,172.850975,48.01416
ATS,electricity,Philippines,2008,177.136908,49.204697
ATS,electricity,Philippines,2009,183.121975,50.867215
ATS,electricity,Philippines,2010,198.961575,55.267104
ATS,electricity,Philippines,2011,201.953528,56.098202
ATS,electricity,Philippines,2012,213.156084,59.210023
ATS,electricity,Philippines,2013,221.632702,61.564639
ATS,electricity,Philippines,2014,228.046067,63.34613
ATS,electricity,Philippines,2015,244.108244,67.807846
ATS,electricity,Philippines,2016,266.947338,74.152038
ATS,electricity,Philippines,2017,280.058866,77.794129
ATS,electricity,Philippines,2018,297.437281,82.621467
ATS,electricity,Philippines,2019,313.646271,87.123964
ATS,electricity,Philippines,2020,299.663541,83.239872
ATS,electricity,Philippines,2021,314.711101,87.41975
ATS,electricity,Philippines,2022,328.833826,91.342729
ATS,electricity,Philippines,2023,343.341836,95.372732
ATS,electricity,Philippines,2024,364.323463,101.200962
ATS,electricity,Philippines,2025,391.760373,108.822326
ATS,electricity,Philippines,2026,400.09787,111.138297
ATS,electricity,Philippines,2027,406.821635,113.00601
ATS,electricity,Philippines,2028,413.237513,114.788198
ATS,electricity,Philippines,2029,419.45585,116.515514
ATS,electricity,Philippines,2030,421.956186,117.210052
ATS,electricity,Philippines,2031,431.044561,119.7346
ATS,electricity,Philippines,2032,442.396164,122.887823
ATS,electricity,Philippines,2033,450.961573,125.267104
ATS,electricity,Philippines,2034,461.869887,128.297191
ATS,electricity,Philippines,2035,470.298935,130.638593
ATS,electricity,Philippines,2036,482.220719,133.9502
ATS,electricity,Philippines,2037,494.122426,137.256229
ATS,electricity,Philippines,2038,508.480248,141.244513
ATS,electricity,Philippines,2039,525.287169,145.913103
ATS,electricity,Philippines,2040,539.775561,149.937656
ATS,electricity,Philippines,2041,557.629706,154.897141
ATS,electricity,Philippines,2042,575.461047,159.850291
ATS,electricity,Philippines,2043,593.314815,164.809671
ATS,electricity,Philippines,2044,611.11152,169.7532
ATS,electricity,Philippines,2045,628.90235,174.695097
ATS,electricity,Philippines,2046,646.40779,179.557719
ATS,electricity,Philippines,2047,666.070714,185.019643
ATS,electricity,Philippines,2048,685.693748,190.470486
ATS,electricity,Philippines,2049,703.188757,195.33021
ATS,electricity,Philippines,2050,722.532326,200.703424
ATS,electricity,Philippines,2051,744.276299,206.743416
ATS,electricity,Philippines,2052,765.669689,212.686025
ATS,electricity,Philippines,2053,788.15554,218.932094
ATS,electricity,Philippines,2054,811.499346,225.416485
ATS,electricity,Philippines,2055,835.734941,232.148595
ATS,electricity,Philippines,2056,860.615457,239.059849
ATS,electricity,Philippines,2057,886.441707,246.233807
ATS,electricity,Philippines,2058,913.333315,253.703699
ATS,electricity,Philippines,2059,941.338966,261.483046
ATS,electricity,Philippines,2060,970.892647,269.692402
ATS,electricity,Singapore,2005,127.781932,35.494981
ATS,electricity,Singapore,2006,132.471859,36.797739
ATS,electricity,Singapore,2007,137.921161,38.311434
ATS,electricity,Singapore,2008,140.355412,38.987614
ATS,electricity,Singapore,2009,142.272759,39.520211
ATS,electricity,Singapore,2010,155.15278,43.097994
ATS,electricity,Singapore,2011,158.194837,43.94301
ATS,electricity,Singapore,2012,162.638386,45.177329
ATS,electricity,Singapore,2013,165.746666,46.040741
ATS,electricity,Singapore,2014,171.402429,47.611786
ATS,electricity,Singapore,2015,175.513329,48.753702
ATS,electricity,Singapore,2016,180.339307,50.094252
ATS,electricity,Singapore,2017,182.83663,50.787953
ATS,electricity,Singapore,2018,187.33208,52.036689
ATS,electricity,Singapore,2019,186.064934,51.684704
ATS,electricity,Singapore,2020,213.67792,59.354978
ATS,electricity,Singapore,2021,192.642956,53.511932
ATS,electricity,Singapore,2022,196.573686,54.603802
ATS,electricity,Singapore,2023,195.071392,54.186498
ATS,electricity,Singapore,2024,198.837333,55.232592
ATS,electricity,Singapore,2025,293.11175,81.419931
ATS,electricity,Singapore,2026,300.627112,83.507531
ATS,electricity,Singapore,2027,305.564301,84.878972
ATS,electricity,Singapore,2028,309.331971,85.925548
ATS,electricity,Singapore,2029,312.483023,86.80084
ATS,electricity,Singapore,2030,316.415807,87.89328
ATS,electricity,Singapore,2031,322.616247,89.615624
ATS,electricity,Singapore,2032,327.588972,90.996937
ATS,electricity,Singapore,2033,331.252552,92.014598
ATS,electricity,Singapore,2034,334.192669,92.831297
ATS,electricity,Singapore,2035,337.188716,93.663532
ATS,electricity,Singapore,2036,341.847534,94.957648
ATS,electricity,Singapore,2037,346.320446,96.200124
ATS,electricity,Singapore,2038,351.379142,97.605317
ATS,electricity,Singapore,2039,356.638283,99.06619
ATS,electricity,Singapore,2040,361.292109,100.358919
ATS,electricity,Singapore,2041,366.342252,101.761737
ATS,electricity,Singapore,2042,370.95096,103.041933
ATS,electricity,Singapore,2043,375.754732,104.376314
ATS,electricity,Singapore,2044,380.359895,105.655526
ATS,electricity,Singapore,2045,384.673288,106.853691
ATS,electricity,Singapore,2046,388.699268,107.972019
ATS,electricity,Singapore,2047,392.177908,108.938308
ATS,electricity,Singapore,2048,395.394293,109.831748
ATS,electricity,Singapore,2049,398.104284,110.584523
ATS,electricity,Singapore,2050,400.657416,111.293727
ATS,electricity,Singapore,2051,403.587603,112.107668
ATS,electricity,Singapore,2052,406.071892,112.797748
ATS,electricity,Singapore,2053,409.583916,113.77331
ATS,electricity,Singapore,2054,413.217181,114.78255
ATS,electricity,Singapore,2055,416.768119,115.768922
ATS,electricity,Singapore,2056,419.474715,116.520754
ATS,electricity,Singapore,2057,422.042385,117.233996
ATS,electricity,Singapore,2058,424.261092,117.850303
ATS,electricity,Singapore,2059,426.372958,118.436933
ATS,electricity,Singapore,2060,428.329033,118.980287
ATS,electricity,Thailand,2005,428.361013,118.98917
ATS,electricity,Thailand,2006,451.743645,125.484346
ATS,electricity,Thailand,2007,470.76678,130.76855
ATS,electricity,Thailand,2008,479.016227,133.060063
ATS,electricity,Thailand,2009,482.370123,133.991701
ATS,electricity,Thailand,2010,532.715756,147.976599
ATS,electricity,Thailand,2011,530.502198,147.361722
ATS,electricity,Thailand,2012,577.051791,160.292164
ATS,electricity,Thailand,2013,586.228806,162.841335
ATS,electricity,Thailand,2014,601.700679,167.139078
ATS,electricity,Thailand,2015,647.06753,179.740981
ATS,electricity,Thailand,2016,679.648176,188.79116
ATS,electricity,Thailand,2017,691.50344,192.084289
ATS,electricity,Thailand,2018,703.880889,195.522469
ATS,electricity,Thailand,2019,727.319262,202.033128
ATS,electricity,Thailand,2020,702.493454,195.137071
ATS,electricity,Thailand,2021,718.280073,199.522243
ATS,electricity,Thailand,2022,745.094853,206.970792
ATS,electricity,Thailand,2023,782.658738,217.405205
ATS,electricity,Thailand,2024,809.53042,224.869561
ATS,electricity,Thailand,2025,831.743761,231.039934
ATS,electricity,Thailand,2026,838.325046,232.868068
ATS,electricity,Thailand,2027,843.627467,234.340963
ATS,electricity,Thailand,2028,848.812578,235.781272
ATS,electricity,Thailand,2029,850.963845,236.378846
ATS,electricity,Thailand,2030,860.953935,239.153871
ATS,electricity,Thailand,2031,888.82022,246.894506
ATS,electricity,Thailand,2032,923.060769,256.405769
ATS,electricity,Thailand,2033,953.79042,264.941783
ATS,electricity,Thailand,2034,990.760721,275.211311
ATS,electricity,Thailand,2035,1029.043376,285.845382
ATS,electricity,Thailand,2036,1067.686087,296.579469
ATS,electricity,Thailand,2037,1105.728769,307.14688
ATS,electricity,Thailand,2038,1144.805286,318.001468
ATS,electricity,Thailand,2039,1189.139805,330.316612
ATS,electricity,Thailand,2040,1228.749559,341.319322
ATS,electricity,Thailand,2041,1274.787727,354.107702
ATS,electricity,Thailand,2042,1320.729206,366.869224
ATS,electricity,Thailand,2043,1366.420455,379.561238
ATS,electricity,Thailand,2044,1411.415014,392.059726
ATS,electricity,Thailand,2045,1455.624502,404.340139
ATS,electricity,Thailand,2046,1498.660789,416.294664
ATS,electricity,Thailand,2047,1545.882651,429.411847
ATS,electricity,Thailand,2048,1591.934562,442.204045
ATS,electricity,Thailand,2049,1631.920281,453.311189
ATS,electricity,Thailand,2050,1675.992942,465.553595
ATS,electricity,Thailand,2051,1721.516848,478.199124
ATS,electricity,Thailand,2052,1767.249273,490.902576
ATS,electricity,Thailand,2053,1813.99316,503.886989
ATS,electricity,Thailand,2054,1861.154724,516.987423
ATS,electricity,Thailand,2055,1908.746774,530.207437
ATS,electricity,Thailand,2056,1956.041939,543.344983
ATS,electricity,Thailand,2057,2003.677137,556.576982
ATS,electricity,Thailand,2058,2051.648384,569.902329
ATS,electricity,Thailand,2059,2100.015218,583.337561
ATS,electricity,Thailand,2060,2148.771923,596.88109
ATS,electricity,Vietnam,2005,166.089242,46.135901
ATS,electricity,Vietnam,2006,193.892512,53.859031
ATS,electricity,Vietnam,2007,218.510189,60.697275
ATS,electricity,Vietnam,2008,242.874162,67.465045
ATS,electricity,Vietnam,2009,281.422252,78.172848
ATS,electricity,Vietnam,2010,312.378028,86.771674
ATS,electricity,Vietnam,2011,340.807932,94.66887
ATS,electricity,Vietnam,2012,379.446602,105.401834
ATS,electricity,Vietnam,2013,418.177316,116.160366
ATS,electricity,Vietnam,2014,462.473756,128.464932
ATS,electricity,Vietnam,2015,507.02713,140.840869
ATS,electricity,Vietnam,2016,566.998776,157.49966
ATS,electricity,Vietnam,2017,622.476949,172.910264
ATS,electricity,Vietnam,2018,691.114719,191.976311
ATS,electricity,Vietnam,2019,755.468987,209.852496
ATS,electricity,Vietnam,2020,788.283088,218.967524
ATS,electricity,Vietnam,2021,809.130076,224.758354
ATS,electricity,Vietnam,2022,870.877171,241.910325
ATS,electricity,Vietnam,2023,900.245087,250.06808
ATS,electricity,Vietnam,2024,974.335904,270.648862
ATS,electricity,Vietnam,2025,1005.690783,279.358551
