scenario_code,carrier,region,year,value_pj,value_twh
BAS,electricity,Vietnam,2021,809.130076,224.758354
BAS,electricity,Vietnam,2022,870.877171,241.910325
BAS,electricity,Vietnam,2023,900.245087,250.06808
BAS,electricity,Vietnam,2024,974.335904,270.648862
BAS,electricity,Vietnam,2025,1006.926495,279.701804
BAS,electricity,Vietnam,2026,1035.778233,287.716176
BAS,electricity,Vietnam,2027,1064.953003,295.820279
BAS,electricity,Vietnam,2028,1095.447771,304.291047
BAS,electricity,Vietnam,2029,1127.611912,313.225531
BAS,electricity,Vietnam,2030,1152.482917,320.134144
BAS,electricity,Vietnam,2031,1181.25287,328.125797
BAS,electricity,Vietnam,2032,1210.96146,336.378183
BAS,electricity,Vietnam,2033,1241.628742,344.896873
BAS,electricity,Vietnam,2034,1275.477421,354.299284
BAS,electricity,Vietnam,2035,1310.946272,364.151742
BAS,electricity,Vietnam,2036,1350.182868,375.050797
BAS,electricity,Vietnam,2037,1391.274244,386.465068
BAS,electricity,Vietnam,2038,1439.856612,399.96017
BAS,electricity,Vietnam,2039,1485.979173,412.771992
BAS,electricity,Vietnam,2040,1545.178174,429.216159
BAS,electricity,Vietnam,2041,1608.992919,446.942477
BAS,electricity,Vietnam,2042,1673.477637,464.854899
BAS,electricity,Vietnam,2043,1738.264857,482.851349
BAS,electricity,Vietnam,2044,1803.019383,500.838717
BAS,electricity,Vietnam,2045,1868.324612,518.979059
BAS,electricity,Vietnam,2046,1933.481615,537.078226
BAS,electricity,Vietnam,2047,1998.436177,555.12116
BAS,electricity,Vietnam,2048,2074.148674,576.152409
BAS,electricity,Vietnam,2049,2138.94594,594.15165
BAS,electricity,Vietnam,2050,2215.699782,615.472162
BAS,electricity,Vietnam,2051,2295.110129,637.530591
BAS,electricity,Vietnam,2052,2378.375533,660.65987
BAS,electricity,Vietnam,2053,2466.411654,685.114348
BAS,electricity,Vietnam,2054,2558.086487,710.57958
BAS,electricity,Vietnam,2055,2652.619815,736.838837
BAS,electricity,Vietnam,2056,2749.425867,763.729408
BAS,electricity,Vietnam,2057,2849.573516,791.548199
BAS,electricity,Vietnam,2058,2952.67018,820.186161
BAS,electricity,Vietnam,2059,3058.81356,849.670433
BAS,electricity,Vietnam,2060,3168.307228,880.085341
BAS,mixed,Cambodia,2025,3.944963,1.095823
BAS,mixed,Cambodia,2026,4.185288,1.16258
BAS,mixed,Cambodia,2027,4.434442,1.231789
BAS,mixed,Cambodia,2028,4.690024,1.302784
BAS,mixed,Cambodia,2029,4.948008,1.374447
BAS,mixed,Cambodia,2030,4.992427,1.386785
BAS,mixed,Cambodia,2031,5.129407,1.424835
BAS,mixed,Cambodia,2032,5.270172,1.463937
BAS,mixed,Cambodia,2033,5.414782,1.504106
BAS,mixed,Cambodia,2034,5.563355,1.545376
BAS,mixed,Cambodia,2035,5.716013,1.587781
BAS,mixed,Cambodia,2036,5.874828,1.631897
BAS,mixed,Cambodia,2037,6.038028,1.67723
BAS,mixed,Cambodia,2038,6.205732,1.723814
BAS,mixed,Cambodia,2039,6.378152,1.771709
BAS,mixed,Cambodia,2040,6.555317,1.820921
BAS,mixed,Cambodia,2041,6.732873,1.870242
BAS,mixed,Cambodia,2042,6.915203,1.92089
BAS,mixed,Cambodia,2043,7.10249,1.972914
BAS,mixed,Cambodia,2044,7.294851,2.026347
BAS,mixed,Cambodia,2045,7.492409,2.081225
BAS,mixed,Cambodia,2046,7.682458,2.134016
BAS,mixed,Cambodia,2047,7.877313,2.188143
BAS,mixed,Cambodia,2048,8.077093,2.243637
BAS,mixed,Cambodia,2049,8.281948,2.300541
BAS,mixed,Cambodia,2050,8.491999,2.358889
BAS,mixed,Cambodia,2051,8.707378,2.418716
BAS,mixed,Cambodia,2052,8.928219,2.480061
BAS,mixed,Cambodia,2053,9.154662,2.542962
BAS,mixed,Cambodia,2054,9.386847,2.607457
BAS,mixed,Cambodia,2055,9.624922,2.673589
BAS,mixed,Cambodia,2056,9.869034,2.741398
BAS,mixed,Cambodia,2057,10.119338,2.810927
BAS,mixed,Cambodia,2058,10.37599,2.882219
BAS,mixed,Cambodia,2059,10.639151,2.95532
BAS,mixed,Cambodia,2060,10.908987,3.030274
BAS,mixed,Indonesia,2025,1162.678468,322.966241
BAS,mixed,Indonesia,2026,1259.866051,349.962792
BAS,mixed,Indonesia,2027,1377.419625,382.616562
BAS,mixed,Indonesia,2028,1505.586696,418.218527
BAS,mixed,Indonesia,2029,1647.113746,457.531596
BAS,mixed,Indonesia,2030,1798.802755,499.667432
BAS,mixed,Indonesia,2031,1963.1417,545.317139
BAS,mixed,Indonesia,2032,2141.352062,594.820017
BAS,mixed,Indonesia,2033,2334.781257,648.550349
BAS,mixed,Indonesia,2034,2547.290121,707.580589
BAS,mixed,Indonesia,2035,2770.957814,769.710504
BAS,mixed,Indonesia,2036,3004.302191,834.528386
BAS,mixed,Indonesia,2037,3246.845679,901.901578
BAS,mixed,Indonesia,2038,3499.655767,972.126602
BAS,mixed,Indonesia,2039,3762.482682,1045.134078
BAS,mixed,Indonesia,2040,4035.039519,1120.844311
BAS,mixed,Indonesia,2041,4317.007424,1199.168729
BAS,mixed,Indonesia,2042,4608.057156,1280.015877
BAS,mixed,Indonesia,2043,4907.83141,1363.286503
BAS,mixed,Indonesia,2044,5218.434734,1449.565204
BAS,mixed,Indonesia,2045,5538.411503,1538.44764
BAS,mixed,Indonesia,2046,5868.173531,1630.048203
BAS,mixed,Indonesia,2047,6205.960167,1723.877824
BAS,mixed,Indonesia,2048,6551.508241,1819.8634
BAS,mixed,Indonesia,2049,6901.97409,1917.215025
BAS,mixed,Indonesia,2050,7256.758326,2015.766202
BAS,mixed,Indonesia,2051,7616.029785,2115.563829
BAS,mixed,Indonesia,2052,7978.613979,2216.281661
BAS,mixed,Indonesia,2053,8344.829964,2318.008323
BAS,mixed,Indonesia,2054,8713.534674,2420.426298
BAS,mixed,Indonesia,2055,9085.22692,2523.674144
BAS,mixed,Indonesia,2056,9458.778677,2627.438521
BAS,mixed,Indonesia,2057,9836.759357,2732.433155
BAS,mixed,Indonesia,2058,10220.237518,2838.954866
BAS,mixed,Indonesia,2059,10609.456381,2947.071217
BAS,mixed,Indonesia,2060,11004.662797,3056.850777
BAS,mixed,Malaysia,2025,128.549273,35.708131
BAS,mixed,Malaysia,2026,135.01402,37.503894
BAS,mixed,Malaysia,2027,141.095501,39.193195
BAS,mixed,Malaysia,2028,147.369753,40.936042
BAS,mixed,Malaysia,2029,153.838856,42.733016
BAS,mixed,Malaysia,2030,160.882676,44.689632
BAS,mixed,Malaysia,2031,168.891138,46.914205
BAS,mixed,Malaysia,2032,176.024515,48.895699
BAS,mixed,Malaysia,2033,183.111038,50.864177
BAS,mixed,Malaysia,2034,190.149753,52.819376
BAS,mixed,Malaysia,2035,198.821916,55.22831
BAS,mixed,Malaysia,2036,207.445779,57.623827
BAS,mixed,Malaysia,2037,214.330287,59.536191
BAS,mixed,Malaysia,2038,222.850975,61.903049
BAS,mixed,Malaysia,2039,231.32091,64.255808
BAS,mixed,Malaysia,2040,239.741423,66.59484
BAS,mixed,Malaysia,2041,249.801581,69.389328
BAS,mixed,Malaysia,2042,258.129547,71.702652
BAS,mixed,Malaysia,2043,266.417788,74.004941
BAS,mixed,Malaysia,2044,276.356186,76.765607
BAS,mixed,Malaysia,2045,284.580337,79.050094
BAS,mixed,Malaysia,2046,294.466951,81.796375
BAS,mixed,Malaysia,2047,304.339764,84.538823
BAS,mixed,Malaysia,2048,314.207153,87.279765
BAS,mixed,Malaysia,2049,324.081469,90.02263
BAS,mixed,Malaysia,2050,332.296891,92.304692
BAS,mixed,Malaysia,2051,340.763808,94.656613
BAS,mixed,Malaysia,2052,349.501975,97.083882
BAS,mixed,Malaysia,2053,358.532037,99.592232
BAS,mixed,Malaysia,2054,367.876709,102.187975
BAS,mixed,Malaysia,2055,377.560339,104.877872
BAS,mixed,Malaysia,2056,387.608386,107.668996
BAS,mixed,Malaysia,2057,398.049333,110.569259
BAS,mixed,Malaysia,2058,408.911715,113.586588
BAS,mixed,Malaysia,2059,420.22796,116.729989
BAS,mixed,Malaysia,2060,432.031349,120.008708
BAS,mixed,Myanmar,2025,46.834488,13.00958
BAS,mixed,Myanmar,2026,47.780181,13.272272
BAS,mixed,Myanmar,2027,48.74671,13.540753
BAS,mixed,Myanmar,2028,49.730379,13.813994
BAS,mixed,Myanmar,2029,50.731523,14.09209
BAS,mixed,Myanmar,2030,51.030287,14.17508
BAS,mixed,Myanmar,2031,52.508142,14.585595
BAS,mixed,Myanmar,2032,54.028678,15.007966
BAS,mixed,Myanmar,2033,55.593407,15.442613
BAS,mixed,Myanmar,2034,57.203336,15.889816
BAS,mixed,Myanmar,2035,58.859979,16.349994
BAS,mixed,Myanmar,2036,60.581147,16.828096
BAS,mixed,Myanmar,2037,62.352893,17.320248
BAS,mixed,Myanmar,2038,64.176226,17.826729
BAS,mixed,Myanmar,2039,66.052993,18.348054
BAS,mixed,Myanmar,2040,67.984539,18.884594
BAS,mixed,Myanmar,2041,69.998253,19.443959
BAS,mixed,Myanmar,2042,72.071788,20.019941
BAS,mixed,Myanmar,2043,74.206654,20.612959
BAS,mixed,Myanmar,2044,76.404702,21.223528
BAS,mixed,Myanmar,2045,78.667946,21.852207
BAS,mixed,Myanmar,2046,81.095023,22.526395
BAS,mixed,Myanmar,2047,83.596875,23.221354
BAS,mixed,Myanmar,2048,86.176023,23.937784
BAS,mixed,Myanmar,2049,88.834818,24.676338
BAS,mixed,Myanmar,2050,91.575614,25.437671
BAS,mixed,Myanmar,2051,94.400971,26.222492
BAS,mixed,Myanmar,2052,97.313497,27.031527
BAS,mixed,Myanmar,2053,100.315883,27.865523
BAS,mixed,Myanmar,2054,103.410901,28.72525
BAS,mixed,Myanmar,2055,106.601409,29.611503
BAS,mixed,Myanmar,2056,109.890352,30.525098
BAS,mixed,Myanmar,2057,113.280768,31.46688
BAS,mixed,Myanmar,2058,116.775788,32.437719
BAS,mixed,Myanmar,2059,120.378639,33.438511
BAS,mixed,Myanmar,2060,124.092647,34.47018
BAS,mixed,Philippines,2025,143.678865,39.910796
BAS,mixed,Philippines,2026,151.280921,42.022478
BAS,mixed,Philippines,2027,159.602925,44.334146
BAS,mixed,Philippines,2028,168.523793,46.812165
BAS,mixed,Philippines,2029,178.196126,49.498924
BAS,mixed,Philippines,2030,185.969068,51.658074
BAS,mixed,Philippines,2031,194.142626,53.928507
BAS,mixed,Philippines,2032,204.166996,56.713054
BAS,mixed,Philippines,2033,212.430777,59.008549
BAS,mixed,Philippines,2034,222.550346,61.819541
BAS,mixed,Philippines,2035,230.93478,64.14855
BAS,mixed,Philippines,2036,241.174639,66.992955
BAS,mixed,Philippines,2037,251.480513,69.855698
BAS,mixed,Philippines,2038,261.85228,72.736744
BAS,mixed,Philippines,2039,274.07165,76.131014
BAS,mixed,Philippines,2040,284.574546,79.048485
BAS,mixed,Philippines,2041,296.918121,82.477256
BAS,mixed,Philippines,2042,309.316248,85.92118
BAS,mixed,Philippines,2043,321.763994,89.378887
BAS,mixed,Philippines,2044,334.25012,92.847256
BAS,mixed,Philippines,2045,346.765246,96.323679
BAS,mixed,Philippines,2046,359.294773,99.804104
BAS,mixed,Philippines,2047,373.600289,103.777858
BAS,mixed,Philippines,2048,387.88741,107.746503
BAS,mixed,Philippines,2049,400.354781,111.209661
BAS,mixed,Philippines,2050,414.537336,115.14926
BAS,mixed,Philippines,2051,429.135494,119.204304
BAS,mixed,Philippines,2052,444.137604,123.371557
BAS,mixed,Philippines,2053,459.52911,127.646975
BAS,mixed,Philippines,2054,475.291968,132.025547
BAS,mixed,Philippines,2055,491.40512,136.501422
BAS,mixed,Philippines,2056,507.843411,141.067614
BAS,mixed,Philippines,2057,524.577731,145.716036
BAS,mixed,Philippines,2058,541.574128,150.437258
BAS,mixed,Philippines,2059,558.794325,155.220646
BAS,mixed,Philippines,2060,576.194409,160.054002
BAS,mixed,Thailand,2025,137.706954,38.251932
BAS,mixed,Thailand,2026,141.843484,39.400968
BAS,mixed,Thailand,2027,146.070124,40.575034
BAS,mixed,Thailand,2028,150.407473,41.779854
BAS,mixed,Thailand,2029,172.708215,47.974504
BAS,mixed,Thailand,2030,179.225037,49.784732
BAS,mixed,Thailand,2031,185.742816,51.595227
BAS,mixed,Thailand,2032,193.889321,53.858145
BAS,mixed,Thailand,2033,200.406143,55.668373
BAS,mixed,Thailand,2034,208.552648,57.931291
BAS,mixed,Thailand,2035,216.699155,60.19421
BAS,mixed,Thailand,2036,224.846617,62.457394
BAS,mixed,Thailand,2037,232.993122,64.720312
BAS,mixed,Thailand,2038,241.139628,66.98323
BAS,mixed,Thailand,2039,250.915817,69.698838
BAS,mixed,Thailand,2040,259.062323,71.961756
BAS,mixed,Thailand,2041,268.837555,74.677099
BAS,mixed,Thailand,2042,278.613745,77.392707
BAS,mixed,Thailand,2043,288.389935,80.108315
BAS,mixed,Thailand,2044,298.165167,82.823657
BAS,mixed,Thailand,2045,307.941357,85.539266
BAS,mixed,Thailand,2046,317.717546,88.254874
BAS,mixed,Thailand,2047,329.122463,91.422906
BAS,mixed,Thailand,2048,340.528337,94.591205
BAS,mixed,Thailand,2049,350.303569,97.306547
BAS,mixed,Thailand,2050,361.709442,100.474845
BAS,mixed,Thailand,2051,373.48669,103.746303
BAS,mixed,Thailand,2052,385.647405,107.124279
BAS,mixed,Thailand,2053,398.204073,110.612242
BAS,mixed,Thailand,2054,411.169586,114.213774
BAS,mixed,Thailand,2055,424.557254,117.932571
BAS,mixed,Thailand,2056,438.380826,121.772452
BAS,mixed,Thailand,2057,452.654492,125.737359
BAS,mixed,Thailand,2058,467.392908,129.831363
BAS,mixed,Thailand,2059,482.611207,134.058669
BAS,mixed,Thailand,2060,498.325013,138.423615
BAS,mixed,Vietnam,2025,614.987726,170.829924
BAS,mixed,Vietnam,2026,650.396638,180.665733
BAS,mixed,Vietnam,2027,688.327,191.201944
BAS,mixed,Vietnam,2028,728.964888,202.490247
BAS,mixed,Vietnam,2029,772.50519,214.584775
BAS,mixed,Vietnam,2030,807.202139,224.222816
BAS,mixed,Vietnam,2031,844.447902,234.568862
BAS,mixed,Vietnam,2032,883.083991,245.301109
BAS,mixed,Vietnam,2033,923.122848,256.423013
BAS,mixed,Vietnam,2034,966.943454,268.595404
BAS,mixed,Vietnam,2035,1011.026276,280.840632
BAS,mixed,Vietnam,2036,1057.744095,293.817804
BAS,mixed,Vietnam,2037,1105.929192,307.202553
BAS,mixed,Vietnam,2038,1156.76094,321.322483
BAS,mixed,Vietnam,2039,1204.390433,334.552898
BAS,mixed,Vietnam,2040,1262.851933,350.792204
BAS,mixed,Vietnam,2041,1321.615402,367.115389
BAS,mixed,Vietnam,2042,1380.658927,383.516369
BAS,mixed,Vietnam,2043,1439.962868,399.989686
BAS,mixed,Vietnam,2044,1499.493815,416.52606
BAS,mixed,Vietnam,2045,1559.209947,433.113874
BAS,mixed,Vietnam,2046,1619.060304,449.738973
BAS,mixed,Vietnam,2047,1678.984323,466.384534
BAS,mixed,Vietnam,2048,1750.665846,486.296068
BAS,mixed,Vietnam,2049,1810.526431,502.924009
BAS,mixed,Vietnam,2050,1881.985107,522.773641
BAS,mixed,Vietnam,2051,1955.940413,543.316781
BAS,mixed,Vietnam,2052,2032.386339,564.551761
BAS,mixed,Vietnam,2053,2111.306513,586.474031
BAS,mixed,Vietnam,2054,2192.67128,609.075356
BAS,mixed,Vietnam,2055,2276.439286,632.344246
BAS,mixed,Vietnam,2056,2362.552502,656.264584
BAS,mixed,Vietnam,2057,2450.937702,680.816028
BAS,mixed,Vietnam,2058,2541.503657,705.973238
BAS,mixed,Vietnam,2059,2634.138618,731.705172
BAS,mixed,Vietnam,2060,2728.709029,757.97473
BAS,thermal,Brunei,2005,7.546929,2.096369
BAS,thermal,Brunei,2006,8.607481,2.390967
BAS,thermal,Brunei,2007,8.985474,2.495965
BAS,thermal,Brunei,2008,10.283281,2.856467
BAS,thermal,Brunei,2009,11.604136,3.223371
BAS,thermal,Brunei,2010,13.560826,3.766896
BAS,thermal,Brunei,2011,53.847399,14.957611
BAS,thermal,Brunei,2012,58.229425,16.17484
BAS,thermal,Brunei,2013,21.478254,5.966182
BAS,thermal,Brunei,2014,36.293686,10.081579
BAS,thermal,Brunei,2015,31.999175,8.88866
BAS,thermal,Brunei,2016,36.050791,10.014109
BAS,thermal,Brunei,2017,32.723806,9.089946
BAS,thermal,Brunei,2018,38.764124,10.767812
BAS,thermal,Brunei,2019,39.038294,10.843971
BAS,thermal,Brunei,2020,37.133592,10.314887
BAS,thermal,Brunei,2021,30.793568,8.553769
BAS,thermal,Brunei,2022,31.87082,8.853006
BAS,thermal,Brunei,2023,34.728072,9.646687
BAS,thermal,Brunei,2024,38.171491,10.603192
BAS,thermal,Brunei,2025,42.28576,11.746044
BAS,thermal,Brunei,2026,44.544884,12.373579
BAS,thermal,Brunei,2027,47.064121,13.073367
BAS,thermal,Brunei,2028,49.767848,13.824402
BAS,thermal,Brunei,2029,52.636726,14.621313
BAS,thermal,Brunei,2030,54.779734,15.216593
BAS,thermal,Brunei,2031,56.865997,15.79611
BAS,thermal,Brunei,2032,59.183515,16.439865
BAS,thermal,Brunei,2033,61.377056,17.049182
BAS,thermal,Brunei,2034,63.576646,17.660179
BAS,thermal,Brunei,2035,65.914365,18.309546
BAS,thermal,Brunei,2036,67.873685,18.853801
BAS,thermal,Brunei,2037,69.913867,19.420519
BAS,thermal,Brunei,2038,71.850137,19.958371
BAS,thermal,Brunei,2039,73.658927,20.460813
BAS,thermal,Brunei,2040,75.319417,20.92206
BAS,thermal,Brunei,2041,76.829456,21.341516
BAS,thermal,Brunei,2042,78.027802,21.674389
BAS,thermal,Brunei,2043,79.228018,22.007783
BAS,thermal,Brunei,2044,80.273592,22.29822
BAS,thermal,Brunei,2045,81.183623,22.551006
BAS,thermal,Brunei,2046,81.81439,22.726219
BAS,thermal,Brunei,2047,82.503585,22.917662
BAS,thermal,Brunei,2048,82.938472,23.038464
BAS,thermal,Brunei,2049,83.455562,23.182101
BAS,thermal,Brunei,2050,83.908171,23.307825
BAS,thermal,Brunei,2051,84.306906,23.418585
BAS,thermal,Brunei,2052,84.660371,23.51677
BAS,thermal,Brunei,2053,84.976271,23.60452
BAS,thermal,Brunei,2054,85.26151,23.683753
BAS,thermal,Brunei,2055,85.521626,23.756007
BAS,thermal,Brunei,2056,85.761293,23.822581
BAS,thermal,Brunei,2057,85.984333,23.884537
BAS,thermal,Brunei,2058,86.193987,23.942774
BAS,thermal,Brunei,2059,86.393091,23.998081
BAS,thermal,Brunei,2060,86.583989,24.051108
BAS,thermal,Cambodia,2005,69.530293,19.31397
BAS,thermal,Cambodia,2006,80.272727,22.29798
BAS,thermal,Cambodia,2007,91.002242,25.278401
BAS,thermal,Cambodia,2008,94.591627,26.275452
BAS,thermal,Cambodia,2009,102.849853,28.569404
BAS,thermal,Cambodia,2010,115.977368,32.215936
BAS,thermal,Cambodia,2011,118.277749,32.85493
BAS,thermal,Cambodia,2012,125.760758,34.933544
BAS,thermal,Cambodia,2013,138.073847,38.353846
BAS,thermal,Cambodia,2014,152.982232,42.495064
BAS,thermal,Cambodia,2015,165.304128,45.917813
BAS,thermal,Cambodia,2016,184.640678,51.289077
BAS,thermal,Cambodia,2017,196.342241,54.539511
BAS,thermal,Cambodia,2018,202.922504,56.367362
BAS,thermal,Cambodia,2019,241.694112,67.137253
BAS,thermal,Cambodia,2020,258.324212,71.756726
BAS,thermal,Cambodia,2021,273.89156,76.080989
BAS,thermal,Cambodia,2022,282.37197,78.436658
BAS,thermal,Cambodia,2023,282.76221,78.545058
BAS,thermal,Cambodia,2024,300.475202,83.465334
BAS,thermal,Cambodia,2025,393.228774,109.230215
BAS,thermal,Cambodia,2026,417.191422,115.886506
BAS,thermal,Cambodia,2027,443.392049,123.164458
BAS,thermal,Cambodia,2028,471.757203,131.043668
BAS,thermal,Cambodia,2029,502.048732,139.457981
BAS,thermal,Cambodia,2030,523.629622,145.452673
BAS,thermal,Cambodia,2031,551.354034,153.153898
BAS,thermal,Cambodia,2032,580.724916,161.312477
BAS,thermal,Cambodia,2033,611.697893,169.916081
BAS,thermal,Cambodia,2034,643.807105,178.835307
BAS,thermal,Cambodia,2035,676.897991,188.02722
BAS,thermal,Cambodia,2036,710.659905,197.405529
BAS,thermal,Cambodia,2037,744.61865,206.838514
BAS,thermal,Cambodia,2038,778.27412,216.187256
BAS,thermal,Cambodia,2039,811.292966,225.359157
BAS,thermal,Cambodia,2040,843.446192,234.290609
BAS,thermal,Cambodia,2041,873.952255,242.764515
BAS,thermal,Cambodia,2042,902.93843,250.816231
BAS,thermal,Cambodia,2043,930.342273,258.428409
BAS,thermal,Cambodia,2044,956.074477,265.576244
BAS,thermal,Cambodia,2045,980.262886,272.295246
BAS,thermal,Cambodia,2046,1002.296252,278.415626
BAS,thermal,Cambodia,2047,1022.952272,284.153409
BAS,thermal,Cambodia,2048,1042.413956,289.559432
BAS,thermal,Cambodia,2049,1060.771416,294.658727
BAS,thermal,Cambodia,2050,1078.213476,299.503743
BAS,thermal,Cambodia,2051,1094.884849,304.13468
BAS,thermal,Cambodia,2052,1110.920189,308.588941
BAS,thermal,Cambodia,2053,1126.441642,312.900456
BAS,thermal,Cambodia,2054,1141.563365,317.100935
BAS,thermal,Cambodia,2055,1156.386235,321.218399
BAS,thermal,Cambodia,2056,1171.001416,325.278171
BAS,thermal,Cambodia,2057,1185.490751,329.302986
BAS,thermal,Cambodia,2058,1199.925137,333.312538
BAS,thermal,Cambodia,2059,1214.367269,337.324241
BAS,thermal,Cambodia,2060,1228.873015,341.353615
BAS,thermal,Indonesia,2005,3889.93111,1080.536419
BAS,thermal,Indonesia,2006,4060.014405,1127.781779
BAS,thermal,Indonesia,2007,4434.056947,1231.682485
BAS,thermal,Indonesia,2008,4334.007614,1203.891004
BAS,thermal,Indonesia,2009,4246.630363,1179.619545
BAS,thermal,Indonesia,2010,5124.889735,1423.580482
BAS,thermal,Indonesia,2011,5569.933387,1547.203719
BAS,thermal,Indonesia,2012,5884.103962,1634.473323
BAS,thermal,Indonesia,2013,5501.182991,1528.106386
BAS,thermal,Indonesia,2014,5769.989933,1602.774981
BAS,thermal,Indonesia,2015,5808.588779,1613.496883
BAS,thermal,Indonesia,2016,5860.451576,1627.903216
BAS,thermal,Indonesia,2017,6425.491784,1784.858829
BAS,thermal,Indonesia,2018,6732.245157,1870.068099
BAS,thermal,Indonesia,2019,7411.220414,2058.672337
BAS,thermal,Indonesia,2020,6711.395268,1864.276463
BAS,thermal,Indonesia,2021,6399.843234,1777.734232
BAS,thermal,Indonesia,2022,8101.639856,2250.455516
BAS,thermal,Indonesia,2023,8306.842633,2307.456287
BAS,thermal,Indonesia,2024,8815.510408,2448.752891
BAS,thermal,Indonesia,2025,8187.447191,2274.290886
BAS,thermal,Indonesia,2026,8850.231209,2458.397558
BAS,thermal,Indonesia,2027,9637.971468,2677.214297
BAS,thermal,Indonesia,2028,10542.826105,2928.562807
BAS,thermal,Indonesia,2029,11563.045354,3211.957043
BAS,thermal,Indonesia,2030,12689.744524,3524.929034
BAS,thermal,Indonesia,2031,13925.649742,3868.236039
BAS,thermal,Indonesia,2032,15262.401719,4239.556033
BAS,thermal,Indonesia,2033,16689.578795,4635.99411
BAS,thermal,Indonesia,2034,18192.047176,5053.346438
BAS,thermal,Indonesia,2035,19742.8947,5484.137417
BAS,thermal,Indonesia,2036,21328.862625,5924.684063
BAS,thermal,Indonesia,2037,22930.401607,6369.556002
BAS,thermal,Indonesia,2038,24532.124862,6814.479128
BAS,thermal,Indonesia,2039,26121.061118,7255.850311
BAS,thermal,Indonesia,2040,27689.032414,7691.397893
BAS,thermal,Indonesia,2041,29218.139123,8116.149756
BAS,thermal,Indonesia,2042,30701.390815,8528.164115
BAS,thermal,Indonesia,2043,32137.694328,8927.137313
BAS,thermal,Indonesia,2044,33528.656474,9313.515687
BAS,thermal,Indonesia,2045,34872.835908,9686.898863
BAS,thermal,Indonesia,2046,36169.583492,10047.106526
BAS,thermal,Indonesia,2047,37419.083239,10394.189789
BAS,thermal,Indonesia,2048,38625.973255,10729.437015
BAS,thermal,Indonesia,2049,39787.05508,11051.959744
BAS,thermal,Indonesia,2050,40904.550999,11362.375277
BAS,thermal,Indonesia,2051,41981.59932,11661.555367
BAS,thermal,Indonesia,2052,43018.503533,11949.584315
BAS,thermal,Indonesia,2053,44017.744883,12227.151356
BAS,thermal,Indonesia,2054,44978.607912,12494.057753
BAS,thermal,Indonesia,2055,45902.767578,12750.768772
BAS,thermal,Indonesia,2056,46788.468971,12996.796936
BAS,thermal,Indonesia,2057,47640.037621,13233.343784
BAS,thermal,Indonesia,2058,48458.714011,13460.753892
BAS,thermal,Indonesia,2059,49243.832427,13678.842341
BAS,thermal,Indonesia,2060,49994.42325,13887.339792
BAS,thermal,Laos,2005,58.888164,16.357823
BAS,thermal,Laos,2006,69.566638,19.324066
BAS,thermal,Laos,2007,78.10583,21.696064
BAS,thermal,Laos,2008,89.96524,24.990344
BAS,thermal,Laos,2009,91.852748,25.514652
BAS,thermal,Laos,2010,95.90593,26.640536
BAS,thermal,Laos,2011,97.90017,27.194492
BAS,thermal,Laos,2012,102.464733,28.462426
BAS,thermal,Laos,2013,110.741817,30.761616
BAS,thermal,Laos,2014,121.746141,33.818372
BAS,thermal,Laos,2015,121.550511,33.764031
BAS,thermal,Laos,2016,120.576785,33.493551
BAS,thermal,Laos,2017,126.177871,35.049409
BAS,thermal,Laos,2018,130.147742,36.152151
BAS,thermal,Laos,2019,133.479604,37.077668
BAS,thermal,Laos,2020,148.446095,41.235026
BAS,thermal,Laos,2021,150.856893,41.904693
BAS,thermal,Laos,2022,166.53588,46.259967
BAS,thermal,Laos,2023,239.50544,66.529289
BAS,thermal,Laos,2024,288.537361,80.149267
BAS,thermal,Laos,2025,322.070111,89.46392
BAS,thermal,Laos,2026,336.101198,93.361444
BAS,thermal,Laos,2027,351.773882,97.714967
BAS,thermal,Laos,2028,369.216493,102.560137
BAS,thermal,Laos,2029,388.389972,107.886103
BAS,thermal,Laos,2030,399.075858,110.854405
BAS,thermal,Laos,2031,415.959489,115.544302
BAS,thermal,Laos,2032,433.56765,120.435458
BAS,thermal,Laos,2033,451.854853,125.515237
BAS,thermal,Laos,2034,470.58281,130.717447
BAS,thermal,Laos,2035,489.623155,136.006432
BAS,thermal,Laos,2036,509.284384,141.467884
BAS,thermal,Laos,2037,528.870616,146.908504
BAS,thermal,Laos,2038,548.251509,152.292086
BAS,thermal,Laos,2039,567.26675,157.574097
BAS,thermal,Laos,2040,585.872177,162.742271
BAS,thermal,Laos,2041,604.764125,167.990035
BAS,thermal,Laos,2042,623.041631,173.06712
BAS,thermal,Laos,2043,640.777041,177.993623
BAS,thermal,Laos,2044,657.9481,182.763361
BAS,thermal,Laos,2045,674.573649,187.381569
BAS,thermal,Laos,2046,691.307334,192.029815
BAS,thermal,Laos,2047,707.612664,196.559073
BAS,thermal,Laos,2048,723.613313,201.003698
BAS,thermal,Laos,2049,739.364979,205.379161
BAS,thermal,Laos,2050,754.949698,209.708249
BAS,thermal,Laos,2051,770.456304,214.01564
BAS,thermal,Laos,2052,785.965944,218.323873
BAS,thermal,Laos,2053,801.553834,222.653843
BAS,thermal,Laos,2054,817.289964,227.02499
BAS,thermal,Laos,2055,833.237497,231.45486
BAS,thermal,Laos,2056,849.456508,235.960141
BAS,thermal,Laos,2057,866.00237,240.556214
BAS,thermal,Laos,2058,882.923487,245.256524
BAS,thermal,Laos,2059,900.264275,250.07341
BAS,thermal,Laos,2060,918.06745,255.018736
BAS,thermal,Malaysia,2005,1179.112326,327.531202
