branch_path,variable,units,scale,per
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Lifetime,Years,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Maximum Availability,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Maximum Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Maximum Capacity Addition,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Maximum Production,Gigajoule,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Maximum_Share_of_Production,%,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Merit Order,Merit Order,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Minimum Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Minimum Capacity Addition,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Minimum Charge,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Minimum Production,Gigajoule,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Minimum Share of Production,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Minimum Utilization,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Optimized New Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Process Efficiency,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Process Share,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Renewable Qualified,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Salvage Value,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Seasonal Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Starting Charge,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Stranded Cost,2020 USD,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Variable OM Cost,2020 USD,,Tonnes of Oil Equivalent
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Biomass,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Biomass,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Biomass,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Biomass\Black Carbon,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Biomass\Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Biomass\Particulates PM10,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Biomass\Particulates PM2pt5,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Biomass\Sequestered Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Biomass\Sulfur Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Electricity,Feedstock Fuel Share,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Electricity,Fuel Cost,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Electricity,Fuel Source,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Natural Gas,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Natural Gas,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Natural Gas,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Natural Gas\Black Carbon,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Natural Gas\Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Natural Gas\Carbon Monoxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Natural Gas\Methane,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Natural Gas\Nitrogen Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Natural Gas\Nitrous Oxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Natural Gas\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Natural Gas\Particulates PM10,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Natural Gas\Particulates PM2pt5,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Natural Gas\Sequestered Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS\Feedstock Fuels\Natural Gas\Sulfur Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Biomass,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Biomass,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Biomass,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Black Carbon,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Particulates PM10,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Particulates PM2pt5,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Sulfur Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Electricity,Feedstock Fuel Share,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Electricity,Fuel Cost,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Electricity,Fuel Source,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Natural Gas,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Natural Gas,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Natural Gas,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Natural Gas\Black Carbon,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Natural Gas\Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Natural Gas\Carbon Monoxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Natural Gas\Methane,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Natural Gas\Nitrogen Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Natural Gas\Nitrous Oxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Natural Gas\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Natural Gas\Particulates PM10,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Natural Gas\Particulates PM2pt5,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification\Feedstock Fuels\Natural Gas\Sulfur Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Annual Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Capacity Credit,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Capital Cost,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Dispatch Rule,None,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Dispatchable,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Endogenous Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Exogenous Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,First Simulation Year,Years,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Fixed OM Cost,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Full Load Hours,Hours,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Historical Production,Tonnes of Oil Equivalent,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Hourly Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Interest Rate,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Lifetime,Years,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Maximum Availability,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Maximum Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Maximum Capacity Addition,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Maximum Production,Gigajoule,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Maximum_Share_of_Production,%,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Merit Order,Merit Order,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Minimum Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Minimum Capacity Addition,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Minimum Charge,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Minimum Production,Gigajoule,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Minimum Share of Production,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Minimum Utilization,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Optimized New Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Process Efficiency,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Process Share,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Renewable Qualified,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Salvage Value,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Seasonal Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Starting Charge,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Stranded Cost,2020 USD,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification,Variable OM Cost,2020 USD,,Tonnes of Oil Equivalent
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Annual Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Capacity Credit,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Capital Cost,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Dispatch Rule,None,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Dispatchable,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Endogenous Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Exogenous Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,First Simulation Year,Years,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Fixed OM Cost,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Full Load Hours,Hours,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Historical Production,Tonnes of Oil Equivalent,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Hourly Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Interest Rate,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Lifetime,Years,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Maximum Availability,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Maximum Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Maximum Capacity Addition,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Maximum Production,Gigajoule,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Maximum_Share_of_Production,%,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Merit Order,Merit Order,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Minimum Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Minimum Capacity Addition,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Minimum Charge,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Minimum Production,Gigajoule,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Minimum Share of Production,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Minimum Utilization,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Optimized New Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Process Efficiency,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Process Share,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Renewable Qualified,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Salvage Value,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Seasonal Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Starting Charge,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Stranded Cost,2020 USD,,
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS,Variable OM Cost,2020 USD,,Tonnes of Oil Equivalent
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Bituminous\Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Bituminous\Carbon Monoxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Bituminous\Methane,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Bituminous\Sequestered Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Bituminous\Sulfur Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Lignite,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Lignite,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Lignite\Sequestered Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Lignite\Sulfur Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Sub bituminous\Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Sub bituminous\Carbon Monoxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Sub bituminous\Methane,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Sub bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Sub bituminous\Sequestered Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Sub bituminous\Sulfur Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Unspecified,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Unspecified,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Unspecified\Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Unspecified\Carbon Monoxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Unspecified\Methane,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Unspecified\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Unspecified\Sequestered Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Coal Unspecified\Sulfur Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Electricity,Feedstock Fuel Share,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Electricity,Fuel Cost,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification with CCS\Feedstock Fuels\Electricity,Fuel Source,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Bituminous\Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Bituminous\Carbon Monoxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Bituminous\Methane,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Bituminous\Sulfur Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Lignite,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Lignite,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
