branch_path,variable,units,scale,per
Transformation\Bioethanol Production\Processes\Molasses,Fixed OM Cost,2020 USD,,Tonne Coal Equiv/Year
Transformation\Bioethanol Production\Processes\Molasses,Historical Production,Tonnes of Oil Equivalent,Thousand,
Transformation\Bioethanol Production\Processes\Molasses,Interest Rate,Percent,,
Transformation\Bioethanol Production\Processes\Molasses,Lifetime,Years,,
Transformation\Bioethanol Production\Processes\Molasses,Maximum Availability,Percent,,
Transformation\Bioethanol Production\Processes\Molasses,Maximum Capacity,Tonne Coal Equiv/Year,Million,
Transformation\Bioethanol Production\Processes\Molasses,Maximum Capacity Addition,Tonne Coal Equiv/Year,Million,
Transformation\Bioethanol Production\Processes\Molasses,Maximum Production,Gigajoule,,
Transformation\Bioethanol Production\Processes\Molasses,Maximum_Share_of_Production,%,,
Transformation\Bioethanol Production\Processes\Molasses,Merit Order,Merit Order,,
Transformation\Bioethanol Production\Processes\Molasses,Minimum Capacity,Tonne Coal Equiv/Year,Million,
Transformation\Bioethanol Production\Processes\Molasses,Minimum Capacity Addition,Tonne Coal Equiv/Year,Million,
Transformation\Bioethanol Production\Processes\Molasses,Minimum Production,Gigajoule,,
Transformation\Bioethanol Production\Processes\Molasses,Minimum Share of Production,Percent,,
Transformation\Bioethanol Production\Processes\Molasses,Minimum Utilization,Percent,,
Transformation\Bioethanol Production\Processes\Molasses,Optimized New Capacity,Tonne Coal Equiv/Year,Million,
Transformation\Bioethanol Production\Processes\Molasses,Process Efficiency,Percent,,
Transformation\Bioethanol Production\Processes\Molasses,Process Share,Share,%,
Transformation\Bioethanol Production\Processes\Molasses,Renewable Qualified,Percent,,
Transformation\Bioethanol Production\Processes\Molasses,Salvage Value,2020 USD,,Tonne Coal Equiv/Year
Transformation\Bioethanol Production\Processes\Molasses,Stranded Cost,2020 USD,,
Transformation\Bioethanol Production\Processes\Molasses,Variable OM Cost,2020 USD,,Gigajoule
Transformation\Bioethanol Production\Processes\Molasses\Feedstock Fuels\Molasses,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Bioethanol Production\Processes\Molasses\Feedstock Fuels\Molasses,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Bioethanol Production\Processes\Molasses\Feedstock Fuels\Molasses,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Bioethanol Production\Processes\Molasses\Feedstock Fuels\Molasses\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Bioethanol Production\Processes\Molasses\Feedstock Fuels\Molasses\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Bioethanol Production\Processes\Molasses\Feedstock Fuels\Molasses\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Bioethanol Production\Processes\Molasses\Feedstock Fuels\Molasses\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Bioethanol Production\Processes\Molasses\Feedstock Fuels\Molasses\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Bioethanol Production\Processes\Molasses\Feedstock Fuels\Molasses\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Bioethanol Production\Processes\Molasses\Feedstock Fuels\Molasses\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Bioethanol Production\Processes\Sugarcane,Capacity Credit,Percent,,
Transformation\Bioethanol Production\Processes\Sugarcane,Capital Cost,2020 USD,,Tonne Coal Equiv/Year
Transformation\Bioethanol Production\Processes\Sugarcane,Dispatch Rule,None,,
Transformation\Bioethanol Production\Processes\Sugarcane,Dispatchable,Yes/No,,
Transformation\Bioethanol Production\Processes\Sugarcane,Endogenous Capacity,Tonne Coal Equiv/Year,Million,
Transformation\Bioethanol Production\Processes\Sugarcane,Exogenous Capacity,Tonne Coal Equiv/Year,Million,
Transformation\Bioethanol Production\Processes\Sugarcane,First Simulation Year,Years,,
Transformation\Bioethanol Production\Processes\Sugarcane,Fixed OM Cost,2020 USD,,Tonne Coal Equiv/Year
Transformation\Bioethanol Production\Processes\Sugarcane,Historical Production,Tonnes of Oil Equivalent,Thousand,
Transformation\Bioethanol Production\Processes\Sugarcane,Interest Rate,Percent,,
Transformation\Bioethanol Production\Processes\Sugarcane,Lifetime,Years,,
Transformation\Bioethanol Production\Processes\Sugarcane,Maximum Availability,Percent,,
Transformation\Bioethanol Production\Processes\Sugarcane,Maximum Capacity,Tonne Coal Equiv/Year,Million,
Transformation\Bioethanol Production\Processes\Sugarcane,Maximum Capacity Addition,Tonne Coal Equiv/Year,Million,
Transformation\Bioethanol Production\Processes\Sugarcane,Maximum Production,Gigajoule,,
Transformation\Bioethanol Production\Processes\Sugarcane,Maximum_Share_of_Production,%,,
Transformation\Bioethanol Production\Processes\Sugarcane,Merit Order,Merit Order,,
Transformation\Bioethanol Production\Processes\Sugarcane,Minimum Capacity,Tonne Coal Equiv/Year,Million,
Transformation\Bioethanol Production\Processes\Sugarcane,Minimum Capacity Addition,Tonne Coal Equiv/Year,Million,
Transformation\Bioethanol Production\Processes\Sugarcane,Minimum Production,Gigajoule,,
Transformation\Bioethanol Production\Processes\Sugarcane,Minimum Share of Production,Percent,,
Transformation\Bioethanol Production\Processes\Sugarcane,Minimum Utilization,Percent,,
Transformation\Bioethanol Production\Processes\Sugarcane,Optimized New Capacity,Tonne Coal Equiv/Year,Million,
Transformation\Bioethanol Production\Processes\Sugarcane,Process Efficiency,Percent,,
Transformation\Bioethanol Production\Processes\Sugarcane,Process Share,Share,%,
Transformation\Bioethanol Production\Processes\Sugarcane,Renewable Qualified,Percent,,
Transformation\Bioethanol Production\Processes\Sugarcane,Salvage Value,2020 USD,,Tonne Coal Equiv/Year
Transformation\Bioethanol Production\Processes\Sugarcane,Stranded Cost,2020 USD,,
Transformation\Bioethanol Production\Processes\Sugarcane,Variable OM Cost,2020 USD,,Gigajoule
Transformation\Bioethanol Production\Processes\Sugarcane\Feedstock Fuels\Sugarcane,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Bioethanol Production\Processes\Sugarcane\Feedstock Fuels\Sugarcane,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Bioethanol Production\Processes\Sugarcane\Feedstock Fuels\Sugarcane,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Bioethanol Production\Processes\Sugarcane\Feedstock Fuels\Sugarcane\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Bioethanol Production\Processes\Sugarcane\Feedstock Fuels\Sugarcane\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Bioethanol Production\Processes\Sugarcane\Feedstock Fuels\Sugarcane\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Bioethanol Production\Processes\Sugarcane\Feedstock Fuels\Sugarcane\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Bioethanol Production\Processes\Sugarcane\Feedstock Fuels\Sugarcane\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Bioethanol Production\Processes\Sugarcane\Feedstock Fuels\Sugarcane\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Biomethane Production,Module Costs,2020 USD,,
Transformation\Biomethane Production,Optimize,None,,
Transformation\Biomethane Production,Use Addition Size,None,,
Transformation\Biomethane Production\Output Fuels\Biomethane,Export Target,Tonnes of Oil Equivalent,,
Transformation\Biomethane Production\Output Fuels\Biomethane,Import Target,Tonnes of Oil Equivalent,,
Transformation\Biomethane Production\Output Fuels\Biomethane,Output Price,U.S. Dollar,,Kilowatt-Hour
Transformation\Biomethane Production\Output Fuels\Biomethane,Output Share,Share,%,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation,Dispatch Rule,None,,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation,Lifetime,Years,,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation,Maximum Production,Gigajoule,,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation,Maximum_Share_of_Production,%,,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation,Minimum Production,Gigajoule,,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation,Minimum Share of Production,Percent,,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation,Optimized New Capacity,Tonnes Oil Equiv/Year,Thousand,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation,Process Efficiency,Percent,,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation,Process Share,Share,%,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation,Variable OM Cost,2020 USD,,Million BTU
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation\Auxiliary Fuels\Hydrogen,Auxiliary Fuel Use,Gigajoule,,Gigajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation\Auxiliary Fuels\Hydrogen,Fuel Cost,2020 USD,,Tonnes of Oil Equivalent
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation\Auxiliary Fuels\Hydrogen,Fuel Source,2020 USD,,Tonnes of Oil Equivalent
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation\Feedstock Fuels\Biomass,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation\Feedstock Fuels\Biomass,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation\Feedstock Fuels\Biomass,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation\Feedstock Fuels\Biomass\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Methanation\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading,Dispatch Rule,None,,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading,Lifetime,Years,,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading,Maximum Production,Gigajoule,,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading,Maximum_Share_of_Production,%,,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading,Minimum Production,Gigajoule,,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading,Minimum Share of Production,Percent,,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading,Optimized New Capacity,Tonnes Oil Equiv/Year,Thousand,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading,Process Efficiency,Percent,,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading,Process Share,Share,%,
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading,Variable OM Cost,2020 USD,,Million BTU
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading\Auxiliary Fuels\Electricity,Auxiliary Fuel Use,Kilowatt-Hour,,Megajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading\Auxiliary Fuels\Electricity,Fuel Cost,2020 USD,,Gigajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading\Auxiliary Fuels\Electricity,Fuel Source,2020 USD,,Gigajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading\Feedstock Fuels\Biomass,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading\Feedstock Fuels\Biomass,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading\Feedstock Fuels\Biomass,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading\Feedstock Fuels\Biomass\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Biomethane Production\Processes\Anaerobic Digestion with Upgrading\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Charcoal Production,Module Costs,2020 USD,,
Transformation\Charcoal Production,Optimize,None,,
Transformation\Charcoal Production,Use Addition Size,None,,
Transformation\Charcoal Production\Output Fuels\Charcoal,Export Target,Tonnes of Oil Equivalent,Thousand,
Transformation\Charcoal Production\Output Fuels\Charcoal,Import Target,Tonnes of Oil Equivalent,Thousand,
Transformation\Charcoal Production\Output Fuels\Charcoal,Output Price,U.S. Dollar,,Kilowatt-Hour
Transformation\Charcoal Production\Output Fuels\Charcoal,Output Share,Share,%,
Transformation\Charcoal Production\Processes\All Biomass,Dispatch Rule,None,,
Transformation\Charcoal Production\Processes\All Biomass,Lifetime,Years,,
Transformation\Charcoal Production\Processes\All Biomass,Maximum Production,Gigajoule,,
Transformation\Charcoal Production\Processes\All Biomass,Maximum_Share_of_Production,%,,
Transformation\Charcoal Production\Processes\All Biomass,Minimum Production,Gigajoule,,
Transformation\Charcoal Production\Processes\All Biomass,Minimum Share of Production,Percent,,
Transformation\Charcoal Production\Processes\All Biomass,Optimized New Capacity,Tonnes Oil Equiv/Year,Thousand,
Transformation\Charcoal Production\Processes\All Biomass,Process Efficiency,Percent,,
Transformation\Charcoal Production\Processes\All Biomass,Process Share,Share,%,
Transformation\Charcoal Production\Processes\All Biomass,Variable OM Cost,2020 USD,,Tonnes of Oil Equivalent
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Biomass,Feedstock Fuel Share,U.S. Dollar,,Cubic Meter
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Biomass,Fuel Cost,U.S. Dollar,,Cubic Meter
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Biomass,Fuel Source,U.S. Dollar,,Cubic Meter
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Biomass\Black Carbon,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Biomass\Organic Carbon,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Biomass\Particulates PM10,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Biomass\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Wood,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Wood,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Wood,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Wood\Ammonia,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Wood\Black Carbon,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Wood\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Wood\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Wood\Methane,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Wood\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Wood\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Wood\Organic Carbon,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Wood\Particulates PM10,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Wood\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Charcoal Production\Processes\All Biomass\Feedstock Fuels\Wood\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Domestic Biogas Production,Module Costs,2020 USD,,
Transformation\Domestic Biogas Production,Optimize,None,,
Transformation\Domestic Biogas Production,Use Addition Size,None,,
Transformation\Domestic Biogas Production\Output Fuels\Domestic Biogas,Export Target,Tonnes of Oil Equivalent,,
Transformation\Domestic Biogas Production\Output Fuels\Domestic Biogas,Import Target,Tonnes of Oil Equivalent,,
Transformation\Domestic Biogas Production\Output Fuels\Domestic Biogas,Output Price,U.S. Dollar,,Kilowatt-Hour
Transformation\Domestic Biogas Production\Output Fuels\Domestic Biogas,Output Share,Share,%,
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion,Dispatch Rule,None,,
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion,Lifetime,Years,,
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion,Maximum Production,Gigajoule,,
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion,Maximum_Share_of_Production,%,,
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion,Minimum Production,Gigajoule,,
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion,Minimum Share of Production,Percent,,
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion,Optimized New Capacity,Tonnes Oil Equiv/Year,Thousand,
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion,Process Efficiency,Percent,,
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion,Process Share,Share,%,
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion,Variable OM Cost,2020 USD,,Tonnes of Oil Equivalent
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion\Feedstock Fuels\Biomass,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion\Feedstock Fuels\Biomass,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion\Feedstock Fuels\Biomass,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion\Feedstock Fuels\Biomass\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Domestic Biogas Production\Processes\Anaerobic Digestion\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Hydrogen Production for Energy Use,Module Costs,2020 USD,,
Transformation\Hydrogen Production for Energy Use,Optimize,None,,
Transformation\Hydrogen Production for Energy Use,Peak Load Ratio,Percent,,
Transformation\Hydrogen Production for Energy Use,Planning Reserve Margin,Percent,,
Transformation\Hydrogen Production for Energy Use,Renewable Target,Percent,,
Transformation\Hydrogen Production for Energy Use,Use Addition Size,None,,
Transformation\Hydrogen Production for Energy Use\Output Fuels\Hydrogen,Export Target,Tonnes of Oil Equivalent,,
Transformation\Hydrogen Production for Energy Use\Output Fuels\Hydrogen,Import Target,Tonnes of Oil Equivalent,,
Transformation\Hydrogen Production for Energy Use\Output Fuels\Hydrogen,Output Price,U.S. Dollar,,Kilowatt-Hour
Transformation\Hydrogen Production for Energy Use\Output Fuels\Hydrogen,Output Share,Share,%,
Transformation\Hydrogen Production for Energy Use\Output Fuels\Hydrogen,Shortfall Rule,None,,
Transformation\Hydrogen Production for Energy Use\Output Fuels\Hydrogen,Surplus Rule,None,,
Transformation\Hydrogen Production for Energy Use\Output Fuels\Hydrogen,Usage Rule,None,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Annual Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Capacity Credit,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Capital Cost,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Dispatch Rule,None,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Dispatchable,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Endogenous Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Exogenous Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,First Simulation Year,Years,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Fixed OM Cost,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Full Load Hours,Hours,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Historical Production,Tonnes of Oil Equivalent,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Hourly Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Interest Rate,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Lifetime,Years,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Maximum Availability,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Maximum Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Maximum Capacity Addition,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Maximum Production,Gigajoule,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Maximum_Share_of_Production,%,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Merit Order,Merit Order,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Minimum Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Minimum Capacity Addition,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Minimum Charge,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Minimum Production,Gigajoule,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Minimum Share of Production,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Minimum Utilization,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Optimized New Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Process Efficiency,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Process Share,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Renewable Qualified,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Salvage Value,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Seasonal Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Starting Charge,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Stranded Cost,2020 USD,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification,Variable OM Cost,2020 USD,,Tonnes of Oil Equivalent
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Annual Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Capacity Credit,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Capital Cost,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Dispatch Rule,None,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Dispatchable,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Endogenous Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Exogenous Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,First Simulation Year,Years,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Fixed OM Cost,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Full Load Hours,Hours,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Historical Production,Tonnes of Oil Equivalent,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Hourly Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Biomass Gasification with CCS,Interest Rate,Percent,,
