Branch Path,Variable,Scenario,Region,Scale,Units,Per...,Expression
Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Capacity Retirement,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Capacity Retirement,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Capacity Retirement,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Capacity Retirement,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Capacity Retirement,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Capacity Retirement,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Capacity Retirement,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Capacity Retirement,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Capacity Retirement,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\CAES,Capacity Retirement,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\CAES,Capacity Retirement,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\CAES,Capacity Retirement,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\CAES,Capacity Retirement,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\CAES,Capacity Retirement,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\CAES,Capacity Retirement,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\CAES,Capacity Retirement,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\CAES,Capacity Retirement,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\CAES,Capacity Retirement,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\CAES,Capacity Retirement,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\CAES,Capacity Retirement,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\CAES,Capacity Retirement,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Capacity Retirement,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Capacity Retirement,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Capacity Retirement,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Capacity Retirement,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Capacity Retirement,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Capacity Retirement,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Capacity Retirement,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Capacity Retirement,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Capacity Retirement,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Capacity Retirement,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Capacity Retirement,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Capacity Retirement,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Capacity Retirement,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Capacity Retirement,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Capacity Retirement,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Capacity Retirement,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Capacity Retirement,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Capacity Retirement,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Capacity Retirement,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Capacity Retirement,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Capacity Retirement,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Capacity Retirement,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Capacity Retirement,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Capacity Retirement,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Unmet Load,Capacity Retirement,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Unmet Load,Capacity Retirement,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Unmet Load,Capacity Retirement,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Unmet Load,Capacity Retirement,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Unmet Load,Capacity Retirement,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Unmet Load,Capacity Retirement,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Unmet Load,Capacity Retirement,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Unmet Load,Capacity Retirement,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Unmet Load,Capacity Retirement,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Unmet Load,Capacity Retirement,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Unmet Load,Capacity Retirement,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Unmet Load,Capacity Retirement,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Capacity Retirement,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Capacity Retirement,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Capacity Retirement,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Capacity Retirement,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Capacity Retirement,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Capacity Retirement,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Capacity Retirement,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Capacity Retirement,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Capacity Retirement,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Capacity Retirement,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Capacity Retirement,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Capacity Retirement,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDSA,Capacity Retirement,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDSA,Capacity Retirement,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDSA,Capacity Retirement,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDSA,Capacity Retirement,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDSA,Capacity Retirement,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDSA,Capacity Retirement,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDSA,Capacity Retirement,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDSA,Capacity Retirement,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDSA,Capacity Retirement,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDSA,Capacity Retirement,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDSA,Capacity Retirement,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDSA,Capacity Retirement,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Retirement,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Retirement,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Retirement,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Retirement,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Retirement,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Retirement,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Retirement,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Retirement,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Retirement,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Retirement,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Retirement,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Capacity Retirement,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDEast,Capacity Retirement,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDEast,Capacity Retirement,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDEast,Capacity Retirement,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDEast,Capacity Retirement,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDEast,Capacity Retirement,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDEast,Capacity Retirement,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDEast,Capacity Retirement,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDEast,Capacity Retirement,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDEast,Capacity Retirement,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDEast,Capacity Retirement,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDEast,Capacity Retirement,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDEast,Capacity Retirement,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical,Capacity Additions,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical,Capacity Additions,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical,Capacity Additions,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical,Capacity Additions,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical,Capacity Additions,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical,Capacity Additions,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical,Capacity Additions,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical,Capacity Additions,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical,Capacity Additions,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical,Capacity Additions,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical,Capacity Additions,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical,Capacity Additions,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Additions,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Additions,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Additions,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Additions,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Additions,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Additions,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Additions,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Additions,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Additions,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Additions,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Additions,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Capacity Additions,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Additions,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Additions,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Additions,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Additions,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Additions,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Additions,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Additions,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Additions,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Additions,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Additions,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Additions,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capacity Additions,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Additions,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Additions,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Additions,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Additions,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Additions,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Additions,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Additions,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Additions,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Additions,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Additions,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Additions,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Additions,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Additions,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Additions,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Additions,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Additions,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Additions,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Additions,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Additions,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Additions,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Additions,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Additions,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Additions,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capacity Additions,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Capacity Additions,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Capacity Additions,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Capacity Additions,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Capacity Additions,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Capacity Additions,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Capacity Additions,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Capacity Additions,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Capacity Additions,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Capacity Additions,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Capacity Additions,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Capacity Additions,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Capacity Additions,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Capacity Additions,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Capacity Additions,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Capacity Additions,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Capacity Additions,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Capacity Additions,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Capacity Additions,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Capacity Additions,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Capacity Additions,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Capacity Additions,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Capacity Additions,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Capacity Additions,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Capacity Additions,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Additions,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Additions,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Additions,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Additions,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Additions,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Additions,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Additions,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Additions,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Additions,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Additions,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Additions,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Diesel,Capacity Additions,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Additions,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Additions,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Additions,Baseline Simulation,Cambodia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Additions,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Additions,Baseline Simulation,Laos,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Additions,Baseline Simulation,Malaysia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Additions,Baseline Simulation,Myanmar,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Additions,Baseline Simulation,Philippines,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Additions,Baseline Simulation,Singapore,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Additions,Baseline Simulation,Thailand,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Additions,Baseline Simulation,Vietnam,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Additions,Baseline Simulation,Timor Leste,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Gas Turbine,Capacity Additions,Baseline Simulation,Base Template,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Gas Turbine,Capacity Additions,Baseline Simulation,Brunei,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Gas Turbine,Capacity Additions,Baseline Simulation,Cambodia,,MW,,0
