Branch Path,Variable,Region,Unit,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Historical Production,Indonesia,Gigawatt-Hour,0,0,0,0,0,0,0,0,0,0,0,0,0,8.605564648,11.12602291,13.65811966,15,16.65957447,16.14893617,17.7606383
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Historical Production,Indonesia,Gigawatt-Hour,0,0,0,0,0,0,0,0,0,0,0,0,0,117.3486088,151.7184943,170.7264957,250,277.6595745,269.1489362,296.0106383
Transformation\Centralized Electricity Generation\Processes\Solar PV_IDSA,Historical Production,Indonesia,Gigawatt-Hour,0,0,0,0,0,0.04785302,0.07085928,0.276995366,0.506137712,0.626690513,0.485892204,1.940808064,2.673327372,8.307100236,10.88748232,14.45291919,20.98637183,41.6153248,66.86887653,126.7976453
Transformation\Centralized Electricity Generation\Processes\Solar PV_IDJW,Historical Production,Indonesia,Gigawatt-Hour,0,0,0,0,0,0.084545972,0.125193074,0.489391106,0.894236241,1.107227055,0.858466791,3.428989513,4.723193236,14.67685554,19.23583449,28.82469918,29.65962957,58.81412603,94.50447764,179.2006364
Transformation\Centralized Electricity Generation\Processes\Solar PV_IDKA,Historical Production,Indonesia,Gigawatt-Hour,0,0,0,0,0,0.057153077,0.084630518,0.330828388,0.604503699,0.748485489,0.580323551,2.317996911,3.192878628,9.921554345,13.00342411,19.5444037,26.18616664,51.92635671,83.43698271,158.2143066
Transformation\Centralized Electricity Generation\Processes\Solar PV_IDEast,Historical Production,Indonesia,Gigawatt-Hour,0,0,0,0,0,0.330447931,0.489317129,1.912785139,3.495122348,4.327596943,3.355317454,13.40220551,18.46060076,57.36448988,75.18325908,108.1179779,115.757832,291.3741925,468.1896631,887.7874117
Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDSA,Historical Production,Indonesia,Gigawatt-Hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDJW,Historical Production,Indonesia,Gigawatt-Hour,0,0,0.000206186,0.003092784,0.03814433,0.03742268,0.048453608,0.04742268,0.001030928,0,0.03814433,0.058762887,0,1.958762887,4.989690722,4.896907216,5.022988506,4.091954023,5.528735632,5.367816092
Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDKA,Historical Production,Indonesia,Gigawatt-Hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transformation\Centralized Electricity Generation\Processes\Wind Onshore_IDEast,Historical Production,Indonesia,Gigawatt-Hour,0,0,0.019793814,0.296907216,3.66185567,3.59257732,4.651546392,4.55257732,0.098969072,0,3.66185567,5.641237113,0,188.0412371,479.0103093,470.1030928,431.9770115,351.908046,475.4712644,461.6321839
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_MYPE,Existing Capacity,Malaysia,MW,3499.557296,4136.656188,5392.907525,5514.046047,6061.412701,6864.516234,6891.435906,6891.435906,6891.435906,6891.435906,6762.221482,7659.543866,7659.543866,7742.339802,9330.026135,9648.1,9459.6,9604.3,9702.8,9702.8
Transformation\Centralized Electricity Generation\Processes\Diesel_MYPE,Existing Capacity,Malaysia,MW,91.32788408,69.55656697,67.32361137,66.31878135,73.57588705,78.37674159,259.3577931,197.3932751,208.8929965,146.8503251,163.7314694,233.3773546,157.0180884,90.71382129,90.76964518,60.1,-41.6,35.23,213.1,244.7
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Existing Capacity,Malaysia,MW,10092.46461,10529.28156,10547.55147,10647.20553,11278.34789,11503.39997,12420.21729,12910.18307,12806.37676,12662.70883,11215.73193,11688.1752,12188.505,12334.59785,10266.2779,10653.6,10763.4,10896.38,11552.4,12130
Transformation\Centralized Electricity Generation\Processes\Large Hydro_MYPE,Existing Capacity,Malaysia,MW,893.2216728,906.024659,898.7696335,898.7696335,899.6231659,899.1963997,1286.700116,1415.583511,1677.617963,2037.125816,2439.43832,2615.265998,2711.97122,2632.251293,2635.046611,2641,2510.3,2649.3,2536.2,2556.2
Transformation\Centralized Electricity Generation\Processes\Solar PV_MYPE,Existing Capacity,Malaysia,MW,0,0,0,0,0,0,0,30.00087416,68.45978202,147.2155056,206.9246517,264.8050337,361.0986045,728.8539101,919.8683146,1220.7,1717.9,2337.3,1844.2,2224.2
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Existing Capacity,Malaysia,MW,299.6663771,282.3779322,349.6107732,362.4170287,851.6159861,32.01563858,481.5152042,502.0052129,489.8392702,466.6599479,552.2697654,475.3682016,502.1012598,367.5075152,308.938106,442.2,338.6,109.13,635.7,644.8
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSB,Existing Capacity,Malaysia,MW,548.575144,417.8023407,404.3897455,398.3540777,441.9450121,470.7820918,1557.872933,1185.673416,1254.748282,882.0793238,983.4785436,1401.817388,943.1535761,544.8866803,545.2219952,361,278.6,439.6,340,340
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYSB,Existing Capacity,Malaysia,MW,1131.205602,1180.16587,1182.213638,1193.383281,1264.124354,1289.349131,1392.109847,1447.027259,1435.392214,1419.289312,1257.106095,1310.059511,1366.138566,1382.513262,1150.687321,1194.1,1194,1182.5,1182.5,1182.5
Transformation\Centralized Electricity Generation\Processes\Large Hydro_MYSB,Existing Capacity,Malaysia,MW,29.62749661,30.05216211,29.81151832,29.81151832,29.83982936,29.82567384,42.67888307,46.95384914,55.64533644,67.56994377,80.91434943,86.74642234,89.95406244,87.30981191,87.40253054,87.6,99.6,101.8,101.8,101.8
Transformation\Centralized Electricity Generation\Processes\Solar PV_MYSB,Existing Capacity,Malaysia,MW,0,0,0,0,0,0,0,2.809125843,6.410217978,13.78449438,19.37534831,24.79496629,33.81139551,68.24608989,86.13168539,114.3,114.3,85.8,85.8,85.8
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Existing Capacity,Malaysia,MW,129.164205,121.712424,150.6915725,156.2114104,367.0692152,13.79959456,207.5459021,216.3776426,211.1337967,201.1428902,238.0430061,204.89638,216.4190414,158.4055459,133.1605676,190.6,178.9,183.3,183.3,183.3
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_MYSR,Existing Capacity,Malaysia,MW,400.4427042,473.3438119,617.092475,630.9539532,693.5872992,785.483766,788.5640945,788.5640945,788.5640945,788.5640945,773.7785177,876.4561342,876.4561342,885.9301978,1067.603865,1104,1104,1054,1054,1054
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Existing Capacity,Malaysia,MW,178.0969719,135.6410923,131.2866431,129.327141,143.4791009,152.8411666,505.7692736,384.9333086,407.3587219,286.3703511,319.289987,455.1052573,306.1983355,176.8994984,177.0083597,117.2,114.6,121.1,64,64
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYSR,Existing Capacity,Malaysia,MW,929.329784,969.5525657,971.2348874,980.4111874,1038.527754,1059.250898,1143.672859,1188.789667,1179.231021,1166.001855,1032.761979,1076.265288,1122.336432,1135.788887,945.3347806,981,1394,1806.6,1706,1706
Transformation\Centralized Electricity Generation\Processes\Large Hydro_MYSR,Existing Capacity,Malaysia,MW,1170.150831,1186.923179,1177.418848,1177.418848,1178.537005,1177.977926,1685.621001,1854.46264,2197.736701,2668.70424,3195.74733,3426.08758,3552.774717,3448.338895,3452.000858,3459.8,3470.9,3458.2,3572,3572
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR,Existing Capacity,Malaysia,MW,39.1694179,36.90964379,45.69765421,47.37156096,111.3147987,4.184766869,62.93889372,65.61714451,64.0269331,60.99716189,72.1872285,62.13541848,65.62969881,48.03693889,40.38132638,57.8,63.2,34.2,0,0
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_MYPE,Historical Production,Malaysia,Gigawatt-Hour,21740.32671,23803.27087,29550.62073,32828.5394,39777.40394,42708.05884,43907.77887,47184.80022,45536.419,45347.08397,46664.35323,46528.85755,46340.41985,55480.36619,54852.24052,63799.88169,60898.87432,59023.71282,61462.99398,64251.87195
Transformation\Centralized Electricity Generation\Processes\Diesel_MYPE,Historical Production,Malaysia,Gigawatt-Hour,155.8603009,213.0239643,197.3932751,184.1071893,192.7040684,185.2236671,1049.824076,671.4497492,596.0874977,389.6507524,194.1554895,132.1909716,189.2429872,103.7207877,112.7642578,94.44955601,108.8811481,312.9487275,307.2546907,138.2199517
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Historical Production,Malaysia,Gigawatt-Hour,50986.33732,53786.61632,54450.9767,56287.1027,52625.64656,50941.493,46282.66584,52068.41429,56272.15459,61317.14122,58099.97608,55501.49655,51596.71842,53192.84423,60024.96028,44587.66659,48514.05304,58371.53339,62139.28719,62423.30125
Transformation\Centralized Electricity Generation\Processes\Large Hydro_MYPE,Historical Production,Malaysia,Gigawatt-Hour,2563.58461,2698.442732,2542.2463,3331.763784,2940.419171,2714.659847,3438.02857,3864.794777,4517.747075,5713.545989,5942.292677,8545.566544,11456.96561,11234.62042,11179.56758,11650.43154,13274.6013,13628.35208,13662.49337,14380.7409
Transformation\Centralized Electricity Generation\Processes\Solar PV_MYPE,Historical Production,Malaysia,Gigawatt-Hour,0,0,0,0,0,0,0,43.15883146,128.4706742,207.4732809,249.8091685,283.915618,302.020382,577.8894382,1334.083371,1882.575427,1921.592108,3119.871461,4026.024045,5823.699101
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Historical Production,Malaysia,Gigawatt-Hour,0,0,0,0,0,0,0,507.4478714,709.4665508,415.3708949,438.9984361,439.19053,391.4231972,731.2115725,614.8475326,667.5644831,663.7674283,588.447437,686.4152911,644.1546481
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSB,Historical Production,Malaysia,Gigawatt-Hour,936.1991455,1279.561583,1185.673416,1105.868475,1157.506966,1112.574772,6305.931637,4033.167379,3580.492291,2340.497864,1166.225153,794.0256363,1136.717444,623.0150474,677.336058,567.3259521,654.0115549,1879.775218,1845.573101,830.2396433
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYSB,Historical Production,Malaysia,Gigawatt-Hour,5714.761714,6028.628684,6103.092971,6308.893645,5898.502342,5709.735375,5187.554561,5836.045422,6307.218198,6872.681378,6512.088068,6220.839625,5783.175778,5962.076228,6727.84834,4997.571964,5437.657762,6542.525346,6964.830934,6996.664417
Transformation\Centralized Electricity Generation\Processes\Large Hydro_MYSB,Historical Production,Malaysia,Gigawatt-Hour,85.03218926,89.50533256,84.32441342,110.5121194,97.53151057,90.0432422,114.0368431,128.1923599,149.8503006,189.5140586,197.1014156,283.4500679,380.0190033,372.6439791,370.8179174,386.4361237,440.3086232,452.0422726,453.174714,476.9984487
Transformation\Centralized Electricity Generation\Processes\Solar PV_MYSB,Historical Production,Malaysia,Gigawatt-Hour,0,0,0,0,0,0,0,4.041168539,12.02932584,19.4267191,23.39083146,26.58438202,28.27961798,54.1105618,124.9166292,176.274573,179.9278921,292.1285393,376.9759551,545.3008989
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Historical Production,Malaysia,Gigawatt-Hour,0,0,0,0,0,0,0,218.7235737,305.7990153,179.0359398,189.2200405,189.3028381,168.713843,315.1717,265.0156936,287.738106,286.1014741,253.6365479,295.8633073,277.6478425
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_MYSR,Historical Production,Malaysia,Gigawatt-Hour,2487.673292,2723.729132,3381.379265,3756.460598,4551.59606,4886.941156,5024.221129,5399.199784,5210.581003,5188.916026,5339.646767,5324.142447,5302.580147,6348.433813,6276.559481,7300.408307,6968.45568,6753.887185,7033.006017,7352.128049
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Historical Production,Malaysia,Gigawatt-Hour,303.9405536,415.4144529,384.9333086,359.0243359,375.7889653,361.2015605,2047.244288,1309.382872,1162.420212,759.851384,378.6193572,257.7833922,369.039569,202.264165,219.8996842,184.1844919,212.327297,610.2760542,599.1722088,269.540405
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYSR,Historical Production,Malaysia,Gigawatt-Hour,4694.900964,4952.754995,5013.930328,5183.003656,4845.851099,4690.771629,4261.779604,4794.540289,5181.627211,5646.177399,5349.935847,5110.663824,4751.105802,4898.07954,5527.191376,4105.701446,4467.249196,5374.941265,5721.881874,5748.034329
Transformation\Centralized Electricity Generation\Processes\Large Hydro_MYSR,Historical Production,Malaysia,Gigawatt-Hour,3358.383201,3535.051936,3330.429287,4364.724097,3852.049318,3556.29691,4503.934587,5063.012863,5918.402624,7484.939952,7784.605908,11194.98339,15009.01538,14717.7356,14645.6145,15262.46234,17390.18008,17853.60565,17898.33191,18839.26065
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR,Historical Production,Malaysia,Gigawatt-Hour,0,0,0,0,0,0,0,66.32855488,92.73443383,54.29316536,57.38152331,57.40663191,51.16295975,95.57672748,80.36677382,87.25741095,86.7610976,76.91601506,89.72140168,84.19750941
