domain,scenario,sector,layer,fuel,carrier,region,year,value,unit,value_pj,confident_carrier,branch_leaf,branch_path
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2010,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2020,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2030,15548.850249088502,GWh,55.97586089671861,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2040,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2050,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2060,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2010,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2020,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2030,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2040,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2050,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2060,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Philippines,2010,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Philippines,2020,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Philippines,2030,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Philippines,2040,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Philippines,2050,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Philippines,2060,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Singapore,2010,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Singapore,2020,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Singapore,2030,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Singapore,2040,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Singapore,2050,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Singapore,2060,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Thailand,2010,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Thailand,2020,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Thailand,2030,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Thailand,2040,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Thailand,2050,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Thailand,2060,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Vietnam,2010,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Vietnam,2020,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Vietnam,2030,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Vietnam,2040,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Vietnam,2050,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Vietnam,2060,0.0,GWh,0.0,True,Current Stock_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Brunei,2010,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Brunei,2020,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Brunei,2030,631.9121766793369,GWh,2.2748838360456127,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Brunei,2040,461.10411802408714,GWh,1.6599748248867137,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Brunei,2050,292.618183769016,GWh,1.0534254615684577,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Brunei,2060,303.7304865745318,GWh,1.0934297516683147,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Cambodia,2010,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Cambodia,2020,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Cambodia,2030,1884.919113938583,GWh,6.785708810178899,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Cambodia,2040,1134.2789266658422,GWh,4.083404135997032,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Cambodia,2050,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Cambodia,2060,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Indonesia,2010,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Indonesia,2020,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Indonesia,2030,39392.60269757685,GWh,141.81336971127666,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Indonesia,2040,58781.98616850878,GWh,211.61515020663163,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Indonesia,2050,65815.78910164007,GWh,236.93684076590424,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Indonesia,2060,96484.77080674114,GWh,347.3451749042681,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Laos,2010,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Laos,2020,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Laos,2030,138.12166700106974,GWh,0.49723800120385103,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Laos,2040,120.98746372093551,GWh,0.43555486939536786,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Laos,2050,99.28018795975127,GWh,0.3574086766551046,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Laos,2060,133.39582868285814,GWh,0.4802249832582893,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2010,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2020,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2030,11008.585976354658,GWh,39.63090951487677,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2040,26009.26608617818,GWh,93.63335791024146,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2050,29477.93120276491,GWh,106.12055232995368,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2060,36773.98817099625,GWh,132.3863574155865,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2010,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2020,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2030,1071.0646955642092,GWh,3.8558329040311534,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2040,1012.0384052010031,GWh,3.6433382587236114,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2050,857.797867282255,GWh,3.088072322216118,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2060,1176.1898698617656,GWh,4.234283531502356,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Philippines,2010,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Philippines,2020,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Philippines,2030,9303.84757022633,GWh,33.493851252814785,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Philippines,2040,10013.841238982226,GWh,36.049828460336016,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Philippines,2050,8915.415954050808,GWh,32.09549743458291,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Philippines,2060,12582.085493610532,GWh,45.295507776997916,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Singapore,2010,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Singapore,2020,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Singapore,2030,6626.0215777819885,GWh,23.85367768001516,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Singapore,2040,6173.0715556091545,GWh,22.223057600192956,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Singapore,2050,5014.080140651844,GWh,18.05068850634664,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Singapore,2060,6468.374672489288,GWh,23.286148820961436,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Thailand,2010,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Thailand,2020,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Thailand,2030,17112.45942217654,GWh,61.60485391983555,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Thailand,2040,18547.34957027168,GWh,66.77045845297805,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Thailand,2050,17201.86301981529,GWh,61.92670687133505,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Thailand,2060,25383.569178502134,GWh,91.38084904260768,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Vietnam,2010,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Vietnam,2020,0.0,GWh,0.0,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Vietnam,2030,12890.274052647505,GWh,46.40498658953102,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Vietnam,2040,14431.992219228514,GWh,51.95517198922265,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Vietnam,2050,13364.90195487246,GWh,48.11364703754085,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Vietnam,2060,19877.768538691125,GWh,71.55996673928806,True,Current Sales_Average,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Brunei,2010,0.0,GWh,0.0,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Brunei,2020,0.0,GWh,0.0,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Brunei,2030,63.03557427466292,GWh,0.22692806738878651,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Brunei,2040,167.53320352094676,GWh,0.6031195326754083,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Brunei,2050,272.43761937115283,GWh,0.9807754297361503,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Brunei,2060,282.78355646594343,GWh,1.0180208032773963,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Cambodia,2010,0.0,GWh,0.0,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Cambodia,2020,0.0,GWh,0.0,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Cambodia,2030,347.98506718866145,GWh,1.2527462418791813,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Cambodia,2040,942.3240313839309,GWh,3.3923665129821514,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Cambodia,2050,1778.479818860858,GWh,6.402527347899088,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Cambodia,2060,2192.545115997426,GWh,7.893162417590734,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Indonesia,2010,0.0,GWh,0.0,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Indonesia,2020,0.0,GWh,0.0,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Indonesia,2030,2924.1007604643887,GWh,10.526762737671799,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Indonesia,2040,15892.595017023898,GWh,57.213342061286035,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Indonesia,2050,45597.86695930619,GWh,164.1523210535023,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Indonesia,2060,66845.65820597751,GWh,240.64436954151904,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Laos,2010,0.0,GWh,0.0,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Laos,2020,0.0,GWh,0.0,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Laos,2030,11.383653873714536,GWh,0.04098115394537233,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Laos,2040,36.31893845281367,GWh,0.1307481784301292,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Laos,2050,76.36937535365485,GWh,0.27492975127315744,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Laos,2060,102.61217590989088,GWh,0.36940383327560716,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2010,0.0,GWh,0.0,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2020,0.0,GWh,0.0,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2030,1066.4681994374816,GWh,3.8392855179749343,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2040,3229.1566692105653,GWh,11.624964009158035,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2050,6564.413251035882,GWh,23.631887703729177,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Malaysia,2060,8189.165433036979,GWh,29.480995558933127,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2010,0.0,GWh,0.0,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2020,0.0,GWh,0.0,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2030,88.27456282122603,GWh,0.31778842615641373,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2040,303.80139743369705,GWh,1.0936850307613093,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2050,659.8445132940423,GWh,2.375440247858552,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Myanmar,2060,904.7614383552043,GWh,3.2571411780787356,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
demand,AMS Target Scenario,Commercial,Direct,Electricity,electricity,Philippines,2010,0.0,GWh,0.0,True,Efficient,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient
