branch_path,variable,units,scale,per
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Minimum Utilization,Percent,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Node,ID,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Optimized New Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Process Efficiency,Percent,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Process Share,Share,%,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Real Investment Cost,USD,Million,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Renewable Qualified,Percent,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Salvage Value,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Seasonal Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Starting Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Stranded Cost,U.S. Dollar,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical,Variable OM Cost,U.S. Dollar,,Megawatt-Hour
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Annual Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Additions,MW,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Credit,Percent,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capacity Retirement,MW,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Capital Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Dispatch Rule,None,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Dispatchable,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Endogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Existing Capacity,MW,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,First Simulation Year,Years,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Fixed OM Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Full Load Hours,Hours,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Historical Capacity Factor,percentage,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Historical Production,Gigawatt-Hour,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Hourly Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Interest Rate,Percent,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Lifetime,Years,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Maximum Availability,Percent,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Maximum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Maximum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Maximum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Maximum_Share_of_Production,%,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Merit Order,Merit Order,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Minimum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Minimum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Minimum Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Minimum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Minimum Share of Production,Percent,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Minimum Utilization,Percent,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Node,ID,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Optimized New Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Process Efficiency,Percent,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Process Share,Share,%,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Real Investment Cost,USD,Million,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Renewable Qualified,Percent,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Salvage Value,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Seasonal Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Starting Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Stranded Cost,U.S. Dollar,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Variable OM Cost,U.S. Dollar,,Megawatt-Hour
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Ammonia,Feedstock Fuel Share,2020 USD,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Ammonia,Fuel Cost,2020 USD,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Ammonia,Fuel Source,2020 USD,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass,CCS Capital,USD/MW,Thousand,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass,CCS FOM,USD/MW,Thousand,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass,CCS VOM,USD/MWh,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass,Feedstock Fuel Share,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass,Fuel Cost,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass,Fuel Source,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass\Sequestered Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,CCS Capital,USD/MW,Thousand,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,CCS FOM,USD/MW,Thousand,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,CCS VOM,USD/MWh,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite\Sequestered Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,CCS Capital,USD/MW,Thousand,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,CCS FOM,USD/MW,Thousand,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,CCS VOM,USD/MWh,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous\Sequestered Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Lignite,CCS Capital,USD/MW,Thousand,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Lignite,CCS FOM,USD/MW,Thousand,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Lignite,CCS VOM,USD/MWh,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Cost,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Source,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Lignite\Sequestered Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Lignite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Sub bituminous,CCS Capital,USD/MW,Thousand,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Sub bituminous,CCS FOM,USD/MW,Thousand,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Sub bituminous,CCS VOM,USD/MWh,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Sub bituminous\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Sub bituminous\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Sub bituminous\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Sub bituminous\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Sub bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Sub bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Sub bituminous\Sequestered Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Sub bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified,CCS Capital,USD/MW,Thousand,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified,CCS FOM,USD/MW,Thousand,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified,CCS VOM,USD/MWh,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Cost,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified,Fuel Source,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified\Ammonia,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified\Organic Carbon,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified\Sequestered Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Unspecified\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Transmission Nodes\Malaysia,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Transmission Nodes\Malaysia Peninsular,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Transmission Nodes\Malaysia Sabah,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Transmission Nodes\Malaysia Sarawak,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Ammonia,Feedstock Fuel Share,2020 USD,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Ammonia,Fuel Cost,2020 USD,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Ammonia,Fuel Source,2020 USD,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Biomass,Feedstock Fuel Share,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Biomass,Fuel Cost,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Biomass,Fuel Source,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Anthracite,Fuel Cost,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Anthracite,Fuel Source,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Anthracite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Anthracite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Anthracite\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Anthracite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Anthracite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Anthracite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Anthracite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite,Fuel Cost,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite,Fuel Source,U.S. Dollar,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Lignite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,,Metric Tonne
