branch_path,variable,units,scale,per
Transformation\Centralized Electricity Generation,ASEANRenewableCapacityTarget__NEMOcc,share of nameplate,,
Transformation\Centralized Electricity Generation,Module Costs,U.S. Dollar,,
Transformation\Centralized Electricity Generation,Optimize,None,,
Transformation\Centralized Electricity Generation,PRM for Simulated Scenarios,percent,,
Transformation\Centralized Electricity Generation,Peak Load Ratio,Percent,,
Transformation\Centralized Electricity Generation,Planning Reserve Margin,Percent,,
Transformation\Centralized Electricity Generation,Renewable Target,Percent,,
Transformation\Centralized Electricity Generation,RenewableCapacityTarget__NEMOcc,share of nameplate,,
Transformation\Centralized Electricity Generation,Use Addition Size,None,,
Transformation\Centralized Electricity Generation\Output Fuels\Electricity,Export Target,Tonnes of Oil Equivalent,Thousand,
Transformation\Centralized Electricity Generation\Output Fuels\Electricity,Import Target,Tonnes of Oil Equivalent,Thousand,
Transformation\Centralized Electricity Generation\Output Fuels\Electricity,Output Price,U.S. Dollar,,Kilowatt-Hour
Transformation\Centralized Electricity Generation\Output Fuels\Electricity,Output Share,Share,%,
Transformation\Centralized Electricity Generation\Output Fuels\Electricity,Shortfall Rule,None,,
Transformation\Centralized Electricity Generation\Output Fuels\Electricity,Surplus Rule,None,,
Transformation\Centralized Electricity Generation\Output Fuels\Electricity,Usage Rule,None,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Annual Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capacity Additions,MW,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capacity Credit,Percent,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capacity Retirement,MW,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Dispatch Rule,None,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Dispatchable,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Endogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Existing Capacity,MW,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Exogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,First Simulation Year,Years,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Full Load Hours,Hours,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Historical Capacity Factor,percentage,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Historical Production,Gigawatt-Hour,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Hourly Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Interest Rate,Percent,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Lifetime,Years,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Maximum Availability,Percent,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Maximum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Maximum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Maximum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Maximum_Share_of_Production,%,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Merit Order,Merit Order,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Minimum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Minimum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Minimum Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Minimum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Minimum Share of Production,Percent,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Minimum Utilization,Percent,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Node,ID,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Optimized New Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,Percent,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Share,Share,%,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Real Investment Cost,USD,Million,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Renewable Qualified,Percent,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Salvage Value,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Seasonal Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Starting Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Stranded Cost,U.S. Dollar,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,U.S. Dollar,,Megawatt-Hour
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass,Feedstock Fuel Share,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass,Fuel Cost,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass,Fuel Source,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Sequestered Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Transmission Nodes\Malaysia,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Transmission Nodes\Malaysia Peninsular,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Transmission Nodes\Malaysia Sabah,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Transmission Nodes\Malaysia Sarawak,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Annual Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Capacity Additions,MW,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Capacity Credit,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Capacity Retirement,MW,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatch Rule,None,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Dispatchable,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Endogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Existing Capacity,MW,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Exogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biogas,First Simulation Year,Years,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Biogas,Full Load Hours,Hours,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Historical Capacity Factor,percentage,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Historical Production,Gigawatt-Hour,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Hourly Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Interest Rate,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Lifetime,Years,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Maximum Availability,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Maximum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Maximum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Maximum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Maximum_Share_of_Production,%,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Merit Order,Merit Order,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Minimum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Minimum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Minimum Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Biogas,Minimum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Minimum Share of Production,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Minimum Utilization,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Node,ID,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Optimized New Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Efficiency,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Share,Share,%,
Transformation\Centralized Electricity Generation\Processes\Biogas,Real Investment Cost,USD,Million,
Transformation\Centralized Electricity Generation\Processes\Biogas,Renewable Qualified,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Salvage Value,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Biogas,Seasonal Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Starting Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Biogas,Stranded Cost,U.S. Dollar,,
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,U.S. Dollar,,Megawatt-Hour
Transformation\Centralized Electricity Generation\Processes\Biogas\Feedstock Fuels\Biomethane,Feedstock Fuel Share,2020 USD,,Million BTU
Transformation\Centralized Electricity Generation\Processes\Biogas\Feedstock Fuels\Biomethane,Fuel Cost,2020 USD,,Million BTU
Transformation\Centralized Electricity Generation\Processes\Biogas\Feedstock Fuels\Biomethane,Fuel Source,2020 USD,,Million BTU
Transformation\Centralized Electricity Generation\Processes\Biogas\Feedstock Fuels\Biomethane\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biogas\Feedstock Fuels\Biomethane\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biogas\Feedstock Fuels\Biomethane\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biogas\Feedstock Fuels\Biomethane\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biogas\Feedstock Fuels\Biomethane\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biogas\Feedstock Fuels\Biomethane\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biogas\Feedstock Fuels\Biomethane\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biogas\Feedstock Fuels\Biomethane\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biogas\Feedstock Fuels\Biomethane\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biogas\Feedstock Fuels\Biomethane\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biogas\Feedstock Fuels\Biomethane\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biogas\Feedstock Fuels\Biomethane\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biogas\Feedstock Fuels\Biomethane\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Biogas\Transmission Nodes\Malaysia,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biogas\Transmission Nodes\Malaysia Peninsular,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biogas\Transmission Nodes\Malaysia Sabah,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biogas\Transmission Nodes\Malaysia Sarawak,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Annual Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Capacity Additions,MW,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Capacity Credit,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Capacity Retirement,MW,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Capital Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatch Rule,None,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Dispatchable,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Endogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Existing Capacity,MW,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Exogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,First Simulation Year,Years,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Fixed OM Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Full Load Hours,Hours,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Historical Capacity Factor,percentage,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Historical Production,Gigawatt-Hour,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Hourly Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Interest Rate,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Lifetime,Years,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Maximum Availability,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Maximum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Maximum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Maximum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Maximum_Share_of_Production,%,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Merit Order,Merit Order,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Minimum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Minimum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Minimum Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Minimum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Minimum Share of Production,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Minimum Utilization,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Node,ID,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Optimized New Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Process Efficiency,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Process Share,Share,%,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Real Investment Cost,USD,Million,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Renewable Qualified,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Salvage Value,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Seasonal Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Starting Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Stranded Cost,U.S. Dollar,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification,Variable OM Cost,U.S. Dollar,,Megawatt-Hour
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass,Feedstock Fuel Share,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass,Fuel Cost,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass,Fuel Source,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Transmission Nodes\Malaysia,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Transmission Nodes\Malaysia Peninsular,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Transmission Nodes\Malaysia Sabah,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Transmission Nodes\Malaysia Sarawak,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Annual Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Capacity Additions,MW,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Capacity Credit,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Capacity Retirement,MW,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Capital Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Dispatch Rule,None,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Dispatchable,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Endogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Existing Capacity,MW,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Exogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,First Simulation Year,Years,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Fixed OM Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Full Load Hours,Hours,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Historical Capacity Factor,percentage,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Historical Production,Gigawatt-Hour,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Hourly Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Interest Rate,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Lifetime,Years,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Maximum Availability,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Maximum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Maximum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Maximum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Maximum_Share_of_Production,%,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Merit Order,Merit Order,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Minimum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Minimum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Minimum Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Minimum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Minimum Share of Production,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Minimum Utilization,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Node,ID,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Optimized New Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Process Efficiency,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Process Share,Share,%,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Real Investment Cost,USD,Million,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Renewable Qualified,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Salvage Value,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Seasonal Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Starting Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Stranded Cost,U.S. Dollar,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE,Variable OM Cost,U.S. Dollar,,Megawatt-Hour
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse,Feedstock Fuel Share,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse,Fuel Cost,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse,Fuel Source,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
