node,feedstock_fuel,pollutant,region,branch,variable,unit,CA,BAS,ATS,RAS
Bioenergy with CCS,Biomass,Ammonia,Base Template,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,0.6 ?d,0.6 ?d,0.6 ?d,0.6 ?d
Bioenergy with CCS,Biomass,Ammonia,Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,0.6 ?d,0.6 ?d,0.6 ?d,0.6 ?d
Bioenergy with CCS,Biomass,Ammonia,Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,0.6 ?d,0.6 ?d,0.6 ?d,0.6 ?d
Bioenergy with CCS,Biomass,Ammonia,Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,0.6 ?d,0.6 ?d,0.6 ?d,0.6 ?d
Bioenergy with CCS,Biomass,Ammonia,Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,0.6 ?d,0.6 ?d,0.6 ?d,0.6 ?d
Bioenergy with CCS,Biomass,Ammonia,Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,0.6 ?d,0.6 ?d,0.6 ?d,0.6 ?d
Bioenergy with CCS,Biomass,Ammonia,Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,0.6 ?d,0.6 ?d,0.6 ?d,0.6 ?d
Bioenergy with CCS,Biomass,Ammonia,Philippines,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,0.6 ?d,0.6 ?d,0.6 ?d,0.6 ?d
Bioenergy with CCS,Biomass,Ammonia,Singapore,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,0.6 ?d,0.6 ?d,0.6 ?d,0.6 ?d
Bioenergy with CCS,Biomass,Ammonia,Thailand,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,0.6 ?d,0.6 ?d,0.6 ?d,0.6 ?d
Bioenergy with CCS,Biomass,Ammonia,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,0.6 ?d,0.6 ?d,0.6 ?d,0.6 ?d
Bioenergy with CCS,Biomass,Ammonia,Vietnam,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,0.6 ?d,0.6 ?d,0.6 ?d,0.6 ?d
Bioenergy with CCS,Biomass,Carbon Dioxide Biogenic,Base Template,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results
Bioenergy with CCS,Biomass,Carbon Dioxide Biogenic,Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results
Bioenergy with CCS,Biomass,Carbon Dioxide Biogenic,Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results
Bioenergy with CCS,Biomass,Carbon Dioxide Biogenic,Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results
Bioenergy with CCS,Biomass,Carbon Dioxide Biogenic,Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results
Bioenergy with CCS,Biomass,Carbon Dioxide Biogenic,Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results
Bioenergy with CCS,Biomass,Carbon Dioxide Biogenic,Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results
Bioenergy with CCS,Biomass,Carbon Dioxide Biogenic,Philippines,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results
Bioenergy with CCS,Biomass,Carbon Dioxide Biogenic,Singapore,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results
Bioenergy with CCS,Biomass,Carbon Dioxide Biogenic,Thailand,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results
Bioenergy with CCS,Biomass,Carbon Dioxide Biogenic,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results
Bioenergy with CCS,Biomass,Carbon Dioxide Biogenic,Vietnam,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results,91.7 ?a. Net emission results after sequestration are viewed through LEAP's results
Bioenergy with CCS,Biomass,Carbon Monoxide,Base Template,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,90 ?b,90 ?b,90 ?b,90 ?b
Bioenergy with CCS,Biomass,Carbon Monoxide,Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,90 ?b,90 ?b,90 ?b,90 ?b
Bioenergy with CCS,Biomass,Carbon Monoxide,Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,90 ?b,90 ?b,90 ?b,90 ?b
Bioenergy with CCS,Biomass,Carbon Monoxide,Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,90 ?b,90 ?b,90 ?b,90 ?b
Bioenergy with CCS,Biomass,Carbon Monoxide,Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,90 ?b,90 ?b,90 ?b,90 ?b
Bioenergy with CCS,Biomass,Carbon Monoxide,Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,90 ?b,90 ?b,90 ?b,90 ?b
Bioenergy with CCS,Biomass,Carbon Monoxide,Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,90 ?b,90 ?b,90 ?b,90 ?b
Bioenergy with CCS,Biomass,Carbon Monoxide,Philippines,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,90 ?b,90 ?b,90 ?b,90 ?b
Bioenergy with CCS,Biomass,Carbon Monoxide,Singapore,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,90 ?b,90 ?b,90 ?b,90 ?b
Bioenergy with CCS,Biomass,Carbon Monoxide,Thailand,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,90 ?b,90 ?b,90 ?b,90 ?b
Bioenergy with CCS,Biomass,Carbon Monoxide,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,90 ?b,90 ?b,90 ?b,90 ?b
Bioenergy with CCS,Biomass,Carbon Monoxide,Vietnam,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,90 ?b,90 ?b,90 ?b,90 ?b
Bioenergy with CCS,Biomass,Methane,Base Template,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,30 ?a,30 ?a,30 ?a,30 ?a
Bioenergy with CCS,Biomass,Methane,Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,30 ?a,30 ?a,30 ?a,30 ?a
Bioenergy with CCS,Biomass,Methane,Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,30 ?a,30 ?a,30 ?a,30 ?a
Bioenergy with CCS,Biomass,Methane,Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,30 ?a,30 ?a,30 ?a,30 ?a
Bioenergy with CCS,Biomass,Methane,Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,30 ?a,30 ?a,30 ?a,30 ?a
Bioenergy with CCS,Biomass,Methane,Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,30 ?a,30 ?a,30 ?a,30 ?a
Bioenergy with CCS,Biomass,Methane,Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,30 ?a,30 ?a,30 ?a,30 ?a
Bioenergy with CCS,Biomass,Methane,Philippines,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,30 ?a,30 ?a,30 ?a,30 ?a
Bioenergy with CCS,Biomass,Methane,Singapore,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,30 ?a,30 ?a,30 ?a,30 ?a
Bioenergy with CCS,Biomass,Methane,Thailand,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,30 ?a,30 ?a,30 ?a,30 ?a
Bioenergy with CCS,Biomass,Methane,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,30 ?a,30 ?a,30 ?a,30 ?a
Bioenergy with CCS,Biomass,Methane,Vietnam,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,30 ?a,30 ?a,30 ?a,30 ?a
Bioenergy with CCS,Biomass,Nitrogen Oxides,Base Template,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,81 ?a,81 ?a,81 ?a,81 ?a
Bioenergy with CCS,Biomass,Nitrogen Oxides,Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,81 ?a,81 ?a,81 ?a,81 ?a
Bioenergy with CCS,Biomass,Nitrogen Oxides,Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,81 ?a,81 ?a,81 ?a,81 ?a
Bioenergy with CCS,Biomass,Nitrogen Oxides,Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,81 ?a,81 ?a,81 ?a,81 ?a
Bioenergy with CCS,Biomass,Nitrogen Oxides,Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,81 ?a,81 ?a,81 ?a,81 ?a
Bioenergy with CCS,Biomass,Nitrogen Oxides,Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,81 ?a,81 ?a,81 ?a,81 ?a
Bioenergy with CCS,Biomass,Nitrogen Oxides,Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,81 ?a,81 ?a,81 ?a,81 ?a
Bioenergy with CCS,Biomass,Nitrogen Oxides,Philippines,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,81 ?a,81 ?a,81 ?a,81 ?a
Bioenergy with CCS,Biomass,Nitrogen Oxides,Singapore,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,81 ?a,81 ?a,81 ?a,81 ?a
Bioenergy with CCS,Biomass,Nitrogen Oxides,Thailand,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,81 ?a,81 ?a,81 ?a,81 ?a
Bioenergy with CCS,Biomass,Nitrogen Oxides,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,81 ?a,81 ?a,81 ?a,81 ?a
Bioenergy with CCS,Biomass,Nitrogen Oxides,Vietnam,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,81 ?a,81 ?a,81 ?a,81 ?a
Bioenergy with CCS,Biomass,Nitrous Oxide,Base Template,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,4 ?b,4 ?b,4 ?b,4 ?b
Bioenergy with CCS,Biomass,Nitrous Oxide,Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,4 ?b,4 ?b,4 ?b,4 ?b
Bioenergy with CCS,Biomass,Nitrous Oxide,Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,4 ?b,4 ?b,4 ?b,4 ?b
Bioenergy with CCS,Biomass,Nitrous Oxide,Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,4 ?b,4 ?b,4 ?b,4 ?b
Bioenergy with CCS,Biomass,Nitrous Oxide,Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,4 ?b,4 ?b,4 ?b,4 ?b
Bioenergy with CCS,Biomass,Nitrous Oxide,Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,4 ?b,4 ?b,4 ?b,4 ?b
Bioenergy with CCS,Biomass,Nitrous Oxide,Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,4 ?b,4 ?b,4 ?b,4 ?b
Bioenergy with CCS,Biomass,Nitrous Oxide,Philippines,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,4 ?b,4 ?b,4 ?b,4 ?b
Bioenergy with CCS,Biomass,Nitrous Oxide,Singapore,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,4 ?b,4 ?b,4 ?b,4 ?b
Bioenergy with CCS,Biomass,Nitrous Oxide,Thailand,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,4 ?b,4 ?b,4 ?b,4 ?b
Bioenergy with CCS,Biomass,Nitrous Oxide,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,4 ?b,4 ?b,4 ?b,4 ?b
Bioenergy with CCS,Biomass,Nitrous Oxide,Vietnam,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,4 ?b,4 ?b,4 ?b,4 ?b
Bioenergy with CCS,Biomass,Non Methane Volatile Organic Compounds,Base Template,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,7.31 ?b,7.31 ?b,7.31 ?b,7.31 ?b
Bioenergy with CCS,Biomass,Non Methane Volatile Organic Compounds,Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,7.31 ?b,7.31 ?b,7.31 ?b,7.31 ?b
Bioenergy with CCS,Biomass,Non Methane Volatile Organic Compounds,Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,7.31 ?b,7.31 ?b,7.31 ?b,7.31 ?b
Bioenergy with CCS,Biomass,Non Methane Volatile Organic Compounds,Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,7.31 ?b,7.31 ?b,7.31 ?b,7.31 ?b
Bioenergy with CCS,Biomass,Non Methane Volatile Organic Compounds,Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,7.31 ?b,7.31 ?b,7.31 ?b,7.31 ?b
Bioenergy with CCS,Biomass,Non Methane Volatile Organic Compounds,Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,7.31 ?b,7.31 ?b,7.31 ?b,7.31 ?b
Bioenergy with CCS,Biomass,Non Methane Volatile Organic Compounds,Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,7.31 ?b,7.31 ?b,7.31 ?b,7.31 ?b
Bioenergy with CCS,Biomass,Non Methane Volatile Organic Compounds,Philippines,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,7.31 ?b,7.31 ?b,7.31 ?b,7.31 ?b
Bioenergy with CCS,Biomass,Non Methane Volatile Organic Compounds,Singapore,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,7.31 ?b,7.31 ?b,7.31 ?b,7.31 ?b
Bioenergy with CCS,Biomass,Non Methane Volatile Organic Compounds,Thailand,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,7.31 ?b,7.31 ?b,7.31 ?b,7.31 ?b
Bioenergy with CCS,Biomass,Non Methane Volatile Organic Compounds,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,7.31 ?b,7.31 ?b,7.31 ?b,7.31 ?b
Bioenergy with CCS,Biomass,Non Methane Volatile Organic Compounds,Vietnam,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,7.31 ?b,7.31 ?b,7.31 ?b,7.31 ?b
Bioenergy with CCS,Biomass,Sulfur Dioxide,Base Template,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Bioenergy with CCS,Biomass,Sulfur Dioxide,Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Bioenergy with CCS,Biomass,Sulfur Dioxide,Cambodia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Bioenergy with CCS,Biomass,Sulfur Dioxide,Indonesia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Bioenergy with CCS,Biomass,Sulfur Dioxide,Laos,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Bioenergy with CCS,Biomass,Sulfur Dioxide,Malaysia,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Bioenergy with CCS,Biomass,Sulfur Dioxide,Myanmar,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
