node,feedstock_fuel,pollutant,region,branch,variable,unit,CA,BAS,ATS,RAS
Coal IGCC with CCS,Coal Lignite,Carbon Dioxide,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a. Net emission results after sequestration are viewed through LEAP's results,101 ?a. Net emission results after sequestration are viewed through LEAP's results,101 ?a. Net emission results after sequestration are viewed through LEAP's results,101 ?a. Net emission results after sequestration are viewed through LEAP's results
Coal IGCC with CCS,Coal Lignite,Carbon Dioxide,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a. Net emission results after sequestration are viewed through LEAP's results,101 ?a. Net emission results after sequestration are viewed through LEAP's results,101 ?a. Net emission results after sequestration are viewed through LEAP's results,101 ?a. Net emission results after sequestration are viewed through LEAP's results
Coal IGCC with CCS,Coal Lignite,Carbon Dioxide,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a. Net emission results after sequestration are viewed through LEAP's results,101 ?a. Net emission results after sequestration are viewed through LEAP's results,101 ?a. Net emission results after sequestration are viewed through LEAP's results,101 ?a. Net emission results after sequestration are viewed through LEAP's results
Coal IGCC with CCS,Coal Lignite,Carbon Dioxide,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a. Net emission results after sequestration are viewed through LEAP's results,101 ?a. Net emission results after sequestration are viewed through LEAP's results,101 ?a. Net emission results after sequestration are viewed through LEAP's results,101 ?a. Net emission results after sequestration are viewed through LEAP's results
Coal IGCC with CCS,Coal Lignite,Carbon Dioxide,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,101 ?a. Net emission results after sequestration are viewed through LEAP's results,101 ?a. Net emission results after sequestration are viewed through LEAP's results,101 ?a. Net emission results after sequestration are viewed through LEAP's results,101 ?a. Net emission results after sequestration are viewed through LEAP's results
Coal IGCC with CCS,Coal Lignite,Carbon Monoxide,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal IGCC with CCS,Coal Lignite,Carbon Monoxide,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal IGCC with CCS,Coal Lignite,Carbon Monoxide,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal IGCC with CCS,Coal Lignite,Carbon Monoxide,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal IGCC with CCS,Coal Lignite,Carbon Monoxide,Laos,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal IGCC with CCS,Coal Lignite,Carbon Monoxide,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal IGCC with CCS,Coal Lignite,Carbon Monoxide,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal IGCC with CCS,Coal Lignite,Carbon Monoxide,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal IGCC with CCS,Coal Lignite,Carbon Monoxide,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal IGCC with CCS,Coal Lignite,Carbon Monoxide,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal IGCC with CCS,Coal Lignite,Carbon Monoxide,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal IGCC with CCS,Coal Lignite,Carbon Monoxide,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,8.7 ?b,8.7 ?b,8.7 ?b,8.7 ?b
Coal IGCC with CCS,Coal Lignite,Methane,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal IGCC with CCS,Coal Lignite,Methane,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal IGCC with CCS,Coal Lignite,Methane,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal IGCC with CCS,Coal Lignite,Methane,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal IGCC with CCS,Coal Lignite,Methane,Laos,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal IGCC with CCS,Coal Lignite,Methane,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal IGCC with CCS,Coal Lignite,Methane,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal IGCC with CCS,Coal Lignite,Methane,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal IGCC with CCS,Coal Lignite,Methane,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal IGCC with CCS,Coal Lignite,Methane,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal IGCC with CCS,Coal Lignite,Methane,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal IGCC with CCS,Coal Lignite,Methane,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,1 ?a,1 ?a,1 ?a,1 ?a
Coal IGCC with CCS,Coal Lignite,Nitrogen Oxides,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal IGCC with CCS,Coal Lignite,Nitrogen Oxides,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal IGCC with CCS,Coal Lignite,Nitrogen Oxides,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal IGCC with CCS,Coal Lignite,Nitrogen Oxides,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal IGCC with CCS,Coal Lignite,Nitrogen Oxides,Laos,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal IGCC with CCS,Coal Lignite,Nitrogen Oxides,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal IGCC with CCS,Coal Lignite,Nitrogen Oxides,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal IGCC with CCS,Coal Lignite,Nitrogen Oxides,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal IGCC with CCS,Coal Lignite,Nitrogen Oxides,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal IGCC with CCS,Coal Lignite,Nitrogen Oxides,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal IGCC with CCS,Coal Lignite,Nitrogen Oxides,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal IGCC with CCS,Coal Lignite,Nitrogen Oxides,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,300,300,300,300
Coal IGCC with CCS,Coal Lignite,Nitrous Oxide,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal IGCC with CCS,Coal Lignite,Nitrous Oxide,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal IGCC with CCS,Coal Lignite,Nitrous Oxide,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal IGCC with CCS,Coal Lignite,Nitrous Oxide,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal IGCC with CCS,Coal Lignite,Nitrous Oxide,Laos,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal IGCC with CCS,Coal Lignite,Nitrous Oxide,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal IGCC with CCS,Coal Lignite,Nitrous Oxide,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal IGCC with CCS,Coal Lignite,Nitrous Oxide,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal IGCC with CCS,Coal Lignite,Nitrous Oxide,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal IGCC with CCS,Coal Lignite,Nitrous Oxide,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal IGCC with CCS,Coal Lignite,Nitrous Oxide,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal IGCC with CCS,Coal Lignite,Nitrous Oxide,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,1.5 ?a,1.5 ?a,1.5 ?a,1.5 ?a
Coal IGCC with CCS,Coal Lignite,Non Methane Volatile Organic Compounds,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.4 ?b,1.4 ?b,1.4 ?b,1.4 ?b
Coal IGCC with CCS,Coal Lignite,Non Methane Volatile Organic Compounds,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.4 ?b,1.4 ?b,1.4 ?b,1.4 ?b
Coal IGCC with CCS,Coal Lignite,Non Methane Volatile Organic Compounds,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.4 ?b,1.4 ?b,1.4 ?b,1.4 ?b
Coal IGCC with CCS,Coal Lignite,Non Methane Volatile Organic Compounds,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.4 ?b,1.4 ?b,1.4 ?b,1.4 ?b
Coal IGCC with CCS,Coal Lignite,Non Methane Volatile Organic Compounds,Laos,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.4 ?b,1.4 ?b,1.4 ?b,1.4 ?b
Coal IGCC with CCS,Coal Lignite,Non Methane Volatile Organic Compounds,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.4 ?b,1.4 ?b,1.4 ?b,1.4 ?b
Coal IGCC with CCS,Coal Lignite,Non Methane Volatile Organic Compounds,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.4 ?b,1.4 ?b,1.4 ?b,1.4 ?b
Coal IGCC with CCS,Coal Lignite,Non Methane Volatile Organic Compounds,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.4 ?b,1.4 ?b,1.4 ?b,1.4 ?b
Coal IGCC with CCS,Coal Lignite,Non Methane Volatile Organic Compounds,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.4 ?b,1.4 ?b,1.4 ?b,1.4 ?b
Coal IGCC with CCS,Coal Lignite,Non Methane Volatile Organic Compounds,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.4 ?b,1.4 ?b,1.4 ?b,1.4 ?b
Coal IGCC with CCS,Coal Lignite,Non Methane Volatile Organic Compounds,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.4 ?b,1.4 ?b,1.4 ?b,1.4 ?b
Coal IGCC with CCS,Coal Lignite,Non Methane Volatile Organic Compounds,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,1.4 ?b,1.4 ?b,1.4 ?b,1.4 ?b
Coal IGCC with CCS,Coal Lignite,Sulfur Dioxide,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal IGCC with CCS,Coal Lignite,Sulfur Dioxide,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal IGCC with CCS,Coal Lignite,Sulfur Dioxide,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal IGCC with CCS,Coal Lignite,Sulfur Dioxide,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal IGCC with CCS,Coal Lignite,Sulfur Dioxide,Laos,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal IGCC with CCS,Coal Lignite,Sulfur Dioxide,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal IGCC with CCS,Coal Lignite,Sulfur Dioxide,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal IGCC with CCS,Coal Lignite,Sulfur Dioxide,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal IGCC with CCS,Coal Lignite,Sulfur Dioxide,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal IGCC with CCS,Coal Lignite,Sulfur Dioxide,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal IGCC with CCS,Coal Lignite,Sulfur Dioxide,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal IGCC with CCS,Coal Lignite,Sulfur Dioxide,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Lignite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S),SulfurContent*(1-SulfurRetention)*(SO2/S)
Coal IGCC with CCS,Coal Sub bituminous,Carbon Dioxide,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Sub bituminous\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results
Coal IGCC with CCS,Coal Sub bituminous,Carbon Dioxide,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Sub bituminous\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results
Coal IGCC with CCS,Coal Sub bituminous,Carbon Dioxide,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Sub bituminous\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results
Coal IGCC with CCS,Coal Sub bituminous,Carbon Dioxide,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Sub bituminous\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results
Coal IGCC with CCS,Coal Sub bituminous,Carbon Dioxide,Laos,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Sub bituminous\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results
Coal IGCC with CCS,Coal Sub bituminous,Carbon Dioxide,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Sub bituminous\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results
Coal IGCC with CCS,Coal Sub bituminous,Carbon Dioxide,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Sub bituminous\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results,96.1 ?a. Net emission results after sequestration are viewed through LEAP's results
