ams,branch,branch_type,variable,year,value
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Power Generation,2030,1173631.686182798
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Power Generation,2035,1815352.6041392698
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Power Generation,2040,2544529.2879728694
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Power Generation,2045,3278516.90576237
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Power Generation,2050,3959955.7018883075
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Power Generation,2055,240128.90957251625
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Power Generation,2060,283157.0840086303
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Curtailed Energy Production,2025,1987123.4958972642
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Curtailed Energy Production,2030,2039829.4051799122
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Curtailed Energy Production,2045,6819.401698156021
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Curtailed Energy Production,2050,858094.6756420872
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Curtailed Energy Production,2055,1437155.4794466845
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Curtailed Energy Production,2060,727267.2209676704
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Pollutant Loadings,2025,10642179.749815704
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Pollutant Loadings,2030,4688810.170261115
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Pollutant Loadings,2035,6299457.844800536
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Pollutant Loadings,2040,23320598.935546048
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Pollutant Loadings,2045,27650123.269679986
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Pollutant Loadings,2050,43571674.79993524
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Pollutant Loadings,2055,61685761.19703902
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast,Transformation Process,Pollutant Loadings,2060,73318647.84802292
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Capacity Additions,2030,16.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Capacity Additions,2035,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Capacity Additions,2040,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Capacity Additions,2045,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Capacity Additions,2050,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Capacity Additions,2055,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Capacity Additions,2060,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Existing Capacity,2025,15.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Existing Capacity,2030,15.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Existing Capacity,2035,15.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Existing Capacity,2040,15.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Existing Capacity,2045,15.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Existing Capacity,2050,15.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Existing Capacity,2055,15.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Existing Capacity,2060,15.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Costs of Production,2035,2997.1900862623384
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Costs of Production,2040,153044.01877977065
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Costs of Production,2045,646456.4367307081
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Costs of Production,2050,300545.085741108
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Costs of Production,2055,343988.7125872681
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Costs of Production,2060,506771.9240128982
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Power Generation,2045,28134.123645912478
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Power Generation,2050,14612.068406672868
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Power Generation,2055,758221.9972111753
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Power Generation,2060,402764.4835797867
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Curtailed Energy Production,2025,1336800.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Curtailed Energy Production,2030,110595776.94102125
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Curtailed Energy Production,2035,283295059.2936478
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Curtailed Energy Production,2040,192984421.89021996
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Pollutant Loadings,2025,3125701.6029530372
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Pollutant Loadings,2030,3048927.4488399653
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Pollutant Loadings,2035,2926750.760287834
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Pollutant Loadings,2040,3789036.9117623363
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Pollutant Loadings,2045,3804798.459491074
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Pollutant Loadings,2050,5283453.618022237
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Pollutant Loadings,2055,6655913.880119061
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW,Transformation Process,Pollutant Loadings,2060,4580595.7040189
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Capacity Additions,2030,16.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Capacity Additions,2035,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Capacity Additions,2040,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Capacity Additions,2045,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Capacity Additions,2050,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Capacity Additions,2055,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Capacity Additions,2060,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Existing Capacity,2025,675.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Existing Capacity,2030,675.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Existing Capacity,2035,675.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Existing Capacity,2040,675.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Existing Capacity,2045,675.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Existing Capacity,2050,675.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Existing Capacity,2055,675.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Existing Capacity,2060,675.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Energy Generation,2035,37084173.3790865
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Energy Generation,2040,44081443.779238395
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Energy Generation,2050,1142523.0644372387
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Energy Generation,2055,549918.72
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Energy Generation,2060,732784.32
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Power Generation,2025,736309.44
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Power Generation,2035,39068157.00916834
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Power Generation,2040,39495542.24571806
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Power Generation,2045,1539944.1786322151
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Power Generation,2050,2468416.0575518752
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Power Generation,2055,1040800.0000000001
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Power Generation,2060,1336800.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Curtailed Energy Production,2025,9695200.000000002
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Curtailed Energy Production,2030,10820887.590125404
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Curtailed Energy Production,2035,1682258676.967949
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Curtailed Energy Production,2040,2291114689.407065
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Curtailed Energy Production,2045,2593365595.9541726
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Curtailed Energy Production,2050,736309.44
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Curtailed Energy Production,2055,736309.44
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDSA,Transformation Process,Curtailed Energy Production,2060,736309.44
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Capacity Additions,2030,16.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Capacity Additions,2035,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Capacity Additions,2040,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Capacity Additions,2045,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Capacity Additions,2050,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Capacity Additions,2055,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Capacity Additions,2060,29.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Existing Capacity,2025,250.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Existing Capacity,2030,250.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Existing Capacity,2035,250.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Existing Capacity,2040,250.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Existing Capacity,2045,250.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Existing Capacity,2050,250.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Existing Capacity,2055,250.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Existing Capacity,2060,250.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Costs of Production,2025,8234472.1506372085
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Costs of Production,2030,13950052.987837274
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Costs of Production,2035,12216644.428637397
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Costs of Production,2040,14360557.678434957
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Costs of Production,2045,13685276.268971957
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Costs of Production,2050,17020553.510953024
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Costs of Production,2055,28065539.87330707
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Costs of Production,2060,43238216.27498547
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Energy Generation,2025,736309.44
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Energy Generation,2030,736309.44
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Energy Generation,2035,736309.44
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Energy Generation,2040,736309.44
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Energy Generation,2045,736309.44
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Energy Generation,2050,848201.253590624
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Energy Generation,2055,1359603.5644995729
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Energy Generation,2060,5177079.359999999
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Power Generation,2025,6676916.16
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Power Generation,2030,6676916.16
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Power Generation,2035,1336800.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Power Generation,2040,1336800.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Power Generation,2045,1336800.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Power Generation,2050,1550801.718637068
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Power Generation,2055,2429146.263328716
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Power Generation,2060,9514400.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Curtailed Energy Production,2025,1377109.44
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Curtailed Energy Production,2030,1476502.7134205606
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Curtailed Energy Production,2035,1980369.333597032
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Curtailed Energy Production,2040,5177079.359999999
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Curtailed Energy Production,2045,6903879.287553551
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Curtailed Energy Production,2050,7846712.222260652
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Curtailed Energy Production,2055,6380916.16
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Curtailed Energy Production,2060,6676916.16
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Pollutant Loadings,2025,9857614.43440336
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Pollutant Loadings,2030,10127396.104904309
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Pollutant Loadings,2035,10773402.21103092
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Pollutant Loadings,2040,10844268.736000001
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Pollutant Loadings,2045,10856562.592000002
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Pollutant Loadings,2050,10856562.592000002
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Pollutant Loadings,2055,1161362.5920000002
Indonesia,Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Transformation Process,Pollutant Loadings,2060,1161362.5920000002
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Existing Capacity,2025,180852.26
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Existing Capacity,2030,180852.26
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Existing Capacity,2035,180852.26
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Existing Capacity,2040,180852.26
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Existing Capacity,2045,180852.26
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Existing Capacity,2050,180852.26
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Existing Capacity,2055,180852.26
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Existing Capacity,2060,180852.26
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Costs of Production,2025,153311.616
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Costs of Production,2030,153311.616
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Costs of Production,2035,153311.616
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Costs of Production,2040,153311.616
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Costs of Production,2045,1929208.0370909353
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Costs of Production,2050,4825610.658215405
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Costs of Production,2055,1802778.88
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Costs of Production,2060,2352161.2800000003
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Energy Generation,2025,6849887.957736819
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Energy Generation,2030,7760168.133625848
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Energy Generation,2035,6380916.16
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Energy Generation,2040,6676916.16
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Energy Generation,2045,6676916.16
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Energy Generation,2050,6676916.16
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Energy Generation,2055,2190981.586625297
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Energy Generation,2060,2674773.7618414564
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Power Generation,2025,10048152.640000002
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Power Generation,2030,10048152.640000002
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Power Generation,2035,10048152.640000002
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Power Generation,2040,9695200.000000002
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Power Generation,2045,9695200.000000002
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Power Generation,2050,10855394.937801799
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Power Generation,2055,1867435.5370374722
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Power Generation,2060,1024784.3200000001
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Curtailed Energy Production,2025,7125716.16
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Curtailed Energy Production,2030,7125716.16
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Curtailed Energy Production,2035,2627194.9241701653
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Curtailed Energy Production,2040,2655058.253596125
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Curtailed Energy Production,2045,1590168.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Curtailed Energy Production,2050,1927741.2455878295
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Curtailed Energy Production,2055,2819671.5060058273
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Curtailed Energy Production,2060,9867352.64
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Pollutant Loadings,2025,22420584.585382774
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Pollutant Loadings,2030,9168897.83904433
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Pollutant Loadings,2035,14117964.08371558
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Pollutant Loadings,2040,12144611.417463023
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Pollutant Loadings,2045,15368203.368249513
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Pollutant Loadings,2050,16229911.649481814
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Pollutant Loadings,2055,14618525.121332042
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Transformation Process,Pollutant Loadings,2060,10151857.016205894
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Existing Capacity,2025,28500.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Existing Capacity,2030,28500.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Existing Capacity,2035,28500.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Existing Capacity,2040,28500.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Existing Capacity,2045,28500.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Existing Capacity,2050,28500.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Existing Capacity,2055,28500.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Existing Capacity,2060,28500.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Costs of Production,2060,2944621.251478633
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Energy Generation,2025,1590168.0
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Energy Generation,2030,1873369.2441652482
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Energy Generation,2035,2734504.2389734923
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Energy Generation,2040,9867352.64
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Energy Generation,2045,10048152.640000002
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Energy Generation,2050,10048152.640000002
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Energy Generation,2055,10048152.640000002
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Energy Generation,2060,10420888.262824241
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Power Generation,2025,1585108.48
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Power Generation,2030,1624308.48
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Power Generation,2035,1624308.48
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Power Generation,2040,1624308.48
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Power Generation,2045,1377109.44
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Power Generation,2050,1502120.7306564953
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Transformation Process,Power Generation,2055,2021433.1110931672
