branch_path,variable,units,scale,per
Demand\Industry,Activity Level,No data,,
Demand\Industry,Demand Cost,2020 USD,,
Demand\Industry,RefHH,Ref/hh,,
Demand\Industry\Historical,Activity Level,Saturation,%,
Demand\Industry\Historical,Demand Cost,U.S. Dollar,,
Demand\Industry\Historical,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical,RefHH,Ref/hh,,
Demand\Industry\Historical,TotalEnergy,TOE,Thousand,
Demand\Industry\Historical\Bagasse,Demand Cost,2020 USD,,
Demand\Industry\Historical\Bagasse,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Bagasse,Fuel Share,Share,%,
Demand\Industry\Historical\Bagasse,RefHH,Ref/hh,,
Demand\Industry\Historical\Bagasse,UnscaledFuelShare,%,,
Demand\Industry\Historical\Bagasse\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bagasse\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bagasse\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bagasse\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Bagasse\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bagasse\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bagasse\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bagasse\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bagasse\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bagasse\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bagasse\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bagasse\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bagasse\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Biodiesel,Demand Cost,2020 USD,,
Demand\Industry\Historical\Biodiesel,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Biodiesel,Fuel Share,Share,%,
Demand\Industry\Historical\Biodiesel,RefHH,Ref/hh,,
Demand\Industry\Historical\Biodiesel,UnscaledFuelShare,%,,
Demand\Industry\Historical\Biodiesel\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Biodiesel\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Biodiesel\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Biodiesel\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Biodiesel\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Biodiesel\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Biodiesel\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Biogas,Demand Cost,2020 USD,,
Demand\Industry\Historical\Biogas,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Biogas,Fuel Share,Share,%,
Demand\Industry\Historical\Biogas,RefHH,Ref/hh,,
Demand\Industry\Historical\Biogas,UnscaledFuelShare,%,,
Demand\Industry\Historical\Biogas\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Biogas\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Biogas\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Biogas\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Biogas\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Biogas\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Biogas\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Biogas\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Biogas\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Biogas\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Biogas\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Biogas\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Biogas\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Bitumen,Demand Cost,2020 USD,,
Demand\Industry\Historical\Bitumen,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Bitumen,Fuel Share,Share,%,
Demand\Industry\Historical\Bitumen,RefHH,Ref/hh,,
Demand\Industry\Historical\Bitumen,UnscaledFuelShare,%,,
Demand\Industry\Historical\Bitumen\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bitumen\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bitumen\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Bitumen\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bitumen\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bitumen\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bitumen\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bitumen\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bitumen\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bitumen\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bitumen\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bitumen\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Bitumen\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Brown Coal Briquettes,Demand Cost,2020 USD,,
Demand\Industry\Historical\Brown Coal Briquettes,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Brown Coal Briquettes,Fuel Share,Share,%,
Demand\Industry\Historical\Brown Coal Briquettes,RefHH,Ref/hh,,
Demand\Industry\Historical\Brown Coal Briquettes,UnscaledFuelShare,%,,
Demand\Industry\Historical\Brown Coal Briquettes\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Brown Coal Briquettes\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Brown Coal Briquettes\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Brown Coal Briquettes\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Brown Coal Briquettes\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Brown Coal Briquettes\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Brown Coal Briquettes\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Brown Coal Briquettes\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Brown Coal Briquettes\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Brown Coal Briquettes\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Brown Coal Briquettes\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Brown Coal Briquettes\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Brown Coal Briquettes\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Charcoal,Demand Cost,2020 USD,,
Demand\Industry\Historical\Charcoal,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Charcoal,Fuel Share,Share,%,
Demand\Industry\Historical\Charcoal,RefHH,Ref/hh,,
Demand\Industry\Historical\Charcoal,UnscaledFuelShare,%,,
Demand\Industry\Historical\Charcoal\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Charcoal\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Charcoal\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Charcoal\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Charcoal\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Charcoal\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Charcoal\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Charcoal\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Charcoal\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Charcoal\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Charcoal\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Charcoal\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Charcoal\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Coal Anthracite,Demand Cost,2020 USD,,
Demand\Industry\Historical\Coal Anthracite,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Coal Anthracite,Fuel Share,Share,%,
Demand\Industry\Historical\Coal Anthracite,RefHH,Ref/hh,,
Demand\Industry\Historical\Coal Anthracite,UnscaledFuelShare,%,,
Demand\Industry\Historical\Coal Anthracite\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Anthracite\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Anthracite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Coal Anthracite\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Anthracite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Anthracite\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Anthracite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Anthracite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Anthracite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Anthracite\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Anthracite\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Anthracite\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Anthracite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Coal Bituminous,Demand Cost,2020 USD,,
Demand\Industry\Historical\Coal Bituminous,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Coal Bituminous,Fuel Share,Share,%,
Demand\Industry\Historical\Coal Bituminous,RefHH,Ref/hh,,
Demand\Industry\Historical\Coal Bituminous,UnscaledFuelShare,%,,
Demand\Industry\Historical\Coal Bituminous\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Bituminous\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Bituminous\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Coal Bituminous\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Bituminous\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Bituminous\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Bituminous\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Bituminous\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Bituminous\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Bituminous\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Coal Lignite,Demand Cost,2020 USD,,
Demand\Industry\Historical\Coal Lignite,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Coal Lignite,Fuel Share,Share,%,
Demand\Industry\Historical\Coal Lignite,RefHH,Ref/hh,,
Demand\Industry\Historical\Coal Lignite,UnscaledFuelShare,%,,
Demand\Industry\Historical\Coal Lignite\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Lignite\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Coal Lignite\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Lignite\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Lignite\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Lignite\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Lignite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Coal Sub bituminous,Demand Cost,2020 USD,,
Demand\Industry\Historical\Coal Sub bituminous,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Coal Sub bituminous,Fuel Share,Share,%,
Demand\Industry\Historical\Coal Sub bituminous,RefHH,Ref/hh,,
Demand\Industry\Historical\Coal Sub bituminous,UnscaledFuelShare,%,,
Demand\Industry\Historical\Coal Sub bituminous\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Sub bituminous\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Sub bituminous\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Sub bituminous\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Coal Sub bituminous\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Sub bituminous\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Sub bituminous\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Sub bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Sub bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Sub bituminous\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Sub bituminous\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Sub bituminous\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Sub bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Coal Unspecified,Demand Cost,2020 USD,,
Demand\Industry\Historical\Coal Unspecified,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Coal Unspecified,Fuel Share,Share,%,
Demand\Industry\Historical\Coal Unspecified,RefHH,Ref/hh,,
Demand\Industry\Historical\Coal Unspecified,UnscaledFuelShare,%,,
Demand\Industry\Historical\Coal Unspecified\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Unspecified\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Unspecified\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Coal Unspecified\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Unspecified\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Unspecified\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Unspecified\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Unspecified\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Unspecified\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Unspecified\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Unspecified\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Unspecified\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Coal Unspecified\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Diesel,Demand Cost,2020 USD,,
Demand\Industry\Historical\Diesel,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Diesel,Fuel Share,Share,%,
Demand\Industry\Historical\Diesel,RefHH,Ref/hh,,
Demand\Industry\Historical\Diesel,UnscaledFuelShare,%,,
Demand\Industry\Historical\Diesel\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Diesel\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Diesel\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Diesel\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Diesel\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Diesel\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Diesel\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Diesel\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Diesel\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Diesel\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Diesel\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Diesel\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Diesel\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Electricity,Demand Cost,2020 USD,,
Demand\Industry\Historical\Electricity,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Electricity,Fuel Share,Share,%,
Demand\Industry\Historical\Electricity,Load Shape,Percent,%,
Demand\Industry\Historical\Electricity,RefHH,Ref/hh,,
Demand\Industry\Historical\Electricity,UnscaledFuelShare,%,,
Demand\Industry\Historical\Ethanol,Demand Cost,2020 USD,,
Demand\Industry\Historical\Ethanol,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Ethanol,Fuel Share,Share,%,
Demand\Industry\Historical\Ethanol,RefHH,Ref/hh,,
Demand\Industry\Historical\Ethanol,UnscaledFuelShare,%,,
Demand\Industry\Historical\Ethanol\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Ethanol\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Ethanol\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Ethanol\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Ethanol\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Ethanol\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Ethanol\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Ethanol\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Ethanol\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Ethanol\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Ethanol\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Ethanol\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Ethanol\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Gasoline,Demand Cost,2020 USD,,
Demand\Industry\Historical\Gasoline,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Gasoline,Fuel Share,Share,%,
Demand\Industry\Historical\Gasoline,RefHH,Ref/hh,,
Demand\Industry\Historical\Gasoline,UnscaledFuelShare,%,,
Demand\Industry\Historical\Gasoline\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Gasoline\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Gasoline\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Gasoline\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Gasoline\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Gasoline\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Gasoline\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Gasoline\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Gasoline\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Gasoline\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Gasoline\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Gasoline\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Gasoline\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Kerosene,Demand Cost,2020 USD,,
Demand\Industry\Historical\Kerosene,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Kerosene,Fuel Share,Share,%,
Demand\Industry\Historical\Kerosene,RefHH,Ref/hh,,
Demand\Industry\Historical\Kerosene,UnscaledFuelShare,%,,
Demand\Industry\Historical\Kerosene\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Kerosene\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Kerosene\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Kerosene\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Kerosene\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Kerosene\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Kerosene\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Kerosene\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Kerosene\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Kerosene\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Kerosene\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Kerosene\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Kerosene\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\LPG,Demand Cost,2020 USD,,
Demand\Industry\Historical\LPG,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\LPG,Fuel Share,Share,%,
Demand\Industry\Historical\LPG,RefHH,Ref/hh,,
Demand\Industry\Historical\LPG,UnscaledFuelShare,%,,
Demand\Industry\Historical\LPG\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\LPG\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\LPG\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\LPG\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\LPG\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\LPG\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
