branch_path,variable,units,scale,per
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Kerosene\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Kerosene\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Kerosene\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Kerosene\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Kerosene\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Kerosene\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Kerosene\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Liquid FF\Residual Fuel Oil\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others,Activity Level,Saturation,%,of 2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bagasse\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomethane,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomethane,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomethane,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomethane,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomethane\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomethane\Black Carbon,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomethane\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomethane\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomethane\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomethane\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomethane\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomethane\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomethane\Organic Carbon,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomethane\Particulates PM10,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomethane\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Biomethane\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Bitumen\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Charcoal\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Anthracite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Lignite\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal Sub bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Coal bituminous\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Hard Coal Briquettes,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Hard Coal Briquettes,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Hard Coal Briquettes,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Hard Coal Briquettes,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Hard Coal Briquettes\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Hard Coal Briquettes\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Hard Coal Briquettes\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Hard Coal Briquettes\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Hard Coal Briquettes\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Hard Coal Briquettes\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Hard Coal Briquettes\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Hard Coal Briquettes\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Hard Coal Briquettes\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Hard Coal Briquettes\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Hard Coal Briquettes\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Mining\Direct Process Heating\Others\Hard Coal Briquettes\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
