ams,branch,branch_type,variable,year,value,unit,unit_source
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Power Generation,2035,195364.9044,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Power Generation,2040,195364.9044,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Power Generation,2045,195435.65042027127,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Power Generation,2050,174029.0064155933,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Power Generation,2060,3472.766010534133,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Curtailed Energy Production,2025,655249.7225175078,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Curtailed Energy Production,2030,357643.79104857607,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Curtailed Energy Production,2035,354693.00000000006,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Curtailed Energy Production,2040,354693.0,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Curtailed Energy Production,2045,354799.3760521783,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Curtailed Energy Production,2050,316283.50420871325,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Curtailed Energy Production,2060,2635.0574055230595,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Pollutant Loadings,2025,223093671.42857143,Metric Tonne CO2 Equivalent,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Pollutant Loadings,2030,374932183.09435713,Metric Tonne CO2 Equivalent,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Pollutant Loadings,2035,473817005.73578566,Metric Tonne CO2 Equivalent,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Pollutant Loadings,2040,655485320.4711431,Metric Tonne CO2 Equivalent,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Pollutant Loadings,2045,1078336238.4806445,Metric Tonne CO2 Equivalent,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Pollutant Loadings,2050,1061894922.5632645,Metric Tonne CO2 Equivalent,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Pollutant Loadings,2055,1042571530.0567937,Metric Tonne CO2 Equivalent,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Transformation Process,Pollutant Loadings,2060,1030727092.620379,Metric Tonne CO2 Equivalent,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Energy Generation,2025,657141.3776698965,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Energy Generation,2030,336943.9199046682,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Energy Generation,2035,332414.25141311594,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Energy Generation,2040,353953.3442341116,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Energy Generation,2045,329657.42187658156,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Energy Generation,2050,310024.354845456,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Energy Generation,2055,2647.7427090196084,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Energy Generation,2060,5518.2421055395625,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Power Generation,2025,501479.38374491484,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Power Generation,2030,265621.27535739983,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Power Generation,2035,259153.78218025283,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Power Generation,2040,259640.4614566979,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Power Generation,2045,257763.79189222262,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Power Generation,2050,241115.36517970858,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Power Generation,2055,567.4387325040001,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Power Generation,2060,4598.9837667361335,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Curtailed Energy Production,2025,689842.2823247642,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Curtailed Energy Production,2030,369178.186601712,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Curtailed Energy Production,2035,357813.56796340976,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Curtailed Energy Production,2040,388183.9308159242,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Curtailed Energy Production,2045,324757.80293120677,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Curtailed Energy Production,2050,305445.92056298157,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Curtailed Energy Production,2055,4043.193474901962,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Waste,Transformation Process,Curtailed Energy Production,2060,6991.08276685492,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Energy Generation,2025,712123.5927761332,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Energy Generation,2030,391978.48304783826,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Energy Generation,2035,380107.14458117745,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Energy Generation,2040,410104.8308450677,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Energy Generation,2045,321016.7348499102,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Energy Generation,2050,301946.88429545844,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Energy Generation,2055,5128.8462949019595,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Energy Generation,2060,8096.769386291871,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Power Generation,2025,529712.8749191605,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Power Generation,2030,285904.51380995155,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Power Generation,2035,273503.83672214346,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Power Generation,2040,297713.261310036,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Power Generation,2045,248415.1331376257,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Power Generation,2050,233303.63971515172,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Power Generation,2055,2226.9909659760006,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Power Generation,2060,6395.365157443176,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Curtailed Energy Production,2025,725234.3176241878,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Curtailed Energy Production,2030,405294.1063123512,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Curtailed Energy Production,2035,393550.36406267853,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Curtailed Energy Production,2040,423331.7488491949,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Curtailed Energy Production,2045,319268.812205298,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Curtailed Energy Production,2050,300314.673007644,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Curtailed Energy Production,2055,5602.180856862742,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Lithium Ion Batteries,Transformation Process,Curtailed Energy Production,2060,8543.50271808472,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Energy Generation,2025,724053.9873878427,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Energy Generation,2030,405084.3977157545,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Energy Generation,2035,394522.55881701515,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Energy Generation,2040,424080.5909224956,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Energy Generation,2045,303893.33615491574,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Energy Generation,2050,285881.7476291401,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Energy Generation,2055,5752.886563529413,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Energy Generation,2060,8569.362135180527,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Power Generation,2025,556653.2044047602,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Power Generation,2030,313467.7362414036,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Power Generation,2035,300819.8829125768,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Power Generation,2040,324617.86485020095,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Power Generation,2045,244215.303313777,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Power Generation,2050,229358.15925181672,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Power Generation,2055,3085.681215959998,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Power Generation,2060,7041.35113133851,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Curtailed Energy Production,2025,756355.5824981369,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Curtailed Energy Production,2030,436479.2841013691,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Curtailed Energy Production,2035,425381.00145914004,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Curtailed Energy Production,2040,454863.60223436815,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Curtailed Energy Production,2045,315321.20702539163,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Curtailed Energy Production,2050,296624.2969973403,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Curtailed Energy Production,2055,5352.052747450982,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Pumped Hydro,Transformation Process,Curtailed Energy Production,2060,8199.215255203322,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Costs of Production,2030,17306925.0,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Costs of Production,2035,24992550.0,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Costs of Production,2040,24684000.0,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Costs of Production,2045,24497000.0,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Costs of Production,2050,24310000.0,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Costs of Production,2055,24123000.0,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Costs of Production,2060,24048200.0,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Energy Generation,2025,781244.54277103,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Energy Generation,2030,480176.3914923966,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Energy Generation,2035,466036.66536049324,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Energy Generation,2040,495728.09107870306,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Energy Generation,2045,350387.43806618697,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Energy Generation,2050,316425.93689044606,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Energy Generation,2055,4494.304423137256,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Energy Generation,2060,7610.40769072791,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Power Generation,2025,580355.3474756151,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Power Generation,2030,337278.02226547943,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Power Generation,2035,325147.8482827388,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Power Generation,2040,348751.43743404926,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Power Generation,2045,241195.5400219339,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Power Generation,2050,226518.4931314276,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Power Generation,2055,2947.9106532960004,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Power Generation,2060,7324.400218087413,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Curtailed Energy Production,2025,476037.5369163934,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Curtailed Energy Production,2030,476846.11857285653,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Curtailed Energy Production,2035,461928.1386608664,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Curtailed Energy Production,2040,491067.7257362278,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Curtailed Energy Production,2045,354833.77952924115,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Curtailed Energy Production,2050,316421.1181169645,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Curtailed Energy Production,2055,3408.8374188235302,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\CAES,Transformation Process,Curtailed Energy Production,2060,6498.788352164338,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Costs of Production,2035,135329416.0580553,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Costs of Production,2040,498175554.2602076,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Costs of Production,2045,371518103.77962565,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Costs of Production,2050,331101199.5468608,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Costs of Production,2055,300952216.1151795,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Costs of Production,2060,291594412.59594005,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Energy Generation,2025,445057.6777526368,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Energy Generation,2030,445389.60775618907,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Energy Generation,2035,431777.51774232514,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Energy Generation,2040,461348.83668289456,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Energy Generation,2045,354828.3143490203,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Energy Generation,2050,316399.25739608123,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Energy Generation,2055,2009.108434117647,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Energy Generation,2060,5009.773552103014,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Power Generation,2025,363135.04602279665,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Power Generation,2030,364937.31114955887,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Power Generation,2035,353215.92983936385,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Power Generation,2040,376219.5290551861,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Power Generation,2045,270793.3373946526,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Power Generation,2050,241133.31774973273,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Power Generation,2055,1877.5876502880003,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Power Generation,2060,6091.94720405542,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Curtailed Energy Production,2025,452820.2345737748,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Curtailed Energy Production,2030,452543.98878392426,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Curtailed Energy Production,2035,440522.11236109695,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Curtailed Energy Production,2040,469982.4658704588,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Curtailed Energy Production,2045,354828.97592397494,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Curtailed Energy Production,2050,316401.9036958999,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Curtailed Energy Production,2055,679.8062654901961,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\VRB Flow Batteries,Transformation Process,Curtailed Energy Production,2060,3535.965696662864,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Costs of Production,2035,122850.0,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Costs of Production,2040,127400.0,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Costs of Production,2045,109200.0,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Costs of Production,2050,136500.0,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Costs of Production,2055,273000.0,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Costs of Production,2060,271650.0,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Energy Generation,2025,519917.7973040058,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Energy Generation,2030,519049.96679160884,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Energy Generation,2035,508451.90132128686,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Energy Generation,2040,536971.3986432948,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Energy Generation,2045,354842.3088815753,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Energy Generation,2050,316455.23552630114,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Energy Generation,2055,1.9566564705882354,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Energy Generation,2060,2681.446870913061,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Power Generation,2025,345418.7184392918,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Power Generation,2030,346355.0661479538,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Power Generation,2035,336857.32611577556,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Power Generation,2040,360081.2681225062,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Power Generation,2045,270790.2105096391,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Power Generation,2050,241130.91245356854,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Power Generation,2055,374.43729103199996,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Power Generation,2060,4137.714678027977,Megawatt,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Curtailed Energy Production,2025,511333.1586544203,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Curtailed Energy Production,2030,508845.1617172483,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Curtailed Energy Production,2035,501897.53635628446,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Curtailed Energy Production,2040,530508.338105587,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Curtailed Energy Production,2045,354841.5334727759,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Transformation Process,Curtailed Energy Production,2050,316452.13389110356,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Transformation Process,Costs of Production,2040,3142221.314692868,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Transformation Process,Costs of Production,2045,6571319.09299012,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Transformation Process,Costs of Production,2050,3440898.6021227627,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Transformation Process,Costs of Production,2055,2869611.084887988,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Transformation Process,Costs of Production,2060,305362.50000000006,Thousand U.S. Dollar,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Transformation Process,Energy Generation,2025,488681.2819467584,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Transformation Process,Energy Generation,2030,486265.17703633034,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Transformation Process,Energy Generation,2035,479518.30709463375,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Transformation Process,Energy Generation,2040,508440.83621278155,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Transformation Process,Energy Generation,2045,354837.2248810139,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Transformation Process,Energy Generation,2050,316434.8995240556,Gigajoule,inferred
Brunei,Transformation\Centralized Electricity Generation\Processes\H2 Fuel Cell,Transformation Process,Power Generation,2025,390002.542774696,Megawatt,inferred
