ams,branch,branch_type,variable,year,value,unit,unit_source
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Power Generation,2050,10155241.886848042,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Power Generation,2055,3053841.1930890693,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Power Generation,2060,3443593.1749684336,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Curtailed Energy Production,2025,2223870.795589406,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Curtailed Energy Production,2030,3511155.7994682333,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Curtailed Energy Production,2035,3125499.8898815103,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Curtailed Energy Production,2040,3120455.814928662,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Curtailed Energy Production,2045,3738595.6446121875,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Curtailed Energy Production,2050,3860272.772908738,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Curtailed Energy Production,2055,4108988.8801668514,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Curtailed Energy Production,2060,4584243.669750308,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Pollutant Loadings,2025,57956873743.92056,Metric Tonne CO2 Equivalent,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Pollutant Loadings,2030,124119858038.96085,Metric Tonne CO2 Equivalent,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Pollutant Loadings,2035,134477815675.52899,Metric Tonne CO2 Equivalent,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Pollutant Loadings,2040,145851262839.53876,Metric Tonne CO2 Equivalent,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Pollutant Loadings,2045,159929053108.77023,Metric Tonne CO2 Equivalent,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Pollutant Loadings,2050,717234893.3023534,Metric Tonne CO2 Equivalent,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Pollutant Loadings,2055,11096808922.235031,Metric Tonne CO2 Equivalent,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Transformation Process,Pollutant Loadings,2060,18141743429.139927,Metric Tonne CO2 Equivalent,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Energy Generation,2025,2198492.1490570568,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Energy Generation,2030,3531925.23190746,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Energy Generation,2035,3162048.363644338,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Energy Generation,2040,3169446.145719241,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Energy Generation,2045,3789246.1081002187,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Energy Generation,2050,3861894.317176217,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Energy Generation,2055,4320853.852791956,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Energy Generation,2060,4803431.961563353,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Power Generation,2025,2655728.5879608886,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Power Generation,2030,2755086.042604186,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Power Generation,2035,2948756.76673234,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Power Generation,2040,2220973.2830245076,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Power Generation,2045,2752079.21660772,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Power Generation,2050,2911768.183729683,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Power Generation,2055,3053897.3584912834,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Power Generation,2060,3443791.198129383,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Curtailed Energy Production,2025,2166133.210603786,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Curtailed Energy Production,2030,3483412.708190701,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Curtailed Energy Production,2035,3119852.7353217346,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Curtailed Energy Production,2040,3151931.4326223307,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Curtailed Energy Production,2045,3780173.1675154706,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Curtailed Energy Production,2050,3873431.720302338,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Curtailed Energy Production,2055,4869158.097438016,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Transformation Process,Curtailed Energy Production,2060,5370507.724745799,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Energy Generation,2025,2114514.3684117207,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Energy Generation,2030,3436989.749351156,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Energy Generation,2035,3075981.4501399198,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Energy Generation,2040,3154803.4285283005,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Energy Generation,2045,3793709.4149021516,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Energy Generation,2050,3887697.9676695988,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Energy Generation,2055,5425228.928755563,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Energy Generation,2060,5945534.086280946,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Power Generation,2025,2609149.3170250347,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Power Generation,2030,2757075.6526596793,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Power Generation,2035,2945318.3380676503,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Power Generation,2040,2244422.2462045955,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Power Generation,2045,2777128.1731193997,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Power Generation,2050,2921148.535819834,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Power Generation,2055,3614146.4897822645,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Power Generation,2060,4043895.8732301067,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Curtailed Energy Production,2025,2144981.6259016036,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Curtailed Energy Production,2030,3500967.066803236,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Curtailed Energy Production,2035,3147193.2545078225,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Curtailed Energy Production,2040,3192467.484685422,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Curtailed Energy Production,2045,3839150.5535713756,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Curtailed Energy Production,2050,3897662.7187769786,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Curtailed Energy Production,2055,5797440.33705345,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Transformation Process,Curtailed Energy Production,2060,6330377.376593954,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Costs of Production,2035,271080.00000000006,Thousand U.S. Dollar,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Costs of Production,2040,493200.0,Thousand U.S. Dollar,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Costs of Production,2045,6631200.000000001,Thousand U.S. Dollar,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Costs of Production,2050,7402752.0,Thousand U.S. Dollar,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Costs of Production,2055,13344995.193999976,Thousand U.S. Dollar,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Costs of Production,2060,16320723.110329304,Thousand U.S. Dollar,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Energy Generation,2025,2165293.046729307,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Energy Generation,2030,3509416.50705678,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Energy Generation,2035,3154434.3950410327,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Energy Generation,2040,3181142.55037497,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Energy Generation,2045,3832742.651876466,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Energy Generation,2050,3904396.713871843,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Energy Generation,2055,5963104.137807337,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Energy Generation,2060,6501244.87019548,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Power Generation,2025,2594650.4968471727,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Power Generation,2030,2780879.439127735,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Power Generation,2035,2964952.0619142097,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Power Generation,2040,2274621.612696957,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Power Generation,2045,2809906.9999981006,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Power Generation,2050,2938421.5965282163,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Power Generation,2055,4298544.008540573,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Power Generation,2060,4776782.200770598,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Curtailed Energy Production,2025,3462487.312644264,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Curtailed Energy Production,2030,4948413.552430841,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Curtailed Energy Production,2035,3111577.2841610387,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Curtailed Energy Production,2040,3154309.174870857,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Curtailed Energy Production,2045,3803866.0528946226,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Curtailed Energy Production,2050,3901987.8584526684,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Curtailed Energy Production,2055,5974680.943999748,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC,Transformation Process,Curtailed Energy Production,2060,6513104.367779376,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Energy Generation,2025,3435098.648047836,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Energy Generation,2030,4873159.386712045,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Energy Generation,2035,3046461.70131854,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Energy Generation,2040,3104862.8762999,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Energy Generation,2045,3754257.7300884943,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Energy Generation,2050,3902381.03970073,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Energy Generation,2055,5880762.171773636,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Energy Generation,2060,6415861.841939386,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Power Generation,2025,4114817.221008746,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Power Generation,2030,2752388.0422710814,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Power Generation,2035,2939605.384567787,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Power Generation,2040,2246195.478008225,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Power Generation,2045,2780985.7016973943,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Power Generation,2050,2941504.7711761203,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Power Generation,2055,4430063.053960705,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Power Generation,2060,4918111.596076014,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Curtailed Energy Production,2025,3380612.984656384,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Curtailed Energy Production,2030,4856190.09140784,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Curtailed Energy Production,2035,3036930.8063579155,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Curtailed Energy Production,2040,3141859.430327049,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Curtailed Energy Production,2045,3795454.5442538285,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Curtailed Energy Production,2050,3907557.1963984855,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Curtailed Energy Production,2055,5691995.521842649,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS,Transformation Process,Curtailed Energy Production,2060,6220545.29041217,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Costs of Production,2025,32305651.184580363,Thousand U.S. Dollar,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Costs of Production,2030,37791983.72373177,Thousand U.S. Dollar,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Costs of Production,2035,44624572.66764824,Thousand U.S. Dollar,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Costs of Production,2040,23579185.65118458,Thousand U.S. Dollar,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Energy Generation,2025,2364989.739945032,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Energy Generation,2030,3926333.630091813,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Energy Generation,2035,3044389.6724696765,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Energy Generation,2040,3157889.173073221,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Energy Generation,2045,4712692.432140205,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Energy Generation,2050,5881696.276678246,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Energy Generation,2055,4890599.611872458,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Energy Generation,2060,5303426.662472384,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Power Generation,2025,3188354.2587022367,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Power Generation,2030,3571940.431503189,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Power Generation,2035,4492434.5286723515,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Power Generation,2040,4756903.529862002,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Power Generation,2045,7018735.18964183,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Power Generation,2050,6954454.9636205,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Power Generation,2055,7363541.315254457,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Power Generation,2060,8027293.370004074,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Curtailed Energy Production,2025,2311468.419387626,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Curtailed Energy Production,2030,3819750.7094541905,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Curtailed Energy Production,2035,2973738.022629053,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Curtailed Energy Production,2040,3060919.1337412354,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Curtailed Energy Production,2045,4582213.482099921,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Curtailed Energy Production,2050,5769007.3888695,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Curtailed Energy Production,2055,4395593.782181326,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Transformation Process,Curtailed Energy Production,2060,4787147.551587126,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Energy Generation,2025,2116139.4274481316,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Energy Generation,2030,2414192.7515277597,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Energy Generation,2035,1966276.783188486,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Energy Generation,2040,2186948.7703716676,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Energy Generation,2045,3830257.149917167,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Energy Generation,2050,5250723.49860134,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Energy Generation,2055,3526442.323471062,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Energy Generation,2060,3760799.9266091185,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Power Generation,2025,2854025.5925891735,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Power Generation,2030,2836745.0877850824,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Power Generation,2035,3995136.2879681606,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Power Generation,2040,4406920.9724184545,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Power Generation,2045,7000430.136618174,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Power Generation,2050,6656183.165240769,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Power Generation,2055,6380457.897219665,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Power Generation,2060,6867932.805422802,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Curtailed Energy Production,2025,2176060.32372172,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Curtailed Energy Production,2030,2481709.7893107827,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Curtailed Energy Production,2035,2028588.44738073,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Curtailed Energy Production,2040,2311955.2095398162,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Curtailed Energy Production,2045,4049195.4322840264,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Curtailed Energy Production,2050,5550855.92808899,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Curtailed Energy Production,2055,3702974.7518740357,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Steam,Transformation Process,Curtailed Energy Production,2060,3947509.8421877734,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Transformation Process,Energy Generation,2025,2551909.9782180884,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Transformation Process,Energy Generation,2030,2905205.7131284736,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Transformation Process,Energy Generation,2035,2071080.5415360373,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Transformation Process,Energy Generation,2040,2397200.6519784057,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Transformation Process,Energy Generation,2045,4198495.667306344,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Transformation Process,Energy Generation,2050,5755524.758847609,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Transformation Process,Energy Generation,2055,3828477.9114006734,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Transformation Process,Energy Generation,2060,4078734.7633285816,Gigajoule,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Transformation Process,Power Generation,2025,3439480.300314682,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Transformation Process,Power Generation,2030,3012944.049751088,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Transformation Process,Power Generation,2035,4264099.402095737,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Transformation Process,Power Generation,2040,4830474.708724634,Megawatt,inferred
Philippines,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Transformation Process,Power Generation,2045,7660142.689243065,Megawatt,inferred
